,tweet,sentiment,tweet,location
0,"#Repost @abc7ny
• • • • • •
Former President Barack Obama slammed President Donald Trump’s handling of the coronavirus pandemic as an “absolute chaotic disaster” during a conversation with ex-members of his… https://t.co/FsaRfGtlMM",0.1,"#Repost @abc7ny
• • • • • •
Former President Barack Obama slammed President Donald Trump’s handling of the coronavirus pandemic as an “absolute chaotic disaster” during a conversation with ex-members of his… https://t.co/FsaRfGtlMM",New York
1,#LosAngelesCounty #LATrails finally reopen ! 1st #trailrun since #CoVid19 &gt;&gt;&gt; #Nature #naturephotography #mountains #mountainbike #mountainlife #nature #montañas #montagne #california #socal #besthikingtrails… https://t.co/DgHaTNBah9,0.0,#LosAngelesCounty #LATrails finally reopen ! 1st #trailrun since #CoVid19 &gt;&gt;&gt; #Nature #naturephotography #mountains #mountainbike #mountainlife #nature #montañas #montagne #california #socal #besthikingtrails… https://t.co/DgHaTNBah9,California
2,"Covid-19 Quarantine Day #53... the Next Step in the Mr Yuk Returns Saga... LOL!!! #soulcandymusic🎵🎶 #soulcandyrawks #theskiesthelimitin2020 #coronavirussuxs #theshowmustgoon @ Columbia, South Carolina https://t.co/s8DGsCjjGT",0.5,"Covid-19 Quarantine Day #53... the Next Step in the Mr Yuk Returns Saga... LOL!!! #soulcandymusic🎵🎶 #soulcandyrawks #theskiesthelimitin2020 #coronavirussuxs #theshowmustgoon @ Columbia, South Carolina https://t.co/s8DGsCjjGT",South Carolina
3,"When you go out for #essential activities #masks are now required. #maythe4thbewithyou #revengeofthe5th #starwars #darthvader #covid19 #wilhelmscream @BradyHold @itsjuanmedina @wildatweetz @ San Francisco, California https://t.co/9T6F163LeP",0.0,"When you go out for #essential activities #masks are now required. #maythe4thbewithyou #revengeofthe5th #starwars #darthvader #covid19 #wilhelmscream @BradyHold @itsjuanmedina @wildatweetz @ San Francisco, California https://t.co/9T6F163LeP",California
4,"12:53 am. on May 10, 2020

#logic #logicpro #covid19 #QUARENTINEANDCOOK #quarantinecookup #quarantine #beats #beatmaker #producerlife @ Petersburg, Virginia https://t.co/sZDlU8KgXn",0.0,"12:53 am. on May 10, 2020

#logic #logicpro #covid19 #QUARENTINEANDCOOK #quarantinecookup #quarantine #beats #beatmaker #producerlife @ Petersburg, Virginia https://t.co/sZDlU8KgXn",Virginia
5,"Trying to catch everything but the Corona Virus 🎣🎣 #fishingbuddies #4lyfe #nightfishing🎣 @ Discovery Bay, California https://t.co/fJnB3MbW9f",0.0,"Trying to catch everything but the Corona Virus 🎣🎣 #fishingbuddies #4lyfe #nightfishing🎣 @ Discovery Bay, California https://t.co/fJnB3MbW9f",California
6,"On tonight’s episode of the Coronavirus Cooking Diaries, I give you Julia Child’s inspired Boeuf Bourguignon! Felix and his sister have watched Julie and Julia about 100 times. The first time they saw it I think was… https://t.co/cbe7RWuhxf",0.25,"On tonight’s episode of the Coronavirus Cooking Diaries, I give you Julia Child’s inspired Boeuf Bourguignon! Felix and his sister have watched Julie and Julia about 100 times. The first time they saw it I think was… https://t.co/cbe7RWuhxf",New York
7,"Don’t leave home without it❣️❣️❣️ #DazzlingDanette #PerformerLife #AEA #Mompreneur #CoVid19 #MasksOnDeck @ Jersey City, New Jersey https://t.co/L5DCBnJJmm",0.13636363636363635,"Don’t leave home without it❣️❣️❣️ #DazzlingDanette #PerformerLife #AEA #Mompreneur #CoVid19 #MasksOnDeck @ Jersey City, New Jersey https://t.co/L5DCBnJJmm",New Jersey
8,"Vegas strip, Paradise, NV 

The day before the city reopens.

#thestrip #paradise #nevada #covid19 #vegas #lasvegas #covidonthestrip #staysafe #love #life #newnormal #besmart #health #keepgoing #2020 @ Las Vegas,… https://t.co/YCCk3Ep5FW",0.5,"Vegas strip, Paradise, NV 

The day before the city reopens.

#thestrip #paradise #nevada #covid19 #vegas #lasvegas #covidonthestrip #staysafe #love #life #newnormal #besmart #health #keepgoing #2020 @ Las Vegas,… https://t.co/YCCk3Ep5FW",Nevada
9,"having a covid senior moment in b&amp;w 🖤⚪️
.
.
#senior2020 #soproud #wilsonvillehighschool @ Wilsonville, Oregon https://t.co/JtMe2aZrPW",0.0,"having a covid senior moment in b&amp;w 🖤⚪️
.
.
#senior2020 #soproud #wilsonvillehighschool @ Wilsonville, Oregon https://t.co/JtMe2aZrPW",Oregon
10,"This PSA is important for everyone to heed. 

If you feel you need to cough we ask that you far cough. 

Far cough now.  Far cough into the future.

#farcough #CORONAVIRUSBLUES #COVID-19 @ Aiea, Hawaii https://t.co/teAF6ME1dv",0.14,"This PSA is important for everyone to heed. 

If you feel you need to cough we ask that you far cough. 

Far cough now.  Far cough into the future.

#farcough #CORONAVIRUSBLUES #COVID-19 @ Aiea, Hawaii https://t.co/teAF6ME1dv",Hawaii
11,I've slacked on this profile during the #quarantine based on the #coronavirus #pandemic and realized there was no #masked visual on this profile so let me rectify with this #homemade #covering sent up from… https://t.co/yq3ycP27DQ,0.0,I've slacked on this profile during the #quarantine based on the #coronavirus #pandemic and realized there was no #masked visual on this profile so let me rectify with this #homemade #covering sent up from… https://t.co/yq3ycP27DQ,New York
12,Road tripping in the time of Corona. #roadtrippin #cartercaves #socialdistancing #familytime @ Carter Caves State Resort Park https://t.co/W48Fk8s4ac,0.090625,Road tripping in the time of Corona. #roadtrippin #cartercaves #socialdistancing #familytime @ Carter Caves State Resort Park https://t.co/W48Fk8s4ac,Kentucky
13,I’ve been busy using my new colored pencils🥰 #quarantinelife #covid19 #coloringpages #shoplocal @ LFK https://t.co/MPNl0RBkwj,1.0,I’ve been busy using my new colored pencils🥰 #quarantinelife #covid19 #coloringpages #shoplocal @ LFK https://t.co/MPNl0RBkwj,Kansas
14,"Feel free to use this limited time offer coupon code! 
*If you are dealing with a financial hardship due to COVID-19, we will continue to provide 100% free service on a case by case basis.*
-
Help us motivate more… https://t.co/U6mMMmQO6o",0.5,"Feel free to use this limited time offer coupon code! 
*If you are dealing with a financial hardship due to COVID-19, we will continue to provide 100% free service on a case by case basis.*
-
Help us motivate more… https://t.co/U6mMMmQO6o",California
15,"HAPPY MOTHERS DAY!!💐🌺🌸🌹🌷FOLLOW, FOLLOW, FOLLOW ! @great_atlanta #greatthingsatlanta #atlanta #covid_19 #covid19 #atl #atlantahairstylist #atlantaphotographer #atlantapoetry #atlantaclubs #atlantafood #atlantafoodies… https://t.co/98ATZIbvno",0.18095238095238086,"HAPPY MOTHERS DAY!!💐🌺🌸🌹🌷FOLLOW, FOLLOW, FOLLOW ! @great_atlanta #greatthingsatlanta #atlanta #covid_19 #covid19 #atl #atlantahairstylist #atlantaphotographer #atlantapoetry #atlantaclubs #atlantafood #atlantafoodies… https://t.co/98ATZIbvno",Georgia
16,"https://t.co/JTrfhE0PGo

Okay tonight starts a lift here on masks and socail distance...

Riverside county....

Be safe...

I'll see you out there..

Your… https://t.co/6WLR3zcmUV",0.0,"https://t.co/JTrfhE0PGo

Okay tonight starts a lift here on masks and socail distance...

Riverside county....

Be safe...

I'll see you out there..

Your… https://t.co/6WLR3zcmUV",California
17,"Kevin &amp; Bonnie are back again from Coronavirus central. (LINK IN BIO). This week, Kev shares his parody song fail about a fellow patron at the Riata Bar, Bonnie attempts to give Kevin a therapy session, but doesn’t… https://t.co/ZhycLgz3Gj",0.5,"Kevin &amp; Bonnie are back again from Coronavirus central. (LINK IN BIO). This week, Kev shares his parody song fail about a fellow patron at the Riata Bar, Bonnie attempts to give Kevin a therapy session, but doesn’t… https://t.co/ZhycLgz3Gj",Texas
18,"#coronavirus #alonetogether 
This person taking no chances!!!!
#masks #chingon @ Albuquerque, New Mexico https://t.co/WcsP184rdg",0.0,"#coronavirus #alonetogether 
This person taking no chances!!!!
#masks #chingon @ Albuquerque, New Mexico https://t.co/WcsP184rdg",New Mexico
19,"All the boats parked, quarantine is hard. #marinadelrey @marcel_cameraop #bay #quarantine #covid #covid19 #covid_19 #covıd #closed #lockdown #lockdown2020 @RobinPetgrave  #drone djiglobal #drones #dronepilot… https://t.co/2KIrzXiNP3",0.0,"All the boats parked, quarantine is hard. #marinadelrey @marcel_cameraop #bay #quarantine #covid #covid19 #covid_19 #covıd #closed #lockdown #lockdown2020 @RobinPetgrave  #drone djiglobal #drones #dronepilot… https://t.co/2KIrzXiNP3",California
20,You deserve to be full for hours #thosbeans #ducal #treatyoself #fullforhours #beansandwich #theBritisharebroken #helpme #youdeserveit #covid #covid2020 @ Alaska https://t.co/juFTHfq7nn,-0.19583333333333336,You deserve to be full for hours #thosbeans #ducal #treatyoself #fullforhours #beansandwich #theBritisharebroken #helpme #youdeserveit #covid #covid2020 @ Alaska https://t.co/juFTHfq7nn,Alaska
21,"SALUD ! #quedateencasa #cuarentena #philadelphia #filadelfia #vino #republicadominicana #coronavirus en Frankford, Philadelphia https://t.co/oDCSrx1oPK",0.35,"SALUD ! #quedateencasa #cuarentena #philadelphia #filadelfia #vino #republicadominicana #coronavirus en Frankford, Philadelphia https://t.co/oDCSrx1oPK",Pennsylvania
22,"❤🖤💚🍽🎣
Covid-19 Cook-In
Ocean perch (pan seared/oven baked), asparagus, fresh tomato slices, carrots.
Spices: lemon pepper, fresh chopped garlic, garlic powder, paprika, fresh squeezed lemon juice (*on asparagus/ocean… https://t.co/jurlWFrtz7",0.25,"❤🖤💚🍽🎣
Covid-19 Cook-In
Ocean perch (pan seared/oven baked), asparagus, fresh tomato slices, carrots.
Spices: lemon pepper, fresh chopped garlic, garlic powder, paprika, fresh squeezed lemon juice (*on asparagus/ocean… https://t.co/jurlWFrtz7",Michigan
23,"Had to post this hear as proof I did this. I ran my first half-marathon ever! Don't let this #covid19 #quarantine take you down. As my good friend said, use this as ""building time"" and… https://t.co/NfxbKtzOfN",0.3,"Had to post this hear as proof I did this. I ran my first half-marathon ever! Don't let this #covid19 #quarantine take you down. As my good friend said, use this as ""building time"" and… https://t.co/NfxbKtzOfN",Pennsylvania
24,It's time to #thinkpositive despite all the disease in this world. You are in control of your own mood each day! Live each day like it's your last and have a blast #covid19 #healthcare #frontlineworkers #lifeisgreat… https://t.co/PrOorHtZqc,-0.2,It's time to #thinkpositive despite all the disease in this world. You are in control of your own mood each day! Live each day like it's your last and have a blast #covid19 #healthcare #frontlineworkers #lifeisgreat… https://t.co/PrOorHtZqc,New York
25,"#beauty comes in all forms!! #love Everyone and #bekindtooneanother.💓 
#covid19 #covid_19 #covid #loveeveryone #pandemic #quarintinedrag #quarantine #smile #lgbt #pride #kentucky #fun #dance #smile #gay #straight… https://t.co/mDyqwlKwFc",0.45,"#beauty comes in all forms!! #love Everyone and #bekindtooneanother.💓 
#covid19 #covid_19 #covid #loveeveryone #pandemic #quarintinedrag #quarantine #smile #lgbt #pride #kentucky #fun #dance #smile #gay #straight… https://t.co/mDyqwlKwFc",Kentucky
26,"Prom Covid-19 style. @ Menifee, California https://t.co/YrfmZypnb1",0.0,"Prom Covid-19 style. @ Menifee, California https://t.co/YrfmZypnb1",California
27,"Black and Silver Glitter nails.  
Order yours online https://t.co/ypbynH1iBw 
https://t.co/FP7gXG1Fgy 
#hellogorgeousre #hellogorgeousllc #covid19 #covid19nails #amydavisnails #hellogorgeousllcnails #blackandsilvernails @… https://t.co/jppIjUvcTI",0.45,"Black and Silver Glitter nails.  
Order yours online https://t.co/ypbynH1iBw 
https://t.co/FP7gXG1Fgy 
#hellogorgeousre #hellogorgeousllc #covid19 #covid19nails #amydavisnails #hellogorgeousllcnails #blackandsilvernails @… https://t.co/jppIjUvcTI",South Carolina
28,"Reopen Washington rally. Covid 19 for all 
[MEZENPHOTO] #MezenPhoto https://t.co/VoEF5SrSAr @ Washington State Capitol https://t.co/EX334fvNDc",0.0,"Reopen Washington rally. Covid 19 for all 
[MEZENPHOTO] #MezenPhoto https://t.co/VoEF5SrSAr @ Washington State Capitol https://t.co/EX334fvNDc",Washington
29,See him??? One of Orlando's finest at the 7-11 @711philippines on Alafaya and East Colonial ....address is 11804 East Colonial. Harassing all the shoppers: during #covid19 and no mask - getting in your face. Nice… https://t.co/Zd6l9hTvBC,0.0,See him??? One of Orlando's finest at the 7-11 @711philippines on Alafaya and East Colonial ....address is 11804 East Colonial. Harassing all the shoppers: during #covid19 and no mask - getting in your face. Nice… https://t.co/Zd6l9hTvBC,Florida
30,"Today, while working on the Covid unit, a co-worker called and asked me if I’ve seen it, and told me to take a look. This is what I saw- I watched and recorded them for a few seconds and went back to my duty. The… https://t.co/uHPTrWdsEU",0.6,"Today, while working on the Covid unit, a co-worker called and asked me if I’ve seen it, and told me to take a look. This is what I saw- I watched and recorded them for a few seconds and went back to my duty. The… https://t.co/uHPTrWdsEU",California
31,"#Classy #Elegant #NeverBasic

6 Available

Necklace and Earring Set $34.99

We Local Drop Off for San Antonio and surrounding areas and Ship USPS Priority 

#Covid19 #CoronaVirus #SanAntonioSmallBusiness… https://t.co/39T7WOtYgN",-0.1,"#Classy #Elegant #NeverBasic

6 Available

Necklace and Earring Set $34.99

We Local Drop Off for San Antonio and surrounding areas and Ship USPS Priority 

#Covid19 #CoronaVirus #SanAntonioSmallBusiness… https://t.co/39T7WOtYgN",Texas
32,"Not game related, but I was amused! #starwars #darthvader #covid19 #coronavirus #socialdistancing @ Westchester, Los Angeles https://t.co/kNEbmEhY88",0.0,"Not game related, but I was amused! #starwars #darthvader #covid19 #coronavirus #socialdistancing @ Westchester, Los Angeles https://t.co/kNEbmEhY88",California
33,He is bothering this poor shopper. WTF?????? ......no mask 😷  ....hacking ....coughing ....during #covid19 - WTF????? #homelessinorlando are out of control. .......Christ. @ 7-Eleven https://t.co/TseSOX7gVk,0.1,He is bothering this poor shopper. WTF?????? ......no mask 😷  ....hacking ....coughing ....during #covid19 - WTF????? #homelessinorlando are out of control. .......Christ. @ 7-Eleven https://t.co/TseSOX7gVk,Florida
34,"Post COVID-19 office layout. Now available. #coneofsilence #getsmart #covid19 #office #health #safety #1965 #television @ Irving, Texas https://t.co/9IcjllpQ2F",-0.4666666666666666,"Post COVID-19 office layout. Now available. #coneofsilence #getsmart #covid19 #office #health #safety #1965 #television @ Irving, Texas https://t.co/9IcjllpQ2F",Texas
35,"I need a haircut. And another white claw...6 feet away, of course. How are you holding up?
.
.
.
.
.
📸: @jshepie3 
#quarantine #pandemic #coronavirus #covid19 #sanfrancisco #bayarea #missionsf #missiondistrictsf… https://t.co/zgZKQVlYrY",0.0,"I need a haircut. And another white claw...6 feet away, of course. How are you holding up?
.
.
.
.
.
📸: @jshepie3 
#quarantine #pandemic #coronavirus #covid19 #sanfrancisco #bayarea #missionsf #missiondistrictsf… https://t.co/zgZKQVlYrY",California
36,COVID-19 and Health Facts: Immunity boosting foods and right eating pattern https://t.co/OpLg3yY5mY,0.0,COVID-19 and Health Facts: Immunity boosting foods and right eating pattern https://t.co/OpLg3yY5mY,Oregon
37,"OH MY, HOW SHOCKING TO LITERALLY NO ONE (although, it might be news to that totally obtuse fucking moron Kemp): #Coronavirus infections &amp; deaths flare as evil Republican-run states &amp; countries ease #SocialDistancing guidelines in genocidal death-cult race
 https://t.co/dwkgVk8YEi",0.2857142857142857,"OH MY, HOW SHOCKING TO LITERALLY NO ONE (although, it might be news to that totally obtuse fucking moron Kemp): #Coronavirus infections &amp; deaths flare as evil Republican-run states &amp; countries ease #SocialDistancing guidelines in genocidal death-cult race
 https://t.co/dwkgVk8YEi",District of Columbia
38,"Shelton

https://t.co/4WsWeNhiKf

#covid19 #coronavirus #huntingtonbeach #2020 #canonphotography #joeduran @ Huntington Beach, California https://t.co/WTivyZ5mNs",-0.7,"Shelton

https://t.co/4WsWeNhiKf

#covid19 #coronavirus #huntingtonbeach #2020 #canonphotography #joeduran @ Huntington Beach, California https://t.co/WTivyZ5mNs",California
