,tweet,sentiment,tweet,location
0,"Now Serving OC,LA, SB &amp; Riverside Counties. I Witness Mobile Notary
#notarypublic #notaryservices #mobilenotary #mobilenotary @ Corona, California https://t.co/RR8OSObMif",0.0,"Now Serving OC,LA, SB &amp; Riverside Counties. I Witness Mobile Notary
#notarypublic #notaryservices #mobilenotary #mobilenotary @ Corona, California https://t.co/RR8OSObMif",California
1,"Wine is Fucking Essential!! Posted withregram • @heartmercantile Wine is essential.⁠
⁠
PC: @hipchicksdowine ⁠
__________⁠
TEMPORARILY CLOSED DUE TO COVID-19.⁠
⁠
Shop online at https://t.co/j91AJxm09A. DM for other… https://t.co/2dAtcBy6YW",-0.06999999999999999,"Wine is Fucking Essential!! Posted withregram • @heartmercantile Wine is essential.⁠
⁠
PC: @hipchicksdowine ⁠
__________⁠
TEMPORARILY CLOSED DUE TO COVID-19.⁠
⁠
Shop online at https://t.co/j91AJxm09A. DM for other… https://t.co/2dAtcBy6YW",Oregon
2,"Soup &amp; #salad hold oil &amp; all seasoning aka just green beans. Corn chowder w a lot of stuff 

#covidcooking #coronavirus #vegetable #green #flattenthecurve #cheflife #socialdistancing #instachef #alonetogether… https://t.co/3F0zL7YPe5",-0.2,"Soup &amp; #salad hold oil &amp; all seasoning aka just green beans. Corn chowder w a lot of stuff 

#covidcooking #coronavirus #vegetable #green #flattenthecurve #cheflife #socialdistancing #instachef #alonetogether… https://t.co/3F0zL7YPe5",Virginia
3,Baltimore oriole (Icterus galbula) visitor to my #backyard yesterday! My very first #baltimoreorioles ever! I have seen so many new birds during #stayathome for #covid19 .... #birds_of_instagram #bird_watchers_daily… https://t.co/kKFQBJgc3E,0.34753787878787873,Baltimore oriole (Icterus galbula) visitor to my #backyard yesterday! My very first #baltimoreorioles ever! I have seen so many new birds during #stayathome for #covid19 .... #birds_of_instagram #bird_watchers_daily… https://t.co/kKFQBJgc3E,Indiana
4,Feels great to pull out the magic wand and be back at work again today 🤗 #backtowork #pandemic #covid19 #hairstylist #allentx @ M Salon https://t.co/gbJPKYZSyJ,0.43333333333333335,Feels great to pull out the magic wand and be back at work again today 🤗 #backtowork #pandemic #covid19 #hairstylist #allentx @ M Salon https://t.co/gbJPKYZSyJ,Texas
5,Feels great to pull out the magic wand and be back at work again today 🤗 #backtowork #pandemic #covid19 #hairstylist #allentx @ M Salon https://t.co/jUn05xrUKL,0.43333333333333335,Feels great to pull out the magic wand and be back at work again today 🤗 #backtowork #pandemic #covid19 #hairstylist #allentx @ M Salon https://t.co/jUn05xrUKL,Texas
6,"#DateNight dinner take out being COVID-19 safe! (@ Grand China Restaurant in Lancaster, PA) https://t.co/BNGwV8ipJg",0.5625,"#DateNight dinner take out being COVID-19 safe! (@ Grand China Restaurant in Lancaster, PA) https://t.co/BNGwV8ipJg",Pennsylvania
7,"My trip to 368 was the best today!  I have not had a hug from this princess since COVID-19  started.  So after Mask, gloves and a little spray down with Lysol I GOT TO SEE HARPER AND GET MY HUG💗💗💗 #covid19… https://t.co/aKwWJdHl7s",0.21898148148148147,"My trip to 368 was the best today!  I have not had a hug from this princess since COVID-19  started.  So after Mask, gloves and a little spray down with Lysol I GOT TO SEE HARPER AND GET MY HUG💗💗💗 #covid19… https://t.co/aKwWJdHl7s",Georgia
8,"I caught the coronavirus again. Well at least the Dos XX is the cure. Lol @ San Antonio, Texas https://t.co/THDQn1jqWg",0.25,"I caught the coronavirus again. Well at least the Dos XX is the cure. Lol @ San Antonio, Texas https://t.co/THDQn1jqWg",Texas
9,We have a covid circus with real clowns in the house! #covidcircus #covidkinetings @ Villarimo Estate https://t.co/ArrstZ6qy0,0.25,We have a covid circus with real clowns in the house! #covidcircus #covidkinetings @ Villarimo Estate https://t.co/ArrstZ6qy0,Hawaii
10,"Love this tenacious reality #leader. #coronavirus #cuomokumodo @ Portage Bay, Seattle Wa https://t.co/E6fpAa8O1S",0.5,"Love this tenacious reality #leader. #coronavirus #cuomokumodo @ Portage Bay, Seattle Wa https://t.co/E6fpAa8O1S",Washington
11,I attended a WA drive-in ‘spirit’ual service. #itsallowed #phaseone #phase1 #covid #whatididduringcovid @ Hawthorn Farm https://t.co/OD4mcTWJPG,0.0,I attended a WA drive-in ‘spirit’ual service. #itsallowed #phaseone #phase1 #covid #whatididduringcovid @ Hawthorn Farm https://t.co/OD4mcTWJPG,Washington
12,"From the walk.

#COVID-19 #CORONAVIRUSBLUES @ Valley of the Temples Memorial Park https://t.co/tZMNCxMqRI",0.0,"From the walk.

#COVID-19 #CORONAVIRUSBLUES @ Valley of the Temples Memorial Park https://t.co/tZMNCxMqRI",Hawaii
13,"Day 8 - Reconstruction Challenge... ""Not today Corona!"" It seems like it becomes easy to focus on all the negativity, especially if you're watching tv or reading news articles online. I've decided that I'm going to… https://t.co/DKNS6O8OEr",0.21666666666666667,"Day 8 - Reconstruction Challenge... ""Not today Corona!"" It seems like it becomes easy to focus on all the negativity, especially if you're watching tv or reading news articles online. I've decided that I'm going to… https://t.co/DKNS6O8OEr",Nevada
14,"The 3 day VE Day 75 celebrations really do help us put Covid-19 into perspective.  Lest we forget.  True heroes.....
.
.
.
#VEDay75 #veday #lestweforget @ Keller, Texas https://t.co/u49TpVDuDG",0.275,"The 3 day VE Day 75 celebrations really do help us put Covid-19 into perspective.  Lest we forget.  True heroes.....
.
.
.
#VEDay75 #veday #lestweforget @ Keller, Texas https://t.co/u49TpVDuDG",Texas
15,The things that warm my heart ❤️ #quarantinelife #covid #flattenthecurve #shelterinplace #covid19 #quarantine #catsofinstagram  #kittylove #cats #lovelife #loveoneanother #catlover #animallover #catmom #brothers… https://t.co/V7IqAvvzJ4,0.6,The things that warm my heart ❤️ #quarantinelife #covid #flattenthecurve #shelterinplace #covid19 #quarantine #catsofinstagram  #kittylove #cats #lovelife #loveoneanother #catlover #animallover #catmom #brothers… https://t.co/V7IqAvvzJ4,New York
16,"No officer, we haven’t been partying at all during lockdown. #dogs #dogsofinstagram #coronavirus #covid19 #sleep @ Swansboro, North Carolina https://t.co/BSTmMEl4ay",0.0,"No officer, we haven’t been partying at all during lockdown. #dogs #dogsofinstagram #coronavirus #covid19 #sleep @ Swansboro, North Carolina https://t.co/BSTmMEl4ay",North Carolina
