,tweet,sentiment,tweet,location
0,"Covid Art, N’awlins style.
Here’s to those that hoarded toilet paper.
.
.
.
.
.
#covidart #grafittiart #covid2020 #nawlins #frenchquarter #toiletpaper #indianmotorcycle styled #electricbicycle #ebikes #bikeshoplife… https://t.co/sNIMbb7bLM",-0.03333333333333333,"Covid Art, N’awlins style.
Here’s to those that hoarded toilet paper.
.
.
.
.
.
#covidart #grafittiart #covid2020 #nawlins #frenchquarter #toiletpaper #indianmotorcycle styled #electricbicycle #ebikes #bikeshoplife… https://t.co/sNIMbb7bLM",Louisiana
1,"CoVID-19 did not come from the Wuhan Institute of Virology: A discussion about theories of origin with your friendly neighborhood virologist...
 https://t.co/Ibgib4Ow0T",0.375,"CoVID-19 did not come from the Wuhan Institute of Virology: A discussion about theories of origin with your friendly neighborhood virologist...
 https://t.co/Ibgib4Ow0T",District of Columbia
2,"Which pic is your favourite❗️⁉️‼️ ⚠️ No thank you... In bed... staying away from #covid19 #coronavirus 📸 sandraemmeline 
#fashion #photography #bed #ootd @ Mount Olympus, Los Angeles https://t.co/bsD0rH54kg",0.0,"Which pic is your favourite❗️⁉️‼️ ⚠️ No thank you... In bed... staying away from #covid19 #coronavirus 📸 sandraemmeline 
#fashion #photography #bed #ootd @ Mount Olympus, Los Angeles https://t.co/bsD0rH54kg",California
3,"On this episode of the Coronavirus Cooking Diaries I present to you Fettuccine with parsnips and bacon. This is typically a winter dish but the weather was cool over the weekend and the parsnips looked so good, I… https://t.co/K5S4Knpr3W",0.22083333333333333,"On this episode of the Coronavirus Cooking Diaries I present to you Fettuccine with parsnips and bacon. This is typically a winter dish but the weather was cool over the weekend and the parsnips looked so good, I… https://t.co/K5S4Knpr3W",New York
4,"bored in the apartment. need to file a complaint with the Corona Department. have lysol in every room &amp; compartment. Por favor so something government. #LilZita #ivelostit @ Los Angeles, California https://t.co/FhgrF7ltx5",-0.4,"bored in the apartment. need to file a complaint with the Corona Department. have lysol in every room &amp; compartment. Por favor so something government. #LilZita #ivelostit @ Los Angeles, California https://t.co/FhgrF7ltx5",California
5,I needed something tasty today I wanted @spangkariya in my life. I live up here and honestly throughout this whole covid shit going on @spangkariya has continuously had more take outs… https://t.co/dEejfQG6X1,0.2472727272727273,I needed something tasty today I wanted @spangkariya in my life. I live up here and honestly throughout this whole covid shit going on @spangkariya has continuously had more take outs… https://t.co/dEejfQG6X1,California
6,"Carmel Valley resident helps lead e3 Civic High students to win national technology competition: When the academic year began, the plan was to take the scholars to Silicon Valley for the pitch fest. With the advent of COVID-19 and distance ... https://t.co/hvV2yfloY1",0.32,"Carmel Valley resident helps lead e3 Civic High students to win national technology competition: When the academic year began, the plan was to take the scholars to Silicon Valley for the pitch fest. With the advent of COVID-19 and distance ... https://t.co/hvV2yfloY1",California
7,"Seek Truth - Question Covid 
#coronavirus #covid_19 #truth 
MC Drastyck Meaxurez aka The Hardest Lyrical Street Poet 🎼🎶🎵#mcdmhiphop #music #goodmorning #gm 
#mcdm718 #mcdrastyckmeaxurez 
MC Drastyck Meaxurez 
#420… https://t.co/r3OBdMUUSL",0.0,"Seek Truth - Question Covid 
#coronavirus #covid_19 #truth 
MC Drastyck Meaxurez aka The Hardest Lyrical Street Poet 🎼🎶🎵#mcdmhiphop #music #goodmorning #gm 
#mcdm718 #mcdrastyckmeaxurez 
MC Drastyck Meaxurez 
#420… https://t.co/r3OBdMUUSL",New York
8,"New Roles #covid19 @ Studio City, California https://t.co/bCjRNhLXLA",0.13636363636363635,"New Roles #covid19 @ Studio City, California https://t.co/bCjRNhLXLA",California
9,"I asked 20 friends to send me a song that they've been listening to a lot during this Covid-19 pandemic of 2020. A song that they either discovered during this time, or perhaps one that has been helping them get… https://t.co/Ri2VXdAMVF",0.0,"I asked 20 friends to send me a song that they've been listening to a lot during this Covid-19 pandemic of 2020. A song that they either discovered during this time, or perhaps one that has been helping them get… https://t.co/Ri2VXdAMVF",California
10,"With every sunset, a new hope is born, and old expectations die. #sunset #newyork #manhattan #brooklynbridge #brooklynpark #healthcareworker #coronavirus @ Brooklyn Bridge https://t.co/gzy4NBrw4n",0.11818181818181818,"With every sunset, a new hope is born, and old expectations die. #sunset #newyork #manhattan #brooklynbridge #brooklynpark #healthcareworker #coronavirus @ Brooklyn Bridge https://t.co/gzy4NBrw4n",New York
11,"When I was invited to participate in this week’s ATL Photo Night Community Photo Project, the theme of “Details” as it relates to the Covid-19 experience immediately made me think of hand sanitizer. Hand sanitizer… https://t.co/0Wjsqs3kbN",0.0,"When I was invited to participate in this week’s ATL Photo Night Community Photo Project, the theme of “Details” as it relates to the Covid-19 experience immediately made me think of hand sanitizer. Hand sanitizer… https://t.co/0Wjsqs3kbN",Indiana
12,"#newyorktough #wearamask #savelives #covid19 #rideordie #newyork #nyc #weride #liveyourbestlife #liveyouradventure #loveyourlife #letstakecareofeachother #photographybylisadawn @ Long Island, NY https://t.co/IU3NM4dSVz",-0.05,"#newyorktough #wearamask #savelives #covid19 #rideordie #newyork #nyc #weride #liveyourbestlife #liveyouradventure #loveyourlife #letstakecareofeachother #photographybylisadawn @ Long Island, NY https://t.co/IU3NM4dSVz",New York
13,"How do look after covid19? @ New York, New York https://t.co/6ypY8lSY4a",0.13636363636363635,"How do look after covid19? @ New York, New York https://t.co/6ypY8lSY4a",New York
