,tweet,sentiment,tweet,location
0,Hey I do #Tattoos &amp; #BodyPiercings here in #MemphisTn🚩. The Shop will be  OPEN TOMORROW 😁 we have certain procedures to follow due to the coronavirus but we are allowed to open back up💯. Message me to book your next… https://t.co/CwbN0Rey40,0.014880952380952378,Hey I do #Tattoos &amp; #BodyPiercings here in #MemphisTn🚩. The Shop will be  OPEN TOMORROW 😁 we have certain procedures to follow due to the coronavirus but we are allowed to open back up💯. Message me to book your next… https://t.co/CwbN0Rey40,Tennessee
1,"What the #@$%
#coronavirus 
#racist. @ Humboldt County, California https://t.co/ug7kn7dXaV",0.0,"What the #@$%
#coronavirus 
#racist. @ Humboldt County, California https://t.co/ug7kn7dXaV",California
2,I’d like to report Oscar Wilde for not wearing a mask. The bartender was. #margarita #sidewalkcocktailsareafoodgroupnow #curtaintwitchers #covid19 #mask #nyc #oscarwildebar #benice @ Oscar Wilde NYC https://t.co/Q4zzZuYw9m,0.0,I’d like to report Oscar Wilde for not wearing a mask. The bartender was. #margarita #sidewalkcocktailsareafoodgroupnow #curtaintwitchers #covid19 #mask #nyc #oscarwildebar #benice @ Oscar Wilde NYC https://t.co/Q4zzZuYw9m,New York
3,"Nature reclaims in our absence.
.
.
.
#nature #reclaimed #sign #covid #quarantine #losangeles #california #la #silverlake #summer #summer2020 #summernights #socal @ Silver Lake, Los Angeles https://t.co/FhRj6N8Sys",-0.0125,"Nature reclaims in our absence.
.
.
.
#nature #reclaimed #sign #covid #quarantine #losangeles #california #la #silverlake #summer #summer2020 #summernights #socal @ Silver Lake, Los Angeles https://t.co/FhRj6N8Sys",California
4,"Nearly 13 per cent of the museums around the world may never reopen, the UN's cultural agency has warned, as about 90 per cent of them globally have had to close their doors due to the COVID-19 pandemic.

On the… https://t.co/PdHlTygpBO",0.018750000000000003,"Nearly 13 per cent of the museums around the world may never reopen, the UN's cultural agency has warned, as about 90 per cent of them globally have had to close their doors due to the COVID-19 pandemic.

On the… https://t.co/PdHlTygpBO",New York
5,"New York City vs Coronavirus Pandemic.
---
It was a really tough time for New Yorkers ... #StaySafe

---
Model: #NewYorkCity
---
Photo &amp; Edit: @AghaAlvin
---
#coronavirus #landscapephotography #pandemicworld #nyc… https://t.co/8l93WA750x",0.0,"New York City vs Coronavirus Pandemic.
---
It was a really tough time for New Yorkers ... #StaySafe

---
Model: #NewYorkCity
---
Photo &amp; Edit: @AghaAlvin
---
#coronavirus #landscapephotography #pandemicworld #nyc… https://t.co/8l93WA750x",New York
6,"Happy Covid-19 Monday!  Woof, woof...masksforacause! burbankca #doggy #masksforacause #wewillsurvive #coronavirüsü @ Verdugo Woodlands, Glendale https://t.co/pUnfwlca6i",-0.1134090909090909,"Happy Covid-19 Monday!  Woof, woof...masksforacause! burbankca #doggy #masksforacause #wewillsurvive #coronavirüsü @ Verdugo Woodlands, Glendale https://t.co/pUnfwlca6i",California
7,Great Job @shaq!! Follow @great_atlanta #greatthingsatlanta #atlanta #covid_19 #covid19 #atl #atlantahairstylist #atlantatattooartist #atlantanails #atlantafalcons #atlantaphotographer #atlantarealestate… https://t.co/2PNJxpf2Xm,0.1875,Great Job @shaq!! Follow @great_atlanta #greatthingsatlanta #atlanta #covid_19 #covid19 #atl #atlantahairstylist #atlantatattooartist #atlantanails #atlantafalcons #atlantaphotographer #atlantarealestate… https://t.co/2PNJxpf2Xm,Georgia
8,"#keepingupwithmommies 
Follow @HoneydropsFdtn
by media.repost:
“Seest thou a man diligent in his business? he shall stand before kings; he shall not stand before mean men.”
Proverbs 22:29 KJV
💜
Post Covid… https://t.co/oP6du5Odnd",1.0,"#keepingupwithmommies 
Follow @HoneydropsFdtn
by media.repost:
“Seest thou a man diligent in his business? he shall stand before kings; he shall not stand before mean men.”
Proverbs 22:29 KJV
💜
Post Covid… https://t.co/oP6du5Odnd",Texas
9,"When you think you want one thing, &amp; your #SOTL post on FB she is craving crabs! Said I would make the run! Yummy Yummy in my tummy! #curbsidepickup #covid19 #friendship @ Washington D.C. https://t.co/h2lPBeSU98",0.361904761904762,"When you think you want one thing, &amp; your #SOTL post on FB she is craving crabs! Said I would make the run! Yummy Yummy in my tummy! #curbsidepickup #covid19 #friendship @ Washington D.C. https://t.co/h2lPBeSU98",District of Columbia
10,"Today a B52H Stratofortress did a flyover of altruhealthsystem in support of first responders and health care workers. Pretty cool!
.
#b52h #buff #flyover #covid19 #military #nps #nikonpro @GrandForksCity @NorthDakota… https://t.co/E3rWLkbGMd",0.14666666666666667,"Today a B52H Stratofortress did a flyover of altruhealthsystem in support of first responders and health care workers. Pretty cool!
.
#b52h #buff #flyover #covid19 #military #nps #nikonpro @GrandForksCity @NorthDakota… https://t.co/E3rWLkbGMd",North Dakota
11,"Be Smart, Stay 6 feet Apart❣️❣️ #CoVidCut #CoVid19 #DazzlingDanette #PerformerLife #AEA #6FeetMeansJustThat #ShoutOutToEssentialWorkers @ Jersey City, New Jersey https://t.co/n1tzBOLMKA",0.209375,"Be Smart, Stay 6 feet Apart❣️❣️ #CoVidCut #CoVid19 #DazzlingDanette #PerformerLife #AEA #6FeetMeansJustThat #ShoutOutToEssentialWorkers @ Jersey City, New Jersey https://t.co/n1tzBOLMKA",New Jersey
12,"#covid19 #lockdownlaughs  #coughcough @ Amagansett, New York https://t.co/j9vm9npjdP",0.4,"#covid19 #lockdownlaughs  #coughcough @ Amagansett, New York https://t.co/j9vm9npjdP",New York
13,The Corona days of spring have lit a fire in my son @vinnyvanpatten’s soul and his passion for writing has flourished! He wakes up at 4 or 5 every morning (just as my father used to do) and starts writing stories… https://t.co/mJHDrYaBcS,-0.1,The Corona days of spring have lit a fire in my son @vinnyvanpatten’s soul and his passion for writing has flourished! He wakes up at 4 or 5 every morning (just as my father used to do) and starts writing stories… https://t.co/mJHDrYaBcS,California
14,I’ve been cutting my own hair for years. ✂️ Take that Covid! 🦠 @ The Holt Zoo &amp; Sci-Fi Museum https://t.co/dmW8fNErKk,0.2937500000000001,I’ve been cutting my own hair for years. ✂️ Take that Covid! 🦠 @ The Holt Zoo &amp; Sci-Fi Museum https://t.co/dmW8fNErKk,California
15,"Finally got my orvillepeck Covid Mask in the mail today! #OrvillePeck #OrvillePeckCovidMask #CovidMask #coronavirusmask #coronamask @ Los Angeles, California https://t.co/mZDlvmnDQQ",0.3,"Finally got my orvillepeck Covid Mask in the mail today! #OrvillePeck #OrvillePeckCovidMask #CovidMask #coronavirusmask #coronamask @ Los Angeles, California https://t.co/mZDlvmnDQQ",California
16,"Touring clients north of San Francisco in Marin County! Due to Covid-19, some are looking to relocate to the country. How are these views? #sanfrancisco #marin #larkspur #home #country #coronavirus #bayarea… https://t.co/jeOYib0tQz",0.0,"Touring clients north of San Francisco in Marin County! Due to Covid-19, some are looking to relocate to the country. How are these views? #sanfrancisco #marin #larkspur #home #country #coronavirus #bayarea… https://t.co/jeOYib0tQz",California
17,"It was great to be back open and seeing these students put in work!!  Even under covid-19 protocols, we managed to get some cardio and work on some drills.  Great job to everyone that train today and we hope that it… https://t.co/ELJvNxUpZu",-0.0972222222222222,"It was great to be back open and seeing these students put in work!!  Even under covid-19 protocols, we managed to get some cardio and work on some drills.  Great job to everyone that train today and we hope that it… https://t.co/ELJvNxUpZu",Texas
18,What’s up Peeps!! Just wanna let ya know that WE ARE FINALLY GETTING BACK TO WORK ON THIS FILM!! Man you have no idea how hard it has been watching auditions pop up that I cannot do due to distance thanks to COVID… https://t.co/F29SmPvfjJ,0.45,What’s up Peeps!! Just wanna let ya know that WE ARE FINALLY GETTING BACK TO WORK ON THIS FILM!! Man you have no idea how hard it has been watching auditions pop up that I cannot do due to distance thanks to COVID… https://t.co/F29SmPvfjJ,Kentucky
19,Cooking my favorite dish at the new place #linguine #linguineandclams #pasta #losangeles #actor #liemertpark #thankful #covid19 #coronavirus #pandemic #stayhealthy #enjoylife #foodie #itlalianfood #stainlesssteel… https://t.co/fiso4fYcT3,-0.125,Cooking my favorite dish at the new place #linguine #linguineandclams #pasta #losangeles #actor #liemertpark #thankful #covid19 #coronavirus #pandemic #stayhealthy #enjoylife #foodie #itlalianfood #stainlesssteel… https://t.co/fiso4fYcT3,California
20,"https://t.co/q1bIRBjDj8 We'll be updating this story throughout the day Monday with the latest local news on the coronavirus pandemic. If you have a news tip or question, email us https://t.co/KiqtfqcHTx #atx #austin #all512",0.13636363636363635,"https://t.co/q1bIRBjDj8 We'll be updating this story throughout the day Monday with the latest local news on the coronavirus pandemic. If you have a news tip or question, email us https://t.co/KiqtfqcHTx #atx #austin #all512",Texas
21,"#coronaheightspark #shelterinplace #sanfrancisco #home #coyotes three coyotes basking in the sun, right behind the house @ Corona Heights, San Francisco https://t.co/9nTmJ2TvhN",0.0,"#coronaheightspark #shelterinplace #sanfrancisco #home #coyotes three coyotes basking in the sun, right behind the house @ Corona Heights, San Francisco https://t.co/9nTmJ2TvhN",California
22,"I think we ALL need a lot more space.  #sekulichhomes #realtorbec #singlemomrealtor #covid19 @ Los Angeles, California https://t.co/3q3pnAUFSG",0.0,"I think we ALL need a lot more space.  #sekulichhomes #realtorbec #singlemomrealtor #covid19 @ Los Angeles, California https://t.co/3q3pnAUFSG",California
23,"https://t.co/q1bIRBjDj8 We'll be updating this story throughout the day Monday with the latest local news on the coronavirus pandemic. If you have a news tip or question, email us https://t.co/3TeEgugA7D #atx #austin #all512",0.203125,"https://t.co/q1bIRBjDj8 We'll be updating this story throughout the day Monday with the latest local news on the coronavirus pandemic. If you have a news tip or question, email us https://t.co/3TeEgugA7D #atx #austin #all512",Texas
24,"Rainy days and Mondays #newportbeach #coronadelmar #rainyday #rainybeachday #rainydaysandmondays #dailypainter #dailypainting #pastelpainting #sennelierpastels #pastel @ Corona del Mar, California https://t.co/n2CPkZEIoX",0.25,"Rainy days and Mondays #newportbeach #coronadelmar #rainyday #rainybeachday #rainydaysandmondays #dailypainter #dailypainting #pastelpainting #sennelierpastels #pastel @ Corona del Mar, California https://t.co/n2CPkZEIoX",California
25,The Smoking Gun Proving SARS-CoV-2 Is an Engineered Virus https://t.co/2ajhZVjSOp https://t.co/xzIOIQxrlU,0.1375,The Smoking Gun Proving SARS-CoV-2 Is an Engineered Virus https://t.co/2ajhZVjSOp https://t.co/xzIOIQxrlU,California
26,"just .
nothing to say about this .

#code #coding #qoutes #beginner #learningcode #programmer #qoutes #true #fashion #fitness #covid #tutorial @ New York, New York https://t.co/ZDFtvkKfhl",0.001515151515151511,"just .
nothing to say about this .

#code #coding #qoutes #beginner #learningcode #programmer #qoutes #true #fashion #fitness #covid #tutorial @ New York, New York https://t.co/ZDFtvkKfhl",New York
27,"Congratulations to team 16507 cvspharmacy for hitting 2,000+ usps deliveries during this #coronavirus mess! #1 in our district! freedombakery thank you for another yummy lemon lovers… https://t.co/CmgCjzdEyM",-0.5,"Congratulations to team 16507 cvspharmacy for hitting 2,000+ usps deliveries during this #coronavirus mess! #1 in our district! freedombakery thank you for another yummy lemon lovers… https://t.co/CmgCjzdEyM",California
