,tweet,sentiment,tweet,location
0,"Hahaha

#covid19 #covid_19  #stayhome #staysafe @ Westlake Village, California https://t.co/AVA034lqh9",0.2,"Hahaha

#covid19 #covid_19  #stayhome #staysafe @ Westlake Village, California https://t.co/AVA034lqh9",California
1,When you are in love with your new workout shoes. So you take pictures only to realize that I still have my leg and booty gaines. This is even after covid-19 shut down the gyms. 80% nutrition 20% fitness. I fuel my… https://t.co/CXXsUO2N72,0.1202020202020202,When you are in love with your new workout shoes. So you take pictures only to realize that I still have my leg and booty gaines. This is even after covid-19 shut down the gyms. 80% nutrition 20% fitness. I fuel my… https://t.co/CXXsUO2N72,Florida
2,"Sunday supper at home, celebrating Elizabeth &amp; Jeremy’s 5th Wedding Anniversary. Country style, meets #Tuscany meets #Provence. The way to travel during COVID. travelbeyondcovid 

.
.
.
.
#GPSCarlosMeliaCONNECTICUT… https://t.co/CGdXIMUCi2",0.0,"Sunday supper at home, celebrating Elizabeth &amp; Jeremy’s 5th Wedding Anniversary. Country style, meets #Tuscany meets #Provence. The way to travel during COVID. travelbeyondcovid 

.
.
.
.
#GPSCarlosMeliaCONNECTICUT… https://t.co/CGdXIMUCi2",Connecticut
3,"In the year of covid19, Adam Cab is @ your service 24/7 . Face mask Is required by all members of your party #awhaleofacab #marthasvinyard #adamcab @ Edgartown, Massachusetts https://t.co/gERUHlJRfl",0.0,"In the year of covid19, Adam Cab is @ your service 24/7 . Face mask Is required by all members of your party #awhaleofacab #marthasvinyard #adamcab @ Edgartown, Massachusetts https://t.co/gERUHlJRfl",Massachusetts
4,Sharing a city close to our heart #Chicago.  We used to live in St Louis and Chicago was our go to city in summers. Great open concerts and lots of variety of food. Covid would have changed a lot in the city but we… https://t.co/iDMQQu8Hv5,0.0,Sharing a city close to our heart #Chicago.  We used to live in St Louis and Chicago was our go to city in summers. Great open concerts and lots of variety of food. Covid would have changed a lot in the city but we… https://t.co/iDMQQu8Hv5,Illinois
5,"@Johannes_Ernst Corona is a haircut, a unit of measurement, a beer, and a state of mind.",0.3121212121212121,"@Johannes_Ernst Corona is a haircut, a unit of measurement, a beer, and a state of mind.",Oregon
6,"COVID-19 update @ Queens, New York https://t.co/oPkJekYYO4",0.0,"COVID-19 update @ Queens, New York https://t.co/oPkJekYYO4",New York
7,"Weekend Corona Hyjinks
#caronapocalypse #funpocalypse #carmelbythesea #California #california #calipocalypse #selfisolation #coworkerproblems #hashtag @ Carmel By Sea https://t.co/h90FoyXzht",0.13636363636363635,"Weekend Corona Hyjinks
#caronapocalypse #funpocalypse #carmelbythesea #California #california #calipocalypse #selfisolation #coworkerproblems #hashtag @ Carmel By Sea https://t.co/h90FoyXzht",California
8,"My Corona virus shutdown @ Boulder City, Nevada https://t.co/vNHuK36KIm",0.0,"My Corona virus shutdown @ Boulder City, Nevada https://t.co/vNHuK36KIm",Nevada
9,"So much going on right now...and what happened to COVID-19? Question...Are there states that still have not opened Tattoo studios?  I am in Georgia( Close to Atlanta) , and we were able to open under restrictions on… https://t.co/AMvuY0mVah",0.0,"So much going on right now...and what happened to COVID-19? Question...Are there states that still have not opened Tattoo studios?  I am in Georgia( Close to Atlanta) , and we were able to open under restrictions on… https://t.co/AMvuY0mVah",Georgia
10,Coronavirus &amp; COVID-19 has done a number on NYC businesses but one of the hardest hit are restaurants &amp; bars. Not being able to operate at 100% or do takeout has been devastating. Many have had to shift their… https://t.co/08dBidkpb6,0.0,Coronavirus &amp; COVID-19 has done a number on NYC businesses but one of the hardest hit are restaurants &amp; bars. Not being able to operate at 100% or do takeout has been devastating. Many have had to shift their… https://t.co/08dBidkpb6,New York
11,Corona who? @ Laurel Hill State Park Complex https://t.co/gEPKJCG0AI,0.4294034090909091,Corona who? @ Laurel Hill State Park Complex https://t.co/gEPKJCG0AI,Pennsylvania
12,"“These are the days that must happen to you” #waltwhitmanquote #pinterest 
..
..
It’s hard times for the world right now, and one day can feel like a week long during this pandemic. But, #wereallinthistogether❤️… https://t.co/begrEubYN1",-0.3,"“These are the days that must happen to you” #waltwhitmanquote #pinterest 
..
..
It’s hard times for the world right now, and one day can feel like a week long during this pandemic. But, #wereallinthistogether❤️… https://t.co/begrEubYN1",California
13,I can always count on @shapewithangela for the BEST pep talks!!! Thank you for growing me during #covid19 and getting me stronger from the inside!!🔥🔥🔥👊💜I love you and thank GOD for your huge heart for… https://t.co/16kjnNsntA,0.3,I can always count on @shapewithangela for the BEST pep talks!!! Thank you for growing me during #covid19 and getting me stronger from the inside!!🔥🔥🔥👊💜I love you and thank GOD for your huge heart for… https://t.co/16kjnNsntA,California
14,"Safe and Stylish
Covid-19 protective masks!
On sale now! [models] iamjamelharris jayjaysunshine10 rosa__bellla 
#covid_19 #maaks #beauty #localdesigner #mnmodel #mndesigner #usamade🇺🇸💪🏼 @ ImageWear https://t.co/ZH9OPVyWDe",0.0,"Safe and Stylish
Covid-19 protective masks!
On sale now! [models] iamjamelharris jayjaysunshine10 rosa__bellla 
#covid_19 #maaks #beauty #localdesigner #mnmodel #mndesigner #usamade🇺🇸💪🏼 @ ImageWear https://t.co/ZH9OPVyWDe",Minnesota
15,"“I’ll see your 2 Bachelors and I’ll raise you another Masters..” #anothermasters #congratulations #iparkmusic #outdoors #oobang #classof2020 #coronavirus #corona @ La Mirada, California https://t.co/jl42RUeSIB",0.0,"“I’ll see your 2 Bachelors and I’ll raise you another Masters..” #anothermasters #congratulations #iparkmusic #outdoors #oobang #classof2020 #coronavirus #corona @ La Mirada, California https://t.co/jl42RUeSIB",California
16,"My posture is curved, just like how the COVID curve is gonna be with Hawaii opening prematurely. But hey, I get to dine-in at my favorite restaurants, right?! @ Honolulu, Hawaii https://t.co/8TT8KFmVqa",0.13636363636363635,"My posture is curved, just like how the COVID curve is gonna be with Hawaii opening prematurely. But hey, I get to dine-in at my favorite restaurants, right?! @ Honolulu, Hawaii https://t.co/8TT8KFmVqa",Hawaii
17,"This time we made it to the top of the Etiwanda Falls. It was hot, sunny, and uphill. But we did it! #hiking #outdoors #covid19 #nature #trails #healthylifestyle #healthyliving @ Etiwanda Preserve Waterfall https://t.co/Xamx83N6pE",0.42857142857142855,"This time we made it to the top of the Etiwanda Falls. It was hot, sunny, and uphill. But we did it! #hiking #outdoors #covid19 #nature #trails #healthylifestyle #healthyliving @ Etiwanda Preserve Waterfall https://t.co/Xamx83N6pE",California
18,"You can now Book a Appointment online. Just click the link Below
( Due to the Covid19 &amp; City Regulation Restrictions I work only by Appointment. DEPOSIT is Required to Book… https://t.co/XXvhbV1HCB",0.42857142857142855,"You can now Book a Appointment online. Just click the link Below
( Due to the Covid19 &amp; City Regulation Restrictions I work only by Appointment. DEPOSIT is Required to Book… https://t.co/XXvhbV1HCB",Texas
19,"Due to the ongoing COVID-19 pandemic, social distancing guidelines are practiced as graduating seniors arrive for their assigned “personal commencement” time slots at Abraham Lincoln High School in Des Moines. @… https://t.co/ej8n5rtTzp",-0.03333333333333334,"Due to the ongoing COVID-19 pandemic, social distancing guidelines are practiced as graduating seniors arrive for their assigned “personal commencement” time slots at Abraham Lincoln High School in Des Moines. @… https://t.co/ej8n5rtTzp",Iowa
20,"Fellas what's normal for you now can be a problem for you later!!! Check out @willmodel4toyz ""Jordon's World Podcast"" on YouTube or visit https://t.co/VwkaJXeWkx #WM4T #WillModel4Toyz #Quarantine #Coronavirus… https://t.co/TSfgjoSQI9",0.017083333333333332,"Fellas what's normal for you now can be a problem for you later!!! Check out @willmodel4toyz ""Jordon's World Podcast"" on YouTube or visit https://t.co/VwkaJXeWkx #WM4T #WillModel4Toyz #Quarantine #Coronavirus… https://t.co/TSfgjoSQI9",California
21,Elections have consequences I’m told. https://t.co/RjFYxbLXmj,0.0,Elections have consequences I’m told. https://t.co/RjFYxbLXmj,Washington
22,2020 Coronavirus House Arrest Day 91 - A day of gluttony that started with a homemade champagne brunch and ended with a take-out feast from an L.A. cuisine institution... Pioneer Chicken! With only two locations… https://t.co/QVceQJJBJS,0.0,2020 Coronavirus House Arrest Day 91 - A day of gluttony that started with a homemade champagne brunch and ended with a take-out feast from an L.A. cuisine institution... Pioneer Chicken! With only two locations… https://t.co/QVceQJJBJS,California
23,"Pandemic Portraits during “personal commencement” ceremonies for graduating seniors at Abraham Lincoln High School in Des Moines. @ Abraham Lincoln High School (Des Moines, Iowa) https://t.co/Z3dXaS44Mx",0.25,"Pandemic Portraits during “personal commencement” ceremonies for graduating seniors at Abraham Lincoln High School in Des Moines. @ Abraham Lincoln High School (Des Moines, Iowa) https://t.co/Z3dXaS44Mx",Iowa
24,"Bushwick 6.20. COVID19. BLM
•
“I am nervous because there’s a lot of pressure. I am happy that people are standing up for themselves.” -Max (with mom)
•
#blm #protest #dotherightthing #vigil #weareinthistogether… https://t.co/hnYYlegTM9",0.10666666666666667,"Bushwick 6.20. COVID19. BLM
•
“I am nervous because there’s a lot of pressure. I am happy that people are standing up for themselves.” -Max (with mom)
•
#blm #protest #dotherightthing #vigil #weareinthistogether… https://t.co/hnYYlegTM9",New York
25,Very sad today as Covid 19 has taken a friend and mentor to so many...@actorsitejack Jack impacted the acting community in LA with his Actorsite acting classes. So many kids started their acting careers with Jack.… https://t.co/XitzvHjuOo,-0.4,Very sad today as Covid 19 has taken a friend and mentor to so many...@actorsitejack Jack impacted the acting community in LA with his Actorsite acting classes. So many kids started their acting careers with Jack.… https://t.co/XitzvHjuOo,California
26,A graduating senior tosses her mortarboard cap in the air outside Lincoln High School in Des Moines after attending her “personal commencement” time slot during the ongoing COVID-19 pandemic. @ Abraham Lincoln High… https://t.co/L0dPwN5O9d,-0.025,A graduating senior tosses her mortarboard cap in the air outside Lincoln High School in Des Moines after attending her “personal commencement” time slot during the ongoing COVID-19 pandemic. @ Abraham Lincoln High… https://t.co/L0dPwN5O9d,Iowa
27,"Shelter in place day 89... I installed a new shower head myself💪🏼 #shelterinplace #quarantine #sip #day89 #homeimprovement #showerhead #butchqueen @ San Francisco, California https://t.co/3hYHbMhvIn",-0.030000000000000006,"Shelter in place day 89... I installed a new shower head myself💪🏼 #shelterinplace #quarantine #sip #day89 #homeimprovement #showerhead #butchqueen @ San Francisco, California https://t.co/3hYHbMhvIn",California
28,"#Pride month is a little different this year, but our support doesn't change. We see you. We hear you. We stand with you. 🌈❤️🏳️‍🌈 #LoveIsLove 

P. S. Eric and I both got a coronavirus test after last week's protest… https://t.co/15TCoHsPqz",-0.07500000000000001,"#Pride month is a little different this year, but our support doesn't change. We see you. We hear you. We stand with you. 🌈❤️🏳️‍🌈 #LoveIsLove 

P. S. Eric and I both got a coronavirus test after last week's protest… https://t.co/15TCoHsPqz",California
29,"I’m Super Excited To Be Releasing A Song I Wrote Back In April About Covid &amp; Quarantine. Called “72 Inches”.  I’ll Pause For The Gutter Minded.............But Really It’s Been, Minute Since I Have Released Anything… https://t.co/ri5hcce3dn",0.0,"I’m Super Excited To Be Releasing A Song I Wrote Back In April About Covid &amp; Quarantine. Called “72 Inches”.  I’ll Pause For The Gutter Minded.............But Really It’s Been, Minute Since I Have Released Anything… https://t.co/ri5hcce3dn",Massachusetts
30,"Just great.....Well, I’ll be locking myself in my apartment until further notice. #coronavirus #covid19 #selfisolation #novirusforme @ Yuma, Arizona https://t.co/soa73xqr5r",0.25,"Just great.....Well, I’ll be locking myself in my apartment until further notice. #coronavirus #covid19 #selfisolation #novirusforme @ Yuma, Arizona https://t.co/soa73xqr5r",Arizona
