,tweet,sentiment,tweet,location
0,"And just like that, the light slants a certain way, and we’re here: the gateway to summer☀️Kick Covid’s ass.                        #artconsulting @jacquibecker      #interiordesign justinesterlingdesign       #photo… https://t.co/BuFZTuHGIA",0.3071428571428572,"And just like that, the light slants a certain way, and we’re here: the gateway to summer☀️Kick Covid’s ass.                        #artconsulting @jacquibecker      #interiordesign justinesterlingdesign       #photo… https://t.co/BuFZTuHGIA",Massachusetts
1,First attempt at a homemade mask. I’m talking like #Bane whenever I go out. #covid19 #rona @ South Tampa https://t.co/sKKmpHgYdP,0.25,First attempt at a homemade mask. I’m talking like #Bane whenever I go out. #covid19 #rona @ South Tampa https://t.co/sKKmpHgYdP,Florida
2,"Have you noticed the bike paths are full of people you normally never see pre-pandemic?! 😂 Everyone seems to be out exercising, walking or running! 🤣
#pandemicwalkers @ Waipio-Gentry Bike Path https://t.co/nhTxeybwdl",0.11640625,"Have you noticed the bike paths are full of people you normally never see pre-pandemic?! 😂 Everyone seems to be out exercising, walking or running! 🤣
#pandemicwalkers @ Waipio-Gentry Bike Path https://t.co/nhTxeybwdl",Hawaii
3,"Hello everyone,  my name is Rasquel and I am the owner of Nk Bistro Jamaican Cuisine. Our family business and our community have been impacted by the Covid-19 pandemic. We take pride in being one of the only African… https://t.co/k7OpuacZka",0.0,"Hello everyone,  my name is Rasquel and I am the owner of Nk Bistro Jamaican Cuisine. Our family business and our community have been impacted by the Covid-19 pandemic. We take pride in being one of the only African… https://t.co/k7OpuacZka",Florida
4,OUT NOW! #New #Mixtape free #streaming #download HELL RAZAH @HEAVENRAZAH #SunzOfMan #WuTangClan star of @Risen_Doc presents @GHETTOGOVT #COVID19 #NationalEmergency executive producer @Queentheprophet ft. music from… https://t.co/Ogy76ORbGY,0.2681818181818182,OUT NOW! #New #Mixtape free #streaming #download HELL RAZAH @HEAVENRAZAH #SunzOfMan #WuTangClan star of @Risen_Doc presents @GHETTOGOVT #COVID19 #NationalEmergency executive producer @Queentheprophet ft. music from… https://t.co/Ogy76ORbGY,Georgia
5,NY is setting up Early Voting to help with social distancing. Make sure your registered and know where your polling site is located. We make the biggest difference when we march and when we vote. #earlyvotingnyc… https://t.co/mibeQzBlhz,0.3,NY is setting up Early Voting to help with social distancing. Make sure your registered and know where your polling site is located. We make the biggest difference when we march and when we vote. #earlyvotingnyc… https://t.co/mibeQzBlhz,New York
6,Wow how I missed you for all the delicious food and wine.  This is the first dine in meal at the restaurant since the pandemic and it reminds me how everything was taken for granted before.  #ouyangadventures… https://t.co/gZRgvT9Gfh,0.16666666666666666,Wow how I missed you for all the delicious food and wine.  This is the first dine in meal at the restaurant since the pandemic and it reminds me how everything was taken for granted before.  #ouyangadventures… https://t.co/gZRgvT9Gfh,California
7,"Great effort tonight Roo! Right where she left off pre COVID.  Girl was happy to be back out.
#blackopsbmx
#oakcreekbmx @ Oak Creek Bmx https://t.co/KGkRnrcZ8t",0.1,"Great effort tonight Roo! Right where she left off pre COVID.  Girl was happy to be back out.
#blackopsbmx
#oakcreekbmx @ Oak Creek Bmx https://t.co/KGkRnrcZ8t",California
8,OUT NOW! #New #Mixtape free #streaming #download HELL RAZAH @HEAVENRAZAH #SunzOfMan #WuTangClan star of @Risen_Doc presents @GHETTOGOVT #COVID19 #NationalEmergency executive producer @Queentheprophet ft. music from… https://t.co/BHqxYVy4dD,0.2,OUT NOW! #New #Mixtape free #streaming #download HELL RAZAH @HEAVENRAZAH #SunzOfMan #WuTangClan star of @Risen_Doc presents @GHETTOGOVT #COVID19 #NationalEmergency executive producer @Queentheprophet ft. music from… https://t.co/BHqxYVy4dD,Georgia
9,Yikes https://t.co/a7uj4qSYhF,0.1690909090909091,Yikes https://t.co/a7uj4qSYhF,Arizona
10,New arrivals Baker/ thank you/grizzly they're going fast come check it out restocking the store in a daily basis the pandemic is now skateboarding it is going viral. @ The garage boardshop https://t.co/yFpi2sVKEZ,0.2,New arrivals Baker/ thank you/grizzly they're going fast come check it out restocking the store in a daily basis the pandemic is now skateboarding it is going viral. @ The garage boardshop https://t.co/yFpi2sVKEZ,California
11,"Stone Notorious P.O.G.
Lotta riding this week. I believe that a beer is in appropriate.
#stone  #beer @ Corona, California https://t.co/9en9oTxD4t",0.11212121212121212,"Stone Notorious P.O.G.
Lotta riding this week. I believe that a beer is in appropriate.
#stone  #beer @ Corona, California https://t.co/9en9oTxD4t",California
12,"Go to radioactive podcast on YouTube and watch our new skits like share comment subscribe link in bio 
#moneyheist #latenightwithallaccess #comedylife #covidskits #coronavirus #coronavirusmemes #covid19 #covid19skits… https://t.co/uDpB5yAMYX",0.27187500000000003,"Go to radioactive podcast on YouTube and watch our new skits like share comment subscribe link in bio 
#moneyheist #latenightwithallaccess #comedylife #covidskits #coronavirus #coronavirusmemes #covid19 #covid19skits… https://t.co/uDpB5yAMYX",Texas
13,"Got a #COVID19 test at #CityCollege Student Health Services. Was only a few minutes in and out, with a deep swab in between. #selfie #COVID19test @ City College of San Francisco Student Health Services https://t.co/4s303cckXV",-0.025,"Got a #COVID19 test at #CityCollege Student Health Services. Was only a few minutes in and out, with a deep swab in between. #selfie #COVID19test @ City College of San Francisco Student Health Services https://t.co/4s303cckXV",California
14,2020 Coronavirus House Arrest Day 94 - Another leisurely day while listening to a couple new CDs and got a new garbage disposal installed - good times! With the bar officially open until we are free to fully roam… https://t.co/03k4rXt0vs,-0.3404761904761905,2020 Coronavirus House Arrest Day 94 - Another leisurely day while listening to a couple new CDs and got a new garbage disposal installed - good times! With the bar officially open until we are free to fully roam… https://t.co/03k4rXt0vs,California
15,#dailywalk #flattenthecurve #itsbetteroutside #creekside #motherdaughtertime @ Edith L. Moore Nature Sanctuary - Houston Audubon https://t.co/LOC3NkxYMP,-0.06666666666666668,#dailywalk #flattenthecurve #itsbetteroutside #creekside #motherdaughtertime @ Edith L. Moore Nature Sanctuary - Houston Audubon https://t.co/LOC3NkxYMP,Texas
16,"Grandson Logan bakes his first loaf solo watching Jack’s #130 YouTube video! Way to go Logan and thanks for the inspiration Jack!  Even used Jack’s scraper! @ Corona, California https://t.co/XPwbn824Lo",0.0,"Grandson Logan bakes his first loaf solo watching Jack’s #130 YouTube video! Way to go Logan and thanks for the inspiration Jack!  Even used Jack’s scraper! @ Corona, California https://t.co/XPwbn824Lo",California
17,"COVID-19 update @ Queens, New York https://t.co/rAIbYM2V4h",0.3125,"COVID-19 update @ Queens, New York https://t.co/rAIbYM2V4h",New York
