,tweet,sentiment,tweet,location
0,@hillharper @liloprah_ #justiceforflint @bet circa 2015. #repost #hillharper has been there since day 1. We appreciate all you do! #humanitarian @abcnetwork thegooddoctorabc #flint #water #covid19 #help #humanity… https://t.co/QmVIew4FZ9,0.0,@hillharper @liloprah_ #justiceforflint @bet circa 2015. #repost #hillharper has been there since day 1. We appreciate all you do! #humanitarian @abcnetwork thegooddoctorabc #flint #water #covid19 #help #humanity… https://t.co/QmVIew4FZ9,Michigan
1,"Updated at 7:54 p.m. ET If China was responsible for the coronavirus outbreak, the country should face consequences, President Trump said at Saturday' https://t.co/6fXIlHwGzf #atx #austin #all512",0.2,"Updated at 7:54 p.m. ET If China was responsible for the coronavirus outbreak, the country should face consequences, President Trump said at Saturday' https://t.co/6fXIlHwGzf #atx #austin #all512",Texas
2,"No 😪 RT @MichaelSkolnik: SHE HAS A NAME: Skylar Herbert, the daughter of Detroit first responders, is the first child with COVID-19 to die in Michigan. She was five years old. https://t.co/bqF2Ha4HZK",0.2,"No 😪 RT @MichaelSkolnik: SHE HAS A NAME: Skylar Herbert, the daughter of Detroit first responders, is the first child with COVID-19 to die in Michigan. She was five years old. https://t.co/bqF2Ha4HZK",Texas
3,"COVID-19 update @ Queens, New York https://t.co/yv3XViIXyp",0.13636363636363635,"COVID-19 update @ Queens, New York https://t.co/yv3XViIXyp",New York
4,"Weekend brother and sister time!!! #brothersndsister #loveyou #covid19 #quarentine #cuarentena2020 #sisterhood  #barbecue  #dreadlocks  #capitanmorgan @ Davenport, Orlando, Florida https://t.co/CVenMGXdA7",0.0,"Weekend brother and sister time!!! #brothersndsister #loveyou #covid19 #quarentine #cuarentena2020 #sisterhood  #barbecue  #dreadlocks  #capitanmorgan @ Davenport, Orlando, Florida https://t.co/CVenMGXdA7",Florida
5,"Me thinks a revolution should resolve the Rich man’s bed changing problems. #Coronavirus #smh #wtf #richkidsofinstagram @ South Hadley, Massachusetts https://t.co/WJzGJji5ar",-0.0625,"Me thinks a revolution should resolve the Rich man’s bed changing problems. #Coronavirus #smh #wtf #richkidsofinstagram @ South Hadley, Massachusetts https://t.co/WJzGJji5ar",Massachusetts
6,"#spiritualsunday 
Wishing #collegeroommate and her husband the best. Both are #frontlineworkers❤️ 

#healthcareworkers #PA #hospitalworkers #firemen #grateful #selfless #giving #hardworking #brave #beautiful #covid19… https://t.co/Uaq5MhlNTz",0.8833333333333333,"#spiritualsunday 
Wishing #collegeroommate and her husband the best. Both are #frontlineworkers❤️ 

#healthcareworkers #PA #hospitalworkers #firemen #grateful #selfless #giving #hardworking #brave #beautiful #covid19… https://t.co/Uaq5MhlNTz",Connecticut
7,"If you Dream Big and have the courage to follow your Dream, this is the Opportunity for you.
Plan your business of in USA and witness an exponential growth after COVID-19 pandemic is over. 

Invest like a PRO !!!… https://t.co/NLyPIOFdDS",0.0,"If you Dream Big and have the courage to follow your Dream, this is the Opportunity for you.
Plan your business of in USA and witness an exponential growth after COVID-19 pandemic is over. 

Invest like a PRO !!!… https://t.co/NLyPIOFdDS",Virginia
8,"If you Dream Big and have the courage to follow your Dream, this is the Opportunity for you.
Plan your business of in USA and witness an exponential growth after COVID-19 pandemic is over. 

Invest like a PRO !!!… https://t.co/ePdYMEBKRv",0.0,"If you Dream Big and have the courage to follow your Dream, this is the Opportunity for you.
Plan your business of in USA and witness an exponential growth after COVID-19 pandemic is over. 

Invest like a PRO !!!… https://t.co/ePdYMEBKRv",Virginia
9,"Who’s #Zoom -ing Who? zoom_video_communications  #ronalife #socialisolation #covid19 #coronavirus @ West Hollywood, California https://t.co/NU868PPfd9",0.0,"Who’s #Zoom -ing Who? zoom_video_communications  #ronalife #socialisolation #covid19 #coronavirus @ West Hollywood, California https://t.co/NU868PPfd9",California
10,i found my Covid19  bunker! #covid_19 #ridered #mojavemines #staythefuckhome #socialdistancing @ Mojave Desert https://t.co/RD4GhPItUk,0.0,i found my Covid19  bunker! #covid_19 #ridered #mojavemines #staythefuckhome #socialdistancing @ Mojave Desert https://t.co/RD4GhPItUk,California
11,"#Covid19 #StayAtHome Sundays are when I cook with what’s getting close to the end of its useful life.  Today’s 2 quarts of hearty marinara were a combination of: 8 oz #BabyBella mushrooms, 2 Large Carrots, 1 Medium… https://t.co/FXKG2nAuUv",0.2571428571428571,"#Covid19 #StayAtHome Sundays are when I cook with what’s getting close to the end of its useful life.  Today’s 2 quarts of hearty marinara were a combination of: 8 oz #BabyBella mushrooms, 2 Large Carrots, 1 Medium… https://t.co/FXKG2nAuUv",California
12,"About to go to work in my living room at midnight on a Sunday... #quarantinelife 
.
.
.
.
.
.
.
#quarantineandchill #quarantine #coronavirusmemes😂😂😂 #coronavirus #corona #pandemia #pandemic #pandemic2020… https://t.co/fnhWq2cAem",0.0,"About to go to work in my living room at midnight on a Sunday... #quarantinelife 
.
.
.
.
.
.
.
#quarantineandchill #quarantine #coronavirusmemes😂😂😂 #coronavirus #corona #pandemia #pandemic #pandemic2020… https://t.co/fnhWq2cAem",Washington
13,Brand new face mask covers for you this spring. Made in EU just for you. Final prices are on website. Are you staying home more often due to the coronavirus pandemic? Need more face shield masks wraps or scarves on… https://t.co/XWO7zKTkAD,0.20227272727272724,Brand new face mask covers for you this spring. Made in EU just for you. Final prices are on website. Are you staying home more often due to the coronavirus pandemic? Need more face shield masks wraps or scarves on… https://t.co/XWO7zKTkAD,New York
14,"Y’all know these are @starbucks to me... After 14 years away, @dunkindonuts tastes like water to me. #coffee #starbucks #stayhome #coronavairus #covid19 #boston @ Melrose, Massachusetts https://t.co/qYPMxAI07h",0.0,"Y’all know these are @starbucks to me... After 14 years away, @dunkindonuts tastes like water to me. #coffee #starbucks #stayhome #coronavairus #covid19 #boston @ Melrose, Massachusetts https://t.co/qYPMxAI07h",Massachusetts
15,"Definitely felt like that last week when going to the grocery store #coronavirus #songs #runningoutoftime #tryingtomakeitright #makeitright @ Los Angeles, California https://t.co/1Pz5ljmq4y",0.0,"Definitely felt like that last week when going to the grocery store #coronavirus #songs #runningoutoftime #tryingtomakeitright #makeitright @ Los Angeles, California https://t.co/1Pz5ljmq4y",California
