,tweet,sentiment,tweet,location
0,"COVID-19 update @ Queens, New York https://t.co/tHByqUnDZT",-0.1,"COVID-19 update @ Queens, New York https://t.co/tHByqUnDZT",New York
1,"Sometimes we all just need a hand (or 🐾) to hold onto! ❤️😻 #Sneaky Millie!
*
*
#yougotafriendinme #reachout #helpinghands #catsofinstagram #paws #reach #covid19 #friends #bethereforeachother #bekind #workingfromhome… https://t.co/fJjmfFGbgF",0.13636363636363635,"Sometimes we all just need a hand (or 🐾) to hold onto! ❤️😻 #Sneaky Millie!
*
*
#yougotafriendinme #reachout #helpinghands #catsofinstagram #paws #reach #covid19 #friends #bethereforeachother #bekind #workingfromhome… https://t.co/fJjmfFGbgF",Oregon
2,"A “work while sick culture” may have turned a Colorado meat-packing plant into a COVID-19 cluster, a communication from local health authorities suggests.

The Weld County Department of… https://t.co/Oqwn9ceRx5",0.0,"A “work while sick culture” may have turned a Colorado meat-packing plant into a COVID-19 cluster, a communication from local health authorities suggests.

The Weld County Department of… https://t.co/Oqwn9ceRx5",Virginia
3,"HEREOS Act
BILL PASSED IN THE HOUSE
COULD BRING ADDITIONAL $2.6 BILLION IN RELIEF DUE TO COVID-19 PANDEMIC 
-
FEDERAL INFORMATION
U.S. Congress… https://t.co/149R1zydYz",0.0,"HEREOS Act
BILL PASSED IN THE HOUSE
COULD BRING ADDITIONAL $2.6 BILLION IN RELIEF DUE TO COVID-19 PANDEMIC 
-
FEDERAL INFORMATION
U.S. Congress… https://t.co/149R1zydYz",
4,"Brazil's daily death toll from the new coronavirus reached a record 1,179 on Tuesday.

The highest daily toll before that had been on May 12 when 881 people died. The pandemic has killed… https://t.co/ETxb19dJSs",-0.125,"Brazil's daily death toll from the new coronavirus reached a record 1,179 on Tuesday.

The highest daily toll before that had been on May 12 when 881 people died. The pandemic has killed… https://t.co/ETxb19dJSs",Virginia
5,The World Health Organization's head has said he would keep leading the global fight against the coronavirus pandemic after US President Donald Trump threatened to cut off funding and… https://t.co/XcAwObQUlf,-0.01590909090909091,The World Health Organization's head has said he would keep leading the global fight against the coronavirus pandemic after US President Donald Trump threatened to cut off funding and… https://t.co/XcAwObQUlf,Virginia
6,"When I arrived covid-19 ready in San Luis Obispo California. 
I always respectfully come prepared. 
.
.
.
.#sanluisobispo #safetyfirst #worldwidepaintcrew🔥🔥🔥🔥 #worksmarternotharder #paintordie #paintingcontractor… https://t.co/6y6T8fR04O",0.019318181818181814,"When I arrived covid-19 ready in San Luis Obispo California. 
I always respectfully come prepared. 
.
.
.
.#sanluisobispo #safetyfirst #worldwidepaintcrew🔥🔥🔥🔥 #worksmarternotharder #paintordie #paintingcontractor… https://t.co/6y6T8fR04O",California
7,"Hopefully, throughout this #quarantinelife during #covid_19 #coronavirus we’ve all had a chance to reconnect with loved ones.  I know I have. #blessed @ Sherman Oaks, California https://t.co/g1NKevzbci",0.0,"Hopefully, throughout this #quarantinelife during #covid_19 #coronavirus we’ve all had a chance to reconnect with loved ones.  I know I have. #blessed @ Sherman Oaks, California https://t.co/g1NKevzbci",California
8,"HERO'S 
#COVID-19DIARIES 
SOCIAL DISTANCING 
#STAYHOME
#lockdown @ Brooklyn, New York https://t.co/nxhaYqQcwG",0.35,"HERO'S 
#COVID-19DIARIES 
SOCIAL DISTANCING 
#STAYHOME
#lockdown @ Brooklyn, New York https://t.co/nxhaYqQcwG",New York
9,"Happy Birthday #FaithTheDachshund! #10yearsold #doxiesofinstagram #DoxieLove #longhairdachshund #ScienceDiet #dachshund #queen  #dachshundsofinstagram #Covid19
She still thinks she is a #puppy. I've had her since she… https://t.co/7f4f0Ut5rn",0.0,"Happy Birthday #FaithTheDachshund! #10yearsold #doxiesofinstagram #DoxieLove #longhairdachshund #ScienceDiet #dachshund #queen  #dachshundsofinstagram #Covid19
She still thinks she is a #puppy. I've had her since she… https://t.co/7f4f0Ut5rn",Texas
10,"(CNN) - The US response to coronavirus has been consistently inconsistent. It's also uniquely American.

There are no national guidelines and no organized efforts to reopen the country… https://t.co/lAK7HZ9PmV",0.0,"(CNN) - The US response to coronavirus has been consistently inconsistent. It's also uniquely American.

There are no national guidelines and no organized efforts to reopen the country… https://t.co/lAK7HZ9PmV",Virginia
11,Amen!! Like and follow @great_atlanta #greatthingsatlanta #atlanta #covid_19 #covid19 #atl #atlantahairstylist #atlantatattooartist #atlantanails #atlantafalcons #atlantaphotographer #atlantarealestate #atlantapoetry… https://t.co/qXfU79LhHL,0.2466666666666667,Amen!! Like and follow @great_atlanta #greatthingsatlanta #atlanta #covid_19 #covid19 #atl #atlantahairstylist #atlantatattooartist #atlantanails #atlantafalcons #atlantaphotographer #atlantarealestate #atlantapoetry… https://t.co/qXfU79LhHL,Georgia
12,"(CNN) - If America navigates its risky pursuit of a comeback without unleashing a vicious resurgence of coronavirus, it will be in spite of President Donald Trump, not because of him.

By… https://t.co/lX0dJDqlGQ",0.7,"(CNN) - If America navigates its risky pursuit of a comeback without unleashing a vicious resurgence of coronavirus, it will be in spite of President Donald Trump, not because of him.

By… https://t.co/lX0dJDqlGQ",Virginia
13,#kitty #physicaldistancing  / #socialdistancing in the time of #covid19 ... #chicago  #catsofinstagram @ Portage Park https://t.co/rE3ttHYbSl,0.0,#kitty #physicaldistancing  / #socialdistancing in the time of #covid19 ... #chicago  #catsofinstagram @ Portage Park https://t.co/rE3ttHYbSl,Illinois
14,What I’ve got they used to call the blues. 🙃 #pandemic #theblues #pandemicblues #quarantine #quarantinelife #quarantineblues #covid19 #LAlife #gay #bathroomselfie #instagay #LGBTQ #bathrobe #scruffy #gaydaddy @ Los… https://t.co/s5AEAIz05F,0.0,What I’ve got they used to call the blues. 🙃 #pandemic #theblues #pandemicblues #quarantine #quarantinelife #quarantineblues #covid19 #LAlife #gay #bathroomselfie #instagay #LGBTQ #bathrobe #scruffy #gaydaddy @ Los… https://t.co/s5AEAIz05F,California
15,"EARLIER THIS EVENING I was a guest of @lugari  - Ivan Lugo - on his radio web show entremujeresradiousa to talk about the whole ordeal behind my recovery from COVID-19 (mind me, presumptive diagnose, as doctors were… https://t.co/ylJ3HXSVBY",0.3254545454545455,"EARLIER THIS EVENING I was a guest of @lugari  - Ivan Lugo - on his radio web show entremujeresradiousa to talk about the whole ordeal behind my recovery from COVID-19 (mind me, presumptive diagnose, as doctors were… https://t.co/ylJ3HXSVBY",Arizona
16,"The coronavirus pandemic continued to grip much of the world on Tuesday, as cases grew from India to South Africa and Brazil overtook the UK to become the country with the third-highest… https://t.co/sfe9RT6XRt",0.0,"The coronavirus pandemic continued to grip much of the world on Tuesday, as cases grew from India to South Africa and Brazil overtook the UK to become the country with the third-highest… https://t.co/sfe9RT6XRt",Virginia
