,tweet,sentiment,tweet.1,location
0,percentage positive covid nineteen test orange county jumped twelve thursday average nine seven tested past week testing positive covid19 covid nineteen wearamask explorepage…,-0.05757575757575757,"The percentage of positive COVID-19 tests in Orange County jumped to 12% on Thursday, with an average of 9.7% of those tested in the past week testing positive.#covid19 #covid_19 #wearamask #explorepage… https://t.co/DNUgWuoH6Z",California
1,cloth face covering help prevent people covid nineteen spreading virus others …,0.0,Cloth face coverings may help prevent people who have COVID-19 from spreading the virus to others.… https://t.co/zV2iaArgox,California
2,son begging homeschool long resisted work outside home didnt think time teach him ⁣ ⁣ work home couple day week im…,-0.025,"My son has been begging me to homeschool him for so long. I have resisted because I work outside the home and I didn’t think I could find any time to teach him. ⁣
⁣
Now that I work from home a couple days a week, I’m… https://t.co/pCSkvKDzNV",Missouri
3,know two thousand and twenty rough flexed bicepsmedium-light skin tone dontgiveup staystrong strength roughyear two thousand and twenty covid19 blm ever fyi remember justremember ok love washington,0.3,"I know 2020 has been rough 💪🏼
.  .  .
#dontgiveup #staystrong #strength #roughyear #2020 #covid19 #blm #ever #fyi #remember #justremember #ok #love @ Washington D.C. https://t.co/IRLJBKZHZd",District of Columbia
4,ball game pretty sure men got social distancing venue long time ago fashion,0.0968253968253968,"Unless at a ball game, pretty sure that most men got social distancing down in this venue a long time ago. @ Fashion Show https://t.co/YYw6UvKwnr",Nevada
5,bell county community going lot right now especially incident surrounding fort hood amp family affected covid19 together past june able…,0.13392857142857142,"The Bell County #community is going through a lot right now, especially w/ all the incidents surrounding Fort Hood &amp; families affected by #covid19... We will get through this together! Just this past June, I was able… https://t.co/TkybhMsGk8",Texas
6,cousin hanging covid19 familytime family vodkamartinis dinnerathome dinneroutside maskselfie mask ahituna dinner sallygreig calabasas highland,0.0,#Cousins hanging out in #covid19 #familytime #family #vodkamartinis  #dinnerathome #dinneroutside #maskselfie #masks #ahituna  #dinner w #SallyGreig @ Calabasas Highlands https://t.co/QaIcohPaWe,California
7,sorry santabarbaracounty person shrugginglight skin tone‍female sign️covid nineteen holiday weekend suck beachesclosed santabarbara covid19holiday 4thofjulyruined santa barbara california,-0.5,"Sorry #SantaBarbaraCounty 🤷🏻‍♀️Covid-19 Holiday Weekend Suck.  #BeachesClosed #santabarbara #Covid19Holiday #4thOfJulyRuined @ Santa Barbara, California https://t.co/J954u2fY83",California
8,trip sun — covid make memorable one started day early wakeup speech therapy major incident retiring deck shannon…,0.165625,"Another trip around the sun for me — COVID makes this a memorable one. W started his day with an EARLY wakeup, but made it to his speech therapy without major incident before retiring to the back deck with Shannon… https://t.co/XwICxvOmut",District of Columbia
9,day life covid19 shore haven new york,0.13636363636363635,"Another day in the life of #covid19 @ Shore Haven, New York https://t.co/g6VwxtDW5V",New York
