,tweet,sentiment,tweet.1,location
0,corona virus here coronavirus selfisolation covod19 here funny lol texarkana texas,0.525,"Corona Virus is here! #coronavirus #selfisolation #covod19 #here #funny #lol @ Texarkana, Texas https://t.co/KFqcCnSED0",Texas
1,corona covid19 coronavirus wjmg west columbus columbus,0.0,"#Corona #Covid19 #coronavirus  #wjmg @ West Columbus, Columbus https://t.co/O3RIlVjdp1",Ohio
2,student supported covid nineteen super hero best gym culture look forward seeing home away home dominion mma,0.0,"To the students that supported us during the Covid-19, you are all SUPER HEROES. 

You are the best part of our GYM and culture.

We look forward to seeing you back at your home away from home! @ Dominion MMA https://t.co/LJK9L6oqAp",Texas
3,"new mask alert day eight million, two hundred and fifty-two thousand, six hundred and eighty-one these kn95 real breathable speaking headdashing awaydashing awayface with medical maskcrownsparkleswhite heartred heart️ fort74films kingsabroad queensabroad kingsandqueensabroad kqa corona kn95facemask therona rona maskoff maskon red…",-0.09375,New Mask Alert!!! Day #8252681...These KN95 is Real Breathable!!! ....🗣💨💨😷👑✨🤍❤️.. #fort74films #kingsabroad  #queensabroad #kingsandqueensabroad #kqa #corona #kn95facemask #therona #rona #maskoff #maskon #red… https://t.co/n2EthInOAR,New York
4,bored corona food perpetuallydirtyhands two pound cheese burger homemade japanese milk bread bun barton hill austin texas,0.7,"Bored Corona food with perpetuallydirtyhands 

2 pound cheese burger with homemade Japanese milk bread bun. @ Barton Hills, Austin, Texas https://t.co/4CKgQ7HmuO",Texas
5,covid nineteen update queen new york,-0.25,"COVID-19 update @ Queens, New York https://t.co/tZsT5VUD3t",New York
6,seventeen april two thousand and twenty covid bus stop mayor ordered new measure today reduce spread virus requiring people wear mask mass transit running errand etc effect at…,-0.15000000000000002,"17 April 2020

COVID Bus Stop

The mayor ordered new measures today to further reduce the spread of the virus, requiring people to wear masks on mass transit, or while running errands, etc. due to take effect at… https://t.co/0xQj8yRALw",California
7,printing ear saver covi̇d19 covid md eight hundred and eight nurse sandyflemings need let know sandy fleming ' fast elec trick,0.0,Still printing ear savers #covi̇d19 #covid #md #808 #nurse #sandyflemings any one need let me know @ Sandy Fleming's Fast Elec-Tricks https://t.co/7HoLw7CrmL,Hawaii
8,beard you corona virus story,0.2,Your beard and you: a corona virus story.,California
9,covid nineteen update president principal mr dan horn wearesg valiantspirit st genevieve high school,-0.625,A COVID-19 update from President-Principal Mr. Dan Horn.  #WeAreSG #ValiantSpirit @ St Genevieve High School https://t.co/dVCKahTygn,California
10,detalle una obra work art covid nineteen detector gun pistola detectora del virus information visit website call we ' love gallery …,0.0,"Detalle de una obra / Detail of a work of art

covid -19 detector gun - Pistola detectora del virus 

For more information, please visit our website or give us a call.  We'd love to show you our galleries.… https://t.co/Sq8W3K4Tsz",Florida
11,cant wait til corona shit let,0.0,Can’t wait til this corona shit let up,Oklahoma
12,getting bioweapon corona tvirus virus residentevil sketch digitalpainting residentevil3 art lincoln beach oregon,0.0,"Getting there #bioweapon #corona #tvirus #virus # residentevil #sketch #digitalpainting #residentevil3 #art @ Lincoln Beach, Oregon https://t.co/IAwabhHc7e",Oregon
13,yeah why not to shave difference from this fucking pandemic me selfie shaving covid gay nofilter venezolano shaving atl gaymen love brown atlanta georgia,0.0,"COVID-19 update @ New York, New York https://t.co/BmhgGj8EfD",New York
14,covid nineteen update new york new york,0.13636363636363635,"#BREAKINGNEWS ...

#JohnTravolta was #hospitalized for suspected #COVID-19, but #doctors now confirm that it was only #SaturdayNightFever, and they assure everyone that he is #StayingAlive.

Apparently he had… https://t.co/FXlOBLEQlr",California
15,breakingnews johntravolta hospitalized suspected covid nineteen doctor confirm saturdaynightfever assure stayingalive apparently had…,0.0,"# #SOLANGE #super73 #mysuper73 😂👍🏾⚠️🔵❤️ #Anybody Teaching sign language - Thugger way 😂 THANK GOD FOR CORONA 🤓 @ Atlanta, Georgia https://t.co/erJ7qkoxZA",Georgia
16,solange super73 mysuper73 face with tears of joythumbs upmedium-dark skin tonewarning️blue circlered heart️ anybody teaching sign language thugger way face with tears of joy thank god corona nerd face atlanta georgia,0.09927272727272726,"Just posted a photo @ Corona, California https://t.co/ulUn7zWilr",California
17,posted photo corona california,0.1,100 t-posts in 2 days. Hands torn apart in blisters. Really glad I pulled all but my wedding band for COVID-19. Muscles sore. Fencing is looking good though! @ Holistic Horsemanship Institute of America https://t.co/nJ8k4rBRl3,Missouri
18,one hundred post two day hand torn apart blister glad pulled wedding band covid nineteen muscle sore fencing looking good though holistic horsemanship institute america,0.0,Tonight @ 6PM visit https://t.co/dUV12dOIoy and listen to the new Lockdown Mixx 3!!  All songz are radio edited versions...  Dedicated to the front-liners of this covid battle. I appreciate every one that is… https://t.co/kmHwDzxRNy,California
19,tonight 6pm visit listen new lockdown mixx three songz radio edited version dedicated front liner covid battle appreciate is…,0.265,Sometime you have to stop and.... #beauty #mothernature #rose #backyard #beauties #covid #quarantinelife #hawaii @ Oahu https://t.co/MGuLU94j5a,Hawaii
