,tweet,sentiment,tweet.1,location
0,"free admission text text atlanta thirty-one thousand, three hundred and seventy-seven free text corona party wednesday june 3rd 10pm 3am five corona amp twenty-two bucket six bottle black life matter celebration sunday june 7th 10pm 3am free…",0.3029166666666667,"FREE ADMISSION WITH TEXT!!!
Text Atlanta to 31377 for FREE text!

CORONA PARTY
WEDNESDAY, JUNE 3RD 10PM - 3AM
$5 Corona &amp; $22 Bucket of 6 Bottles

BLACK LIVES MATTER CELEBRATION
SUNDAY, JUNE 7TH 10PM - 3AM
FREE… https://t.co/5KmbIUXBJV",Georgia
1,here look active recovered covid19 case estimate active recovered estimate align county accumulated total case santaana occovid19,-0.08888888888888889,Here’s another look at active and recovered #COVID19 case estimates. The active and recovered estimates here align with the county’s accumulated total of cases in #SantaAna. #OCCOVID19 https://t.co/zri0bO7bbH,California
2,covid nineteen update floyd riot queen new york,0.13636363636363635,"COVID-19 update 
 Floyd riots @ Queens, New York https://t.co/v3MrYY7IIe",New York
3,awesome read covid nineteen three hundred elite lefty kahe'kili nui paepae he ‘ eia,1.0,Awesome read during covid-19. 300 of his Elite all lefties. Kahe'kili nui @ Paepae O He‘eia https://t.co/T2Q2FJraSU,Hawaii
4,"free admission text text atlanta thirty-one thousand, three hundred and seventy-seven free text corona party wednesday june 3rd 10pm 3am five corona amp twenty-two bucket six bottle black life matter celebration sunday june 7th 10pm 3am free…",0.3029166666666667,"FREE ADMISSION WITH TEXT!!!
Text Atlanta to 31377 for FREE text!

CORONA PARTY
WEDNESDAY, JUNE 3RD 10PM - 3AM
$5 Corona &amp; $22 Bucket of 6 Bottles

BLACK LIVES MATTER CELEBRATION
SUNDAY, JUNE 7TH 10PM - 3AM
FREE… https://t.co/mAdS67OiID",Georgia
5,two thousand and twenty coronavirus house arrest day seventy-nine day four citywide curfew seemingly peaceful demonstration destruction paired homemade bbq chicken breast pea latest fifteen priced…,0.3333333333333333,"2020 Coronavirus House Arrest Day 79 - Day 4 of citywide curfews with seemingly more peaceful demonstrations and less destruction!

Paired with homemade BBQ chicken breast and peas, the latest under $15-priced… https://t.co/2rLLnx4zv4",California
6,guess earlier post underestimated counted twenty-one thousand new covid nineteen case country monday sunday bit recent average according data collected johns…,0.06527777777777778,"I guess my earlier post underestimated The U.S. counted more than 21,000 new COVID-19 cases in the country on Monday, more than Sunday though a bit down from the recent average, according to data collected by Johns… https://t.co/ijbiD7J06t",California
7,there ' covid 'll otw san francisco transit alaska oh well bigger thing worry right now justwhining golden gate park,0.11868686868686865,"If there's no Covid, I'll be OTW to San Francisco now for transit to Alaska. But oh well, we have bigger things to worry about right now. #justwhining @ Golden Gate Park https://t.co/e4ZK8RgLnI",California
8,undetectable engineering method create sars cov two,0.5,Undetectable Engineering Methods Used to Create SARS-CoV-2 https://t.co/kCgG74EToz https://t.co/RwL2TYOCkR,California
9,bloomfield pulse bloomfield nj bloomfield municipal clerk ' office released crucial information pet owner township track of despite covid nineteen crisis clerk office has…,0.45,"Bloomfield Pulse: BLOOMFIELD, NJ -- The Bloomfield Municipal Clerk's Office has released crucial information for pet owners in the township to keep track of. Despite the COVID-19 crisis, the Clerk’s office has… https://t.co/hpkD0SjdXS",New Jersey
