,Province_State,Confirmed
0,Alabama,30021
1,Alaska,752
3,Arizona,52591
4,Arkansas,15561
5,California,178546
6,Colorado,30524
7,Connecticut,45755
8,Delaware,10775
10,District of Columbia,10020
11,Florida,97291
12,Georgia,64701
15,Hawaii,814
16,Idaho,4006
17,Illinois,136762
18,Indiana,42423
19,Iowa,25963
20,Kansas,12136
21,Kentucky,13750
22,Louisiana,49778
23,Maine,2957
24,Maryland,64306
25,Massachusetts,107061
26,Michigan,67711
27,Minnesota,32920
28,Mississippi,20641
29,Missouri,18459
30,Montana,717
31,Nebraska,17812
32,Nevada,13240
33,New Hampshire,5544
34,New Jersey,169142
35,New Mexico,10565
36,New York,387936
37,North Carolina,52801
38,North Dakota,3288
40,Ohio,44808
41,Oklahoma,10516
42,Oregon,6572
43,Pennsylvania,85935
45,Rhode Island,16337
46,South Carolina,24661
47,South Dakota,6297
48,Tennessee,35102
49,Texas,112944
50,Utah,17462
51,Vermont,1159
53,Virginia,57994
54,Washington,28680
55,West Virginia,2533
56,Wisconsin,24819
57,Wyoming,1197
