tweet,location
@hillharper @liloprah_ #justiceforflint @bet circa 2015. #repost #hillharper has been there since day 1. We appreciate all you do! #humanitarian @abcnetwork thegooddoctorabc #flint #water #covid19 #help #humanity… https://t.co/QmVIew4FZ9,Michigan
"Updated at 7:54 p.m. ET If China was responsible for the coronavirus outbreak, the country should face consequences, President Trump said at Saturday' https://t.co/6fXIlHwGzf #atx #austin #all512",Texas
"No 😪 RT @MichaelSkolnik: SHE HAS A NAME: Skylar Herbert, the daughter of Detroit first responders, is the first child with COVID-19 to die in Michigan. She was five years old. https://t.co/bqF2Ha4HZK",Texas
"COVID-19 update @ Queens, New York https://t.co/yv3XViIXyp",New York
"Weekend brother and sister time!!! #brothersndsister #loveyou #covid19 #quarentine #cuarentena2020 #sisterhood  #barbecue  #dreadlocks  #capitanmorgan @ Davenport, Orlando, Florida https://t.co/CVenMGXdA7",Florida
"Me thinks a revolution should resolve the Rich man’s bed changing problems. #Coronavirus #smh #wtf #richkidsofinstagram @ South Hadley, Massachusetts https://t.co/WJzGJji5ar",Massachusetts
"#spiritualsunday 
Wishing #collegeroommate and her husband the best. Both are #frontlineworkers❤️ 

#healthcareworkers #PA #hospitalworkers #firemen #grateful #selfless #giving #hardworking #brave #beautiful #covid19… https://t.co/Uaq5MhlNTz",Connecticut
"If you Dream Big and have the courage to follow your Dream, this is the Opportunity for you.
Plan your business of in USA and witness an exponential growth after COVID-19 pandemic is over. 

Invest like a PRO !!!… https://t.co/NLyPIOFdDS",Virginia
"If you Dream Big and have the courage to follow your Dream, this is the Opportunity for you.
Plan your business of in USA and witness an exponential growth after COVID-19 pandemic is over. 

Invest like a PRO !!!… https://t.co/ePdYMEBKRv",Virginia
"Who’s #Zoom -ing Who? zoom_video_communications  #ronalife #socialisolation #covid19 #coronavirus @ West Hollywood, California https://t.co/NU868PPfd9",California
i found my Covid19  bunker! #covid_19 #ridered #mojavemines #staythefuckhome #socialdistancing @ Mojave Desert https://t.co/RD4GhPItUk,California
"#Covid19 #StayAtHome Sundays are when I cook with what’s getting close to the end of its useful life.  Today’s 2 quarts of hearty marinara were a combination of: 8 oz #BabyBella mushrooms, 2 Large Carrots, 1 Medium… https://t.co/FXKG2nAuUv",California
"About to go to work in my living room at midnight on a Sunday... #quarantinelife 
.
.
.
.
.
.
.
#quarantineandchill #quarantine #coronavirusmemes😂😂😂 #coronavirus #corona #pandemia #pandemic #pandemic2020… https://t.co/fnhWq2cAem",Washington
Brand new face mask covers for you this spring. Made in EU just for you. Final prices are on website. Are you staying home more often due to the coronavirus pandemic? Need more face shield masks wraps or scarves on… https://t.co/XWO7zKTkAD,New York
"Y’all know these are @starbucks to me... After 14 years away, @dunkindonuts tastes like water to me. #coffee #starbucks #stayhome #coronavairus #covid19 #boston @ Melrose, Massachusetts https://t.co/qYPMxAI07h",Massachusetts
"Definitely felt like that last week when going to the grocery store #coronavirus #songs #runningoutoftime #tryingtomakeitright #makeitright @ Los Angeles, California https://t.co/1Pz5ljmq4y",California
"Very excited to showcase this innovative partnership, the ‘COVID Symptom Collector’ from Connected Cities Integrators, leading the way helping cities organically track people with symptoms, to better serve them and… https://t.co/hlExnHxUfq",New York
"From a healthcare working friend of mine:  For all those wanting to protest Covid-19 and the protection guidelines put in place to keep us ALL safe and slow the spread, please print and sign this waiver. We won’t… https://t.co/iyIp5hU9tu",California
"Be sure to check out Archer Aero on YouTube! https://t.co/YwvGbFZ5pg Episode 3 of ""COVID-19 in 2020: the unseen effects of a pandemic"" goes live in just over 5 hours! This week I… https://t.co/VGnL6GvtnW",Oregon
"One of my wishes is to celebrate #halloween year round but I didn't expect #coronavirus to make it happen..... #thistooshallpass @ Littlerock, California https://t.co/48SBvE3LF7",California
"So the week of 3/9 I wasn’t sure if I had covid-19. I experienced symptoms starting 3/5. I never got a test, but I am fine. I was put through the coronavirus triage unit in San Francisco and then sent to the… https://t.co/wO0ddEZju6",California
"Champagne Cuz We Celebrating .... Feeling like Million 
#Blessed #Eat #Lurking #Corona #Virus #K #Art #ArtAddict #Stealth #Health #Wealth #Fwm You Know I Got it #BeSafe #Essential #Trap @ New York, New York https://t.co/fjtKYVJBl4",New York
"Don't know what people are complaining about, my hair looks great!

#NOH8 #COVID19 #happyfuckingmonday @ Boise, Idaho https://t.co/8kGovEcPH2",Idaho
"#Mood #Champagne Cuz We Celebrating .... #Feeling #like #Million 
#Blessed #Moet #Eat #Lurking #Corona #Virus #K #Art #ArtAddict #Stealth #Health #Wealth #Fwm You Know I Got it #BeSafe #Essential #Trap #nyc… https://t.co/JTkzMAnHmW",New York
"#Repost from daphneposh by multisave_app
•••
Accurate.🤬🤬🤬💀💀💀
.
TRUE THAT!!!!, don't worry most of them will get Covid-19 and those guns and protests won't be able to save them, oh the fucking wet dream irony!!… https://t.co/z8AH9zihxw",Idaho
"When you can’t get your hair done because of corona
.
.
More music coming soon
Photo By visualmoose .
.
#gwizzz #gwizzzmusic #music #EXO #covid19 #corona #virginia #badhairday #longhairdontcare #virginiarappers… https://t.co/qbXgpnwft9",Virginia
"Happy #420! Heehee #Covid19 #420everyday Hilarious!!! 🤣 @ Los Angeles, California https://t.co/BcsNnXxtii",California
"#Coronavirus FAQ: Pandemic trackers, health advice, financial guidance and more... There's a #WebApp for everything now!

 https://t.co/nifjN5VVrY #App #AppForThat #Tech #Data #COVID19",District of Columbia
"Shout out to all the Lab professionals for Lab Week. I know instead of a week of fun, food and festivities, we are just keeping our heads down, working hard, and kicking some Covid ass. A time to celebrate will come… https://t.co/O5cAHrM8a4",New York
"CONTACTLESS cleans are our new normal! 

During the Covid19 crisis, we are offering professional disinfecting on high-touch surfaces and CONTACTLESS cleaning! Our team uses masks and gloves, all while keeping at least… https://t.co/gsSf3qjHmr",Virginia
Can everyone please just follow the government instructions so we can knock out this coronavirus and be done?! I feel like a kindergartner who keeps losing more recess time because one or two kids can’t follow… https://t.co/ZWZ2Z3RC6U,Oregon
"Ghana is lifting a 21-day lockdown of its biggest cities after the restrictions bought the government enough time to improve its preparedness for the coronavirus pandemic, said President Nana Akufo-Addo.
Residents of… https://t.co/iyMTFOPsiF",Maryland
"Yeah! #Nantucket
STAY HOME SAFE LIVES
Coronavirus in Massachusetts
https://t.co/5OTN37soW2
#Boston #Celtics #Bruins #RedSox #Patriots #massachusetts #rhodeisland #connecticut #ct #newyorkcity #newyork #nyc #ack… https://t.co/3zy8waTANv",Massachusetts
"Gonna be a good treatment.  😜🤣🤣 2nd pic

#happyholidays #420 #420allmonth #gonnabeagoodday  #holidaycelebration #postworkcelebration #highlife #staylifted #annarbor #michigan #A2 #staysanestaysafe #coronavirus… https://t.co/VIgiHXkQRX",Michigan
"Emil • @emilcohen • Day 316 • COVID-19 Self Portrait • @ New York, New York https://t.co/QUsL6tbuXb",New York
"As of today 4/20 it’s 740,000 confirmed COVID-19 cases of infected people and more than 40,000 deaths in the US alone. Stay safe people! 🦠☠️ #coronavirus @ Miami Beach, Florida https://t.co/EZVGdYQptd",Florida
How Covid-19 Is Making Millions of Americans Healthier 🍽️ https://t.co/KwK2Lr6jvs,New York
COVID-19: 10 Ways to Keep Occupied   https://t.co/6HALvide8r,New York
"When we start to gather again, make sure your space is prepared for social distancing. #safetyfirst #socialdistancing #direction #wayfindingsignage #followingthecurve #covid19 #6feetmeans6feet Contact us for more… https://t.co/NKuZSm98dL",Illinois
"Good Morning. During the current Coronavirus (COVID-19) outbreak, the Township of Ocean Historical Museum is will be closed.  We are currently closed through Friday, May 1, 2020.  Please continue to check with us to see if that date has changed. https://t.co/EhhAXnxucc https://t.co/1hWhSmCvIb",New Jersey
"The #coronavirus epidemic has made people want to understand the science behind infectious diseases. @JohnsHopkins is here to help. Take their free, 100% online course, “Fighting COVID-19 with Epidemiology” to better understand #covid19. ➡️ https://t.co/Yk1my6ZCbg #EdUSAatHome https://t.co/6Qebvczo6L",District of Columbia
Corona NY Mon Apr 20th AM Forecast: TODAY Mostly Cloudy Hi 45 TONIGHT Partly Cloudy Lo 31,New York
"On a normal Patriots day we might be heading to Concord center or off to heart break hill, but today everything is canceled because of the silent enemy Covid-19.  I give thanks to all of the first responders who… https://t.co/H1U3rddNTK",Massachusetts
"Lazaretto by @mega_mod out now on all streaming platforms! 

Remember to turn on your notifications and keep checking out our artists, etc. Link in bio

*To participate in our #coronavirus #challenge check more… https://t.co/GddpCR1M9L",New York
We miss you all... be back soon 🍑❤️🤑 #flashdancersnyc #1 #gentlemensclub #newyork #sexy #vip #quarantine #quarantineradio #covid #covi̇d19 #corona #tribeca #timessquare #bottlegirls #strip @ Flashdancers NYC https://t.co/aOYLuperXB,New York
"Coronavirus Chronicles...social distance, face mask, don’t touch your face, wash your hands, repeat after me... @dchistory #washingtoniansathome #besafe #dc #quarentine #stayathome #igdc #igersdc #dc_spc #exposeddc… https://t.co/sLETawSIpy",District of Columbia
AASP/NJ Virtual Meeting Provides Economic Stimulus Guidance for COVID-19 https://t.co/yJ4W7MpmrK @bsbmagazine,California
"Are you a potential buyer or seller? 
What is holding you back... and don’t just say Covid-19, but what aspect in it? Possible job loss, market uncertainty, price of the bananas over the roof🍌??
#housebuyers… https://t.co/BW4G6x4AT8",Minnesota
"#19 Painting a Day, Dallas Texas. “Rush Hour Downtown Dallas During Covid-19” #covidart #covidartchallenge #pleinairpainting #pleinairathome #oilpainting #dallas #artbymilessa @ Westend Historic District https://t.co/sPP53SaopF",Texas
"Eliane. #documentary #film #filmmaking #filmmaker #director #journalist #journalism #coronavirus #covid19 #nuc #ny #brooklyn @ Fort Greene, Brooklyn https://t.co/2YDVna0Kkc",New York
Check out my quarantine distraction tutorial videos for my students!  Online Learning During Coronavirus https://t.co/TnnObpJmj0  #masonlearns #pottery… https://t.co/aV50Hcj0qN,Ohio
"On a scale of #Ross, how are you feeling during this #SocialDistancing??
#Friends #Covid19 #StayingHome #MentalHealth #ATimeToLaugh 😁
#FCS #CTE #GROVE @ Paris, Tennessee https://t.co/d59cBBQXni",Tennessee
"I am a doctor who is fortunate yet to be able to work remotely during the COVID pandemic at TASC (Total Administrative Services Corporation). @ Madison, Wisconsin https://t.co/113pUD9Tdu",Wisconsin
"All Nations New Testament Church of God Fellowship Inc. Our Bishop was praying that God will remove the COVID19 virus, We must have  a breakthrough in the Name of Jesus @ All Nations New Testament Church of God… https://t.co/he8p482Qk2",Florida
"To our Family of Patients and Friends. 
We hope you are all well and managing to get thru this crises safely.
Due to Covid-19, our office will remain closed for non emergent dental care 
thru May 15th.  
For dental… https://t.co/YK3OGiByrl",New York
Ageing well 😷#andycrapp #andycapp #algarve #yorkshire #military #comedy #comedian #comedyclips #dadjokes #justforfun #justforlaughs #memesdaily #dankmemes #coronavirus #funnyphotos #funnymemes #comedyphotography… https://t.co/KWjI9yfjVU,Florida
"Happy Monday. Happy NEW Year &amp; Welcome in Spring

Monday’s are still my favorite day of the week.

Pre-COVID-19; I would take half a day off &amp; treat myself to a movie at #cinebistromovietheater in Hampden.

Tonite I… https://t.co/t3AurRwoqZ",Maryland
"🎮 What games have you been playing?
.
Gamers if you’re looking for hat, contact us and see how to get a free US Army hat #linkinbio
.
#gaming #funny #xbox #meme #PlayStation #codwarzone #cod #quarantine #covid19… https://t.co/8whSbmbLZ2",Florida
"Happy Birthday Xavier! #essentialworkers #mycoworkersaremyheroes #quarantine #covid19 #shotoniphone @ Trader Joe's- New York, NY https://t.co/dNFuQQEypH",New York
"Who's Hit Hardest By COVID-19? Why Obesity, Stress And Race All Matter  https://t.co/c81YIC8rBr",New York
"When people ask me what I'm doing with my times off...
#stylebyjoe #instagram #influenster #facebook #twitter #tumblr #instagay #Coronavirus #shelterinplace #selfquarantine #styleblogger #foodblogger #homeoffice @… https://t.co/ywALnCyCKf",Pennsylvania
"IS 💈 CLOSED until further notice !!! To all essential workers may God grant you protection from the coronavirus ,AMEEN 
While in quarantine making the best of this horrible situation the World is facing. REAL BARBERS… https://t.co/wd0E1daKYD",Pennsylvania
"Flesh Toned Mask For Your Nerves❗️🦠❗️😷🦠🪓💥🙃
#whillyemthrillwell #djwhillyem #djwhillyemikillyou #covid #coronavirus #eyeswithoutaface  #lesyeuxsansvisage #theskinilivein #goodnightmommy #horrormovies #KISS… https://t.co/GFfsVfdSre",New York
"💚👩🏻‍🤝‍👨🏽 We’re #INThisTogether 👩🏼‍🤝‍👩🏻💚
Therapists are here to support you! It’s normal if you’re struggling emotionally during COVID. 🦠 When it feels too heavy, we’re here to help. Many therapists in Indianapolis… https://t.co/upAjEYjdsm",Indiana
"Getting my grocery on! Picked up some meat and getting ready to grill it for all the Dr’s and Nurses in the ER at GBMC hospital here in Baltimore, MD! #peelertime #thankyouforyourservice #dr #nurse #covid #corona @… https://t.co/WdQfNjT4AC",Maryland
#Israel #Coronavirus #SocialDistancing This is what a socially-distanced protest looks like https://t.co/tEMof0FTqn https://t.co/r1hEU23jtK,Florida
"Day 537 - Normalcy and Consistency

#COVID initially up ended my schedule. I consumed more social and news media because of anxiety, which while informative actually increased my #anxiety. Uncertainty about… https://t.co/MIBwX2XhXU",Virginia
"Spring 2020 in #Pennsylvania: #snowman-building contests, and closed #garden stores.

#bizarroworld #coronavirus #covid19 #Frozen #Frozen2 @ Saint Marys, Pennsylvania https://t.co/P9yf2oBArR",Pennsylvania
"We’re open, repairing, and disinfecting computers. #clean #disinfect #covid #tech #technology #service #laptop @ New York Computer Help https://t.co/RdCPdlvJFk",New York
"The artists of Newark stand together united as one against Covid-19.
Please do your part to 
#stopthespread 
#stayhome
#staysafe
#newark
@besthingcreated
bisawashington… https://t.co/O4FwWVdgkI",New Jersey
"The Scotland Urban Summer Studio has been a laboratory for urban ideas and pedagogical dynamics. Without question the Covid-19 pandemic has presented a new set of challenges, reshaping the nature of the 2020 CUP. The… https://t.co/5LMNrb3ZaR",Florida
"The Ridge Road Run is running virtually this year due to the covid-19.  This run is special in so many ways. It is the collaboration of 3 local high schools,RBC, RBR ,RFH coming together to recognize mental health… https://t.co/ps5ImZxNsg",New Jersey
Reposted from @1BBAAAD We are #EbonyFacePaintersUnited Inspired by @ToyaJasper #EFPU says #standforafrica #noExperimentaltesting .  During a time when there is a need to find a cure for the #coronavirus it is… https://t.co/pB840braEZ,New York
"I miss exercising. Will be back soon! 

#stayhome #covid #stsystrong #workout #fitness #viaggiosport #bomefitness #newyork @ New York, New York https://t.co/GtnelPsMDD",New York
"COVID-19 update 
Home???
100-15 204th St, Queens ,NY 11423
 Landlord will not let me take a shower or complaining about it
HRA cityFHEPS voucher 311NYC housing connect home base I want my own apartment NOW does she… https://t.co/J4eUYa5DWG",New York
"Join us this week as Dr. Christopher Warren reads Julian's World: The Stories Julian Tells!⁣
⁣
•••⁣
Our first event since the Stay at Home order in response to COVID-19 was a Story Time on the City of St.… https://t.co/8HLtQDSUOY",Florida
😎 We Got The Cure! And I ain’t talking ‘bout no C-for-coronavirus-sick-a$$-putter either! The body copy in the second half of this portrait photograph we made earlier in the year for birdsofcondor campaign shoot… https://t.co/6VZUtvwKhN,Florida
"Covid NYC. 
Immigrant from Mali sells fabric masks for $4 only near Woodhull hospital. Many vendors are selling masks for a lot more. 2020.04.18 

#covid19 #covidnyc #epidemic #pandemic #nyc #woodhullhospital… https://t.co/NiepdIfnZE",New York
"Behold the #covidiot emerging from its unholy conveyance. Courtesy of @4mmvvpp: Fun Zombie Fact! 🤓 on the left is what it looks like after a #magat has been bit by COVID, and on the right the transformation is… https://t.co/HWQPJQ3xYX",Florida
"We are shipping out a shit ton of cakes this morning! 💃🏼🕺
I just love the personal messages! 
Last week a cake said “sorry covid fucked up your wedding” 😂
... I know not funny... but glad to see folks haven’t lost… https://t.co/UdqNmYscvi",California
Barely tolerating another morning of isolation and social distancing. #covid #corona #utahisrad @ Wasatch Mountain State Park https://t.co/FH4zCAXH8Q,Utah
"Yeah! #Nantucket
STAY HOME SAFE LIVES
Centers for Disease Control and Prevention
https://t.co/Y7tG93Mp4B
#Boston #Celtics #Bruins #RedSox #Patriots #massachusetts… https://t.co/uRCfwEIvzf",Massachusetts
Despite COVID-19 this morning is still a NEW morning and this week is still a NEW week.  And life is filled with possibilities.  What are you looking forward to this week? What are your plans for growth and goal… https://t.co/7hW1oVek5x,California
Together we WILL get through this indeed! Another delivery to oviedomedicalcenter’s #baldwinparkfl ER. THANK YOU and all #EMS partners for your resilient efforts in the community during #COVID19! 💛 We are truly… https://t.co/apgLjTa3k5,Florida
"This visual may help you and your business find out if your using social media marketing properly and if not, how you can fix that. (Part 2) #PhuConcepts #Mistakes SocialMediaMarketing #FixThem #COVID19 #Pandemic @… https://t.co/KAbTeLXmQK",New York
“The Chief Medical Officer is currently working to get the information needed to confirm several cases that are in pending status.” WMATA announces 33 confirmed COVID-19 cases  https://t.co/g94vAR6ESH,New York
"REDUCED today $51k!

2700 Orange Sky

$1,199,000 4099SQFT 5BED 4.5BATH 3GAR 1LOFT 1POOL 1PICKLEBALL 

COVID-19 Friendly Listing:
1. YouTube cinematic movie
2. YouTube home tour
3. FaceTime tour by agent
4. In person… https://t.co/txdQ5n985M",
"Monday morning at virtual school. 
.
Six more weeks. Here we go. 
.
#coronavirus #covid19 #quarantine #socialdistancing #virtualschoollife #virtuallearning #kindergarten #secondgrade #tired @ Duval County, Florida https://t.co/YF2gcZknec",
"Smart. Sassy. Safe. Homemade. 💪💪💪
Followed NYT How to Sew a Face Mask tutorial. 🙌

#facemask #mask #homemademask #staysafe #stayhome #staywell #coronavirus #covi̇d19 #pandemic #virus nytimes @ Washington D.C. https://t.co/Pa7qvd5prd",District of Columbia
"BE A BOSS! 
Don't Open Georgia Back Up As Usual Until There Is A Vaccine or Cure for Covid-19. As a root canal specialist we are on the front lines!
#RicoShort #RickRoss @drricoshort @rickyrozay @ Apex Endodontics P.C https://t.co/hMJNjCT9ex",Georgia
"Simple illustration of how Social Distancing works in Epidemiology &amp; managing Infectious Disease transmission.
➖
#covid #covid19 #coronavirus
#socialdistancing #saferathome #shelterinplace
➖
Source: spinedocny 🙏 @… https://t.co/HN2rPtvVcD",California
"With the latest spread of COVID-19, everyone's lives have been affected in ways we have never imagined. In lights of these recent events, we have decided to bring the cooking and cocktail sessions directly to you,… https://t.co/c3lMBMQa1q",Florida
"A photo study in #COVID caution tape.
.
.
.
.
#coronavirus #streetphotography #caution #tape @ In the Hole in the Rock at Papago Park https://t.co/eZKC9kalqv",Arizona
"With the latest spread of COVID-19, everyone's lives have been affected in ways we have never imagined. In lights of these recent events, we have decided to bring the cooking and cocktail sessions directly to you,… https://t.co/qdMXCl4C90",Florida
"Repost from @ChefKwame
•
The Bronx is one of the hardest hit communities in the country by COVID-19. I’m Excited and honored to be partnering with bxreliefeffort @motthavenbar @motthavenbar wckitchen to feed health… https://t.co/MCaZVRcxpo",New York
"Joel and I just got great news: NEGATIVE COVID 19 TEST RESULTS!!
.
It’s been 7 days since Joel had the beginning of some troubling, COVID-like symptoms, and 4 days since we were both tested (Joel is in a vulnerable… https://t.co/pmCU4S4FuC",Pennsylvania
"My #coronacation2020 has taken Pandora and me to Disney World in Florida 🤣😷 this morning #covid19 @ Scottsdale, Arizona https://t.co/lNF8C6C4u0",Arizona
GO SUBSCRIBE NOW spotify MY LATEST AND GREATEST EP PROFITSTYLE IS STREAMING LIVE GO GET IT #profitg #profitstyle #spotify #bentleygang #milligang #moneystarz #viral #explore #corona #rap #unsigned #indie #world… https://t.co/n1lfMwNXv0,Tennessee
"I am working more than ever to escape the dire reality.
.
.
.
#centralpark #centralparknyc #reflection #agameoftones #heatercentral #coronavirus #corona #virus #isolation #COVID19 #emptystreets #emptynyc #nycshutdown… https://t.co/HimFYu1a56",New York
"We'll be updating this story throughout the day Monday with the latest local news on the coronavirus pandemic. If you have a news tip or question, email us https://t.co/N5F5U5ICkS #atx #austin #all512",Texas
Working from Home today 💻 #CoronaVirus #COVID19 #EndoCannabinoid #CBD #HydrogenPeroxide #Alcohol #Soap #Mask #HandSanitizer #Gloves #Scarf #Savings #Crypto #Gold #Silver #Stocks… https://t.co/ThHjy6jgWY,Ohio
"LIST OF LAGOS DECENTRALIZES TESTING LOCATIONS ACROSS ALL LGAs ...RELEASES NUMBERS TO CALL AND LOCATIONS FOR TESTING #COVID-19

Please NOTE this is strictly for non-emergency cases. Call the numbers in the poster for… https://t.co/TD0vxIwJNx",Maryland
"Hello everyone! We hope this message finds you well. We want to say a huge THANK YOU to everyone that has called for orders, both Easter and otherwise, as we continue to navigate through this COVID-19 situation. We… https://t.co/AZE5ON49QE",California
"Wearing this out next time... Bet they'll stay 6' away then

#quarantine #covid19 #mask #stay6feetaway #TheBeast ##covidmask @ Jacksonville, Florida https://t.co/eezwZdPTV7",
"Getting Jiggy, I mean piggy with it! Thank you @jamilynclothes for my cute masks! 

•
•
•
#piggy #jiggy #staysafe #stayhealthy #coronavirus #masks #cute #fun #safe #fashion @ Brentwood, Los Angeles https://t.co/5rbqJnK54p",California
"Your business is truly appreciated, hope to see you soon! BOOK NOW
https://t.co/BKCt4rWCtO
#LetThePamperingBegin #COVID19 #ReopenSoon #inSPArationstudio #Microdermabrasion #Houston @ inSPAration studio https://t.co/pTZV6asRyX",Texas
"Everyone is talking about wanting to be in shoulder to shoulder crowds right now and I am dumbfounded... 🤦😷😱💀
_
_____
#melsdiein #irony #covid19 #scarycrowds #coronavirus #nocrowds #scary #history #hhn #spooky… https://t.co/QmgOpjNMnr",Florida
"Love does not rejoice in iniquity, but rejoices in the truth;
I Corinthians 13:6 NKJV
https://t.co/dBFn6Rz0qp

Monday Motivation!
Everywhere you look, you hear about the Coronavirus; it dominates… https://t.co/Kgdva3SJQw",Michigan
"#Marijuana #Weed #MarijuanaLegalization Puff, don't pass: The future of weed after coronavirus https://t.co/Fzhbf8oz0Q https://t.co/43BFZOMumB",Florida
"""...Empty shelves in barren streets 
Confined domestic quarantine 
How the itching for lost touch is deafening 
Covid-19 lockdown blues...""
#lockdownblues #iceage 

°

°

°

#reflection #reflectionphotography… https://t.co/iEU0Snd129",Florida
"MPORTANT UPDATE:

PUBLIC ACCESS TO CITY OFFICES &amp; FACILITIES TEMPORARILY SUSPENDED and STAFF WILL TELEWORK NOW THROUGH 4/24/2020 

------------------------------------------------ 

As a coronavirus precaution, all… https://t.co/AY5ICTKILO",Georgia
"Cause I’m blazzziinnn’ 🔥 all #420 you dig💨💨💨 #quarantinelife #mondaymotivation #mondaymood #quarantineandchill #jayblaze #coronavirus #stayhome #covi̇d19 #HaterzStayBack @ Los Angeles, California https://t.co/unVYn47HPq",California
"Hahaha #Nice ‼️ 🥋 #G.O.A.T.  #fitfam #NY #covid #staysafe #stayhealthy #Bruce&amp;Kareem 🏀 @ Jericho, New York https://t.co/P2S2F4lFVU",New York
"Apparently, one of the little known side-effects of living in the times of Covid-19 is a compulsion to bake! 
Today I dusted off my 'Old Maine Recipes' cookbook &amp; decided to make an old favorite, Anadama bread. For… https://t.co/JXqp9helBQ",Connecticut
"Daily Executive Briefing: Coronavirus – April 20, 2020   https://t.co/QQ4PZRwfC1",New York
