tweet,sentiment
Looks like we are back at it! A little Social Distancing Project created by the amazing eddievalenz w/ my Twin Sis @itspoofy Final product out soon! Keep an eye out #Maam6FeetPlease @ MOB HQ https://t.co/8jQULYXyo2,0.08916666666666669
"The league tournament scheduled for next week has been cancelled due to the increasing number of COVID cases, so tonight was Gage’s last league game. The season ended with more losses than wins for the Red Sox, but… https://t.co/DUNinYOsaB",0.03928571428571428
Hang drying my washed COVID masks. The New Normal. @ Antioch Acres https://t.co/4JY6PS6Qs1,0.1431818181818182
Melodrama Boutique has been doing some upgrades during Covid and enhancing the shopping experience for customers. Thanks @djelevated for designing a beautiful custom new counter top for me to greet and check out… https://t.co/ygcrj8CNRp,0.2772727272727272
"#tbt to before social distancing. 
@CBSLACraig just texted me this 📸 and I really miss having coworkers in the studio!! (Especially for the laughs during commercial breaks) 
During COVID19 we’ve limited it to only… https://t.co/Gu58QM1PUN",0.04573412698412699
Happy 🌸 Birthday Dreaming 🦋 praying for a cure for this🙏🙏🙏 Pandemic focus on the✨ LIGHT ✨#summer2020 #betterdaysahead🙏 @ Port Royal Naples Florida https://t.co/6AsaONPMNp,0.6000000000000001
"Days that start with sunrise 🌄 walks &amp; end with sunset 🌅 ones are not a bad way to pass this pandemic. Love you 😘 Maui, mahalo for having me 🙏🙏🙏. #stacymaui #sunshine #sunset #summervibes #whatdayisit #mauinokaoi… https://t.co/rhLSqVsguW",0.4249999999999999
"Halloween Covid Masks ready for orders at https://t.co/E7LN5jfSm6 #topheradam #imafoolishmortalstore #imafoolishmortal #halloween @ Henderson, Nevada https://t.co/FGIhC1nrBz",0.2
"The world may be in a pandemic, but pretty sunsets are Universal! @ Citywalk Orlando https://t.co/w2MNVat94B",0.125
"This is Orange County COVID-19 🦠 for today ONLY!!! 46 in Irvine today and 5 deaths to Date!!! #WearAMask!!! #StayHome!!! #StaySafe!!! @ Orange County, California https://t.co/jHVxozCvpe",0.0
"It was a spontaneous trip to Downtown Disney, which just happened to be the grand re-opening post COVID-19 and it wasn’t crowded at all - and yeah, I bought a #BabyYoda mask. 😷 (pc: @fishking_21) #downtowndisney… https://t.co/u56kfotaUE",0.55
"The world may be in a pandemic, but pretty sunsets are Universal! @ Citywalk Orlando https://t.co/CqxjLAbvyP",0.125
Can someone please tell autolgnd what this unicorn I bought from @ImportsVenus for pennies on the dollar during a pandemic mind you. This is an upcoming build since my heart is truly in Japan as far as cars are… https://t.co/rdv0ak0hER,0.1
"that time they ""❤️ING Your Mask Slay ""  OH This? Just a lil' ol' Mesh and  Chain Thannnnng 🥰 Thanx Tho #mask #slay #me #chain #oh #this #socialdistancing #Glam #sequins #glitter #DaZZVib3Z #creative #fashion… https://t.co/EHBDzLcnch",0.5
"SOLD! 🏡

Working with Josh &amp; Nikki has been an incredible experience and it was an absolute pleasure working with them!! We started our search right when COVID-19 🦠 was ramping up, making us endure the extra forms,… https://t.co/ZlFonFKHNI",0.3745535714285714
Also water is wet. https://t.co/7NyeJdwmct,-0.1
"Join with us each night. We call it P91 and it only takes 5 minutes. #p91 #911pm #psalms91 #covid19 #prayer #protection @ Flatwoods, Tennessee https://t.co/PcEHvhLaPx",0.0
Even a moody sunset can be breathtaking #californiadreaming #calilove #manhattanbeach #sunset #sunsetphotography #beachlife #during #covid19 #socialdistancing2020 #stayhealthy #staysafe #stay6feetaway #worth #the… https://t.co/YT5ORQNAqk,0.65
"Gentlemanly Class - joekennedyiii - the grandson of Robert F Kennedy yesterday released the Kennedy Jobs &amp; Justive Initiative aimed to build a just, equal, and resilient post-COVID economy in US.

This plan is… https://t.co/28o1nn8bnE",0.0
"Just booked my first social distancing trip to Sedona for my birthday next week. Although I am still jobless and broke, I think it's important to make time for yourself and get out and explore....while wearing a mask… https://t.co/qV6B9NOSgz",0.17083333333333334
"Made some masks for https://t.co/IBk8DDaCn2! Felt nice to use crafting for good during a time where it is difficult not to feel helpless about the pandemic and systemic injustices.

In the spirit of sharing… https://t.co/c5I4FzKYZk",0.2666666666666666
2020 Coronavirus House Arrest Day 116 - Looks like California is heading towards another lockdown if COVID-19 can't be slowed down; time to stock up on supplies again! With the bar officially open until we are free… https://t.co/l8Kf70xxxl,0.03888888888888889
"""LET IT BURN!!!""  ....  Now in 2021....  Thanks Corona 😭!

halloweenmovie #halloweenkills @ Haddonfield, Illinois https://t.co/EM2ZVbPe1j",0.25
"Dear COVID-19 summer,......(in my JayZ voice)
💪🏽 🦠 😷 
#dearsummer #jayz #workoutmotivation #houstonstrong #workoutplan #covid19 #wearamask #savelives #fitnessmotivation #fitnessconnection #applewatch @ Fitness… https://t.co/ttVb1qYXwM",0.0
"With 50% capacity and social distancing mapped out and working well, we feel ready to announce that live music is back @bococider. Any musicians will be safely performing outside our garage door under a tent with Mt… https://t.co/PHhTwgaExC",0.14494949494949494
"#Repost @kcranews (@get_repost)
・・・
Counties across California are being added to the state's COVID-19 watchlist as the number of novel coronavirus cases increases across the Golden State.

If a county stays on the… https://t.co/McTyUgstTx",0.3
"Here a bright spot during #covid19 ... 
I closed out the “Our City StoryTime” reading series sponsored by @alaskaair today with mayor of cityofsanjose @sliccardo &amp; the @sanjoselibrary by reading a couple of… https://t.co/MVtLXLSXbW",0.30000000000000004
Stella Blue has her first agility class since COVID tonight. She was SO happy to be back at it. #stellablue #blueheeler #australiancattledog #agilitytraining #agilitydog @ Alice's… https://t.co/bSY2NLt7Hf,0.2625
How I was masking at work today! Avengers! #howimask #virginiaisforquarantines #avengers #mask #hairstylist #hairstylistin2020 #2020 #covid19 #coronavirus #salon #salonlife @ Shear Secrets https://t.co/NfTjWZD7Uw,0.0
"Today and tomorrow Linh has been helping provide ICU relief to this community. I'm just here for support. And no joke... This is what it's like. Pls pray, stay safe, and everyone... PLEASE stay home and wear masks if you have to go out! 😷 https://t.co/SWJyKy2jIT",0.625
"#ktm1090adventurer best therapy for #covid19. Summer nights #nyc @ New York, New York https://t.co/R6qUKpk1A6",0.42424242424242414
"I couldn't find the chart I wanted, so I made it myself from the CDC raw data. What do you think?

#covid19 #caronavirus #covid @ Oregon City, Oregon https://t.co/iNwWBMrlk0",0.13636363636363635
"COVID-19 update @ Queens, New York https://t.co/7YD65Kuf4G",-0.2307692307692308
"GARDEN PICKINGS TODAY/ CLEAN &amp; FREEZE
#gardening #fresh #gardenlife #organic #organicgarden #nopesticides #collardgreens #collards #turnips #spinach #swisschard #morning #food #quarantine #happythursday #blessed… https://t.co/qzPqg4sOMs",0.33333333333333337
What a blast tonight watching @davehelem at tribecadrivein at The Rose Bowl. #supportlivecomedy #covid #la #losangeles @ Rose Bowl Stadium https://t.co/GTrE5dAuq1,0.6
"What do medicines have to do with the #pandemic? Find out in my new #blogpost here:
https://t.co/Ms8kF1cqXM #MissJennWebster #medicines #thoughts @ Felton, Delaware https://t.co/Nry8LzzneP",0.13636363636363635
"COVID-19 update 
🌊🌬🚩🌀 Tropical storm warning🌀🚩🌬🌊 @ Queens, New York https://t.co/vzPqx2FGIQ",-0.25
"Just licking some Ice cream (pre-COVID- challenge)
.
.
.#littleitalynyc #tifosi #ferraranyc #manhattan #newyorkcity #street#neon#lights #urban#restaurant #italianfood #gelato #travelblogger #instagood 
#merg76 @… https://t.co/rIU86ggaUP",0.25
Man I miss this shh but now this is my vibe going home from work 🥴 #MissTheGanga @ Fordham Road NYC https://t.co/IojpED6V6L,0.0
