tweet,sentiment
"SOCIAL DISTANCE 

LOL

——————————————————————————— .
.
.
.
.
.
.
.
#corona #virus #work #quarantine #dog #pet #party
 #whiteparty #hug #atitude #love #designer #fashion #style #stylist #bulge  #safe #socialdistancing… https://t.co/f0kD58cu4W",0.4583333333333334
I really need limes - Drinking a Corona Extra by @GrupoModelo_MX @ Death Star  — https://t.co/frJlirvojo,0.1
"COVID-19 corona virus with style!! @ Everett, Washington https://t.co/oR1rFmsgUa",0.0
"DEVELOPED MY 1ST ROLL OF FILM!! 
•
•
#turtlewuzhere #nyphotographer #nyc #photographer #pentax #film #filmphotography #potd #quarantine #series #corona #virus #blackandwhite #instapic #photography #instadaily #kodak… https://t.co/yNNZT8BEqg",0.15625
"Corona Virus got me like.  Bandana by misterbandana #wildwildwest #maskedman #coronatimes #coronavirusgotmelike #crazytown #safe @ Gulf Shores, Alabama https://t.co/WUpbt4Dsf4",0.5
"Nothing can stop the #EasterBunny The job is done! Happy 🐰 Day #quarantine #corona #virus #2020 @ Walnut Creek, California https://t.co/gVtoZp8niG",0.8
"If you up yall know the motto. 
Evolver 5000 is out now.
(link in bio)

Also add me to your playlist. 
Yall know the EP has 5 songs.... 

Just giving yall a update. Due to the corona virus. Have to remain safe.
But… https://t.co/k95hMadPa3",0.1875
There are signs everywhere #postbrand #ads #lajolla #california #corona @ La Jolla https://t.co/dYmvFebXDt,0.0
"Once you get past the photoshoot of our post-project Corona’s... I couldn’t resist 😂 👏🏼 We 👏🏼 Made 👏🏼 Giant 👏🏼👏🏼Planters! This project has been a labor of love and while it’s not completely done yet, we are… https://t.co/EOt2fToC8I",0.05
"Friday Night Rona
.
.
.
.
.
.
.
.
.
.
.
#corona #flagstaff #orpheumtheatre #arizona #blackandwhite #photography #amateurphotography #friday #stayhome #stayhealthy #staysafe @ Flagstaff, Arizona https://t.co/6U6WTmbV8F",0.0
"I was wondering why the grocery store shelf was full of those #corona #chocolate #ilovechocolate 😆😆😆😆 #covid19 #staysafestayhome #staysafe #stopeating 🤪🤪🤪 @ South Pasadena, California https://t.co/zTEC0kaGCh",0.35
"We are staying at work for you, please stay at home for us. We do have curb pickup, takeout , togo order and free delivery 8.30am to midnight #stayathome #LoveLA #savelives #covi̇d19 #corona #mask #coverface… https://t.co/3XLoJ6oYDk",0.4
"Corona got the world like, atreyu fighting the nothing! @ San Diego, California https://t.co/odupQZulqZ",0.0
"Meanwhile in Philly. A
man not wearing a face mask was dragged off #Philadelphia bus. How would you had handled it??                 Bbbb#corona #stayhome #quarantine #quarantineandchill @ Philadelphia, Pennsylvania https://t.co/y0avIIDEjq",0.0
"The Corona Journals have begun (bit of a late start, but now or never).
Took a moment after a long post - work bike ride on the Waterfront. Plenty of healthy folks out, exercising while maintaining social distance.… https://t.co/qo1mkSBKds",0.04583333333333334
"🇺🇸 US

10 day forecast of 50,483 dead. This wave may last 123 days and see 9,376,156 cases and 131,266 deaths. Cases double every 5.6 days.

❤️ Every Life Counts, Pls #StayAtHome

🏥: https://t.co/an5Q5LWRAu
📈: https://t.co/c0cjARzST8",-0.06666666666666668
"__DesTinY unChanGed ••UNLESS•• i'M The ChanGE___

#friends #photoshoot #master #corona #summer #instafashion #indianfashionblogger #cool #black #followme #cristianoronaldogoals #success #Family #art  #photooftheday… https://t.co/ryekbXN5Es",0.1611111111111111
Incident on #7Line from 103rd Street-Corona Plaza Station to 42nd Street-Times Square Station https://t.co/jdRRJ4jUIR,0.0
Incident on #7Line from 103rd Street-Corona Plaza Station to 42nd Street-Times Square Station https://t.co/FPzWEC7Ckt,0.0
Incident on #7Line from 103rd Street-Corona Plaza Station to 42nd Street-Times Square Station https://t.co/POkh9I5jUo,0.0
"HOPE: A much-needed taste of home! Recipe testing freshly made simple syrup &amp; almond milk with our favorite coffee from https://t.co/4Fp71KldBm. #SurvivalMode at #BlackCatsCafe never tasted better... 
🎃⠀
Corona Nor’easter day 3… https://t.co/Fno1Wgl5ED",0.325
Dave Moreno ❤️🎶🤘🏻🔥 #puddleofmudd #davemorenodrums #drums #drummers #drummerlife #drummer #drummersofinstagram #easter #corona #coronavid19 #coronavirus #family #love #supporteachother #rock #alternativerock @ Your… https://t.co/DLfmyB68of,0.5
"#XUUX “When #divine #good is #practiced, #life is #bliss. Bliss #is the #normal #condition of the good”. ⚜️🤺#InGodWeTrust #Easter #access #racist #racism #reparations #covid #corona #rona2020 #brooklyn #litdifferent… https://t.co/3fn4DCwie4",0.5166666666666666
"Happy Easter from my family to yours!! 
Hopefully next year the world will celebrate  under better circumstances 🙏🏼💓🐰
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
#corona #coronavirus #momsofig… https://t.co/9VwVEMCUIJ",0.5
Corona NY Sun Apr 12th AM Forecast: TODAY Mostly Cloudy Hi 45 TONIGHT Partly Cloudy Lo 31,0.5
#Corona holds no sway when I'm in my kitchen especially on #eastermorning Happy Easter everyone!  #quarantinekitchen #southernboyeating #southerncooking #chickenwings #grits #sundaybreakfast #sundaymorning… https://t.co/89oLHaboNM,0.5
"May not have been much with Corona messing everything up, but the Easter Bunny made an appearance 🐰🐰🐰 #happyeaster🐰 @ Coal Hollow, Pennsylvania https://t.co/gjRI6468FX",0.05
"Sortez couvert 🙏🏼.                                         Face mask by samandlavi #covid #corona #virus #protection #safety #humanity #pandamic #mouradzaoui @ Los Angeles, California https://t.co/nDogAQdqxx",0.0
"#アーティストの方々も今大変な思いをされている事と思います #artists are another one hit by corona #seattle #reasontogooutside #butoh #butohdance #sleepingbeauty #cultureday #舞踏 #シアトル #アメリカ生活 @ Seattle, Washington https://t.co/bvV6yTozhF",0.0
They finally released my mother @drdlandscape1 from a month quarantine. I am not going lie this month was the scariest time in my life. To find out your mother caught Corona and watch her in a life threatening fight… https://t.co/HiiPVkbxsi,0.0
"9AM, On my first day: MADONNAMAHABARATA 
https://t.co/hBddN2G2i5 #CONSCIOUS #consciousdaily #corona #theatricalemergency #emergencymirthresponder @ Hell's… https://t.co/XOcU1Ndb3Z",0.175
"Corona girl @ Westminster, Massachusetts https://t.co/Kj97oYOPs7",0.0
"Between a loss of a loved one or Corona, Easter is a little different this year. We all are making adjustments so however you choose to spend it, please cherish every second of it.… https://t.co/ubE9X8x3Kk",0.128125
