,tweet,location,Confirmed
0,repost abc7ny • • • • • • president barack obama slammed president donald trump handling coronavirus pandemic “ absolute chaotic disaster ” conversation ex member his…,New York,335395
1,tonight episode coronavirus cooking diary julia child inspired boeuf bourguignon felix sister watched julie julia one hundred time time saw think was…,New York,335395
2,'ve slacked profile quarantine based coronavirus pandemic realized masked visual profile let rectify homemade covering sent from…,New York,335395
3,it ' time thinkpositive despite disease world control mood day live day like it ' blast covid19 healthcare frontlineworkers lifeisgreat…,New York,335395
4,coronavirus amateur radio connecting people lockdown ham hamr amateurr amateurradio,New York,335395
5,day end lockdown bet cyclist mobility paris bike covid19,New York,335395
6,corona prepared work dreaded bronx new york,New York,335395
7,coronavirus faq temperature screening swimming pool risk mosquito goat soda npr,New York,335395
8,happy mother day beautiful amazing mom mittman everyday special thank me sorry covid nineteen ruined day all love face blowing a kisstwo hearts bronx…,New York,335395
9,plant came inside cold evening nice wake sunday mom longer and world dealing covid19 sunny mother day morning make think her sundayvibes…,New York,335395
10,coronavirus diary day fifty-nine alex norcross guest post,New York,335395
11,print layer happening full scale covid test painting pigment print india ink linen final size stretching sixty 36…,New York,335395
12,fuckyou covid nineteen covid19 coronavirus pandemic fucktrump manhattanskyline sleepingcity quarantinelife gantry plaza state park,New York,335395
13,clear communication hard bother sam vladirmirsky provides list excuse sticky dating app conversation,New York,335395
14,spring covid19 no five conservatory garden,New York,335395
15,happy mother day amp stay safe brown amp co brownandco brownandcocleaning coronavirus coronavirusdisinfecting disinfecting covid19 residentialcleaners nyc manhattan commercialcleaners…,New York,335395
16,corona mother day cant baby nice sparkling paradisewino leftover goose mafia comfort me ronaszn mothersday happy mother day heaven mama …,New York,335395
17,happy mother day feel grateful everyday spend time quarantine socialdistancing stayhome flattenthecurve thankessentialworkers czmola catskills newyork mothersday covid19 nyu spring…,New York,335395
18,rp time got mom person pre covid january gave scare flu recovered ok happy feed happy wear those…,New York,335395
19,covid nineteen update ' middle historical time work queen new york,New York,335395
20,covid nineteen update ' middle historical time work queen new york,New York,335395
21,crossing digital mixed medium art limited edition one ten one hundred profit sale donated covid nineteen emergency relief fund nyc street crossing puzzled candid magnumphotos…,New York,335395
22,covid19 police officer lesson,New York,335395
23,save grandma toast trolleyproblem whereischidi quarantine quarantinememes coronavirus coronavirusmemes covid nineteen covid 19memes whiskey hq,New York,335395
24,covid nineteen safe nocovid19,New York,335395
25,eerieness dead nyc tennis court coronavirus new york new york,New York,335395
26,“ life doesnt come manual come mother ” covid way son window pic facetime thing horrible today especially tough can…,New York,335395
27,optimizing health fighting mode coronavirus pandemic been continuing be severely impacted tragedy however begin look forward the…,New York,335395
28,`` if stay positive negative situation win `` lehasig coaching training coronavirus brooklyn new york,New York,335395
29,covid nineteen update work gristedes supermarket fifty-nine,New York,335395
30,danijamarican forgot walk shoe person facepalmingmedium-dark skin tone‍female sign️ babyrodriguez jamarican blacaino mixedbabies muñequita coronaready covid19 coronavirus community yonkers new york,New York,335395
31,covid nyc two thousand and twenty five ten coincidence covidnyc n95 coronanyc deadendstreet deadendsign epidemic2020 epidemic socialdistancing manhattanskyline empirestatebuilding welcometonewyork brooklyn new york,New York,335395
32,ailanthus tree growing concrete ailanthus rootscrackconcrete covid nyc two thousand and twenty five ten cul sac mean bag ' as french english dead end moving forward coincidence covidnyc n95 coronanyc…,New York,335395
33,omarbringsthecitytoyou stayhome quarantine covid19 essentialworkers united nation head quarter new york city,New York,335395
34,coronavirus day specializing cooking come par east kosher nyc try oxygen ' natural sauce amp dressing spicy mexican chili sauce perfect grill garlic amp dill saucy date…,New York,335395
35,posted photo flushing meadow corona park,New York,335395
36,graph struck today long ‘ tail uk projection falling number corona case which month pas second nyc number case today …,New York,335395
37,posted photo flushing meadow corona park,New York,335395
38,mother day two thousand and twenty lot change got new daughter covid rule great time husband kid family lscmps11 mike7509 bailey arbeiter chilenita2012…,New York,335395
39,famed amp spumoni garden covid safe pizza set good social distancing measure waiting line avoid wait calling order thats did pizza situation can…,New York,335395
40,corona ny sun 10th pm forecast tonight partly cloudy lo thirty-one saturday sunny hi forty-one,New York,335395
41,' singing dutchesscounty way people today seriously acting like covid19 isn ' thing 'll home time being,New York,335395
42,ksamcjcs covid nineteen ‘ building resilient student campaign continues amplify positive voice youth amidst pandemic join reajean bennett tomorrow 6pm eastern live instagram…,New York,335395
43,needed house fresh air exercise brooklynbridge coronavirus brooklyn bridge,New York,335395
44,got keg sonic architecture fifthhammerbeer growler beer cityswiggers glass otherhalfnyc covid nineteen covid19 pickup beerstore independentbeer independentbrewery…,New York,335395
45,le deserted covid19 coronavirus coronavirusnyc lower east new york ny,New York,335395
46,boy moat corona can ' here hudsonhealthplan stony point new york,New York,335395
47,took covid nineteen antibody test yesterday result expected three four day time square new york city,New York,335395
48,spent lot time city today walking reflecting alone covid19 qurantinelife flattenthecurve shelterinplace covid inthistogether quarantine loveyourself loveoneanother lovelife citylife…,New York,335395
