,tweet,location,Unnamed: 0,Province_State,Confirmed
0,"Today is this lady's birthday!!! We'll be celebrating from home, so please join me in wishing her a fantabulous birthday!!!❤️🎂🥂❤️ Te amo @SevansMartinez ! And once this pandemic is over we'll hitch a ride on a… https://t.co/9Pv7CbyYq6",New York,36,New York,394079
1,"My work from home uniform. 

📷: gays.gaze 

What have you been wearing during quarantine? 

#thirstttaptuesday #blackandwhiteandginger #shiftycritter 

👚
👕
👖
🩲
🩳
👔
👗
🥼
👚

#redhead #bnw #frecklespoppin #model… https://t.co/sazwJVuiIS",New York,36,New York,394079
2,"Social Distanced toss to Sports on the 11 o’clock news @ABC7NY @ryanfieldabc @sadeabc @billritter7 #pandemic #covid #nypause #phase2 #newsdesk @ New York, New York https://t.co/CIyvUn55PQ",New York,36,New York,394079
3,"Lockdown day 99: finally enjoyed outside dining after three months! Still see hybrid of lockdown and reopen, but NYC vibe is surely coming back!… https://t.co/lOAGpO0O7J",New York,36,New York,394079
4,"See our latest #NewYork, NY job and click to apply: COVID-19 Screener (MA - Medical Assistant) - https://t.co/Vol0bOIs3G #HealthWelfare",New York,36,New York,394079
5,"Yes we stay up late, but don’t worry, we also sleep in thatsshowbizfolks

#lockdown #thatquarantinelife #maltese #malteseofinstagram #puppies @ East Village https://t.co/Wwy44tWICA",New York,36,New York,394079
6,"On tonight’s episode of the Coronavirus Cooking Diaries let’s talk about the beauty and deliciousness of Slow Roasted Pork Shoulder. 

Classic slow roasted pork shoulder is usually a fall/winter specialty but the… https://t.co/yMsth0nxaU",New York,36,New York,394079
7,"Lauren Boebert, Gun-Rights Activist, Upsets House G.O.P. Incumbent in Colorado: The political novice, who has defied pandemic restrictions to keep her restaurant open and has spoken approvingly of the QAnon conspiracy theory, challenged… https://t.co/ZbSzzf7onG (vía NYtimes) https://t.co/yCmKpEW6oL",New York,36,New York,394079
8,Activism in the Age of COVID-19  https://t.co/NZDwoaE3Sn,New York,36,New York,394079
9,Incident on #SouthernStateParkway EB at Exit 15 - North Corona Avenue https://t.co/ImPaZ0BolI,New York,36,New York,394079
10,Incident on #SouthernStateParkway EB at Exit 15 - North Corona Avenue https://t.co/dAjkG8jKNv,New York,36,New York,394079
11,Updated: Incident on #SouthernStateParkway EB at Exit 15 - North Corona Avenue https://t.co/dAjkG8jKNv,New York,36,New York,394079
12,Updated: Incident on #SouthernStateParkway EB at Exit 15 - North Corona Avenue https://t.co/ImPaZ0BolI,New York,36,New York,394079
13,Cleared: Incident on #SouthernStateParkway EB at Exit 15 - North Corona Avenue,New York,36,New York,394079
14,Cleared: Incident on #SouthernStateParkway EB at Exit 15 - North Corona Avenue,New York,36,New York,394079
15,"How to Deal With Public Bathrooms During Coronavirus: When they’ve gotta go, they’ve gotta go. Here’s how parents can minimize the risk. https://t.co/jhxRzApnKf (vía NYtimes) https://t.co/B8jQg3A7ZG",New York,36,New York,394079
16,"My Coronavirus Office During Memorial Day Weekend
https://t.co/rvHxqU6c49",New York,36,New York,394079
17,Let’s get down with safety. 🤣 #safetyfirst #covid19 #protectivegear #dentist #socialdistancing #dentistry #dentistlife #drpuglisi #yourgreenwichvillagedentist @ Greenwich Village https://t.co/WJX7dPl9tR,New York,36,New York,394079
18,"My world, hoping this is a very short lived series (a bit surprising how many #abandoned #masks I’ve seen). #mask #coronavirus #covid #covid19 #sequester #coronaviruspandemic at northwest corner of park and 69th @… https://t.co/19ndUUvShu",New York,36,New York,394079
19,"Mask Fights: America Is Fighting Over Coronavirus Safety: In states like California, Texas and Florida, many essential workers have been given an additional task: conflict resolution. https://t.co/NwvuvCM7Mb (vía NYtimes) https://t.co/j5bo6TyySE",New York,36,New York,394079
20,"Not that I was active on #IG #instsgram anyway mostly #FB #facebook but it's time to get away from #socialmedia #media #msm n blah blah #corona 🙄 BC I'm sick and tired of it so now I put it to rest! 😊✊ @ Bronx, New York https://t.co/YgVS15CAdi",New York,36,New York,394079
21,"What's next......

#july #summer #coronavirus #COVID19 #racialinjustice #BlackLivesMatter #trump #presidentialelection2020  #whatsnext🤔 #usa  #thofjuly #leo #instagood #america  #astrology #fourthofjuly… https://t.co/cAp6WllsJI",New York,36,New York,394079
22,Corona NY Wed Jul 1st AM Forecast: TODAY Mostly Cloudy Hi 45 TONIGHT Partly Cloudy Lo 31,New York,36,New York,394079
23,Huge shout out 2 @Bigtits4ya  and her incredible team @ Grinderzz magazine for this amazing write up on me &amp; my latest album!!🙏🙏promo 4 this project took such a left turn after COVID19😔😷😷 so we appreciate every bit… https://t.co/BgN7PdzQHZ,New York,36,New York,394079
24,"The Path to Zero: Key Metrics For COVID Suppression – Pandemics Explained
https://t.co/HU7gTRUXde",New York,36,New York,394079
25,"Check your phone and you should see a place where you can register, as I did, to VOLUNTARILY do what used to be against my American Constitutional Rights. #homeless #tested #covid19 #contacttracing #whatelse… https://t.co/moW0UlPrVJ",New York,36,New York,394079
26,"When I first started my podcast, “Meditate with Steph”, we were a few weeks into COVID lockdown. I was on a mission to help bring as much positivity and peace as you travel on your journey through life. I am happy… https://t.co/2a34fZwLJ1",New York,36,New York,394079
27,"Updated the work from home rig from card table to a proper desk. Getting used to this #wfh #westelm #midcenturymodern @ New York, New York https://t.co/w5WYvYqpYF",New York,36,New York,394079
