,tweet,sentiment,tweet.1,location
0,new addiction nintendoswitch lite whatidowhenimbored gamer oldschool pandemicpreparedness corona california,0.13636363636363635,"New #addiction ... #nintendoswitch #lite #whatidowhenimbored #gamer #oldschool #pandemicpreparedness @ Corona, California https://t.co/iClWohOTer",California
1,lady come house smirking face wait corona shit overwit tho cuz yall want touch nigga face shit it hard tryna yall muthafukas wash hand face with tears of joyface with tears of joyface with tears of joyrolling on the floor laughingrolling on the floor laughing…,-0.17291666666666666,Ladies Come on over to my 🏠 😏 but wait until this corona shit overwit tho cuz y’all always want to touch a nigga face and shit and it’s hard enough sometimes just tryna get y’all muthafukas to wash your hands 😂😂😂🤣🤣… https://t.co/5AOtrcMyfi,Maryland
2,new heat firefire otw movie gm get money lurking trap art nyc brooklyn rap culture stealth health wealth corona virus theubershoppe daveshouseofthrill hiphop tunnel vision new york new york,0.13636363636363635,"#New #Heat 🔥🔥 #OTW #Movie
#GM #Get #Money #Lurking #Trap #Art #Nyc #Brooklyn #Rap #Culture #Stealth #Health #Wealth #Corona #Virus #K #TheUberShoppe #DavesHouseOfThrill #hiphop #Tunnel #Vision @ New York, New York https://t.co/StzTO3BYfr",New York
3,mississippi barber dy covid nineteen refuse stop shaving client despite lock stay safe corona virus real covid19 coronavirus mississippi city mississippi,0.19814814814814816,"Mississippi Barber dies from Covid-19 since he refuse to stop shaving his client despite the lock down stay safe corona virus is real! 
#covid19 #coronavirus @ Mississippi City, Mississippi https://t.co/96m6UB2ro2",Mississippi
4,fire flamespitter dragon • prohibited corona face with medical mask cleveland ohio,0.0,"🔥 #flamespitter 🐉 • 🚫#Corona 😷 @ Cleveland, Ohio https://t.co/5zNJfgTc8Z",Ohio
5,"🇺🇸 ten day forecast forty-nine thousand, five hundred and seventy-two dead wave one hundred and thirty-six day ten million, two hundred and nineteen thousand, four hundred and eighty-three case one hundred and forty-three thousand and seventy-three death case double eight two day chart increasing eight o’clock fourteen four covidus three four",-0.06666666666666668,"🇺🇸 US

10 day forecast of 49,572 dead. This wave may last ~136 days and see 10,219,483 cases and 143,073 deaths. Cases double every 8.2 days.

📈: https://t.co/7II8TOvToR

🕗 14/04 #CovidUS

3/4",Kansas
6,yt new video dropping today two goodbye beard rant series economy economics dolphin whale corona mask facemask washington,0.13636363636363635,"YT: https://t.co/qt34YpskYk
New video dropping today, #2 from my goodbye #beard rant series
#economy #economics #dolphins #whales #corona #mask #facemask @ Washington D.C. https://t.co/5Ynk9Ia0RN",District of Columbia
7,corona different meaning now start finish exeter twp,0.0,Even though corona has a different meaning to me now. What you start you must finish. @ Exeter Twp https://t.co/BLfMRFzAWG,Pennsylvania
8,royalty bored day djslim staysafe stayhome newbeard hotdad hotdjs model producer trending hot corona pensacola florida,-0.125,"Even royalty is bored these days. #djslim #staysafe #stayhome #newbeard #hotdad #hotdjs #model #producer #trending #hot #corona @ Pensacola, Florida https://t.co/jKHVubO5xD",Florida
9,four nuther corona week linden yard fleet operation brooklyn ny,0.0,"Back 4 nuther Corona week! (@ Linden Yard Fleet Operations in Brooklyn, NY) https://t.co/Znls0jLw2s",New York
