,tweet,location,Confirmed
0,hillharper liloprah justiceforflint bet circa two thousand and fifteen repost hillharper day one appreciate do humanitarian abcnetwork thegooddoctorabc flint water covid19 help humanity…,Michigan,32000
1,gon na good treatment winking face with tonguerolling on the floor laughingrolling on the floor laughing 2nd pic happyholidays four hundred and twenty 420allmonth gonnabeagoodday holidaycelebration postworkcelebration highlife staylifted annarbor michigan a2 staysanestaysafe coronavirus…,Michigan,32000
2,love rejoice iniquity rejoices truth corinthian thirteen six nkjv monday motivation look hear coronavirus dominates…,Michigan,32000
3,who ' staying safe there normanreedus wwwbigbaldhead daughter dianekruger coronavirus covid19 covid nineteen coronavirusoutbreakwarning️ thewalkingdead twd twdfamily thewalkingdeadfamily facebook…,Michigan,32000
4,familiar pattern today ran black fabric appears internet ran black fabric covid mask corona kavmask kavanaughmaskcompany bjornphoto staycovered besafe benton…,Michigan,32000
5,updated seven fifty-four et china responsible coronavirus outbreak country face consequence president trump said saturday ' atx austin all512,Texas,19751
6,sleepy face rt michaelskolnik name skylar herbert daughter detroit responder child covid nineteen die michigan year old,Texas,19751
7,nineteen painting day dallas texas “ rush hour downtown dallas covid nineteen ” covidart covidartchallenge pleinairpainting pleinairathome oilpainting dallas artbymilessa westend historic district,Texas,19751
8,we 'll updating story day monday latest local news coronavirus pandemic news tip question email atx austin all512,Texas,19751
9,business truly appreciated hope soon book letthepamperingbegin covid19 reopensoon insparationstudio microdermabrasion houston insparation studio,Texas,19751
10,we 'll updating story day monday latest local news coronavirus pandemic news tip question email atx austin all512,Texas,19751
11,mask stay safe miss customer thanks supporting outside closed covid nineteen open im sewing heart yellow heart love instagood fashion fashionblogger…,Texas,19751
12,ready texas reopening mask covi̇d19 coronavirus atp atx atxfitness sportsmassage sportsinjuries massageforathletes bestinthebusiness hurtssogood musclemanipulation towel muscleoverlapping…,Texas,19751
13,mystayathomelooktoday covid nineteen root whocaresifihaveroots juststayhome frisco texas,Texas,19751
14,historic space latest shutter related novel coronavirus pandemic atx austin all512,Texas,19751
15,incredible opportunity interview dfreeman30 article podcast kbkliving fit • amazing stuff current situation covid nineteen pandemic • check,Texas,19751
16,president trump address nation coronavirus pandemic monday state leader health expert testing limitation continue atx austin all512,Texas,19751
17,were together support dallasweekly donation covid nineteen local news fund know exactly whats happening community right now iamdw…,Texas,19751
18,hot face quarantine groove hot face little funky today guy feel it eyes “ feel good look good ” •new music otw dont sleep face screaming in fear quarantine corona virus covid lockdown new musician…,Texas,19751
19,check new box set covered custom art awesome art supply come need help corona break combo box come screen printed boxx sketch book…,Texas,19751
20,we 'll updating story day monday latest local news coronavirus pandemic news tip question email atx austin all512,Texas,19751
21,updated seven forty-two et president trump said monday adequate coronavirus testing existed underutilized governor following chorus atx austin all512,Texas,19751
22,direction one clean disinfect sanitize sterilize two air dry coronavirus sixfeetapart sixfeetaway socialdistancing doingmypart wereinthistogether imissyou staysafe…,Texas,19751
23,texan rallied outside state capitol weekend pushing governor greg abbott quickly reopen state but texas covid nineteen death atx austin all512,Texas,19751
24,well it finally ton waiting medical delay covid it shirt missing grinning squinting faceairplane️ flying cessna solo flighttraining pilot airplane georgetown municipal airport,Texas,19751
25,it ' monday complimentary dozen glazed doughnut healthcare worker canada thank krispy kreme share pandemic power covid19…,Texas,19751
