,tweet,sentiment,tweet,location
0,"Off the beaten path, the locals’ spot @NapaSportEats 😋 Patio dining, social distancing, mask 😷 required, super clean, spacious,  🦮🐕‍🦺🐩  #dogfriendlyrestaurant in #NapaValley #steakhouse #sportbar by galyenmichael… https://t.co/BayGP6S7L1",0.2444444444444445,"Off the beaten path, the locals’ spot @NapaSportEats 😋 Patio dining, social distancing, mask 😷 required, super clean, spacious,  🦮🐕‍🦺🐩  #dogfriendlyrestaurant in #NapaValley #steakhouse #sportbar by galyenmichael… https://t.co/BayGP6S7L1",California
1,Sunday night 7pm OUTDOOR DINNER PARTY! We are celebrating 2 Divas BIRTHDAYS roxydelvalle and @psycadella   Let’s have the HOTTEST social distancing dinner EVER! Make reservations now online!  @Mia_farrow cadeyyyboyyy… https://t.co/9OYnTXcWFz,0.05208333333333333,Sunday night 7pm OUTDOOR DINNER PARTY! We are celebrating 2 Divas BIRTHDAYS roxydelvalle and @psycadella   Let’s have the HOTTEST social distancing dinner EVER! Make reservations now online!  @Mia_farrow cadeyyyboyyy… https://t.co/9OYnTXcWFz,California
2,Sunday night 7pm OUTDOOR DINNER PARTY! We are celebrating 2 Divas BIRTHDAYS roxydelvalle and @psycadella   Let’s have the HOTTEST social distancing dinner EVER! Make reservations now online!  @Mia_farrow… https://t.co/rcviyymXgC,0.05208333333333333,Sunday night 7pm OUTDOOR DINNER PARTY! We are celebrating 2 Divas BIRTHDAYS roxydelvalle and @psycadella   Let’s have the HOTTEST social distancing dinner EVER! Make reservations now online!  @Mia_farrow… https://t.co/rcviyymXgC,California
3,"When distancing wasn't social.
.
.
.
📷☠️ @ Barrio Logan https://t.co/OcXwpxi1GL",0.03333333333333333,"When distancing wasn't social.
.
.
.
📷☠️ @ Barrio Logan https://t.co/OcXwpxi1GL",California
4,"Today is our one year anniversary in Texas. It has been a crazy year-a big move, a stressful job for Todd, a global pandemic, social growth and equality (hopefully).

Also, new and amazing… https://t.co/jPmk7EKOy7",0.0282828282828283,"Today is our one year anniversary in Texas. It has been a crazy year-a big move, a stressful job for Todd, a global pandemic, social growth and equality (hopefully).

Also, new and amazing… https://t.co/jPmk7EKOy7",Texas
5,Today was amazing.  We activated this fabulous Corona del Mar village DUPLEX this afternoon and have multiple offers on our desks. All wonderful agents that would be AMAZING to work with.… https://t.co/SLSm1kMvid,0.45,Today was amazing.  We activated this fabulous Corona del Mar village DUPLEX this afternoon and have multiple offers on our desks. All wonderful agents that would be AMAZING to work with.… https://t.co/SLSm1kMvid,California
6,"Flashback April 10 2020, 
the Corona Virus, spreading but still uncertainty as to what was unfolding. That month so challenging as the Covid stealthily took hold of our city of people, Brooklyn,
a grandmother… https://t.co/zlMXybRB6J",0.5,"Flashback April 10 2020, 
the Corona Virus, spreading but still uncertainty as to what was unfolding. That month so challenging as the Covid stealthily took hold of our city of people, Brooklyn,
a grandmother… https://t.co/zlMXybRB6J",New York
7,F Covid 19 🖕🏽 we gon enjoy 2020! @ Out the Way https://t.co/2SNNcxCmcU,0.5,F Covid 19 🖕🏽 we gon enjoy 2020! @ Out the Way https://t.co/2SNNcxCmcU,Ohio
8,"Make sure to wear your Mask and that you are practicing social distancing 😷! 

#wearamask #stayactive #stayhome #keepthefaith @ Atherton Baptist Church https://t.co/k8RW7ouhnj",0.2708333333333333,"Make sure to wear your Mask and that you are practicing social distancing 😷! 

#wearamask #stayactive #stayhome #keepthefaith @ Atherton Baptist Church https://t.co/k8RW7ouhnj",California
9,"#AtlantaCasting #Byutv #DwightInShiningArmor 
#CastingAlert Please Share! If you are available and would like to be considered, per Production, prior to work you must provide verification of a NEGATIVE Covid-19 test… https://t.co/wdFNkwL0OW",0.03333333333333335,"#AtlantaCasting #Byutv #DwightInShiningArmor 
#CastingAlert Please Share! If you are available and would like to be considered, per Production, prior to work you must provide verification of a NEGATIVE Covid-19 test… https://t.co/wdFNkwL0OW",Georgia
