,tweet,sentiment,tweet.1,location
0,remember social distance upside-down face massive comic day stupid happy people comic happy stupid fun cartoon lowbrowart lowbrow socialdistancing ignorance dabudoodles artistsoninstagram…,0.06481481481481483,"Remember to social distance 🙃 Massive comic from back in the day - stupid happy people
.
.
.
.
#comics #happy #stupid #fun #cartoon #lowbrowart #lowbrow #socialdistancing #ignorance #dabudoodles #artistsoninstagram… https://t.co/5s1CB9DNp8",Texas
1,camper life camper july july4th holidayweekend texashillcountry schnauzer dudeswithdogs texas countrylife countryliving rural covid19 kingsland texas,0.0,"Camper Life. #camper #july #july4th #holidayweekend #texashillcountry #schnauzer #dudeswithdogs #texas #countrylife #countryliving #rural #covid19 @ Kingsland, Texas https://t.co/hAcs7qUQ9M",Texas
2,life like riding bicycle balance moving bicycle workout 30minuteseveryday outdooractivity trailriding stillquarantined socialdistancing summer…,0.0,"Life is like riding a bicycle. To keep your balance, you must keep moving.
#bicycle #workout #30minuteseveryday #outdooractivity #trailriding #stillquarantined #socialdistancing #summer… https://t.co/j071OqoOtY",Delaware
3,hey folk weve getting request pop wedding weve limited set three date summer covid friendly tiny wedding well partnering capitolromance for…,0.14285714285714288,Hey folks! We’ve been getting so many requests for Pop Weddings that we’ve put together a limited set of just *three dates* this summer for COVID-friendly tiny weddings. We’ll be partnering with @capitolromance for… https://t.co/Wi5PJoGJr8,District of Columbia
4,granted it ' home gym downstairs kid bed wife upstairs finishing paperwork work sadly norm know people asked me…,-0.5,"Granted now it's a home gym downstairs after we put the kids to bed while the wife is upstairs finishing up paperwork from work. 

Sadly the norm.  For now who knows?

People have asked me… https://t.co/WlOyTcX87T",Massachusetts
5,covid19 quarantine given opportunity catch favorite movie favorite 'gypsy ' starring natalie wood legendary burlesque dancer gypsy rose lee…,0.7000000000000001,COVID19 Quarantine has given me the opportunity to catch up on some of my favorite movies. One of my favorites. 'Gypsy' starring Natalie Wood as legendary burlesque dancer Gypsy Rose Lee… https://t.co/xoCwoQ70Zo,New York
6,im having good kind corona grilling tonight dinner eugene oregon,0.725,"I’m having the good kind of Corona while grilling tonight’s dinner! @ Eugene, Oregon https://t.co/lFISxCgWyU",Oregon
7,“ you yell barracuda people ‘ huh what yell ‘ shark got panic hand 4th july ” traditional july 3rd jaw viewing pandemic age backyardmovienight clintonville columbus…,0.0,"“You yell barracuda, people go ‘Huh? What?’ You yell ‘Shark’ and we got a panic on our hands on the 4th of July.” Traditional July 3rd Jaws viewing in the pandemic age. #BackyardMovieNight @ Clintonville, Columbus,… https://t.co/LBB1lwCsG1",Ohio
8,day eight microcrew production new horror film actor jamie day conference scene in age corona socially distanced scene necessity is far craziest…,0.11818181818181818,"Day 8. #microcrew Production of a new Horror Film with actor Jamie Day on a conference call scene (in the age of Corona, socially-distanced scenes are a necessity). This is, by far, the craziest,… https://t.co/VKSIwcRGw5",New York
9,girl `` what outside mask on `` `` well beautiful mask '' coronavirus pandemic going on pretty mask from designer chubiiline customize …,0.4375,"Girl ""What you doing outside without your mask on! ""
""Well I am to beautiful for a mask""
Well CoronaVirus Pandemic is still going on!
Where did you get your pretty mask from!
Well Designer Chubiiline can customize a… https://t.co/8ZWbeCqyvi",New York
10,repost tenorsofrock ・・・ ready rock safely sign of the hornslight skin tonefive minute showtime notorietylivelv following social distancing order safe everyone let rock sign of the hornslight skin tone tenorsofrock…,0.3591666666666667,"#Repost @tenorsofrock
・・・
Ready to Rock- Safely! 🤘🏻Five minutes to showtime! @notorietylivelv and all of us are following all social distancing orders, so the show is safe for everyone! Let’s ROCK! 🤘🏻 #tenorsofrock… https://t.co/huPkRP9kT5",Nevada
11,🇺🇸🇺🇸🇺🇸wishing happy safe forth july 🇺🇸sparklerfireworks celebrate responsibly stay safe folded handsclinking beer mugs reopening tuesday july 7th onlyattios wearamask july4th staysafe socialdistancing…,0.689453125,"🇺🇸🇺🇸🇺🇸Wishing you Happy and Safe Forth of July!! 🇺🇸🎇🎆   
Celebrate Responsibly and Stay Safe!! 🙏🍻 We will be reopening on Tuesday, July 7th! 
#onlyattios  #wearamask 
#july4th #staysafe #socialdistancing… https://t.co/ONExl4sPMz",South Carolina
12,police car lightpolice car light read entire message placing order police car lightpolice car light safety priority practice social distancing delivery picking orderpolice car lightpolice car light taking pre order friday monday 1st…,0.011111111111111113,🚨🚨 PLEASE READ ENTIRE MESSAGE BEFORE PLACING YOUR ORDER 🚨🚨 YOUR SAFETY IS MY PRIORITY PRACTICE SOCIAL DISTANCING UPON DELIVERY OR PICKING UP YOUR ORDER🚨🚨I AM TAKING PRE-ORDERS ONLY FOR (FRIDAY) (MONDAY) THE 1ST… https://t.co/Z03padndoH,Maryland
13,hi yall hope yall great fourth july weekend party popperparty popper🇺🇸🇺🇸🇺🇸 wanted let know going willies place closed tuesday august four light recent coronavirus spike …,0.22000000000000008,"Hi Yall! We hope all y’all have a great Fourth of July weekend!!!🎉🎉🇺🇸🇺🇸🇺🇸

We wanted to let everyone know we are going to keep Willies Place closed until Tuesday, August 4 in light of the recent coronavirus spike.… https://t.co/gIjhXs8Bfr",Alabama
14,"sanangelo double exclamation mark saturday july 4th 10am till 8ish one thousand, two hundred and seven preusserheart exclamation facemask available cashdiscount covid19 coronavirus weariscaring popupshop fiesta mexico shopsmall staylocal authentic folklore…",0.5,"#SanAngelo ‼

Saturday,  July 4th 
10am till 8ish

1207 Preusser❣

#Facemask Available! 
#CashDiscount

#Covid19 #CoronaVirus #WearIsCaring

#PopUpShop #Fiesta #Mexico #ShopSmall #StayLocal #Authentic #Folklore… https://t.co/e3kp07B3Kv",Texas
15,happy 4th july driving road `` fancy '' truck know venture out wanderlust pandemic stopping you however roaming…,0.4,"Happy 4th of July. Driving the back roads, I found this ""fancy"" truck. One never knows what you will find when you venture out. I have had wanderlust during this pandemic. Nothing stopping you, however, from roaming… https://t.co/adQPCXBSia",Oregon
16,hangout salondelgarage day livingthedream it sweet workfromhome understatement going nowadays couldnt grateful space this…,0.4833333333333333,All I do is hangout in my #salondelgarage all day #livingthedream to say that it’s sweet to #workfromhome is an understatement. With everything going on nowadays I couldn’t be more grateful to have my own space. This… https://t.co/PsUFivYY5g,Florida
17,hi jill ed family got ta wear mask leaving house stop spread covid maskchallenge mask wearyourdamnmask wearamaskface with medical mask justbreathe speaking “ just breathe ” song was…,0.0,"Hi Jill, Ed, and family!  Gotta always wear a mask when leaving the house!  Stop the spread of COVID. #maskchallenge #mask #wearyourdamnmask #wearamask😷 #justbreathe  Speaking of “Just Breathe”, that song was… https://t.co/vBSiUxgQvu",Massachusetts
18,vintage vinyl friday socialdistancing genesis mama thatsall homebythesea justajobtodo atlantic philcollins playa del rey california,0.0,"#vintage #vinyl #friday #socialdistancing #genesis #mama #thatsall #homebythesea #justajobtodo #atlantic #philcollins @ Playa Del Rey, California https://t.co/5vuM72PAWT",California
19,hawaii report 19th coronavirus death biggest single day surge case early april ala moana beach july 4th ala moana beach park,0.1,"Hawai’i reports 19th coronavirus death, biggest single-day surge in cases since early April. Ala Moana beach July 4th. @ Ala Moana Beach Park https://t.co/HfLg31F3hP",Hawaii
20,fun safe 4th july weekend remember socially distance wear mask isn ' cool mine 4thofjuly july4th wearyourmaskface with medical mask stopthespread covid19 breakingbad malibu…,0.34895833333333337,"Have a fun and safe 4th of July weekend! Remember to socially distance, and always wear your mask. Yours isn't as cool as mine! #4thofjuly #july4th #wearyourmask😷 #stopthespread #covid19 #breakingbad @ Malibu,… https://t.co/A8gWh4eamF",California
21,grandma dorothy hitchcock eleven six twenty-seven aunt bambi hitchcock taken june 4th two thousand and twenty beating covid nineteen got ta love strong polish gene dna love gramgreen heart careone essex park,0.6366319444444445,My Grandma Dorothy Hitchcock 11/06/27 and Aunt Bambi Hitchcock taken on June 4th 2020 after beating Covid-19!!! Gotta love those strong Polish Genes 🧬. Love You Gram💚!!! @ CareOne at Essex Park https://t.co/BE2tKTkXP9,Massachusetts
