,tweet,location,Confirmed
0,shelter place day ninety gusgus ran happy shelterinplace quarantine sip day90 park freshair dogofinstagram cheweenie san francisco california,California,158961
1,quarantine lockdown change life problem kid trying internet homework started working kid zoom method use at…,California,158961
2,midst chaos protest pandemic distraction side look this god throne god jesuschrist faith peace heisfaithful valley glen los angeles,California,158961
3,weve survived mandatory pandemic closure today officially reopened party popperfolded handsparty popper well open seven day week 10am 5pm folded hands customer required wear face mask wash hand arrive …,California,158961
4,told life gon na way clapping handsmedium skin toneclapping handsmedium skin toneclapping handsmedium skin toneclapping handsmedium skin tone friend actor covid19 artist noworkerleftbehind production industry creative keepsmiling studio socialdistance life love live…,California,158961
5,two thousand and twenty coronavirus house arrest day ninety-two new week begin traffic slowly return pre covid nineteen time people head work generally home bar officially open until…,California,158961
6,carpet saver disinfecting amp sanitization service eco friendly covid nineteen service available service residential commercial building including apartment school house worship health care…,California,158961
7,black amp brown chronicle country major virus systemic racism amp covid nineteen chapter four new normal bearing witness mask rise six fifteen twenty charles reese cultural architect…,California,158961
8,qualitytime took time navigate camera play keyboard thats learned music ableton serum mixedinkey lockdown alexmagala magalaland mantisstorm beyoncewasntbuiltinaday …,California,158961
9,qualitytime took time navigate camera play keyboard thats learned music ableton serum mixedinkey lockdown alexmagala magalaland mantisstorm beyoncewasntbuiltinaday…,California,158961
10,sparkles favorite yoga class lockdown — outdoor yoga flow improvised person in lotus positionlight skin tone‍male sign️ lol — technically improvise anytime leaf fluttering in wind focusing drishti mat upside was…,California,158961
11,santaana covid nineteen update june fifteen fifty case day prior eight hundred and ninety estimated recovery occovid19,California,158961
12,impact covid19 latino california according california department public health santaana anaheim losangeles elcentro sandiego sanfrancisco occovid19,California,158961
13,thank paramount city council member visiting 8th grade drive by parade parachamber paramount post covid19 middleschool catholicschool classof2020 lady rosary school,California,158961
14,social distancing awesome fit family lose one hundred pound year three body fat thecamptc riverside don ' word it listen real client talk…,California,158961
15,small piece hung right big presence little painting actually card sent friend beginning lockdown wanted reach gal pal …,California,158961
16,aloha everyone god bless thank support love you 've shown covid nineteen tough time life time seen like this wake call…,California,158961
17,coronavirus making furry teddy bear,California,158961
18,empower me outdoor clinic three week quarantinemode socialdistancing empower academy,California,158961
19,happened today swearing ceremony covid nineteen edition thanks video dble entendre los angeles california,California,158961
20,"patio open starting today june 16th party popperparty popperparty popper celiasmexicanpa three thousand, seven hundred and forty el camino real palo alto 11am everyday please respect social distancing guideline wear mask entering leaving sanitize hands…",California,158961
21,real estate market heat up housing demand twenty-five pre pandemic level housing inventory starting improve keeping pace demand goldenbearre housing…,California,158961
22,corona ca tue jun 16th forecast today partly cloudy hi eighty-three tonight fog lo fifty-seven,California,158961
23,fatcitybrewbbq goodlife stocktonca stockton209 stocktonfoodie bbq bbqporn bbqfoodie smokedmeat crushingit fat city brew amp bbq,California,158961
24,monday national bureau economic research nber announced economy officially recession come surprise many realizes pandemic shut the…,California,158961
25,vacation two thousand and twenty grinning face with big eyesfolded handssmiling face with heart-eyes stunning vacation memory happy day montana oro california two thousand and thirteen day eighty-two sa “ lockdown ” grinning face grateful sending love hug prayersred heart️red heart️red heart️ stay positive…,California,158961
26,test result covid19 super strict quarantine appreciate love social medium non distancing family your care keep close on…,California,158961
27,omg time covid couldnt asked hustle great people great rate great customer service highly recommend two elennatobin chrisrayhair thank referral smiling face with heart-eyessmiling face with heart-eyessmiling face with heart-eyessmiling face with heart-eyes …,California,158961
28,`` global challenge '' charcoal drawing fbb paper three four foot dimension pandemic plandemic let ' started writing handmedium-light skin tone kindly like comment share entry artmatchallenge art…,California,158961
29,lgbtqrights usa america drakira help survive thrive amid covid19 check website blog article medium detail drakira resilience lgbtqrainbow mmedium spreadhope adventure…,California,158961
30,proud wife spent endless hour day week preparation studio barre encinitas open barre reconfigured covid…,California,158961
31,took break social medium april focus music clothing brand ended coming contact covid nineteen result came negative still hell …,California,158961
