,Province_State,Confirmed
0,Alabama,44878
1,Alaska,1162
3,Arizona,101455
4,Arkansas,24253
5,California,271035
6,Colorado,34240
7,Connecticut,46976
8,Delaware,12293
10,District of Columbia,10515
11,Florida,206447
12,Georgia,97064
15,Hawaii,1030
16,Idaho,8052
17,Illinois,147865
18,Indiana,48524
19,Iowa,31758
20,Kansas,16638
21,Kentucky,17152
22,Louisiana,66327
23,Maine,3423
24,Maryland,69904
25,Massachusetts,110137
26,Michigan,73267
27,Minnesota,38569
28,Mississippi,31257
29,Missouri,24211
30,Montana,1249
31,Nebraska,20046
32,Nevada,22909
33,New Hampshire,5914
34,New Jersey,173611
35,New Mexico,13507
36,New York,397649
37,North Carolina,74775
38,North Dakota,3849
40,Ohio,57956
41,Oklahoma,16362
42,Oregon,10395
43,Pennsylvania,95100
45,Rhode Island,16991
46,South Carolina,46380
47,South Dakota,7105
48,Tennessee,52039
49,Texas,205642
50,Utah,25469
51,Vermont,1251
53,Virginia,66102
54,Washington,36985
55,West Virginia,3442
56,Wisconsin,32061
57,Wyoming,1675
