,tweet,location,Confirmed
0,corona virus here coronavirus selfisolation covod19 here funny lol texarkana texas,Texas,18704
1,student supported covid nineteen super hero best gym culture look forward seeing home away home dominion mma,Texas,18704
2,bored corona food perpetuallydirtyhands two pound cheese burger homemade japanese milk bread bun barton hill austin texas,Texas,18704
3,covidlook cute responsible coronavirus covid covid19 mask fridaynight wine westcampus ut dog furcoat orangemarket newnormal orange market,Texas,18704
4,need night out gtfo covid nineteen arlington texas,Texas,18704
5,coronavirus artwork red shape simplified covid19 virus painted acrylic trying sense help boil it ' fundamental form background took…,Texas,18704
6,behalf epicentre skin care amp laser center hope loved one good health facing challenge result coronavirus we…,Texas,18704
7,supposed italy ma covid hit nyc well italy trip order italy tx italy texas,Texas,18704
8,me `` lem me in lem me in `` hooter `` way corona breath `` sure miss office hour hooterswebster hooterstv hootersnasa hooterstexas hooter hootersmakesyouhappy hooterswebster hooter nasa hooter,Texas,18704
9,pre quarantine day stayhome washyourhands socialdistancing houston covid quarantine photography quarentinephotography stopthespread houston texas,Texas,18704
10,pre quarantine day stayhome washyourhands socialdistancing houston covid quarantine photography quarentinephotography stopthespread houston texas,Texas,18704
11,pre quarantine day stayhome washyourhands socialdistancing houston covid quarantine photography quarentinephotography stopthespread houston texas,Texas,18704
12,dropping fire corona quarantine face with medical maskcheck mark️ designerkidd streetsverified streetsverifiedstudios linkinbio houstonstudio houston htown streetsverified houstonrecordingstudio mixandmastering houstonrapper…,Texas,18704
13,life hard time thank tolerating me covidー19 houtxstrong coronavirus coronavírus yomequedoencasa inwood north houston,Texas,18704
14,we 'll updating story day friday latest local news coronavirus pandemic you ' like roundup atx austin all512,Texas,18704
15,peacock henna canvas quarantine thing time like finishing long acrylic painting sewing mask covid nineteen helping kid submitting online assignment ofcourse…,Texas,18704
16,social distancing wearing mask hand sanitizer pocket socialdistancing handsanitizer mask facemask coronavirus corona covi̇d19 houston walmart pandemic tennischain isolation quarantine…,Texas,18704
17,lockdown mix coronavirus texarkana texas,Texas,18704
18,quarantine trustgod he this believe trust god jesus kingjesus covid covid19 love peace joy singer songwriter wrote this…,Texas,18704
19,congratulation mr mr borland brownsville searched perfect encore gx online applied online agreed term text encore gx delivered brownsville covid nineteen didnt…,Texas,18704
20,tan line look like fix soon smiling face with smiling eyes instadaily saturdayvibes two heartstwo hearts crueltyfree mystinitans mystinitans covid astp sunlesspros inthistogether airbrushtan spraydontlay…,Texas,18704
21,stayhomepage mariedennise spaday nail hairstyle lash covid westuniversitymoms houstoncity houstonmayor saveme houston medical wellness clinic,Texas,18704
22,austin public health official they 're finalizing online public enrollment form covid nineteen testing that ' slated launch week atx austin all512,Texas,18704
23,crawfish boil cannoncompound mist corona covid nineteen “ coronavirus ” wimberley texas,Texas,18704
24,dont stay home im taking care drillsergeant chocolatestout covid pandemic fort sam houston,Texas,18704
25,ready corona virus knocked out watching world home having heavy hand ipa spindletap virtualbeers beer instapic picoftheday instabeer craftbeer craftbrewery…,Texas,18704
26,corona covid19 coronavirus wjmg west columbus columbus,Ohio,10222
27,cyclone covid nineteen pandemic quarantine people granville ohio april two thousand and twenty wollenberg family sold home quarantine knoll drive sparkles read sparkles documentary editorial…,Ohio,10222
28,cyclone covid nineteen pandemic quarantine people granville ohio april two thousand and twenty mennell family orchard drive sparkles read sparkles documentary editorial photographer life granville ohio …,Ohio,10222
29,gov mike dewine facing increasing pressure state lawmaker roll coronavirus…,Ohio,10222
30,cyclone covid nineteen pandemic quarantine people granville ohio april two thousand and twenty morris family stonehenge drive sparkles read sparkles documentary editorial photographer life granville…,Ohio,10222
31,thisoldhippiehouse look shine good primer job doe left pic primer right paint 2hippies 2hippiesrenovations covid19 selfisolation socialdistancing youngstown ohio,Ohio,10222
32,rona canceled vacation hoping buckeye football season miss hug thanks listening gobucks covid19 ohio statehouse,Ohio,10222
33,doin asian supermarket now complied happily coronavirus itsgettingreal cleveland ohio cam international market cleveland,Ohio,10222
34,“ celebrated ” one month covid nineteen induced quarantine pandemic party night delicious wine casal garciabr lapetiteperriere obrigado🇵🇹 et merci🇫🇷 bottle with popping corkbottle with popping cork worthington ohio,Ohio,10222
35,cyclone covid nineteen pandemic quarantine people granville ohio april two thousand and twenty diehl family arbor park drive view photograph blog link in…,Ohio,10222
36,thisbackhand index pointing upmedium-light skin tonethank god lizzo • • • lizzo covid covid19 corona who glblctzn cdcgov healthcareworkers nurselife nursesofinstagram doctor doctorsofinstagram hero healthcareheroes medicine…,Ohio,10222
37,super hero wear capeswoman‍medical symbol️ protecting ear day time thanks precepteesmiling face with hearts stayhome staysafe washyourhands bsnrn covid19 ohiohealth doctor hospital,Ohio,10222
38,coronavirus update portion today normal week josh went cedarville officially dorm drive…,Ohio,10222
39,"new mask alert day eight million, two hundred and fifty-two thousand, six hundred and eighty-one these kn95 real breathable speaking headdashing awaydashing awayface with medical maskcrownsparkleswhite heartred heart️ fort74films kingsabroad queensabroad kingsandqueensabroad kqa corona kn95facemask therona rona maskoff maskon red…",New York,241712
40,covid nineteen update queen new york,New York,241712
41,covid nineteen update new york new york,New York,241712
42,strength cardio corona resistancebandsworkout afro house indoors fun challenge twenty wellnesscoach new york new york,New York,241712
43,wet end nuther corona week bitch linden yard fleet operation brooklyn ny,New York,241712
44,corona got ta party hundred pointshundred pointsthumbs updark skin tonethumbs updark skin tone happy born therealredman peace raised fistdark skin toneraised fistdark skin toneraised fistdark skin toneraised fistdark skin tone redman happybirthday rollup smokeweedeveryday new york new york,New York,241712
45,week saturday april 18th great interview leisha dukat give resource love head real estate working covid crisis radio…,New York,241712
46,missing travel plan lockdown summer trip new york card year current covid nineteen crisis sweeping world plan hold thing settle …,New York,241712
47,coronavirus diary day thirty-seven ronald kelly guest post,New York,241712
48,corona ny sat apr 18th forecast today cloudy hi forty-five tonight partly cloudy lo thirty-one,New York,241712
49,covid nineteen pandemic family finding unusually flexible working arrangement calling question idea work life balance thought explore recent wsjopinion piece,New York,241712
50,tick crawling yesterday this snow tickseason wtf covid quarantine hudsonvalley kerhonkson new york,New York,241712
51,batch heartwarming card message covid patient lawrence delivered today hope brighten day thanks sjs kid took time writed these…,New York,241712
52,week time covid nineteen working cooking staying touch favorite people surviving yours covidcollage inthetimeofcovid19 socialdistancing stayinghome stayingpositive…,New York,241712
53,wonderful papi jorge healthy young heart taken soon unexpectedly covid nineteen role model hero helper heart papi carrot vegetable difficult cope…,New York,241712
54,updated video two minute five layer 3d paper towel face mask mask4all covid19 coronavirus •adds two layer tissue paper insert •addresses different sized towel square smaller select size five five ” six ” wide…,New York,241712
55,govrondesantis florida floridamorons trump coronavirus covid19 jaw jawsmovie new york new york,New York,241712
56,expensive word english language ” this time different ” don ' me covid united state america,New York,241712
57,delivering grocery fellow work tv film industry freelancer quarantine covid19 shotoniphone feedthefreelancers brooklyn new york,New York,241712
58,marley twist boho box braid faux locs knotless box braid crochet installation ive fun protective style year wishing installed corona crying facecrying facecrying face fave …,New York,241712
59,honored feeding hero nyu langone today thankyou service wckitchen chefjoseandres nycstrong firstresponders nurse doctor nycemt nypd fdny delivery pizzaneversleeps coronavirus…,New York,241712
60,bruce having ruff time quarantine loniwellman schnauzer lovestyle schnauzer schnoodle grooming covid essential salon hair doggrooming rochester new york,New York,241712
61,thank fjpine providing healthcare worker responder free meal meatball parm came handy lunch work today smiling face with smiling eyes coronaready covid19 coronavirus…,New York,241712
62,thank guardian giving voice crisis link bio nursessavelives rn newyork covid19 staysafe stayhome brooklyn new york,New York,241712
63,would be mountain today recall range utah italy they 've got mountain we 've got upstateny cloud think mountain imagination stayhome flattenthecurve coronavirus henrietta new…,New York,241712
64,wish open crying face damn cornavirus till waiting missyouall cantwait salonlife mandatedclosure covi̇d19 coronavirus smush ilovebraids tillwemeetagain healthfirst bewell staywell besafe…,New York,241712
65,redhotsaturday the real iman camera copyright️ anthony barboza anthonybarbozaphotography iman anthonybarboza redbackdrop shinyred forthecoloredgirls iconsofstyle blackbikini redshoes redslingbacks covid19…,New York,241712
66,great weekend everyone thanks were taking steam covid let continue stayhome washyourhands socialdistancing testing usa world tvanchor journalist newmusic…,New York,241712
