tweet,sentiment
First time in a long time since this Pandemic started. We finally had the courage to take in some real Vitamin Sea (always better than the bottled Vitamin C).  Spent good times &amp; good food with my loves Victoria &amp;… https://t.co/fZVc53DhAx,0.275
"I’m going to watch movies now. #malibu #quarantine #horror #monsters #bigsmile @ Malibu, California https://t.co/JZNv4u6Sgi",0.0
"Day 5,833 of isolation... or so it seems. My day started with a biweekly trip up to work, to get my COVID test and get blood drawn for a serology study I'm participating in. While I was there, W had fun with his math… https://t.co/AbZ4vDC1nW",0.3
Looking healthy and safe #wearamask #be-safe #covid-19 #crescentboise #gay #instagay #fitfam @ West Downtown https://t.co/cXS16mIRRn,0.4722222222222223
"Late night munchies,  come support the HUSTLE!! Social distancing in full effect, bring your mask $5 kitchen anything on the menu all night long
 Miami Divas 29000 South Dixie highway Homestead Florida @ Miami Divas https://t.co/i5mXJlokOP",-0.03385416666666667
"COVID-19 update @ Queens, New York https://t.co/ayEvuDCUUc",0.13636363636363635
"It’s the start of summer and berries are in season. Strawberries are great but I absolutely love Blueberries! On tonight’s episode of the Coronavirus Cooking Diaries, let’s talk about Blueberry Muffins! I grabbed… https://t.co/XxnTK7mEV7",0.790625
"Side bonus to working from home, watching the hummingbirds @ Pacifica, California https://t.co/1dk43et6W6",0.0
"Made to carry everywhere. 
.
.
.
Molecule Hand Sanitizer...get out, be safe, we'll keep you clean.
.
.
.
#MoleculeFamily #HandSanitizer #KeepItClean @ Los Angeles, California https://t.co/CNCKNtrG7X",0.43333333333333335
Today we celebrated my parents 60th wedding anniversary. We had an amazing night. It wasn’t exactly what we were expecting to do but...Covid 😬. These two people are the best people in the… https://t.co/diIhyoWTmi,0.55
PT with our cadets while maintaining social distancing! @ Fresno Police Department https://t.co/Nkk69PVIx6,0.041666666666666664
"SA vibes 🇿🇦. 🇳🇬 Naija Energy tho. 

 #covid19 #staysafe @ The Bay Area https://t.co/HnMZRO1HkD",0.0
Sasquatch kinda Friday!!! #sasquatch #friday #lockdown @ Kevins Loft https://t.co/sRDdQi1iYa,0.0
"Corona ain’t stoppin them graduates , YALL EARNED THAT, YALL DESERVE THAT 🗣
#retwist #mensdreadstyle *cut not done by me* @ Legacy Salon https://t.co/B0mwZWVkVQ",0.0
Got my hair done finally. #bayalage #hair #covid19 #ginger #salon #goodtimes #instahair #fire @ Blossom Hair Salon https://t.co/qYcWbrfl8j,0.0
"Hey everyone👋🏻
Brendan and I have still been practicing social distancing for the most part here in Oregon. Needless to say, we’ve mostly just been buzzin’ around with the bees🐝🍯🌼🌱
#bugginout #savethebees #pnwimages… https://t.co/d2jP9PYO91",0.13333333333333333
"- in the midst of COVID-19 we must still be “TRUE BLUE” to ourselves and others - custom handmade @madonna T-Shirt by local designer will_tricoche  of distressed_closet .... even in our smallest attempt , support… https://t.co/5t2jFWn5L9",0.11666666666666665
"We tape up sore ankles, wrists &amp; elbows, be we do not; however, tape up sore throats!  Wipe away the germs, get rid of dirt &amp; grime, wave high those feather dusters its Covid cleaning time!  Wear your masks &amp; it's… https://t.co/YvxIQziViz",0.2
"Thank you to everyone being respectful with social distancing for the past couple of weeks, I thank you. 😎 🤙🏼 #ufc #ufcgym  #boxing  #traindifferent #train #trainer #training #trainhard #gym #gymrat #gymlife… https://t.co/IDk2HtUWBI",0.09444444444444444
Impressed with cleanliness and safety at mountairycasinoresort we had a great time burning 💸💸💸😂 #casino #gambling #gay #covid19 #gaytravel #husbands #besafe #besmart #keepliving #mountairy #thepoconos #5yranniversary… https://t.co/20CR2aDT7P,0.7388888888888889
"Ooo my #june @ipsy FINALLY came... with the #covid craziness it was delayed. But they always come through! I got TWO new lip colors from @trysugar in their #matteashellcrayonlipstick 
*
*
*
*
*
On the #LEFT is… https://t.co/KTJ5rkybl8",0.04545454545454545
"Please remember to wear black while practicing social distancing 🖤(social distancing rules do not apply to married couples in the back, but black clothing is still required)  #socialdistancing #alwayswearblack… https://t.co/Evk1dfVkUu",-0.002777777777777777
Summer time is here but Lord let us enjoy it 🙏🏾🙏🏾! This virus is getting active again and last we want to do is be stuck in hot houses or not able to do much this summer 😩😩!! #LordHelpUs #BeSafe #Coronavirus… https://t.co/2SheogECiQ,0.11319444444444444
"COVID-19 update 
Home???
100-15 204th St, Queens, NY 11423
HRA CityFHEPS 311NYC home base housing Connect I want my own apartment NOW NOW NOW Cutting off an Essential worker's food stamps fuck you America @ Queens,… https://t.co/dl6FeZZ0q3",-0.24000000000000005
