,tweet,location,Confirmed
0,part110 featuring paulsimon singing corona driving couch and lamp crown syringe lofi lofihiphop boombap lofimusic nerdcorehiphop realrap realrapbarz adotwake almal philly hiphopvlog almalmusic…,Pennsylvania,91139
1,goal year help twenty people homeowner two thousand and twenty want lose sight helping people purchase home rate super low right now despite pandemic the…,Pennsylvania,91139
2,stop spread stay safe informed stopthespread staysafeandinformed socialdistancing washyourhandsconsistently wearyourmask 6feet reading clinic inc dyslexia the reading clinic inc…,Pennsylvania,91139
3,simple pleasure sought after southstreet phillypulse philadelphiaphotographer philadelphiafoodie photooftheday pandemic inittogether philly philadelphia citylife…,Pennsylvania,91139
4,early covid19 test prior hope final eye surgery thursday t1d lifestyle presby cupp building,Pennsylvania,91139
5,kay rista come spin wednesday six thursday six six thirty pm limited bike social distancing sign mindbody app bicycle spinning taketheleap leapfitnesscenter fitness…,Pennsylvania,91139
6,together human faced lot year ⁣ ⁣ pandemic spread nation rapidly contributed beating this have have sacrificing lifestyle for…,Pennsylvania,91139
7,staff really good looking even mask rolling on the floor laughing covid19 itwillbeoversoon right mask safetyfirst lookinggood group pooch pitt,Pennsylvania,91139
8,covid nineteen haircut special new customer haircut nineteen bring mask face with medical mask barberpost thebarberpost barbersinctv barberlove barberconnect barberlife barbernation barber barbergang…,Pennsylvania,91139
9,friendly reminder socialdistancing staysafe librarylife james brown library,Pennsylvania,91139
10,given early 1900s singer create mask thank cooky covid19 wearamask weareinthistogether chalfont pennsylvania,Pennsylvania,91139
11,open four nine social distancing happy hour amp delicious food chef ron team kite amp key,Pennsylvania,91139
12,quarantined home gt gt choice root nerd face quarantine wheresthebleach jk butseriouslytho new freedom pennsylvania,Pennsylvania,91139
13,final chapter two thousand and nineteen two thousand and twenty residency year penn state health dental medical amp pharmacy resident truly unprecedented covid nineteen global pandemic unleashed massive challenge our…,Pennsylvania,91139
14,latest announcement ad still curious2019 theaterseason theatre theatreisvital theater theshowmustgoon coronavirus covid19 carnegie stage,Pennsylvania,91139
15,got freshy created kaitlyn book sulimays fairmount location online booking available sulimays bestofphilly phillybarber menscuts phillystyle quarantine …,Pennsylvania,91139
16,help friend stay safe,Pennsylvania,91139
17,wonderful way dine covid19 kid run garden grow fruit herb veggie ingredient sink toe grass our…,California,231232
