tweet,location
"Tailgating at Camp Covid on a cool, breezy night. Living at the Bodega Marine Lab is a singular experience. @ Bodega Marine Laboratory - University of California, Davis https://t.co/S1N3tVVc2g",California
"Day 46 of Exile: This Is How We Roll

#whyfrontwhennobodyseesyou #nopantstuesday #adventuresinexile #coronavirusnyc #quarantine2020😷 #thatquaratinelifetho #covid19 #workingfromhome #supermodelcindypawford… https://t.co/wVVcrrUFPC",New York
North Hollywood:  In continue Efforts to Save the Noho Arts District here in North Hollywood  We have discovered that the local Theatres are on the verge of Extinction due to the Coronavirus shutdown  Some of these… https://t.co/9H8QAdZnGd,California
"CTA President e_toby_boyd and @asmshirleyweber are co-chairing the Superintendent’s Loss of Learning Committee. #COVID19 #coronavirus #WeAreCTA @ Sacramento, California https://t.co/fjkKHQiqD5",California
"Coronavirus self quarantine day 43: I can't express how bad we need an interpreter around these parts. They even made a Tiktok about us. The struggle is real y'all! 
On another note, I have enjoyed my virtual happy… https://t.co/KMcIpoU4Zm",Tennessee
"For anyone who needs to hear this, I #gotyou #tacotuesday is #cancelled #today is #cantgetenough  #toiletpaper #tuesday #yourewelcome #covid19 #quarantine found my #dayoftheweekunderwear #connecticut #stillesörtchen… https://t.co/wzeuafQKoJ",Connecticut
#quarantine #covid19 @ Body of Harmony https://t.co/LGVYeoQnHO,California
"Your girl is extra thicccc right now 🥵 
the hubby and I got carried away with the whiskey during quarantine😂😳
But I’m SO PUMPED to get back at it 👊🏽💢
#thicc #wca #oc #weslipupsometimes #covid #tuesday @ West Coast… https://t.co/hdIvmYorQN",California
Privacy and Covid 19 https://t.co/FA9rVAN010,Florida
"A couple of weeks ago I was heading to samsclub and noticed this on a shopping cart in the parking lot.
@corona was so disrespected that they isolated or #quarantined and actual bottle of #CoronaBeer from the rest of… https://t.co/iAVXZiiT18",Texas
"Experiential middle school a la COVID-19. Three snakes in two days-must be coming out to enjoy the sunshine. @ Corvallis, Oregon https://t.co/nwI4FIhCgs",Oregon
"I have so much fun doing this Corona getaway @ Haverhill, Massachusetts https://t.co/fNGm2FyrjU",Massachusetts
"Keeping My Drip Up And Vibe Going By Covering Up in Styles And Not Let This Damn Corona Shit Stress Me Da Fuck Out Or Stop Me From Being Who I Know How To Be Best, Which is Me Being Me An Keeping My Positive Spirit… https://t.co/8tfMofjKjY",Florida
https://t.co/qCjYNANPWw @ River Bend Bike Park https://t.co/0IRv6reNNc,California
"Avoid the Covid Gremlins: 
- Don’t forget to wash your hands 
- Don’t expose yourself to sneezing
- Don’t keep snacking. You’re not hungry

.

#gremlins #mogwai #gizmo #covidart #covid19 #coronavirus… https://t.co/DPTV7OkBt8",New York
Something to take your mind off #covid-19 #epicfall #sidewalk #groceries #traderjoes #crossingroad #witnesses #embarassing #photooftheday #instafall #clumsy #jaywalking traderjoes #employee on break #totherescue @… https://t.co/gQtTEzH0UJ,California
