tweet,location
"Covid Art, N’awlins style.
Here’s to those that hoarded toilet paper.
.
.
.
.
.
#covidart #grafittiart #covid2020 #nawlins #frenchquarter #toiletpaper #indianmotorcycle styled #electricbicycle #ebikes #bikeshoplife… https://t.co/sNIMbb7bLM",Louisiana
"CoVID-19 did not come from the Wuhan Institute of Virology: A discussion about theories of origin with your friendly neighborhood virologist...
 https://t.co/Ibgib4Ow0T",District of Columbia
"Which pic is your favourite❗️⁉️‼️ ⚠️ No thank you... In bed... staying away from #covid19 #coronavirus 📸 sandraemmeline 
#fashion #photography #bed #ootd @ Mount Olympus, Los Angeles https://t.co/bsD0rH54kg",California
"On this episode of the Coronavirus Cooking Diaries I present to you Fettuccine with parsnips and bacon. This is typically a winter dish but the weather was cool over the weekend and the parsnips looked so good, I… https://t.co/K5S4Knpr3W",New York
"bored in the apartment. need to file a complaint with the Corona Department. have lysol in every room &amp; compartment. Por favor so something government. #LilZita #ivelostit @ Los Angeles, California https://t.co/FhgrF7ltx5",California
I needed something tasty today I wanted @spangkariya in my life. I live up here and honestly throughout this whole covid shit going on @spangkariya has continuously had more take outs… https://t.co/dEejfQG6X1,California
"Carmel Valley resident helps lead e3 Civic High students to win national technology competition: When the academic year began, the plan was to take the scholars to Silicon Valley for the pitch fest. With the advent of COVID-19 and distance ... https://t.co/hvV2yfloY1",California
"Seek Truth - Question Covid 
#coronavirus #covid_19 #truth 
MC Drastyck Meaxurez aka The Hardest Lyrical Street Poet 🎼🎶🎵#mcdmhiphop #music #goodmorning #gm 
#mcdm718 #mcdrastyckmeaxurez 
MC Drastyck Meaxurez 
#420… https://t.co/r3OBdMUUSL",New York
"New Roles #covid19 @ Studio City, California https://t.co/bCjRNhLXLA",California
"I asked 20 friends to send me a song that they've been listening to a lot during this Covid-19 pandemic of 2020. A song that they either discovered during this time, or perhaps one that has been helping them get… https://t.co/Ri2VXdAMVF",California
"With every sunset, a new hope is born, and old expectations die. #sunset #newyork #manhattan #brooklynbridge #brooklynpark #healthcareworker #coronavirus @ Brooklyn Bridge https://t.co/gzy4NBrw4n",New York
"When I was invited to participate in this week’s ATL Photo Night Community Photo Project, the theme of “Details” as it relates to the Covid-19 experience immediately made me think of hand sanitizer. Hand sanitizer… https://t.co/0Wjsqs3kbN",Indiana
"#newyorktough #wearamask #savelives #covid19 #rideordie #newyork #nyc #weride #liveyourbestlife #liveyouradventure #loveyourlife #letstakecareofeachother #photographybylisadawn @ Long Island, NY https://t.co/IU3NM4dSVz",New York
"How do look after covid19? @ New York, New York https://t.co/6ypY8lSY4a",New York
"#traderjoes #traderjoessigns #traderjoessignartist #traderjoesart #traderjoeslife            froggerdodger does it again #pandemicart #pandemiclife #coronavirus @ Trader Joe's-Modesto,CA https://t.co/TiU5RsrH4H",California
"With all this madness going on in the world, I mean... you might as well, right? #quarantine #music #lockdown #shutdown #virus #corona #airport #closed #endoftheworld #song #ifihadtochoose #itwouldbeyou #staringup… https://t.co/87Yzq2KCMf",Colorado
"I heard a new mommy wants me ???  #sphynxkittens  #kittens #catsofig  #catmom #kiittensofig #catsofinstagram #sphynxcat #kittensofinstagram  #kittensofworld  #cataofig  #capecodkittens Corona kottens @ Mashpee,… https://t.co/p9BsD1sjLF",Massachusetts
"My baby girl coming to see me for Mother’s Day—against my wishes with respect to our responsibility against CoVid which I just recovered from — but, I MISS her so much. We are wearing my MAH “MariaAritaHoward”… https://t.co/JSP5suZHm5",Texas
"Huggers everywhere are suffering 🤗 #huggers #anonymous #covid19 #pandemic #coronavirus #goawaycovid19 ❗️#fridaynight #reminiscing #love #peace #inmysoul  🦋 @ Orlando, Florida https://t.co/VekXbGgycb",Florida
"when this Corona world started i vowed to be extra productive &amp; creative with my time , so these months were not spent in vain.  On top of all the personal, home &amp; family projects i undertook , I also really wanted… https://t.co/stMNaBUK3e",California
"I’m honestly fine with the fact that Grubhub banned me after I had to initiate a chargeback for food I wasn’t even provided, so f ‘em https://t.co/yIQk7sO6Ru",California
"Get Your Vitamin D!!!

#HardworkDedication #VictoryMMA #VitaminD #ImmuneSystem #Melatonin #VitaminDDeficiency #Vitamin #AfricanAmerican  #StayHealthy #COVID19 #Coronavirus

***Checkout Victory MMA. Beginners to… https://t.co/eFDKMB48ON",Colorado
Our #covid19 routine now has us stopping during our walk at neighbors who are working from home so #panda🐼 can play with Boone! She doesn’t normally like big dogs but he’s such a gentle giant. Love watching them… https://t.co/cRTBbWahzi,California
"Nothing else to do on a Friday night. 
.
.
#covid19 #friday #backyard @ Glen Ellyn, Illinois https://t.co/79b1JECemD",Illinois
#sanfrancisco #sirfrancisdrake #flowers #coronavirus The art everywhere is refreshing. @ Kimpton Sir Francis Drake Hotel https://t.co/G4ZELVmdrr,California
"Special Offer: 
This Ramadan, until EID and due to current Covid-19 situation, we have decided to extend our gratitude and offer FREE Services for Investors joining our Investment Club. 

TIME TO TAKE A SMART… https://t.co/h9fvCbjjeD",Virginia
"Special Offer: 
This Ramadan, until EID and due to current Covid-19 situation, we have decided to extend our gratitude and offer FREE Services for Investors joining our Investment Club. 

TIME TO TAKE A SMART… https://t.co/Y5brkHL4B6",Virginia
This is a COVID-19 Production @ Timstrel Music Llc https://t.co/JoEZSRnIFN,Connecticut
"📚Day 37 of RONA Elementary - Bad Hair Day x Zoom Meetings📚
.
.
.
#homeschool #quarantine #school #kindergarten #coronavirus #covid19 #stayhome #stayhomeworksafe #learn #read #satx #instasatx #igsanantonio #sanantonio… https://t.co/n9uFJSFPxt",Texas
This song literally is what I’m singing to everyone I haven’t seen because of Covid . Ah ah long time .. #soca #quarantine #coronavirus #guyana #guyanese #indian #indiancarribean #indocarribean #socamusic #caribbean… https://t.co/4bMg1JSXwE,New York
"As someone who has lost a family member and has friends who have lost parents to COVID-19, I would ask everyone to take a step back and just simply follow the rules that are in place wherever you may be and go. That… https://t.co/8k2zxuwceX",Florida
"https://t.co/q1bIRBjDj8 With the coronavirus hitting long-term care facilities especially hard, a growing number of state leaders are mandating universal testing of all nursing https://t.co/DiwOt9OZqi #atx #austin #all512",Texas
"Got some good work in today.... 🥍 #lacrosse #laxlife #training #keepworkinghard #coronavirus #athlete #workhardstayhumble #allfightnoflight #2020 @ Rancho Santa Margarita, California https://t.co/r4xLfWRSSm",California
"I have made several attempts to get in to location to explore and do investigations in my area but due to covid none of these places will let me come film. #urbex #paranormal #filmlife @ Lexington, Kentucky https://t.co/tVnAhlNu9s",Kentucky
#TGIF A work in progress just like this artwork by our artist friend from France youcefpl_xd With covid19 we have done a lot of self reflection and have made plans A-Z on things we need to work on. Keep up grind. If… https://t.co/caEYxRGr8X,California
The Cypriot Football Association announced on Friday that the 2019/20 Cypriot First Division season will not conclude due to the coronavirus pandemic.   https://t.co/0cT9MqYiAQ,New York
Bravo Sisters Tackling the Pandemic #bravo #vanderpumprules #bravotv #bravoandy #vanderpump #pandemic #covid_19 #covid19 #coronavirus #physicianassistant #medicine #healthcareworkers #healthcare #frontlineworkers… https://t.co/rDhB3RfZcV,California
"2020 day 136 - fenced friday
.
.
.
.
.
#fenced #friday #sunset #goldenhour #palmtrees #silhouette #socialdistancing #covid19 #venice #venicebeach #veniceboardwalk #losangeles #dank #dankmedia #dankvenice #366photo… https://t.co/y70zVVP1ll",California
"Love my family !!! ❤❤ Covid you ONLY MAKE  family only to be STRONGER!!!!! @ Cochiti Lake, New Mexico https://t.co/a70rKAN48v",New Mexico
"President #BarackObama will be administering a range of different commencement speeches virtually to those students across the world who can’t attend their graduations due to the #Coronavirus pandemic, instilling… https://t.co/M9oQqRvNDw",Texas
"Cold game fuck covid19 🖕🏿😈😷 @ Oakland, California https://t.co/07ykJscmSH",California
"We don’t have to be passive passengers riding the Covid-19 wave. So let's all take some time to talk about things that have killed even more people than COVID-19...Suicide and Murder. 
Each of us has a role to play,… https://t.co/hjxNjKmo2t",California
"💀A grim Friday night in Venice💀#maybenexttime #veniceboardwalk #boardwalkvintage #shoponline 
.
.
.
.
.
.
.
.
.
#venice #venicebeach #supportlocal #supportsmallbusiness #vintage #vintageshop #vintagestore #covid19… https://t.co/UltGF1K45c",California
"Congrats to my guys noahwhite3 @talented__forte kameron.farmer - “P.T.S.D.” Spring 2020 🤙🏾🧊 Through the ups and downs, through Coronavirus! Y’all made it. Proud grandfather over here 🤧 @ Bowling Green State University https://t.co/Mli3TTLfOp",Ohio
"💀A grim Friday night in Venice💀#maybenexttime #boardwalkvintage #shoponline #supportlocal 
.
.
.
.
.
.
.
.
#venice #venicebeach #supportsmallbusiness #vintage #vintageshop #vintagestore #covid19 #deathofretail… https://t.co/fAbUEm9Gcx",California
"She is singing about 2020. 
#blacklivesmatter #coronavirus #policebrutalitymatters #millennials #genx #babyboomer #endracism #racism @ DeKalb County, Georgia https://t.co/dNOPz61Eoc",Georgia
#calvinklein Sizes S✨M✨L✨ 😇 only $50 $50 😱💰🔥 #explorepage #supportsmallbusiness #smallbusinessowner #smallbusiness #atlanta #altantamall #lenoxmall #mallofgeorgia #southdekalbmall #blackwomen #covid19 #covid_19 @… https://t.co/6uSGOE0AHr,Georgia
Day 56?of COVID Days Of Gratitude : decided to change it up today and cross to the other side of balboa ...and found out why it was so busy! Been in the area a long time and never came to Balboa Lake. While being… https://t.co/FM05UzZcYk,California
"Hello. It me. #COVID19 #dallas #quarantine #dukeasher #instamood #instagood #picofthemonth @ Dallas, Texas https://t.co/5KxnMcfzZs",Texas
"#PutItOnTheAltar #COVID19 #Whatever you are worried about!
#ThatRangeTho
#aintnopartylikeaquarantineparty #Throwback @JessicaReedy incredible! I still have my signed copy of this #cd @cbutler55 @ City of Love New… https://t.co/AkumqYa1iS",Louisiana
I think I watch too much TV? My girl says I look like a burglar. #coronavirus @ East Las Vegas https://t.co/9IGPXBzP0c,Nevada
"#StayHome!
.
.
#Florida
#Quarantine
#QuarantineMemes
#CoronaVirus
#CoronaVirusMemes
#Covid_19
#Covid_19Memes @ Whiskey HQ https://t.co/ZeFkNmbxx0",New York
#Health #MashableShopping #Coronavirus Grab a 2-pack of reusable face masks on sale for only $15 https://t.co/ba1gDst1fM https://t.co/EhqavBupGn,Florida
"Corona escape spontaneous adventure. We rented a pop up! @ DeSoto State Park~Fort Payne, Alabama https://t.co/wIZ4sZeCIc",Alabama
"Pretty amazing sunrise (thanks coronavirus insomnia). @ Grahamsville, New York https://t.co/aB0psyFUjh",New York
Corona @ Wyandotte County Lake https://t.co/sZ2wOUCgSY,Kansas
This damn depression acting up again. I know that it's my fault and that I fucked up. But I'm absolutely terrified to go to Avera Behavioral Health because of the Coronavirus pandemic… https://t.co/tPkLWg5lpr,South Dakota
"#ICYMI: @MontgomeryCoMD County Executive @Marc_Elrich issues an order extending the county’s stay-at-home restrictions indefinitely, while @GovLarryHogan eases statewide constraints.

READ MORE: https://t.co/RwJzS7AyRl

#MoCo #MoCoMD #COVID19 #Coronavirus https://t.co/7RT1B8QHpF",Maryland
"Coronavirus, Eastern medicine, and the Microbiome  https://t.co/FrFeFsYJ4R",New York
"🌀
covid-19 pandemic quarantine
these are
the people
of
Granville, Ohio | April 2020
.
Ms. Knisley 
Sampson Place
.
.
View all the photographs together on the blog (link in… https://t.co/kgVm6X5QmI",Ohio
How this weekend was supposed to me this 😭 I miss this!! #edclasvegas #edclasvegas2020 #firebeatz #music #festivals #covid19 @ Electric Daisy Carnival (EDC) https://t.co/1YEcAtZWS4,Nevada
"To be honest with you, and would be lying if I said I wasn’t scared of the future. This isn’t even about the Covid-19. I’m afraid of the chances and opportunities I may or may not have. I’m afraid of the kind of… https://t.co/U7i7SkPjAx",Michigan
"New nonprofit aimed at tackling COVID-19 in Native, rural communities https://t.co/y7jNm3IQy0",Montana
"Changes coming for sure in this country due to #covid19, and hopefully for the better in terms of #publichealth awareness &amp; #PPE #healthcare delivery infrastructure &amp; readiness. But no matter what - my girl is my… https://t.co/fmM3YOamOt",California
#birthday #birthdayparty #coronavirus #artlessons #art #virtual #williamsburg #kidznart #kidsparties @ Kidz N Art https://t.co/GLJAVjPiaO,Virginia
"Hey #chs! You can do your part to manage #covid19 in our area! Get tested for FREE! #besmart #beresponsible @ North Charleston, South Carolina https://t.co/ps0ToMKxvj",South Carolina
"#truth I work hard for this. #jlsgaming 

#Repost @garyvee 
・・・
The work matters and now with all the financial ramifications from Covid, I feel that many are confused on the amount of hard work ever “winner” put in… https://t.co/u3um6fNFuo",Florida
