tweet,sentiment
"She did it! 🎓👏🎓👏🎓👏🎓 Today was suppose to be this cute girls nursing graduation👩‍⚕️ but because of Covid, it had to be cancelled! 👎 🦠 Lauren you have worked so hard for this, and now all… https://t.co/tkPYtmmiNB",0.16666666666666666
April 21- Hollywood Walk of Fame #ghosttown #covid19 #hollywoodandhighland #walkoffame #noon #saferathome #losangeles @ Hollywood https://t.co/JRHHdkzD3r,0.0
"Drone captures a two-and-a-half-mile line of thousands of people starving for food in #Centurion, South #Africa during the #lockdown due to the #Covid19 #Coronavirus #Plannedemic. The rich get richer and the poor… https://t.co/c3UjJiP2Do",-0.05000000000000001
"Custom reusable sublimated face masks available.  Don’t hide your image just because you want to protect the community! 

#community 
#covid19 
#gemsports 
#screenprinting 
#embroidery 
#sublimationprinting… https://t.co/SCcLulgGDo",0.5
"COVID-19 has changed the world, and the shots we snagged on a social-distanced skeleton crew in post-COVID Red Lodge told the story. #roadangeltv #roadangel #theroadangel #roadangeldanielleegnew #redlodgemontana… https://t.co/NrcBpNmRwC",0.0
#NOFILTER. Pollution. I want to cry... 😭😭😢😢 🌎🌏🌍One of the beautiful things about Covid-19 was seeing air get so unbelievably clear. I’ve never seen anything like it before in my life. I… https://t.co/Lkh5dGF9cv,0.475
"COVID-19 update @ Queens, New York https://t.co/rnGTJT7gYt",0.13636363636363635
"#anabelgonzalezfigueroa #tiktok #maldito #coronavirus @ Spanish Lakes, Hialeah, Florida https://t.co/5lHgz0eCeI",0.0
"COVID antibody testing in Denver. Haven’t had symptoms... we’ll see if I had it. This is a tricky virus. @ Denver, Colorado https://t.co/S98cfMZeMJ",0.0
"COVID-19 update @ Queens, New York https://t.co/mXrxKXcPnH",0.13636363636363635
"Pandemic EBT
Pandemic EBT (P-EBT) benefits will be available for eligible California families soon!
Due to Coronavirus (COVID-19), children who are eligible for free or reduced-price meals at school will get extra… https://t.co/njWEgQ076D",0.19375
"Alot of years of friendship in this photo. Love these two! (I might have had the Corona Virus in this pic, no bullshit....sorry @itsmejillkimmel and @petegiovine, love u guys!) #tbt @ Jimmy Kimmel's Comedy Club https://t.co/ZEzN8w1sir",0.625
"May Days!!  
*
*
The online (zoom) classes for those w MS and other Movement Challenges will continue through the end of May while we remain on self-isolation restrictions due to the Covid-19 pandemic. 
*
*
Saturdays… https://t.co/c0Q7oEq81r",-0.125
"I need this in my life!! #CoronaVirus please don’t rob us of a beautiful #summer 🤷🏽‍♂️ I will be highly depressed 😞 #WeNeedOurSummerMan #quarantinedepression #tbt @ Ocean City, Maryland https://t.co/AMnICjEtko",0.505
Still closing loans even in the COVID era. #servingthosewhoserve #grvibe #guaranteedrate @ Jason C. Scott SVP of Mortgage Lending at Guaranteed Rate of Aiea https://t.co/fWwG06wQll,0.0
"Please keep your germs to yourself. 🙏🏽 #nomaam #drfauci #covid19 #coronavirus #who #cdc #coronakills #germs #pandemic #socialdistancing #nothankyou #besafe #germaphobe 😷 🦠🙏🏽 @ Pittsburgh, Pennsylvania https://t.co/0AV8ZEJcmE",0.6
"This shit is serious but we will float to the top! 💩Tees coming soon! Stay strong everyone! 💪🧻

#covid #covid19 #pandemic2020 #toiletpapercrisis #toiletpaper #toiletpapershortage #stayhome #staysafe #poophumor… https://t.co/GgzP2IbGjc",0.04999999999999999
Just received our N95 Shipment of Masks. #FDA approved #certified #n95 #n95facemask #mask #masks #covid19 ##coronavirus #covid #dental #medical #personalprotectiveequipment #personalprotectiveequipment #PPE @ Laguna… https://t.co/CmS8AdDVpp,0.2
"Bioluminescence #wave #bluewave simply awesome It’s best thing I’ve seen during this Covid-19 situation Amazing by #nature @ Hermosa Beach, California https://t.co/Kvfzl8Vte8",0.2
"Hi guys, hi girls!
COVID-19 is not for a long time, hockey is forever!!!
Let me introduce our new Set for off-ice training by Jeff Carlson stormhockeycamp
We wish you good luck!

Always Your https://t.co/S6JewVaBXK sports agency… https://t.co/ASsTYet0Dc",0.8666666666666667
"📚Day 29 of RONA Elementary - Level 2 Reading📚
.
.
.
#homeschool #quarantine #school #kindergarten #extendedspringbreak #coronavirus #covid19 #stayhome #stayhomeworksafe #learn #read #satx #instasatx #igsanantonio… https://t.co/yDxxQ860tN",0.3045691287878788
"When one genetic code meets another...
Encountering the virus
#covid19 @ Genetic Code Screening Room https://t.co/tRbE5XISK7",0.3
"Wake up wake up wake up it’s the 1st of the month! @btnhlive is my fav music group of all time. 2nd, maybe @linkinpark. What’s your favorite?
#covid19 #bone #1stofthemonth #bonethugsnharmony #lp #linkinpark #chester… https://t.co/4oTwvYOy9f",0.0
"That time when the squirrels, bored in the age of COVID-19, start messing with your dog by running up and down on the roof... #LifeWithGinny #AdoptDontShop #DogsOfInstagram #RescueDogsOfInstagram @ Baltimore, Maryland https://t.co/Nydq4PygUs",0.25
Took a walk today in under 30 minutes. This is my #city #SanFrancisco #Quarantine #BoardedUp #SF #Covid #Covid19 #RobbDogg #DoggInc #StayHome #StaySafe #AloneTogether (Hope come June we can be together again) 🙏 @ San… https://t.co/tev7sM4UIU,0.0
"#friendly #reminder ... #washyourhands #covid19 #Pandemic also can't wait to see everyone in #utah this weekend!!! #breakingnews #rulebreaker @ Phoenix, Arizona https://t.co/tktsHHr7G1",0.10833333333333334
"40 backpacks on 40 folks means my #eldar army is all done. #covid19 project number 1 is finished. I have a playable, complete, painted #40k army again. I am a #Wh40k player again. Woohoo! #warhammer40k… https://t.co/krNe7G2fOB",0.0
"Not bad! 😋 Quick and East Spicy Shrimp Gumbo! 🍤🔥 Hearty, delicious and so flavorful. It’s also very nutritious and packed with antioxidants. With this #COVID19 virus running rampant, it’s important we keep up our… https://t.co/kEXq2llhiR",0.0
"Time for a good night sleep 😴 moon 🌙 #saltlife #pensacola #scuba #spearfishing #covidlife #covid19 #quarantine @ Pensacola, Florida https://t.co/7joWBGSuyl",0.07499999999999997
