,tweet,location,Unnamed: 0,Province_State,Confirmed
0,"The percentage of positive COVID-19 tests in Orange County jumped to 12% on Thursday, with an average of 9.7% of those tested in the past week testing positive.#covid19 #covid_19 #wearamask #explorepage… https://t.co/DNUgWuoH6Z",California,5,California,250514
1,Cloth face coverings may help prevent people who have COVID-19 from spreading the virus to others.… https://t.co/zV2iaArgox,California,5,California,250514
2,#Cousins hanging out in #covid19 #familytime #family #vodkamartinis  #dinnerathome #dinneroutside #maskselfie #masks #ahituna  #dinner w #SallyGreig @ Calabasas Highlands https://t.co/QaIcohPaWe,California,5,California,250514
3,"Sorry #SantaBarbaraCounty 🤷🏻‍♀️Covid-19 Holiday Weekend Suck.  #BeachesClosed #santabarbara #Covid19Holiday #4thOfJulyRuined @ Santa Barbara, California https://t.co/J954u2fY83",California,5,California,250514
4,"Facing the “INFO-DEMIC!?”

What makes this pandemic unique from any other, says Katz, is the prevalence of the internet. It's an ""info-demic,"" he explains, with constant attention directed at this one threat, news… https://t.co/znLfFmnGVU",California,5,California,250514
5,"GC Pollo Asado w/ Roasted Corn + Pepper + Tomato Salsa, Charred Scallion &amp; Cilantro + Lime Rice
⁣
*Sidenote: Tomato, cilantro &amp; oregano from the Graffiti Garden.⁣
⁣
**Double Sidenote: Comfort food for these COVID… https://t.co/vC96IJjVs6",California,5,California,250514
6,This is how you #quarantine @ Los Feliz https://t.co/LKWYpzmLUw,California,5,California,250514
7,"C o L l a b o R a T i O n
⛳️
Another highlight revealed during COVID moments as davidcurtisgolf and I were able to share time together on the course to bring you round 2 of 3 for “How to Stay Mobile” during your… https://t.co/jFa25qA5IJ",California,5,California,250514
8,"OMG. StreetZlan in Galt was hella yummy. I didn't expect it to be THAT yummy. Can't wait for this COVID-19 closure thing to pass so we can finally sit down, eat, and savor our food. The people that work there are… https://t.co/Fojj26pFD7",California,5,California,250514
9,"Reposted • @fashionabc_
What Do We Want From Fashion After Covid-19? By fashionabc
. 
The fashion industry has seen enormous upheaval over the last couple of months. As we edge into the post lockdown period, The… https://t.co/NArc6G31Ua",California,5,California,250514
10,"My most recent obsession: origami roses! Stepped away from the game for a minute, and things changed up...

#origami#paperfolding#flowers#roses#kawasakirose#lockdown#hobby#wip @ My Home https://t.co/sP7ZoyWjoj",California,5,California,250514
11,If you are sitting on a couch and think it's going to happen you're really just sitting on a couch. Right now is the time to act! People are creating new ways to do business in this pandemic era.… https://t.co/Ceb7kj95I5,California,5,California,250514
12,"and onboarding new people takes time, but that's just the beginning.

Meanwhile, the staff that left are still collecting unemployment and refusing to come back to work, citing COVID concerns, even though they've been out traveling, partying, and otherwise engaging in (3/9)",California,5,California,250514
13,"has been kinda miserable. I wake up tired, go to work tired, come home exhausted, go to bed and crash. I'm stressing under the load at work, then I'm stressing out more at home. It's a struggle to get out bed on the weekends, let alone leave my room. On a scale from 1 to (7/9)",California,5,California,250514
14,Posted withregram • @CAUSEOxnard The coronavirus is infecting farmworkers at a higher rate than the rest of the community. The recent outbreak in Oxnard where over 80% of farmworkers who live and work together… https://t.co/jcsnosKQk1,California,5,California,250514
15,"Oh the days before social distancing. 

#glowfest #rave #hollywoodpicturesbacklot #yesterland #disneyland #dca #disneycaliforniaadventure #californiaadventure #disney #disneyside #disneyparks #disneylandresort #dlr… https://t.co/JwF8DsKjdS",California,5,California,250514
16,Dr. Fauci Gives Advice On Where to Vacation on 4th During COVID-19 https://t.co/51Yx9dNL5d (vía TMZ),California,5,California,250514
17,"Shelter in place day 106... I made chicken broccoli for 2 people enough for 3 days! #shelterinplace #quarantine #day106 #homecook #chickenbrocolli @ San Francisco, California https://t.co/CUG2RgFZGE",California,5,California,250514
18,"7 ways of learning, arguably my most popular illustration, you can now buy prints and clothing with it on 😉 I will add more prints eventually 😁✨it’s world wide shipping 😁may be some delays due to corona, but it’s… https://t.co/JdyvWogJS4",California,5,California,250514
19,"Somewhere inside all of us is the power to change the world. - #RoaldDahl
🗳✊🏼🇺🇸 
Please make sure your voice is heard 📣
Get out and #Vote #2020 and help #SaveAmerica #xoxoTye 
.
.
.
.
.
#4thofjuly #quarantine #drag… https://t.co/3PRxbSBK0R",California,5,California,250514
