,tweet,location,Confirmed
0,beaten path local spot napasporteats face savoring food patio dining social distancing mask face with medical mask required super clean spacious guide dogdog‍safety vestpoodle dogfriendlyrestaurant napavalley steakhouse sportbar galyenmichael…,California,324543
1,sunday night 7pm outdoor dinner party celebrating two diva birthday roxydelvalle psycadella let hottest social distancing dinner ever reservation online mia farrow cadeyyyboyyy…,California,324543
2,sunday night 7pm outdoor dinner party celebrating two diva birthday roxydelvalle psycadella let hottest social distancing dinner ever reservation online mia farrow…,California,324543
3,distancing wasn ' social cameraskull and crossbones️ barrio logan,California,324543
4,today amazing activated fabulous corona del mar village duplex afternoon multiple offer desk wonderful agent amazing work with …,California,324543
5,sure wear mask practicing social distancing face with medical mask wearamask stayactive stayhome keepthefaith atherton baptist church,California,324543
6,"lovin hair covid prepared follow guideline appointment book appointment four hundred and eight three hundred and ten seven thousand, three hundred and twenty-two online lovin hair",California,324543
7,come join u social distancing protocol strictly inforced link hold space outdoor seating eating space mask required …,California,324543
8,wearamask protect you covid19 real friend passed away coronavirus friend recovered tell symptom low grade fever difficultly…,California,324543
9,season eleven americanhorrorstory ryanmurphy mrrpmurphy coronavirus america,California,324543
10,day im call covid doesnt sleep guess anxious face with sweatwinking faceradioactive️ kaiser sunset hollywood,California,324543
11,beautiful morning wa especially friend nancygm75 would nicer ran everyone damn covid nineteen but best it dressed sparkly eighty attire amp nancy…,California,324543
12,scheduled fourth covid nineteen test dodger stadium wednesday afternoon 3pm three 30pm,California,324543
13,finally finished picture soon released lockdown study nook wall look close pick tire pick glow dark eye gooey details…,California,324543
14,grantfuhr31 join morning discussing sport pandemic hockey halloffame nhl sport covid19 health woodland hill,California,324543
15,summer covid uniform navystuff wearadamnmask sundaysituation west hollywood california,California,324543
16,“ afternoon fort point ipa chocolate coconut cookie atlascafe sf beaming face with smiling eyesbeer mugcookieheart suit️ time `` eating out '' shhh count four month ” repost car55tar5 purple heartblue heartgreen heart socialdistancing wearamask wearafuckingmask…,California,324543
17,sung tune suspicious mind we 're trapped home alone seeing people phone covid nineteen quarantine we 're slowing spread lowering number dead responder hero em…,California,324543
18,corona ca sun jul 12th forecast today sunny hi one hundred and seven tonight clear lo sixty-seven,California,324543
19,sunday like ride we 'll clean moleculefamily theathletesdetergent helmetcare properpreperation handsanitizer keepitclean oceanside california,California,324543
20,experience ala covid super delicious seafood blackened shrimp shrimp fried calamari spicy pepper local dining covid supportlocal encinitas encinitas california,California,324543
21,bliss beautiful outdoor service nine come join u social distancing island watch live steam home 1030a fb page neighborhoodchurchchico grateful hiddentreasure sundaymorning…,California,324543
22,shelter place day one hundred and seventeen crisis america americanflag blm coronavirus covid19 covid nineteen usa usa🇺🇸 upsidedown icantbreathe justiceforgeorgefloyd justice shelterinplace reopening justiceforahmaud…,California,324543
23,like hiking seventeen mile distance social distancing mt tamalpais state park east peak,California,324543
24,covid19 wearamaskface with medical mask rancho mirage california,California,324543
25,lot dreaming going day sparkles midst crazy covid haze working harder ever making amp dreaming ever im trying stay intentional amp …,California,324543
26,two thousand and twenty coronavirus house arrest day one hundred and eighteen lazy beautiful hot day reading balcony leaving news behind bar officially open free fully roam uninhibited today ' trifecta of…,California,324543
27,senate critical well,California,324543
28,social distancing hope safe weekend wear mask responsible surf surfing surfphotography surfermagazine surfer surfinglife surfridersandiego surfphotos surfrider…,California,324543
29,today wolfpack fight homophobia raise public awareness covid nineteen amp honor memory close week alpha wolf ear winner join twitch today 12pm 10pm pacific daylight time …,California,324543
30,needed backyard social distancing birthday social lasguapas woman dancinglight skin tone happy birthday michelle party popperwrapped giftballoonribbon amigas porsiempre latinas beverlyhills ucla bruin swipeleft alumnus poolside katsuya sushi…,California,324543
31,reminder break dead period team position meeting hold come back time relax enjoy yourselves remember pandemic where…,California,324543
32,bombshell covid nineteen infection rate four hundred and forty higher child received flu shot health `` authority '' madly push shot coming flu season,California,324543
33,agent selection crossed fingersmedium-light skin tone ready post covid success face with medical mask actor screenwriter casting la,California,324543
34,riding cyclocross take attention terrain climb like goat descent ooof corona california,California,324543
35,happy place wave splash sand blast covid blow away be safe free remember aint goin anytime soon got ta live too crowd good idea amp neither…,California,324543
36,buzzardball dj congratulation miguel monica ramirez truly special day reason 1️⃣ wedding coronavirus 2️⃣ monica older sister simone younger brother michael all…,California,324543
37,jasonshen dont need n95 covid afaik youre right dont wear running working out feel like,California,324543
38,amazing grandparent sunday lunch long spell lockdown got aldos mop bicking barber polescissors️face with tears of joy go “ aye look bloody younger comeback ” boxing glovegrinning face with smiling eyesface with tears of joy family…,California,324543
39,sundayfunday throwback missing tikibar night dtla maybe tiki bar quarantine begin search online decor winking face with tonguetropical drink shothamova iloveagoodrum happysunday wecouldalluseadrink goodtimes…,California,324543
40,beautiful dtla dance home need lot support right now small business ravaged ongoing wake covid can join weekend both day fb instagram live for…,California,324543
41,covid nineteen protesting police brutality murder shady military racism trump president madness yet remain close fun happy family folded handsmedium-light skin tonehundred points nothingcanbringusdown family familia…,California,324543
42,secret secret sale putting six unit building tomorrow previously listed pre covid one eight got buyer great deal one six year year incredibly…,California,324543
43,thankful beautiful soul coming talk wonderful and or poignant event happening pandemic coffee hour link email hot beverage️ united methodist church…,California,324543
