,tweet,sentiment,tweet.1,location
0,“ walking beat corona as like ” dope girl modelmonalisa dm promo inbox tray grab merch package link bio modelife…,0.0,"“Walking to beat Corona ass like”
Dope Girl @modelmonalisa 
DM for promo 📥
Grab some Merch 📦
Link in Bio .
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
#modelife… https://t.co/EfgZaRfYVr",Florida
1,midnight oatmeal raisin cooky craving want some cooky oatmeal oatmealraisin baking midnight quarantine covid nineteen bakerie food foodporn dessert astoria new york,-0.125,"Midnight oatmeal raisin cookies.  I had a craving. Who wants some?
#Cookies #Oatmeal #OatmealRaisin #Baking #Midnight #Quarantine #COVID-19 #Bakerie #Food #FoodPorn #Desserts @ Astoria, New York https://t.co/HK0zEw7WY6",New York
2,covid19 highlight healthcare worker poor community knew work essential need president federal budget reflects same…,-0.455,#covid19 only highlights what healthcare workers in poor communities already knew. This work has always been essential. We need a president and a federal budget that reflects the same… https://t.co/t6OcOgQPeV,California
3,stoop harlem memorialdayweekend memorialday newyorkcity coronavirus corona covid19 covid nineteen covid pianist vocalist vocal composer musically lol harlem,0.0,#stoop #harlem #memorialdayweekend #memorialday #newyorkcity #coronavirus #corona #covid19 #covid_19 #covid #pianist #vocalist #vocals #composer #musically #lol @ Harlem https://t.co/iYwe9gqfCQ,New York
4,mondayniterawcomedy mondayniteraw headlinersonly comedy streaming live youtube 6p pst 9p pst boknow quarantine lockdown coronavirus misadventuresofdiazmackie diazmackie eastpointe michigan,0.8,"#MondayNiteRawComedy #MondayNiteRaw #HeadlinersOnly #Comedy Streaming LIVE on #YouTube @ 6p pst/9p pst #BoKnow #Quarantine #Lockdown #CoronaVirus #MisAdventuresOfDiazMackie DiazMackie @ Eastpointe, Michigan https://t.co/hQ5hbJWWyp",Michigan
5,check point florida state line friday twenty-two two thousand and twenty video youtube florida floridacheckpoint stateline covid19 virus westphd orlando florida,0.13636363636363635,"Check point at the Florida state line Friday May 22, 2020 full video on YouTube #florida #floridacheckpoint #stateline #covid19 #virus #westphd @ Orlando, Florida https://t.co/6p9Q6XbPNd",Florida
6,covid nineteen happiness story five joy helping people real estate need today fortune help different family writing offer home absolutely love …,0.4,"COVID -19 Happiness Story 5

There is no joy more than helping people with their real estate needs. Today I had the fortune to help two different families, by writing offers for the homes they absolutely love!!… https://t.co/5vjb4v99dt",Washington
7,layout finished weekend corona california,0.26875,"One more layout finished over the weekend. @ Corona, California https://t.co/7kIco1gvZk",California
8,know covid nineteen took toll lot family amp friend let continue rule regulation place provide safe healthy atmosphere love peace blessing stay safe…,0.5,"We know COVID-19 has took a toll on a lot of family &amp; friends please let’s continue to keep rules and regulations in place to provide a safe and healthy atmosphere,  we give Love peace blessings to you all stay safe… https://t.co/Ftcb6Z1qy0",North Carolina
9,dayana maruri posada number nineteen digital portrait healthcare essential worker frontline hero dayana maruri posada er rn working frontline covid nineteen quarantine amp isolation unit los…,0.19212121212121214,"Dayana Maruri-Posada - Number 19 of my digital portraits of our US healthcare, essential workers, and frontline heroes.

Dayana Maruri-Posada is an ER, RN Working Frontline: COVID 19 QUARANTINE &amp; ISOLATION UNIT - Los… https://t.co/cfMEcdPrE6",California
10,murph two thousand and twenty • oddly enough year year murph box prior id small park near childhood home year covid social distancing shelter in place…,0.09,"Murph 2020.
•
Oddly enough, last year was my first and only year doing Murph in a box. Prior I’d always done it in a small park near my childhood home. This year with covid and social distancing and shelter-in-place… https://t.co/OmOVl7F2re",Illinois
11,life pashaphotos photooftheday life nature love covid19 work plant hobby creative simple instadaily instagram together family pashaphotographyinc newyork newjersey music city rooftop…,0.14,Life!   @PashaPhotos #photooftheday #life #nature #love #covid19 #work #plants #hobby #creative #simple #instadaily #instagram #together #family #pashaphotographyinc #newyork #newjersey #music #city #rooftop… https://t.co/qfsna2DjbB,New York
12,couldnt happier feel proud maxerba lilahbeldner attending college fall weathering covid quarantine beautifully today trial run max graduation with…,0.016666666666666666,Couldn’t be happier and feel more proud of maxerba and lilahbeldner Both will be attending college in the fall and both are weathering the Covid quarantine beautifully. Today was a trial run of Max’s graduation with… https://t.co/KkgZB5RgB6,California
13,hope wonderful memorial day memorialdayweekend memorialday coronavairus covid19 usa north hollywood california,0.13333333333333333,"I hope you had a wonderful Memorial Day.
.
.
.
.
.
.
.
.
#memorialdayweekend #memorialday #coronavairus #covid19 #usa @ North Hollywood, California https://t.co/itUvbXZYk9",California
14,construction southernstateparkway direction elmont road exit fifteen north corona avenue,0.21212121212121213,Construction on #SouthernStateParkway Both directions from Elmont Road to Exit 15 - North Corona Avenue https://t.co/IOKdGsdk6L,New York
15,construction southernstateparkway direction elmont road exit fifteen north corona avenue,0.18888888888888888,Construction on #SouthernStateParkway Both directions from Elmont Road to Exit 15 - North Corona Avenue https://t.co/f2uOuazdiy,New York
16,birthday cakemoon cakecustardfrom pastriologi like follow great atlanta great thing atlanta like follow greatthingsatlanta atlanta ahmedabad food atlantaclubs atlantafood atlantafoodies covid blackrights…,0.0,🎂🥮🍮from pastriologi Like and follow @great_atlanta FOR ALL GREAT THINGS ATLANTA!!! #Like and #follow #greatthingsatlanta #atlanta #ahmedabad food #atlantaclubs #atlantafood #atlantafoodies #covid #blackrights… https://t.co/qSe1NjsDuC,Georgia
17,sleepless corona night got thinking workhard playharder vegan vegan happy fit fitness dumbo dénoument waterfront coronavirussafe goaldigger push debate determined stayhome…,1.0,"Sleepless Corona Nights got me thinking....

#workhard #playharder #vegan #vegans #happy #fit #fitness #dumbo #dénoument
#waterfront #coronavirussafe #goaldigger #Push #debate #Determined #stayhome… https://t.co/KFEcaZPeSO",New York
18,automobiledashing awaynicesmiling face with heart-eyes whipsbywade like follow great atlanta great thing atlanta like follow greatthingsatlanta atlanta covid nineteen food atlantaclubs atlantafood atlantafoodies covid blackrights…,0.0,🚗💨NICE😍 whipsbywade Like and follow @great_atlanta FOR ALL GREAT THINGS ATLANTA!!! #Like and #follow #greatthingsatlanta #atlanta #covid_19 #food #atlantaclubs #atlantafood #atlantafoodies #covid #blackrights… https://t.co/Pr5jdfP1J5,Georgia
19,six year together finally husband know lot people weren ' able attend covid good turnout livestream attend was…,0.6000000000000001,"After 6 years of being together, I finally get to call him my husband. I know a lot of people weren't able to attend due to COVID, but it was a good turnout on livestream and for those who did attend, it was… https://t.co/QxSJVl1hVm",Minnesota
20,year ago social distancing wasnt issue memorial day lantern lighting ceremony covid19 socialdistancing memorialday lanternlighting ala moana beach park,0.8,Several years ago when social distancing wasn’t an issue at the Memorial Day lantern lighting ceremony.  #covid19 #socialdistancing #memorialday #lanternlighting @ Ala Moana Beach Park https://t.co/s0Xs3Me6My,Hawaii
21,wedding cake wedding gaywedding gay samelove weddingcake lgbtq coronavirus coronaviruswedding brooklyn center minnesota,0.26875,"My wedding cake! #wedding #gaywedding #gay #samelove #weddingcake #lgbtq #coronavirus #coronaviruswedding @ Brooklyn Center, Minnesota https://t.co/MlpiAiBMmQ",Minnesota
22,world health organization say temporarily halting clinical trial use hydroxychloroquine treat covid nineteen patient published atx austin all512,0.15833333333333333,https://t.co/q1bIRBjDj8 The World Health Organization says it is temporarily halting its clinical trials that use hydroxychloroquine to treat COVID-19 patients over published https://t.co/0G4AyUNxZD #atx #austin #all512,Texas
23,wedding reception decor wedding gaywedding weddingreception gay lgbtq coronavirus coronaviruswedding mrandmr brooklyn center minnesota,0.0,"Our wedding reception decor. #wedding #gaywedding #weddingreception #gay #lgbtq #coronavirus #coronaviruswedding #mrandmr @ Brooklyn Center, Minnesota https://t.co/uMBszrnpsM",Minnesota
24,thinking fallen hero paying respect sacrificed u memorial day remember hero gratitude covid19 vardy orthodontics,0.25,Thinking about all the fallen heroes and paying respect to who they were and what they sacrificed for all of us! #Memorial Day #remember #heroes #gratitude #covid19 @ Vardy Orthodontics https://t.co/I5x1mcbLo7,New York
25,federal government africa got doctor china come cure corona world musically smiling face with halo corona nation,0.1005050505050505,Federal government of Africa just got some doctors from China to come and cure the corona in the world musically 😇 @ Corona Nation https://t.co/HaUaB6C3Wl,Washington
26,two thousand and twenty day one hundred and forty-six beach rule beachrules memorialday socialdistancing covid19 venice venicesign venicebeach losangeles losangelesgrammers dank dankmedia dankvenice 366photo abc7eyewitness…,0.596875,"2020 day 146 - beach rules
.
.
.
.
.
#beachrules #memorialday #socialdistancing #covid19 #venice #venicesign #venicebeach #losangeles #losangelesgrammers #dank #dankmedia #dankvenice #366photo #abc7eyewitness… https://t.co/O1mfKfi2Yz",California
27,australia masterchef coronavirus social distancing reality tv look weird 'masterchef australia ' making work,0.06818181818181818,"#Australia #Masterchef #Coronavirus Social distancing on a reality TV show looks weird, but 'MasterChef Australia' is making it work https://t.co/OrWOlaP2dv https://t.co/U82fnZgqab",Florida
28,rammstein gun rose european tour covid nineteen pandemic consequence sound,0.0,Rammstein and Guns N’ Roses Both Call Off European Tours Due to COVID-19 Pandemic - Consequence of Sound https://t.co/9SKNZ5fM2e https://t.co/lJgu3rALfX,California
29,day72 mychronicles like quaranteen taking ocean air sunset beach exercise helping planting covid19 herb garden it starting look feel like phase and…,0.0,#Day72 #MyChronicles nothing like a #quaranteen taking in the ocean air with some sunset beach exercise and helping with the planting of our #covid19 herb garden. It’s starting to look and feel like more phases and… https://t.co/dD1WdXePMO,California
30,chicago illinois covid19 covid nineteen covid coronavirus corona liberal quarantine liberallogic liberalismisamentaldisorder liberalsnowflakes trump trump2020 chicago city hall mayor ' offic,-0.041666666666666664,#Chicago #Illinois #covid19 #covid_19 #covid #coronavirus #corona #liberal #quarantine #liberallogic #liberalismisamentaldisorder #liberalsnowflakes #trump #trump2020 @ Chicago City Hall: Mayor's Offic https://t.co/oeAYC9oNhi,Illinois
31,three hundred and sixty-five day strength sound on hot todd lincoln covid nineteen caper volume twenty-four card tearing “ untested ” fifty-four card deck here memorial day tribute ha literally given so…,0.125,"365+ Days of Strength: (Sound On)

Hot Todd Lincoln’s COVID-19 Capers: Volume 24

Card Tearing: An “Untested” 54 Card Deck

Here’s a Memorial Day tribute to everyone that has, quite literally, given everything so… https://t.co/uyUREYdSGX",Maryland
32,quarantine lifted time water beautiful shot gh5s boattime murica covid19 boatlife saltlife austintx boat gshock gh5s panasonic slowmo bikini theviolenceconductor austin…,0.09166666666666667,"Quarantine lifted.... time to get on the water. Beautiful shots on the GH5S.

#Boattime #murica #covid19 #boatlife #saltlife #austintx #boats #gshock #gh5s #panasonic #slowmo #bikini #theviolenceconductor @ Austin,… https://t.co/YcjU2n77xK",Texas
33,spaceship earth supposed close today massive refurbishment covid craziness cant wait day epcot transformation completed camera with flash,-0.06,"Spaceship Earth was supposed to close today for a massive refurbishment before all this covid craziness. Can’t wait to one day get back to Epcot whenever the transformation is completed.

📸 https://t.co/ZdgsuXuGnj via https://t.co/ImDCe5IPJ9 https://t.co/FLUWkaKbOI",Florida
34,creative balcony initiative image reminding covid nineteen quarantine creativebalconyinitiatives supergorgeousness thebalcony girlsinthewindows ormondgigli balconyconcerts balconysingalong…,0.0,"Creative Balcony Initiatives
Images reminding me of the COVID-19 quarantine 
*
*
*
*
*
*
*
#CreativeBalconyInitiatives
#supergorgeousness #TheBalcony #GirlsInTheWindows #OrmondGigli #BalconyConcerts #BalconySingaLong… https://t.co/kBjpKv8Xak",New York
35,creative balcony initiative image reminding covid nineteen quarantine creativebalconyinitiatives supergorgeousness thebalcony girlsinthewindows ormondgigli balconyconcerts balconysingalong…,-0.0038095238095238134,"Creative Balcony Initiatives
Images reminding me of the COVID-19 quarantine *
*
*
*
*
*
*
#CreativeBalconyInitiatives
#supergorgeousness #TheBalcony #GirlsInTheWindows #OrmondGigli #BalconyConcerts #BalconySingaLong… https://t.co/RtHOEyiD4U",New York
36,tye essential worker working tye metro north railroad conductor working memorial day two thousand and twenty covid19 frontlines thank valuable service continue risk health help get…,0.4,Tye -  Essential Worker Working.  Tye is a Metro North Railroad Conductor working on Memorial Day 2020 on Covid19 frontlines.   Thank you for valuable service as you continue to risk your health to help us get… https://t.co/3Ymo8HCOm6,New York
37,almond joy snack size keep sane covid nineteen pandemic pandemonium social distancing worldwide quarantine mess face savoring food gahanna ohio,0.35,"Almond Joy Snack Size Keeps Me Sane During This COVID-19 Pandemic Pandemonium Social Distancing Worldwide Quarantine Mess! 😋 @ Gahanna, Ohio https://t.co/iL4bbws04s",Ohio
38,recap memorialday • • basketball family cardio chef grilled gut laughed lot ' complaining covid summer away took spring ' playing here …,0.5,"Recap of my #MemorialDay 
•
•
Basketball, family, cardio, chef grilled and I gut laughed a lot. I'm not complaining. COVID will not take my summer away, it already took the spring..... I'm not playing out here.… https://t.co/Rm2Gajkhte",Georgia
39,hot damn work lvl fifteen moving up covid19 donthaveityet donttrusttheweatherman harbor ' edge,0.0,Hot damn! Back to work! Lvl 15 moving on up! #covid19 #donthaveityet #donttrusttheweatherman @ Harbor's Edge https://t.co/A9GC9MUoa1,Virginia
40,nuther new corona week bitch linden yard fleet operation brooklyn ny,0.2048611111111112,"Nuther new Corona week bitches! (@ Linden Yard Fleet Operations in Brooklyn, NY) https://t.co/uTQqVw0zH9",New York
