,tweet,location,Confirmed
0,xmas april covid19 edition santoboulder burrito xmas smotheredburrito greenchile redchile 505inthe303 nm nmtrue og curbsidepickup takeout delivery chownow santo boulder,Colorado,14316
1,lot day threat coronavirus restaurant hurting devastating family daughter sophie turn three end of…,Colorado,14316
2,special,Colorado,14316
3,dont let covid stop purchasing dream home houseshouse with gardenhousewe buy sell home safely contact information sellingduringcovid buyingduringcovid yourdreamhomeawaits nevergiveup…,Colorado,14316
4,𝗚𝗶𝘃𝗲𝗮𝘄𝗮𝘆 two hundred total four fifty winner stay home extending pandemicgroceryproject week four donated grocery money ⠀⠀⠀⠀⠀⠀⠀⠀⠀ nearly twenty-six million people filed unemployment covid and…,Colorado,14316
5,quora sample homework topic amp ask expert school collegestudents university student highschoolstudents covid19 coronavirus homeschool homeschooling mountain view california,California,46164
6,known coronavirus affect training thesfmarathon today event postpone november fifteen wmmajors nov one march 13th coronavirus outbreak and…,California,46164
7,sexiest covid nineteen news 've heard far hey know she ' cumming from face with tears of joy los angeles california,California,46164
8,`` hey guy it ' chad brewery isn ' coronavirus thing crazy ikr remember super limited one hundred and seventy-four bottle release christmas ho ho holy shit that ' lot ho ho had…,California,46164
9,reversible kinga face mask limited edition picture show two look mask mimizuricollections mimizuridesigns kitenge facemasks covid19 los angeles california,California,46164
10,today introvert are awesome haha notreally yoga amp meditation yeah this starting day42 quarantine saferathome rona covid 19face with medical mask coronavirus…,California,46164
11,mors thriumphans leonard bramer 17th century artistspotlightflashlight pandemic2020 relative deathstroke dayofthedead covid19 skeleton dogpatch collective,California,46164
12,check latest episode si counseling podcast aka sic podcast address faq covid19 college admission listen question answer need since…,California,46164
13,ready shopping thought need cover face buy food coronavirus moreno valley california,California,46164
14,day jus wan na wish beautiful wife happy covid19 birthday loveu hella deep east oakland,California,46164
15,gregvaughn23 provided two hundred meal metrofire today thank continued service sacramento covid19 pandemic huge thank order gregvaughn23 team including…,California,46164
16,gregvaughn23 provided two hundred meal metrofire today thank continued service sacramento covid19 pandemic huge thank order gregvaughn23 team including…,California,46164
17,were together foot apart course sfgate bernalheights sanfrancisco quarantine covid19 coronavirus urbanphotography photography nikon nikond3100 nikonphotography…,California,46164
18,quarantine cooking home homemade aguachiles • aguachile aguachiles homemade quarantinecooking forkandvalise foodandtravel covid19 quarantinelife shrimp camarones avocado cucumber stayhealthy…,California,46164
19,slofoodbank • help sure slo county resident impacted covid nineteen health crisis nutritious food need thrive donate slo food bank stock kitchen our…,California,46164
20,quarantine cooking home homemade aguachiles • aguachile aguachiles homemade quarantinecooking forkandvalise foodandtravel covid19 quarantinelife shrimp camarones avocado cucumber stayhealthy…,California,46164
