,tweet,location,Unnamed: 0,Province_State,Confirmed
0,"But kinda back on topic, I might have good friends sand even close friends in the area, but none feel like peers and none are in the same place in life and I communicate only intermittently. Of course ongoing pandemic has complicated actually seeing folks too.",Illinois,17,Illinois,149574
1,COVID-related U.S. IT job losses tick up as spike in cases creates uncertainty https://t.co/gt7DpE40zh,Illinois,17,Illinois,149574
2,"Working from my home studio this morning. I’m always grated for every opportunity I have to fill-in news work. This week, I’m in for my buddy Tim on @Star1055. @ Libertyville, Illinois https://t.co/QlTEWaUogH",Illinois,17,Illinois,149574
3,"Dental Visits Listed Among Health Appointments People Should Consider Keeping Despite The Pandemic.

Link: https://t.co/yjJRZmAixJ

#Dental #Health #Hygiene #Dentist #Dentistry https://t.co/U8ualQMFun",Illinois,17,Illinois,149574
4,"Back to the basics...

#opportunity #cbd #cgb #opportunity #workfromanywhere #workfromhome #CBDPRODUCTS #cbdoil #cbdmovement #cbdhealth #cbdwellness #TeamOpiela @ Team Opiela https://t.co/ulp0QfuzCf",Illinois,17,Illinois,149574
5,"When you are social distancing shopping at shopnorthwoods check out our new display.
.
.
We actually have a long standing partnership with the mall. Not only do we volunteer to keep the grounds looking clean and… https://t.co/EI4w9AnQOs",Illinois,17,Illinois,149574
6,We welcomed back with full safety and social distancing our #USOLE Burgers &amp; Beer Fun Run Series for July! With safety guidelines in place we got together for a great 4 mile run and then enjoyed (on the patio)… https://t.co/zW5lcvSq7j,Illinois,17,Illinois,149574
7,Join us for our small group basketball trainings 🏀 on July 13th 2020. We have two CO-ED sessions for ages 9-17. Social distancing will be enforced and additional safety measures will be in place. Click the link in… https://t.co/2hV9okhXpB,Illinois,17,Illinois,149574
8,Quarantine Puzzle #5 done. These are becoming “work from home puzzles” at this point. This one was a team effort and enlisted friends to help! Thanks to our neighbor johnshermanandrews… https://t.co/ZhigGPddVT,Illinois,17,Illinois,149574
9,"Another lockdown Hairstyle... @ Naperville, Illinois https://t.co/cngA5lP2SB",Illinois,17,Illinois,149574
10,"I’m so happy for my friend and client sonilasejdaras

Since having 2 kids we have been working on her overall health and body composition. 

She has worked with me in the gym but since the pandemic she has been an… https://t.co/Wf6ZHvJvm1",Illinois,17,Illinois,149574
11,"Done ✅ #puzzle #puzzles #quarantine #quarantinelife @ Springfield, Illinois https://t.co/xU4LEjk1pR",Illinois,17,Illinois,149574
12,"This season of waiting is almost over! 

#covid #coronavirus #quarantine #soccer #weareceltic #palatine #palatinecelticsc @ Palatine, Illinois https://t.co/bpf1zBkKOi",Illinois,17,Illinois,149574
13,"It’s going to be a beautiful evening in Champaign, IL with great friends! #officialbcb #briancollins #champaignillinois #taylorguitars #leeoskarharmonicas #socialdistancing #bcbackyardsessions @ Champaign, Illinois https://t.co/JIhmOuqUrw",Illinois,17,Illinois,149574
14,Thank You Leva Family Foundation for donating these much needed Covid-19 Family Care Kits we will put 1 and each Cool Down Care Box for family we are so thankful for @Mostonor @stridesforpeace for making this… https://t.co/KSeOV9xZ8F,Illinois,17,Illinois,149574
15,"This year Kids Garden Days is focusing on the monarch butterfly in partnership with the @naturemuseum 

This program will be a mix of on-site and virtual learning while practicing social distancing. 

Ages 6+… https://t.co/yh5eEpGebq",Illinois,17,Illinois,149574
16,"It's our first show since the pandemic and we'll be bringing the laughs to The Station Saloon on Saturday July 11th at 9pm with Curtiss Strauss, Khamandi Johnson, and Clay Foley. @ The Station Saloon https://t.co/ZSC1RmpWlY",Illinois,17,Illinois,149574
17,-these clowns are really hell bent on just letting folks die or have serious lifelong medical issues and debt because they want to wish covid away. that’s so damn sad man.,Illinois,17,Illinois,149574
18,Pomme Anna broh. I love cooking during Covid. @ Zayvee’s Cat Farm &amp; Garden https://t.co/IStYbS7yjY,Illinois,17,Illinois,149574
19,"No, for real, this is serious. 
.
.
.
#spiderman #pandemic #mask #masks #wearyourmask #wearyourdamnmask @ CHALLENGERS Comics + Conversation https://t.co/6C1F2KtWEb",Illinois,17,Illinois,149574
20,"If you can’t smell it or taste it. You’ve got COVID. #chicago #malort #covidtesting @ Chicago, Illinois https://t.co/hrZ1CKF5Gb",Illinois,17,Illinois,149574
