tweet,location
"Now Serving OC,LA, SB &amp; Riverside Counties. I Witness Mobile Notary
#notarypublic #notaryservices #mobilenotary #mobilenotary @ Corona, California https://t.co/RR8OSObMif",California
"Wine is Fucking Essential!! Posted withregram • @heartmercantile Wine is essential.⁠
⁠
PC: @hipchicksdowine ⁠
__________⁠
TEMPORARILY CLOSED DUE TO COVID-19.⁠
⁠
Shop online at https://t.co/j91AJxm09A. DM for other… https://t.co/2dAtcBy6YW",Oregon
"Soup &amp; #salad hold oil &amp; all seasoning aka just green beans. Corn chowder w a lot of stuff 

#covidcooking #coronavirus #vegetable #green #flattenthecurve #cheflife #socialdistancing #instachef #alonetogether… https://t.co/3F0zL7YPe5",Virginia
Baltimore oriole (Icterus galbula) visitor to my #backyard yesterday! My very first #baltimoreorioles ever! I have seen so many new birds during #stayathome for #covid19 .... #birds_of_instagram #bird_watchers_daily… https://t.co/kKFQBJgc3E,Indiana
Feels great to pull out the magic wand and be back at work again today 🤗 #backtowork #pandemic #covid19 #hairstylist #allentx @ M Salon https://t.co/gbJPKYZSyJ,Texas
Feels great to pull out the magic wand and be back at work again today 🤗 #backtowork #pandemic #covid19 #hairstylist #allentx @ M Salon https://t.co/jUn05xrUKL,Texas
"#DateNight dinner take out being COVID-19 safe! (@ Grand China Restaurant in Lancaster, PA) https://t.co/BNGwV8ipJg",Pennsylvania
"My trip to 368 was the best today!  I have not had a hug from this princess since COVID-19  started.  So after Mask, gloves and a little spray down with Lysol I GOT TO SEE HARPER AND GET MY HUG💗💗💗 #covid19… https://t.co/aKwWJdHl7s",Georgia
"I caught the coronavirus again. Well at least the Dos XX is the cure. Lol @ San Antonio, Texas https://t.co/THDQn1jqWg",Texas
We have a covid circus with real clowns in the house! #covidcircus #covidkinetings @ Villarimo Estate https://t.co/ArrstZ6qy0,Hawaii
"Love this tenacious reality #leader. #coronavirus #cuomokumodo @ Portage Bay, Seattle Wa https://t.co/E6fpAa8O1S",Washington
I attended a WA drive-in ‘spirit’ual service. #itsallowed #phaseone #phase1 #covid #whatididduringcovid @ Hawthorn Farm https://t.co/OD4mcTWJPG,Washington
"From the walk.

#COVID-19 #CORONAVIRUSBLUES @ Valley of the Temples Memorial Park https://t.co/tZMNCxMqRI",Hawaii
