,tweet,location,Unnamed: 0,Province_State,Confirmed
0,"My Nightly Milk and Cookies!! #dontjudgeme #milkandcookies #mommaneedsabreak #momsofinstagram #momofboys #covid19 #quarentinelife #wine #cookies #nightlife #dontbejelly #nighttimeritual @ Smith Mountain Lake, Virginia https://t.co/MPsyMilsi5",Virginia,53,Virginia,48532
1,"This was the last place I was able to Dine In at before COVID19 and now it feels great to be back in a dining room (@ Oceanview Diner in Norfolk, VA) https://t.co/QPzlUluA1u",Virginia,53,Virginia,48532
2,"These #supercool #facemasks #masks were made by couponjoymart friend #wahinesurfclub #covid19 #coronavirus #staycovered #stayhealthy @ Virginia Beach, Virginia https://t.co/Gsf6TT0LLz",Virginia,53,Virginia,48532
3,"#STOPINCVA expresses it sincerest thanks to Kimberly Beasley of @kindredhealth for their generous in-kind donation to support #757 Veterans affected by the COVID-19 Pandemic. #STOPINCVA President &amp; CEO, Regina P. Lawrence, VP Charnitta Waters and #HVRP &amp; #SSVF staff pictured. https://t.co/BsKmx9dq5m",Virginia,53,Virginia,48532
4,#2020 #newdecade #newsociety #newthought #blacklivesmatter #covid19 #revolution #awoken @ Black Market https://t.co/Yw80n0Cmiv,Massachusetts,25,Massachusetts,102557
5,"Pandemic paddling! Gorgeous day on the Abernona River.#paddling #river #aberjonariver #in2shades @ Winchester, Massachusetts https://t.co/iaqXHKdl67",Massachusetts,25,Massachusetts,102557
6,"#incendiosaustralia #coronavirus #killerswasp #protest #racism #maricaya en New York, New York https://t.co/G8w2AdqBT5",New York,36,New York,376208
7,"COVID, protest and fake  Manhattanhedge commute. #nyc #manhattan #brooklyn #bikcommute #sunset #fakemanhattanhenge #protest #bridge @ New York City, N.Y. https://t.co/oLOonY958m",New York,36,New York,376208
8,Two Undiagnosed Peas in a Pandemic Pod  https://t.co/5s2xcfqF4p,New York,36,New York,376208
9,Corona NY Fri Jun 5th AM Forecast: TODAY Mostly Cloudy Hi 45 TONIGHT Partly Cloudy Lo 31,New York,36,New York,376208
10,Week 11.... Seriously we've been closed 11 weeks now.  This brilliant plan is not eliminating the virus It's eliminating small business.... #covid19 #crisis #smallbusiness @ Rias Hallmark Jewelry and Boutique https://t.co/VSf52dioZj,New York,36,New York,376208
