,tweet,location,Confirmed
0,black oak trail landscape twenty amp lovely social distancing walk landscapelovers landscapelover californianativelandscape californianativeplants blackoaktrail blackoaktrailloop kennedygrove…,California,210584
1,black oak trail landscape twenty-one lovely social distancing walk landscapelovers landscapelover californianativelandscape californianativeplants blackoaktrail blackoaktrailloop kennedygrove…,California,210584
2,black oak trail landscape twenty-one amp lovely social distancing walk landscapelovers landscapelover californianativelandscape californianativeplants blackoaktrail blackoaktrailloop kennedygrove…,California,210584
3,social distancing tower car wash,California,210584
4,stressed out feeling exhausted infighting social physical virus covid19 mental virus racism infected aspect being conductor eighty-eight happy train is…,California,210584
5,golden sombrero direct hit finally got three bullseyes direct hit goldensombrero dart dontmindmycrazyhair quarantinelife corona california,California,210584
6,two thousand and twenty incredibly stressful transformative year far anxiety amp pandemic taking cbd ease stress transform health venawellness bite thc free daily…,California,210584
7,avas 3rd hit day barrel pitch deep centerfield fence covid nineteen field good cardio running mask face with medical mask pitcher two hundred and twenty-five pitcherswhorake sixty powerhitter 1stbasemen…,California,210584
8,“ no mask service ” wearamask thenewnormal realized people need brain surgery covid nineteen “ believing ” it actually happening world two best friend has…,California,210584
9,place world right now purplehazewine covid nineteen rear it ugly head again cheer clinking glasses goldenstarvineyards winery avwinetrail antelopevalleywine…,California,210584
10,little windy atop corona height corona height,California,210584
11,"one hundred case added today santaana covid nineteen case count oc hca santa ana three two cfr june twenty-six eighty-one deceased two thousand, five hundred and fifteen total case",California,210584
12,low key dismissive covid19 it deadly minority like cool “ fuc mask dont care anyway ” sad evil mf love stats dont doubt…,California,210584
13,santaana covid nineteen zip code june twenty-six,California,210584
14,breaking texas florida clamped bar america biggest retreat nation daily number confirmed coronavirus case hit all time high forty thousand read more,California,210584
15,nice trip beach rlax long drive home fresh air sandy beach can ' best it 20mins work smiling face with halotwo hearts here ' casual enjoy fam hugging facevictory hand beach…,California,210584
16,hvtalentcasting casting real father son actor a covid nineteen precaution looking boy actor thirteen actor father non union tv telling story demonic possession…,California,210584
17,hvtalentcasting casting real father son actor a covid nineteen precaution looking boy actor thirteen actor father non union tv telling story demonic possession…,California,210584
18,lisamaymay make feel like complete disneyprincess ariel wear mask friend staysafe socialdistancing thelittlemermaid lexibaecosplay cosplay streamer long beach california,California,210584
19,nurse frontlines covid nineteen share experience,California,210584
20,ondara lockdown date night tuesday,California,210584
21,two thousand and twenty day one hundred and seventy-eight creamsicle sky friday goldenhour marinelayer palmtrees silhouette cloud cloudscape socialdistancing venice venicebeach losangeles california dank dankmedia dankvenice…,California,210584
22,need travel lockdown hollywood california,California,210584
23,git god trust right day everyday folded handsindex pointing up️🇺🇸 gitright goditrust godssoldiers psalm23 blessed jesus jesustrong jesusismysuperhero amjoy athlete athletesvscancer mma coronavirus whittier losangeles…,California,210584
