,tweet,location,Confirmed
0,covid nineteen update queen new york,New York,371711
1,covid nineteen update rotating shut one two bus line night like train disinfecting bus line twenty-four hour one shutting 179th st subway station…,New York,371711
2,"covid nineteen update home one hundred fifteen 204th st queen ny eleven thousand, four hundred and twenty-three water rent bottom hra cityfheps 311nyc home base housing connect want apartment queen new york",New York,371711
3,broadway starstarstarstarstarstarbcnlegendz it ' level bcnlegends urbangraffitisbcn artdengroundmoviment blegends acabose coronavirus covid nineteen cuarentena desescalada fase1 en broadway,New York,371711
4,la casa blanca starstarstarstarstarstarbcnlegendz it ' level bcnlegends urbangraffitisbcn artdengroundmoviment blegends acabose coronavirus covid nineteen cuarentena desescalada fase1 en casa blanca washinton dc,New York,371711
5,construction southernstateparkway direction elmont road exit fifteen north corona avenue,New York,371711
6,construction southernstateparkway direction elmont road exit fifteen north corona avenue,New York,371711
7,weve gotten away social distancing bit let hope dont increase coronavirus case week coronavirus stay fit time download mobile app kick…,New York,371711
8,free member event covid nineteen return work problem practice pitfall,New York,371711
9,away covid protest newyork nyc friend family trek doverstonechurch onewithnature godscreation blessed gang squadgoals newyork nyc fun weekend dover stone church,New York,371711
10,country dying covid nineteen president trumpisaracist trumpiskillingus orangebuffoon trumpcoronavirus trumppresidencyisadumpsterfire uselessorangefream fuckyoudonaldtrump…,New York,371711
11,night like beauty left city nation justiceforgeorgefloyd georgefloyd georgefloyds protest demonstration centralpark centralparknyc coronavirus corona…,New York,371711
12,word wisdom brilliant sonyareneepoet covid19 coronavirus newworld blacklivesmatter amplifyblackvoices williamsburg brooklyn,New York,371711
13,‘ time restore process group urge devos ignore coronavirus stalling tactic title ix reform,New York,371711
14,corona ny mon jun 1st forecast today cloudy hi forty-five tonight partly cloudy lo thirty-one,New York,371711
15,five thirty-one blm covid19 • stop killing people color • blm protest georgefloyd protest bushwick bedstuy sign nyc minneapolis covid19 coronavirus streetphotography leica leicam9 35mm streetleaks…,New York,371711
16,vspot ' thevspot manhattan location closed no thanks covid nineteen but brother ' talent colin amp friend musical keyboard colinhugginsnyc opened avenue positivity those…,New York,371711
17,repost reposta ——— joe biden left home sunday afternoon amid coronavirus pandemic visit site prior night ' protest wilmington delaware according post presumptive democratic…,New York,371711
18,sun with face shining amp open business different hour covid monday friday 8am 4pm amp closed saturday sunday mondaymotivation towit2tacs glenmont new york,New York,371711
19,covid nineteen update stand line car well fargo,New York,371711
