tweet,location
"Just gonna chill with Netflix!

H a p p y  S u n d a y 😎

with Playboy and Vivid Playmate muse Jeri Lee

Stay safe and practice social distancing peeps 😉

#alfredlee #vividxposure #vividbabes #vividciousvixens… https://t.co/IfrWHemSLh",California
"After lockdown with the bestie 🦄 @ Phoenixville, Pennsylvania https://t.co/93FZZLL18b",Pennsylvania
#masked #vacation #roadtrip to #thegreatsmokymountains with all #covid19 precautions in place. #carrscottages @ Carr's Cottages in Gatlinburg https://t.co/ThY0KcJmps,Tennessee
"Might have gone a little overboard with our Social Distancing today in Ocean City (Maryland) - 600 feet in the air rather than 6 feet on the ground! @ Ocean City, Maryland https://t.co/sz7ZBxWE5O",Maryland
"Jazz at home 🏡/ Happy Covid-19 ❤️ @ Waipahu, Hawaii https://t.co/GGUFddJmmq",Hawaii
"COVID-19 update @ Queens, New York https://t.co/amP7oJKjTz",New York
"2020 has been a crazy year, Covid-19, no concerts. But @garthbrooks did the unimaginable and did a concert in over 300 Drive Ins across the country.  For an hour &amp; a half Fans across the country were able to forget… https://t.co/RKw8NjOCNS",Florida
"“COVID-19!..... I BLOW.... the wind of God.” #youhadtobethere @ Phoenix, Arizona https://t.co/FttDsWUAPI",Arizona
"In the midst of this mess (pandemic), customers find reasons to celebrate. Cheers to the newly engaged! @TheRainbowLodge #ThereIsHope #Wedding #Events #Engagement #Celebrate @ Rainbow Lodge https://t.co/ykATNLMSxy",Texas
#SquirrelEatingPear. This is as close I have ever been able to get to an #UrbanSquirrel &amp; turn out a decent photograph! The little creature was about 1/2 block from where I stay. @ Corona Heights https://t.co/EvsvP0JlTa,California
Alright covid you're not going to stop this wedding.  Dominique finally getting hitched on Sunday and JP and I got to knock some balls around in Wahp! @ Bois De Sioux Golf Course https://t.co/QlydxSfCVQ,North Dakota
2020 Coronavirus House Arrest Day 104 - Congratulations on your 6th anniversary; time has certainly gone by fast! I had the pleasure of celebrating this wonderful occasion at your brewery along with a couple… https://t.co/1tclnSKgiY,California
"Virtual Furball Pride tonight - get on board happening now at https://t.co/QAbGwZZj3S!! .
.
.

pport DJs, Artists, &amp; Performers who have lost income due to COVID-19! Additionally, a portion of the proceeds will benefit the… https://t.co/WN2aFOcW6h",New York
"Puttin in a lil work on the smoker... 💪🏽 I’m trying to stay out of these #covid streets! Smoked salmon &amp; trout #yum 😋 @ Houston, Texas https://t.co/MPG5YhUEtS",Texas
"😎 Ah!!!! Summer Nights!!!!🌝🌜🌙⭐️✨💫
So marks my first day of Stay at Home Summer Vacation! 🌴(Due to the COVID-19!) Also, a great summer weekend! 🌟

😍😁 Just love my new patio porch furniture so much now even it… https://t.co/hIQg7ytulj",Illinois
"COVID-19  - The Next Project! @ Falls Church, Virginia https://t.co/K6m45TE8Dz",Virginia
"Backyard cinema #socialdistancing @ Stoneham, Massachusetts https://t.co/tdhdpAWyLr",Massachusetts
"I know, even the best of us got a lil Covid-19 panza. It's like in college when you enter the freshman 15 club 😂 @ Oxnard, California https://t.co/DyqrLTLPm6",California
"Doris Burke opens up about coronavirus struggle, NBA’s return concerns https://t.co/nyTKPBT83a https://t.co/0dVvSrADKM",New York
"Lockdown day 96: Thank you so much for watching the virtual concert of Taiko Project’s Rhythmic Relations 2020. It was totally new paths for me and I’m so glad we went through together. If you missed it, please… https://t.co/AMNSL5OMPN",New York
"Virtual Furball Pride tonight - get on board happening now at https://t.co/QAbGwZZj3S!! .
.
.

pport DJs, Artists, &amp; Performers who have lost income due to COVID-19! Additionally, a portion of the proceeds will benefit the… https://t.co/iElMYNnq26",New York
My little guy had fun in the mountains 🏔‼️ The first time he has been out the 🏡 since the pandemic started. I wish people would take this more seriously so we can have more normalcy.. #ColdSummer2020 #coronavirus @… https://t.co/q0KzmrGYNu,North Carolina
"Home made pasta, one of the best things to come out of #workingfromhome #italiancooking #skills #diningin @ Hollywood, California https://t.co/pSEdD4XXjL",California
"Life is Good. ⁣
⁣
Again thank y’all for the birthday wishes. Last night and this morning I repainted my sink/toilet.⁣

📸- @izzzy_L jade_lizette91 
#bigtexboy #rahmantrainingsystems #coronavirus #bench #texas… https://t.co/0MHu2qzWxf",Texas
.... Is this your cousin @PaigeySkywalker cuz it looks like your cousin's wife https://t.co/Go092xlzN2,Kansas
"Y’all ain’t shit!! It’s all y’all fault for not shutting down ya boarders in the beginning anyway!! #NewYork!! 😡😅😩💀. #covid19 #casesrising @ Tampa, Florida https://t.co/FZ81GwIFWG",Florida
"""... You know, provisions."" @ale_asylum #covid19 #beer #beerme @ Gomer's of Kansas https://t.co/Z8bQfHdsHv",Kansas
"2020 day 179 - surf’s up
.
.
.
.
.
#surfsup #surfboards #saturday #aftersurf #aftersurfsession #surfing #surfinglife #socialdistancing #venice #venicebeach #losangeles #california #dank #dankmedia #dankvenice… https://t.co/XWze6AmweS",California
"Snack run during second quarantine lockdown @ Dallas, Texas https://t.co/j04sh6PDLy",Texas
DO NOT ATTEMPT !! 50 NON CORONA beers and 500lbs !! The crazy @tomfinnjr is on a Different level of crazy #LoveThisStuff @tuffwraps @mikeohearn #leroywalker #benchpress @powerliftinglol #flexfriday #fbf… https://t.co/asW4iJGVji,Texas
1980’s meets 2020’s @ehspilates Pilates in the Park! 5k feet of Social Distancing Pilates! PPE masks provided! Bring you mat and get your Pilates on! 19th &amp; Linda Courts Behind Mission Pool /  10 classes added this… https://t.co/gF25qXPxgF,California
Pre-birthday dinner risking covid unnecessarily. @ Hau Tree Lanai Restaurant https://t.co/VU3Ko1Ib71,Hawaii
"Special adds on /
Happy Covid -19 😍Jams @ home &amp; Stay Safe ❤️ @ Waipahu, Hawaii https://t.co/uTNerRrtxP",Hawaii
"Each day new challenge
even though they’re all the same
social distancing

#poetryisnotdead #poetryhive #poetrytribe #globalpoetcult #voicesofpoets #poetsdaily #writingcommunity #socialdistancing… https://t.co/rM4NB56rc1",California
"Due to Covid-19, my summer body will be postponed another year.😌💨 @ Manhattan Beach, California https://t.co/oW7MjqGWMR",California
"Looks like my trip to Texas in July to promote books is going to be on delay. Texas just re-closed due to the pandemic, and many of my friends that normally let me stay on the sofa on the way to Texas are afraid to… https://t.co/8Bc7ZM2eoD",Virginia
Garth Brooks (Social Distancing edition) with my babe 🎸agoldy69..Going to need a LOT of coffee in the morning because this concert is JUST getting started! @ West Wind Drive-In and Public… https://t.co/3Z2QMwNLj2,California
"Take B(l)ack Pride was pretty cute. I sang two songs! Two a crowd on the grass. Which I don't know maybe it's because of Covid but that felt like the biggest crowd I've ever performed for, and even though it was… https://t.co/pFPP7wLrYI",Washington
"While we've all been busy talking about masks or no masks, lockdowns or opening up, race wars, rioting, protesting, Covid numbers, etc. there has been a LOT going on in court. Is it odd to anyone else that in just 6… https://t.co/V036NNYXtO",Nevada
"🗣 don't leave me 🏃🏿‍♂️

#miami #southbeach #florida #miamibeach #socialdistancing @ Versace Mansion https://t.co/Aofm9ZKfBn",Florida
"July 2nd 2020 ,my new song ""COVID19 ""MAKES ITS DEBUT ON  APLEIHEARTRADIO .COM AND SPOTIFY. 
CHECK THE LINK I. MY BIO. @ Asbury Park, New Jersey https://t.co/s99fEZcv0o",New Jersey
Thank you sandramnr getting to get to one another &amp; share life together! You have been so helpful during this #pandemic to not leave me completely alone. You’re definitely my highlight of 2020 knowing you’re there.… https://t.co/NAJmCrFr1K,California
Lmao😂😂😂 well guess I will never get covid19 because I ain't got no kids or a baby daddy so I'm good if that's the case. Ctfu😂😂😋 @ Mid City https://t.co/LVKKZBXCQi,California
"U.S. sets single-day record for new cases for fifth straight day, leading Vice President ' it's all under control' Pence to postpone planned campaign events in Arizona &amp; Florida next week “out of an abundance of caution”.

 https://t.co/sQmPkgri9D",District of Columbia
