tweet,sentiment
Went to a private viewing of the #cybertruck  Today turnout to be the last day to see it before the lockdown. Had a nice time geeking it-up with some of the other Tesla enthusiasts. The… https://t.co/gKEvPXO0D6,0.11875
"Some lowrider in San Diego back in Feb before covid, shot on film , #kodakportra800 kodak @kodak_shootfilm @ San Diego, Balboa Park https://t.co/Cf0liGyF3u",0.0
"🚨New Music Alert 🚨 
America’s Real Pandemic! 
#brotherfloydyourlifewontbeinvain 
#blacklivesmatter 
#newmusic🚨🚨🚨 @ Brooklyn, New York https://t.co/REywYQgtfn",-0.3333333333333333
"London is calling...Goodbye CLT for now....see you 🤷🏻‍♀️. Safety first, wear your mask! #londonscalling #wearyourmask😷 #hornetsmask #airjordan jordans #flywithairjordans #rowtomyself ##flyingduringcovid19 #pandemic… https://t.co/gbVRiMlgEG",0.0
"https://t.co/q1bIRBjDj8 Capital Metro launched 35 years ago today — July 1, 1985. As it marks that anniversary, the agency is facing both its biggest challenge, COVID-19, and its https://t.co/ty9uoZwP4B #atx #austin #all512",0.3125
"Downtown Fairbanks - we are still giving people and places a wide berth due to COVID but with lots to do outdoors we aren’t bored.  Street art, crepes for lunch and a walk past what looks like Gotham City 🦇were the… https://t.co/awHo2rWakF",0.0
Week 7  https://t.co/KF2qbWxlZC,0.0
"Pre-lockdown throwback: EVERCLEAR + HYDRA MELODY + FRITZ MONTANA in 2015!
Please help, so shows like this can return once this is over:
https://t.co/UAgVRJ1KpR
https://t.co/FG6NbXnzpZ - Delivering pizza and cocktails!

#dnalounge #everclear #hydramelody #fritzmontana... https://t.co/eSwNpn4sKE",0.0
"Thank you @aidshealthcare for my meds keeping me alive during this #pandemic and allowing me taking care of myself always! &amp; looking out for me. I already lost my jobs, so here’s to standing up for one another.… https://t.co/xIGPo6i2h3",0.0
Current visual #quarantine mood by oscar.oiwa . Although the current song on my mind: “I Want to Break Free” by Queen.... #quarantinelife #quarantineandchill @ USC Pacific Asia Museum https://t.co/8RvrIXh88e,0.18333333333333326
"Read my all-new post here:
https://t.co/jaC7qJE3VB #Delaware #pandemic @ Felton, Delaware https://t.co/jSWYCDd6kb",0.06818181818181818
"Read my new tumblr blog post at this link:
https://t.co/aYjq4Hhbdf #summer #pandemic #safety #protocols @ Felton, Delaware https://t.co/47nq1TDWQ0",0.10142045454545454
"This is the typical “sunrise” of the past month or longer here on the coast. Also the reason you haven’t been getting saturated with pictures from me each morning.  Apparently, the sun is practicing social distancing… https://t.co/b9kolH5B6B",0.4
Attention Current and Perspective Fall Athletes: Please check our website for the COVID-19 Return to Athletics Plan for all fall sports starting next week. Waivers MUST be completed before participating in on-campus… https://t.co/0VRgZ1WUG4,0.225
I roll up #happy #dancechallenge #d #life #repost #instadance #danza #dan #nightlife #friends #house #video #housemusic #likeforlikes #edm #s #club #bhfyp #techno #dancevideo #dancehall #bollywood #quarantine… https://t.co/SEQSVZe7fG,0.17777777777777778
"UCL Marrow, in partnership with Anthony Nolan, are calling for students to sign up to the stem cell donor registry. Emily Hufton reports https://t.co/Q7UyvlgASi",0.3181818181818182
#Sleep #Science #WorkLife Let night owls be night owls: How the pandemic could dethrone the larks https://t.co/WqWj8uKrep https://t.co/PV96DGtfIL,0.0
"https://t.co/q1bIRBjDj8 This post has local news on the coronavirus pandemic from Wednesday, July 1. If you have a news tip or question, email us at news@KUT.org . https://t.co/QdoJoAnln7 #atx #austin #all512",0.011111111111111113
