,tweet,location,Confirmed
0,hey missing mytwofrontteeth lilbusybs toothfairy smile coronavirus brookfield wisconsin,Wisconsin,12543
1,fr ralph dcn lisa bishop matt fr aran taking photo prayer 10am livestream socialdistancing prayingtogether episcopal covid19 church st thomas church menasha wi,Wisconsin,12543
2,corona road trip new diggins general store amp inn,Wisconsin,12543
3,let rain funintherainumbrella with rain drops burleighathome covid19 quarantine crayfish brookfield wisconsin,Wisconsin,12543
4,round two covid lockdown b crap nathan gingy mount pleasant wisconsin,Wisconsin,12543
5,corona im ovum girl sugg miss man sugggarden blue heartface with medical maskwilted flower esplanade garden,New York,350121
6,tonight episode coronavirus cooking diary version shrimp white bean hearty actually pretty light shrimp lighter especially seventy nyc…,New York,350121
7,biohazardcovid nineteen biohazardupdate message white house stimulusdollar banknote packagememo queen new york,New York,350121
8,boy love djadded “ for corona ” music video now firefire link bio ⠀ ⠀ shot by skylance media⠀ produced by djadded⠀ written by djadded⠀ mixed amp mastered by parryjack⠀ challenge by …,New York,350121
9,home buyer update covid five seventeen status step in person showing re open long island nysar scheduled twenty-eight click link more homeowner homebuyers covid19 update reopen may28…,New York,350121
10,sharhaansingh usa newyork brooklynbridge corona lockdown brooklyn new york,New York,350121
11,seven secret wellbeing dr sophie shotter – practitioner aesthetic medicine returned nh frontline covid crisis share secret staying healthy balanced great stress,New York,350121
12,man discover new ocean courage lose sight shore covid19 qurantinelife flattenthecurve shelterinplace covid inthistogether quarantine loveyourself loveoneanother…,New York,350121
13,corona ny sun 17th forecast today cloudy hi forty-five tonight partly cloudy lo thirty-one,New York,350121
14,good morning nygovcuomo hope rested comfortably good health remember family forty-three thousand nyers didn ' worried covid nineteen infestation death camp letthemgo,New York,350121
15,current covid nineteen economic crisis wear spirit it challenging stay moment waking today feeling depressed dispirited treated acupuncture moxibustion points…,New York,350121
16,so buddhist cant kill bug roach covid multiplied catch outdoors coffepot shook window the…,New York,350121
17,doesnt like icekingofcorona corona new york,New York,350121
18,friend dead skullsmirking facesmiling face with horns camera with flash sp los827 wicked music rap atlanta indiemusic atlantamusic showoff gayrapper ratchetmusic atlantarapper welcometoemeraldcity coronavirus explorepage…,New York,350121
19,chocolatedeluxe scoop icecream truck saturday shenanigan covid chillin friend lemagiefemmenoirelife blackgirlsrock keepthatsamenrg sheebababy sunflower blackgirlmagic…,New York,350121
20,nyc two thousand and twenty 35mm bestnyphoto red heart️ covid19 new york new york,New York,350121
21,covid nineteen update work queen new york,New York,350121
22,ok got covid hospitalized lost twenty lb recovered isolation hair grown best yet incredible pandemic bad new york new york,New York,350121
23,covid nineteen update eating train 179th st subway station line,New York,350121
24,repost balleralert • • • • • • researcher london set begin testing trained dog detect coronavirus human dog successful detecting malaria cancer parkinsons…,New York,350121
25,covid nineteen can ' stop sneaker game staying proper diadora diadoran9000 diadoracopito diadorax24kilates 24kilates kickgameproper kick sneaker sneakerhead madeinitaly grail youknowmysteez…,New York,350121
26,coronavirus you sunday beginning seventeen two thousand and twenty “ sylvias sunday supper ” meal distribution location sylvias also three hundred and eighteen malcolm blvd aka lenox avenue 12pm opened essential workers…,New York,350121
27,repost balleralert • • • • • • house approves three trillion covid nineteen relief bill include new round payment written by raquelharristv leadership nancypelosi the…,New York,350121
28,central park beautiful day covid nineteen stealer life beauty landscape remains manhattan new york,New York,350121
29,big shout volunteer la jornada food pantry feeding five thousand local resident week response covid19 pandemic the line wait emergency assistance go the…,New York,350121
30,big shout volunteer la jornada food pantry feeding five thousand local resident week response covid19 pandemic the line wait emergency assistance go the…,New York,350121
31,big shout volunteer la jornada food pantry feeding five thousand local resident week response covid19 pandemic the line wait emergency assistance go the…,New York,350121
32,covid nineteen update new york new york,New York,350121
33,quarentine explained photo covid19 coronavirus lake ronkonkoma new york,New York,350121
34,"fresh face mask quality checked packaged ready donation check mark button operation covid nineteen garment revival need help eight thousand, five hundred shy fundraising goal consider donating gofundme…",New York,350121
35,mask available free shipping fumidesigns collection link bio facemask covid19 clubquarantine fumidesigns nyfw runway fashion fashiondesigner designer couture…,New York,350121
