tweet,sentiment
"Corona Virus is here! #coronavirus #selfisolation #covod19 #here #funny #lol @ Texarkana, Texas https://t.co/KFqcCnSED0",0.525
"#Corona #Covid19 #coronavirus  #wjmg @ West Columbus, Columbus https://t.co/O3RIlVjdp1",0.0
"To the students that supported us during the Covid-19, you are all SUPER HEROES. 

You are the best part of our GYM and culture.

We look forward to seeing you back at your home away from home! @ Dominion MMA https://t.co/LJK9L6oqAp",0.0
New Mask Alert!!! Day #8252681...These KN95 is Real Breathable!!! ....🗣💨💨😷👑✨🤍❤️.. #fort74films #kingsabroad  #queensabroad #kingsandqueensabroad #kqa #corona #kn95facemask #therona #rona #maskoff #maskon #red… https://t.co/n2EthInOAR,-0.09375
"Bored Corona food with perpetuallydirtyhands 

2 pound cheese burger with homemade Japanese milk bread bun. @ Barton Hills, Austin, Texas https://t.co/4CKgQ7HmuO",0.7
"COVID-19 update @ Queens, New York https://t.co/tZsT5VUD3t",-0.25
"17 April 2020

COVID Bus Stop

The mayor ordered new measures today to further reduce the spread of the virus, requiring people to wear masks on mass transit, or while running errands, etc. due to take effect at… https://t.co/0xQj8yRALw",-0.15000000000000002
Still printing ear savers #covi̇d19 #covid #md #808 #nurse #sandyflemings any one need let me know @ Sandy Fleming's Fast Elec-Tricks https://t.co/7HoLw7CrmL,0.0
Your beard and you: a corona virus story.,0.2
A COVID-19 update from President-Principal Mr. Dan Horn.  #WeAreSG #ValiantSpirit @ St Genevieve High School https://t.co/dVCKahTygn,-0.625
"Detalle de una obra / Detail of a work of art

covid -19 detector gun - Pistola detectora del virus 

For more information, please visit our website or give us a call.  We'd love to show you our galleries.… https://t.co/Sq8W3K4Tsz",0.0
Can’t wait til this corona shit let up,0.0
"Getting there #bioweapon #corona #tvirus #virus # residentevil #sketch #digitalpainting #residentevil3 #art @ Lincoln Beach, Oregon https://t.co/IAwabhHc7e",0.0
"#yeah #why #not #to #shave it would be a #difference from@this fucking pandemic #me #selfie #shaving #covid #gay #nofilter #venezolano #shaving #atl #gaymen #love #brown @ Atlanta, Georgia https://t.co/dJKZbEkYts",0.0
"COVID-19 update @ New York, New York https://t.co/BmhgGj8EfD",0.13636363636363635
"#BREAKINGNEWS ...

#JohnTravolta was #hospitalized for suspected #COVID-19, but #doctors now confirm that it was only #SaturdayNightFever, and they assure everyone that he is #StayingAlive.

Apparently he had… https://t.co/FXlOBLEQlr",0.0
"# #SOLANGE #super73 #mysuper73 😂👍🏾⚠️🔵❤️ #Anybody Teaching sign language - Thugger way 😂 THANK GOD FOR CORONA 🤓 @ Atlanta, Georgia https://t.co/erJ7qkoxZA",0.09927272727272726
"Just posted a photo @ Corona, California https://t.co/ulUn7zWilr",0.1
100 t-posts in 2 days. Hands torn apart in blisters. Really glad I pulled all but my wedding band for COVID-19. Muscles sore. Fencing is looking good though! @ Holistic Horsemanship Institute of America https://t.co/nJ8k4rBRl3,0.0
Tonight @ 6PM visit https://t.co/dUV12dOIoy and listen to the new Lockdown Mixx 3!!  All songz are radio edited versions...  Dedicated to the front-liners of this covid battle. I appreciate every one that is… https://t.co/kmHwDzxRNy,0.265
Sometime you have to stop and.... #beauty #mothernature #rose #backyard #beauties #covid #quarantinelife #hawaii @ Oahu https://t.co/MGuLU94j5a,0.2333333333333333
"Yeezy Boost 350 V2 “Clay” 
Size 14 $250 (Condition: 10/10)
👇🏽 👇🏾NOW ONLINE👇🏽👇🏽
https://t.co/LyfCZs7Q7h 👈🏽
••••••
👨🏽‍⚕️Due to COVID-19 CORE x DeadStockDMV National Harbor will be temporarily closed until further notice.… https://t.co/aCwOFuUQir",0.3
"#COVIDLOOK cute and responsible!

#coronavirus #covid #covid19 #mask #fridaynight #wine #westcampus #UT #dog #furcoat #orangemarket #newnormal @ Orange Market https://t.co/i4eMWt0ukI",0.05
Apply - mixed media on 24”x18” paper #quarantart #seanpaullambertart #art #artist #abstract #apply #color #form #design #balance #portland #pdx #corona #stayhome #makeart #arty #modern #pop #composition #beautiful… https://t.co/dJ1P0joMPE,0.375
