,tweet,sentiment,tweet,location
0,"My sponsor now for almost 4 years and the most thorough nutrition and supplementation specialist I know of @3naturalN - ONE23 was inspired by the #coronavirus as a
way to seamlessly enhance #sportsnutrition.  It can… https://t.co/REI0qzslOF",0.3,"My sponsor now for almost 4 years and the most thorough nutrition and supplementation specialist I know of @3naturalN - ONE23 was inspired by the #coronavirus as a
way to seamlessly enhance #sportsnutrition.  It can… https://t.co/REI0qzslOF",Texas
1,"On today’s episode of the Coronavirus Cooking Diaries I made Ricotta Fritters. Ricotta Fritters are like a cross between mini doughnuts and a sfingi. They are light, dense and delicious! That may sound like an… https://t.co/mXQXYmU9Lc",0.45,"On today’s episode of the Coronavirus Cooking Diaries I made Ricotta Fritters. Ricotta Fritters are like a cross between mini doughnuts and a sfingi. They are light, dense and delicious! That may sound like an… https://t.co/mXQXYmU9Lc",New York
2,‘Rona Art. 🦠 😷 #streetart #covid19 #coronavirus #quarantinelife #streetart #art #artdistrict #losangeles #la #dtla @ Arts District Los Angeles https://t.co/vaazBNpgQ0,0.0,‘Rona Art. 🦠 😷 #streetart #covid19 #coronavirus #quarantinelife #streetart #art #artdistrict #losangeles #la #dtla @ Arts District Los Angeles https://t.co/vaazBNpgQ0,California
3,"One final capture on May 7, 2020 at 11:46 PM during a pandemic (COVID-19). May we always reflect back on the day, learn from our mistakes, and awake ready to help mankind prosper and advance.   Without getting… https://t.co/11G8B0w1NQ",0.06666666666666668,"One final capture on May 7, 2020 at 11:46 PM during a pandemic (COVID-19). May we always reflect back on the day, learn from our mistakes, and awake ready to help mankind prosper and advance.   Without getting… https://t.co/11G8B0w1NQ",Virginia
4,karenfcalandra @jetteferguson cynthia_the_realtor #realestateagent #crs #rrc #sothebysrealty #covid19 #covid_19 #covid #covidcouture #monterey #californialove #usa #america #live #loveyourself #love #real… https://t.co/2UtOOtDvQn,0.2787878787878788,karenfcalandra @jetteferguson cynthia_the_realtor #realestateagent #crs #rrc #sothebysrealty #covid19 #covid_19 #covid #covidcouture #monterey #californialove #usa #america #live #loveyourself #love #real… https://t.co/2UtOOtDvQn,California
5,We're Back! New Saturday Specialty Slice! Just 2.99 for a HUGE 1-Pound Slice of Smoked Apple 🍎 BBQ Beer 🍻 Brat Pizza with Corona Soaked Bratwurst (also available as a 1 day sandwich)! Walk-In Price for Takeout Only… https://t.co/Y6JnZZPGg2,0.057272727272727274,We're Back! New Saturday Specialty Slice! Just 2.99 for a HUGE 1-Pound Slice of Smoked Apple 🍎 BBQ Beer 🍻 Brat Pizza with Corona Soaked Bratwurst (also available as a 1 day sandwich)! Walk-In Price for Takeout Only… https://t.co/Y6JnZZPGg2,Illinois
6,"Coming back home to start my second furlough week with #babyhan #furlough #covid19 @ Ann Arbor, Michigan https://t.co/DjSs6ZJEM9",0.2140909090909091,"Coming back home to start my second furlough week with #babyhan #furlough #covid19 @ Ann Arbor, Michigan https://t.co/DjSs6ZJEM9",Michigan
7,"#socialdistancing during the covid shit show 🚴‍♂️
.
.
#outdoors #stayfit #park @ Rothenbach Park https://t.co/nonmoMYcPl",0.0,"#socialdistancing during the covid shit show 🚴‍♂️
.
.
#outdoors #stayfit #park @ Rothenbach Park https://t.co/nonmoMYcPl",Florida
8,"Karen goes to Boston. 
🤦🏾‍♂️😷🧤🧻🇺🇲
#karen #boston #coronavirus #covid19 #quarantine #lockdown @ Boston, Massachusetts https://t.co/kfkXAxPXBG",0.1875,"Karen goes to Boston. 
🤦🏾‍♂️😷🧤🧻🇺🇲
#karen #boston #coronavirus #covid19 #quarantine #lockdown @ Boston, Massachusetts https://t.co/kfkXAxPXBG",Massachusetts
9,Hang in there. #covid &amp; #quarantinelife will soon pass. Achieve physical and #mentalclarity with our cbd oil. CBD helps reduce anxiety and promotes a great mood throughout the day. Take advantage of promo code… https://t.co/hmIapn2RNb,0.0,Hang in there. #covid &amp; #quarantinelife will soon pass. Achieve physical and #mentalclarity with our cbd oil. CBD helps reduce anxiety and promotes a great mood throughout the day. Take advantage of promo code… https://t.co/hmIapn2RNb,California
