tweet,sentiment
"Despite the COVID-19 global pandemic, the show must go on. My adorable niece did an excellent job tonight performing in her Dance Recital 🩰💃👸🏼💗✨ @ Breinigsville, Pennsylvania https://t.co/hZ6SLY1aOs",0.5
"It’s hot, it’s muggy, it’s starting to get warm and I feel like eating lighter fare. It’s the perfect time for fish and seafood. On today’s episode of the Coronavirus Cooking Diaries I give you the humble Dorade or… https://t.co/CgrhTVUlE3",0.17500000000000002
"THIS JUST IN :: 
NORMALLY I WOULDA TOOK THE ROYAL FARMS STROLL BUT I WANTED ITALIANOS NOW HEADED BACK TO THE CASA #COVID19 #IHADMYMASKITPOPPED #LATENIGHTSTROLL #GOTAGRILLEDCHICKENBREASTPLATTER italianosbaltimore… https://t.co/fpA8c5Lzff",0.075
"Don’t Say You miss me,just come get me🖤
————————————————————
#motivation #bodygoals #blacklivesmatter #corona #quarentinelife #stayinside #selfisolation #socialisolation #instagood #quarantineandchill… https://t.co/3HmUuM7knS",0.0
#strike  #calloff #covid19 #selfquarantine #boycottamazon #boycott #justiceforgeorgefloyd #legislativebranch IS STRAIGHT UP ON SOME #fuckshit #constitution #wordsareweapons #nodoublestandards #gonnachangetheworld… https://t.co/nbDU0wNyWG,0.2
"COVID-19 update @ Queens, New York https://t.co/KzQ9R8Rc7G",0.13636363636363635
"Awww my covid-19 buddy, Mels! 😘 @ Chicago, Illinois https://t.co/8EGMG7Js4P",0.5
"🔥The California Store is OPEN TOMORROW!🙌 PLEASE READ BELOW!👇
🔫
Our doors open Monday-Saturday, between 12pm-7pm for customers to visit and browse the store! Due to the COVID-19 Pandemic, we are still taking every… https://t.co/fbZsHSeY3s",-0.041666666666666664
"may twenty ninth:
farewell to TPAC.
just an industry victim.
thanks a lot covid. 💔
#bigtiffenergy
#haikuaday @ Tennessee Performing Arts Center https://t.co/ZWX43IxjLf",0.008333333333333331
"Little project during Covid. #gocougs #almamater @ Riverbank, California https://t.co/ey9ERinZ4D",-0.1875
"Since COVID-19 has been in full effect, things have been a kinds of upside down. Home offices popped up everywhere.
⠀⠀⠀⠀⠀⠀⠀⠀⠀
A client that I spoke with today told me this is exactly what's it like at her house when… https://t.co/VXOe5LLUCZ",0.14814814814814814
"What’s your superpower? 
.
by tattoosbyric
.
Now taking estimates and appts through our website https://t.co/dqv14BXBjl
.
Or visit us at 
📍6181 N. Figueroa St.
Los Angeles CA 90042
.
.
#HighlandPark #covid19… https://t.co/JvJbDcjZOi",0.0
"“THE KEY IS, NO MATTER WHAT STORY YOU TELL.
MAKE THE BUYER THE HERO.”
-Chris Brogan

DOXA INVESTMENTS INC
COVID-19 MEDICAL EQUIPMENT &amp; SUPPLIES 
TRADE CONNECTIONS INTERNATIONAL TRADE &amp; DEVELOPMENT… https://t.co/TKbSSglDq5",0.0
"Hello new followers! I'm Katelyn, a 2020 @nasa #SpaceApps Ambassador and I wanted to wish you all luck this weekend during the COVID19 Space Apps Challenge! I'll be on and off RocketChat all weekend but the best way… https://t.co/gH5QnKimmc",0.6065340909090909
"You can now Book a Appointment online. Just click the link Below
( Due to the Covid19 &amp; City Regulation Restrictions I work only by Appointment. DEPOSIT is Required to Book… https://t.co/U1UgxVqEJ0",-0.0625
"Finally got 2 it! 
COVID-19 #hair #before &amp; #after #quarantinelife #samsonshair😂#emiliouribebeauty😍💅🏼💇🏻‍♀️ #fullservicesalon #fabulocity #impressivetalent&amp;service #one@atime… https://t.co/zSLWw9VQ2Z",0.0
"29 May 2020

N N N [150/366]

I had ideas about walking to the Sunset District this afternoon, but got too late a start... as usual. Still, I kind of headed in that direction by way of Corona Heights, around Buena… https://t.co/bzmUrdmk3r",0.016666666666666646
"thanks @carolineboyll for taming my covid combover. #haircut #homesalon #scissorskills #beautyschoolguineapig thelanesf @ San Francisco, California https://t.co/a4ByRsiOKX",-0.08333333333333333
"@dirtysouthiphop #WhenDoBlackLivesMatter #Covid19 #minnesota #policebrutality #blacklivesmatter #DirtySouthHipHop #AllHipHop #Atlanta #tiffearley 
READ ABOUT IT AT https://t.co/K2Smk6o7op  - #metroboyz @ Atlanta,… https://t.co/tsjcG5CedZ",0.3666666666666667
