tweet,sentiment
"ATLANTA, GA... 5/2. Day after stay at home order was lifted!! 🤦🏽‍♀️🤦🏽‍♀️.        FOLLOW, LIKE, SHARE, REPEAT! @great_atlanta #greatthingsatlanta #atlanta #covid_19 #covid19 #atl #atlantahairstylist… https://t.co/JTHVUc5r4t",0.0
"May 04 2020. Un ciclo de 1 año en Mesero! Con la Pandemia COVID-19! 33 años!  Soon to be married and A father! And 😉 here is when all begins............... @ University Park, Texas https://t.co/TNsG0Dg34B",0.3125
On today’s episode of the Coronavirus Cooking Diaries I made Glazed Lemon and Lemon Blueberry mini Bundt Cakes with the kids. Thank you bakeorbreak for the recipe. I made these in regular muffin tins and they came… https://t.co/LmBTYu7zrd,0.0
Festival season should have kicked off last weekend in Memphis &amp; I’m sad it didn’t. Concerts and festivals are my jam and the things I look forward to the most throughout the year. I’m over Coronavirus now. I’m ready… https://t.co/ql1CtrTcga,0.05
"Mini me and me after our Covid cuts yesterday! @ San Pedro, California https://t.co/2ZFFq1df4W",0.0
"Not so “pro-life” anymore, I see. https://t.co/sEPB77oz3q",0.0
"Quarantine day 52: Even in this corona virus era it’s not the age is the mileage. First world problems, how does one blow out the candles?  #coronavirus #workfromhome #birthdaycake #happybirthdaytome #smallvictories… https://t.co/bkz2UzhU9I",0.25
"Covid-19 Quarantine Day #48... Just ran scales and training my fingers 2day. #soulcandymusic🎵🎶 #soulcandyrawks #theskiesthelimitin2020 #coronavirussuxs #theshowmustgoon @ Columbia, South Carolina https://t.co/iQWUgmBaD6",0.0
"#corona #fashion #style #tshirtdesign @ Los Angeles, California https://t.co/lPT6yQolUp",0.0
"it's 10pm in #santamonica.
the #mailcarrier who belongs to this usps.official #mailtruck started her shift at 8am and is still out delivering mail. now THAT's #dedication! #thankyou #essentialworkers #coronavirus… https://t.co/yDO4xAPDun",0.0
Just chillin in the park on a Monday afternoon... #lightershadeofbrown #monday #mondaymotivation #mondaymood #mondayvibes #sip #covid19 #coronavirus #dolorespark #sanfrancisco #blueskies #spring #views #cityviews… https://t.co/qaWfdrWxL8,0.0
I challenge you to ❤#SaveTheWorld from #Coronavirus! Recycle empty soda bottles into face shields and become a hero!   #BillionShields  Russian https://t.co/lunyFgaptB #BillionShieldsChallenge #MayThe4thBeWithYou - https://t.co/FUHTItC3qZ,-0.0625
❤#SaveTheWorld from #Coronavirus!  Recycle empty soda bottles into face shields and become a hero!   #BillionShields  Arabic https://t.co/YrxltDqaph #BillionShieldsChallenge #MayThe4thBeWithYou - https://t.co/AuFsGgdJY1,-0.125
#BillionShields Challenge is here! ?I challenge you to #SaveTheWorld:thanksdoc: from #Coronavirus! #BillionShieldsChallenge #MayThe4thBeWithYou - https://t.co/VUiNFWSMFD,0.0
I challenge you to ?#SaveTheWorld from #Coronavirus! Recycle empty soda bottles into face shields and become a hero!   #BillionShields  Russian https://t.co/lunyFgaptB #BillionShieldsChallenge #MayThe4thBeWithYou - https://t.co/U6kb95BTnR,-0.0625
#BillionShields Challenge is here! ?I challenge you to #SaveTheWorld:thanksdoc: from #Coronavirus! https://t.co/b5luv683Ov #BillionShieldsChallenge #MayThe4thBeWithYou - https://t.co/wYVfZZksCr,0.0
❤❤ I challenge you to #SaveTheWorld from #Covid-19! Recycle empty soda bottles into face shields and become a hero!  https://t.co/b5luv683Ov #BillionShieldsChallenge #MayThe4thBeWithYou - https://t.co/rgLrBvic0G,-0.125
"Mobilizing the World Through Giving

We believe that generosity has the power to unite and heal communities in good times and bad. A global threat like COVID-19 touches every person on the planet, and it presents an… https://t.co/KosVhgqJoX",3.7007434154171876e-17
I challenge you to #SaveTheWorld❤ from #Coronavirus! Recycle empty soda bottles into face shields and become a hero!   #BillionShields #Bottles2Shields  Spanish https://t.co/Dzh14jOsuB  #BillionShieldsChallenge #MayThe4thBeWithYou - https://t.co/rhALqEC3aN,-0.0625
"Now I know a bunch of y’all just love old Bey but don’t take yo goofy ass down there to get hit with covid 19 now. No love for an artist is worth your life. Please don’t be ignorant y’all 🤦🏿‍♂️ @ Spring, Texas https://t.co/2Y5i30QDTu",0.16574074074074074
I challenge you to ❤#SaveTheWorld from #Coronavirus! Recycle empty soda bottles into face shields and become a hero!   #BillionShields  Russian https://t.co/lunyFgaptB #BillionShieldsChallenge #MayThe4thBeWithYou - https://t.co/hS5fVuQpDz,-0.0625
❤#SaveTheWorld from #Coronavirus!  Recycle empty soda bottles into face shields and become a hero!   #BillionShields  Arabic https://t.co/YrxltDqaph #BillionShieldsChallenge #MayThe4thBeWithYou - https://t.co/xuu18rjWtY,-0.125
#BillionShields Challenge is here! ?I challenge you to #SaveTheWorld:thanksdoc: from #Coronavirus! #BillionShieldsChallenge #MayThe4thBeWithYou - https://t.co/QSvR2DLPnO,0.0
"You gotta be a warrior 💪 ! Lets beat this Covid. Knuckle up on it!   Masks on NYC, social distance. 
🎵by thedilloncooper  Rings by wendybrandesjewelry

#nyc #covid #warrior #ring #sterlingsilver #sterlingsilverring… https://t.co/k9lzOt7el5",0.03333333333333333
I challenge you to ?#SaveTheWorld from #Coronavirus! Recycle empty soda bottles into face shields and become a hero!   #BillionShields  Russian https://t.co/lunyFgaptB #BillionShieldsChallenge #MayThe4thBeWithYou - https://t.co/y2mDjV0gQd,-0.0625
#BillionShields Challenge is here! ?I challenge you to #SaveTheWorld:thanksdoc: from #Coronavirus! https://t.co/b5luv683Ov #BillionShieldsChallenge #MayThe4thBeWithYou - https://t.co/sQbGBOIlXo,0.0
❤❤ I challenge you to #SaveTheWorld from #Covid-19! Recycle empty soda bottles into face shields and become a hero!  https://t.co/b5luv683Ov #BillionShieldsChallenge #MayThe4thBeWithYou - https://t.co/Z7nYuxbhzC,-0.125
"dnalounge Sazerac in the house!

Decided to treat myself to a Sazerac from DNA Lounge - what better way to spend a covid evening than drinking your cares away, delivered straight to your doorstep?

Take a look at… https://t.co/l3iRMriAGv",0.35
I challenge you to #SaveTheWorld❤ from #Coronavirus! Recycle empty soda bottles into face shields and become a hero!   #BillionShields #Bottles2Shields  Spanish https://t.co/Dzh14jOsuB  #BillionShieldsChallenge #MayThe4thBeWithYou - https://t.co/mxyZrP7GKp,-0.0625
I challenge you to ❤#SaveTheWorld from #Coronavirus! Recycle empty soda bottles into face shields and become a hero!   #BillionShields  Russian https://t.co/lunyFgaptB #BillionShieldsChallenge #MayThe4thBeWithYou - https://t.co/fuPf6DCbUk,-0.0625
❤#SaveTheWorld from #Coronavirus!  Recycle empty soda bottles into face shields and become a hero!   #BillionShields  Arabic https://t.co/YrxltDqaph #BillionShieldsChallenge #MayThe4thBeWithYou - https://t.co/AS49HD1f9e,-0.125
#BillionShields Challenge is here! ?I challenge you to #SaveTheWorld:thanksdoc: from #Coronavirus! #BillionShieldsChallenge #MayThe4thBeWithYou - https://t.co/IeTQ8nIj0o,0.0
I challenge you to ?#SaveTheWorld from #Coronavirus! Recycle empty soda bottles into face shields and become a hero!   #BillionShields  Russian https://t.co/lunyFgaptB #BillionShieldsChallenge #MayThe4thBeWithYou - https://t.co/O4iIrBo6Vo,-0.0625
#BillionShields Challenge is here! ?I challenge you to #SaveTheWorld:thanksdoc: from #Coronavirus! https://t.co/b5luv683Ov #BillionShieldsChallenge #MayThe4thBeWithYou - https://t.co/j2hzWPbJDe,0.0
❤❤ I challenge you to #SaveTheWorld from #Covid-19! Recycle empty soda bottles into face shields and become a hero!  https://t.co/b5luv683Ov #BillionShieldsChallenge #MayThe4thBeWithYou - https://t.co/Ozbwacax1d,-0.125
I challenge you to #SaveTheWorld❤ from #Coronavirus! Recycle empty soda bottles into face shields and become a hero!   #BillionShields #Bottles2Shields  Spanish https://t.co/Dzh14jOsuB  #BillionShieldsChallenge #MayThe4thBeWithYou - https://t.co/furW8pSFO9,-0.0625
I challenge you to ❤#SaveTheWorld from #Coronavirus! Recycle empty soda bottles into face shields and become a hero!   #BillionShields  Russian https://t.co/lunyFgaptB #BillionShieldsChallenge #MayThe4thBeWithYou - https://t.co/34WDo7r3v6,-0.0625
❤#SaveTheWorld from #Coronavirus!  Recycle empty soda bottles into face shields and become a hero!   #BillionShields  Arabic https://t.co/YrxltDqaph #BillionShieldsChallenge #MayThe4thBeWithYou - https://t.co/BbBtu1UZIo,-0.125
#BillionShields Challenge is here! ?I challenge you to #SaveTheWorld:thanksdoc: from #Coronavirus! #BillionShieldsChallenge #MayThe4thBeWithYou - https://t.co/etVDbjU4ws,0.0
I challenge you to ?#SaveTheWorld from #Coronavirus! Recycle empty soda bottles into face shields and become a hero!   #BillionShields  Russian https://t.co/lunyFgaptB #BillionShieldsChallenge #MayThe4thBeWithYou - https://t.co/fvAQl9zKiM,-0.0625
#BillionShields Challenge is here! ?I challenge you to #SaveTheWorld:thanksdoc: from #Coronavirus! https://t.co/b5luv683Ov #BillionShieldsChallenge #MayThe4thBeWithYou - https://t.co/KvumZKLL7T,0.0
❤❤ I challenge you to #SaveTheWorld from #Covid-19! Recycle empty soda bottles into face shields and become a hero!  https://t.co/b5luv683Ov #BillionShieldsChallenge #MayThe4thBeWithYou - https://t.co/wVtUBc3Sej,-0.125
"Trap Safely 
#Eat #Trap #Safely #Essential #Work #Lurking #Cartel #Talk #Plug #Gas #Art #culture #Nyc #ArtAddict #DavesHouseOfThrill #Lyft #Uber #quarantine #Corona #Virus #K #Tunnel #Vision #Ride #Prada #Gold… https://t.co/ichzkGOMsW",0.25
"OOOOOOOHHH...MYYYYY GOD!!!!
#lalifestyle #latinfunk #bossanova #bass #bassist #gig #contemporarychristianmusic #gospelmusic #livingthedream #hollywood #musician #musicianslife #covid19 #covid_19 @ Los Angeles,… https://t.co/JwPF0k1I0w",-0.15000000000000002
"#workflow  I would much rather be at my sewing machine though... 😣🤦🏽‍♀️ #essentialworkers #covid19 #curlyhair #sheready #bighair #sewistsofinstagram @ Fort Wayne, Indiana https://t.co/LkjodgwntI",0.2
I challenge you to #SaveTheWorld❤ from #Coronavirus! Recycle empty soda bottles into face shields and become a hero!   #BillionShields #Bottles2Shields  Spanish https://t.co/Dzh14jOsuB  #BillionShieldsChallenge #MayThe4thBeWithYou - https://t.co/wOrzMaXjCo,-0.0625
I challenge you to ❤#SaveTheWorld from #Coronavirus! Recycle empty soda bottles into face shields and become a hero!   #BillionShields  Russian https://t.co/lunyFgaptB #BillionShieldsChallenge #MayThe4thBeWithYou - https://t.co/lb1WSqr1lE,-0.0625
❤#SaveTheWorld from #Coronavirus!  Recycle empty soda bottles into face shields and become a hero!   #BillionShields  Arabic https://t.co/YrxltDqaph #BillionShieldsChallenge #MayThe4thBeWithYou - https://t.co/h2rKaoVYKD,-0.125
#BillionShields Challenge is here! ?I challenge you to #SaveTheWorld:thanksdoc: from #Coronavirus! #BillionShieldsChallenge #MayThe4thBeWithYou - https://t.co/lJLMYKYAhg,0.0
"Concrete and Rust in the Trees,  Flushing Meadows-Corona Park #concreterustandtrees #flushingmeadowscoronapark #canon77d #canonphotography #canonphotographer #24mm70mmf4 flushingmeadowscoronapark coronapark @… https://t.co/RJVaF0843W",0.15000000000000002
I challenge you to ?#SaveTheWorld from #Coronavirus! Recycle empty soda bottles into face shields and become a hero!   #BillionShields  Russian https://t.co/lunyFgaptB #BillionShieldsChallenge #MayThe4thBeWithYou - https://t.co/5eHPrpGElh,-0.0625
"Trap Safely 
#Lurking #Trap #Safely #Nyc #Gas #Culture #CartelTalk #Plug #Eat #Art #DavesHouseOfThrill #Lyft #ArtAddict #Tunnel #Vision #Prada #Gold #Adidas #Dad #Hat #lifeisgood #Stealth #Health #Wealth #Corona… https://t.co/mzVuJ3AjP3",0.5
#BillionShields Challenge is here! ?I challenge you to #SaveTheWorld:thanksdoc: from #Coronavirus! https://t.co/b5luv683Ov #BillionShieldsChallenge #MayThe4thBeWithYou - https://t.co/y5x3OiOKLu,0.0
❤❤ I challenge you to #SaveTheWorld from #Covid-19! Recycle empty soda bottles into face shields and become a hero!  https://t.co/b5luv683Ov #BillionShieldsChallenge #MayThe4thBeWithYou - https://t.co/SPBzxpaT3K,-0.125
"Clouds, Corona, Queens, NYC #clouds #coronaqueensnyc #coronaqueens #corona #queens #nyc #nofilter #unedited #canon77d #canonphotography #canonphotographer #24mm70mmf4 @ Corona, New York https://t.co/0DGkaOpnwn",0.13636363636363635
"A streetcar conductor in Seattle not allowing passengers aboard without a mask during the Spanish Flu pandemic, 1918.
#coronavirus #quarantine #pandemic @ Pasadena, California https://t.co/39UJIvQtGo",0.0
"Sunlight Streaming Through the Trees, Flushing Meadows-Corona Park #sunlightstreamingthroughthetrees #trees #flushingmeadowscoronapark #canon77d #canonphotography #canonphotographer #24mm70mmf4… https://t.co/eQHmis8gUF",0.0
"Can you spot the #oddmanout? 
All this week I’ll be highlighting some images from Holland as @cityofholland won’t be celebrating its #tuliptime this year due to that #covid19 meanie pants! #enjoytheflowers #tulips🌷… https://t.co/O7ioUHrBEi",-0.15625
I challenge you to #SaveTheWorld❤ from #Coronavirus! Recycle empty soda bottles into face shields and become a hero!   #BillionShields #Bottles2Shields  Spanish https://t.co/Dzh14jOsuB  #BillionShieldsChallenge #MayThe4thBeWithYou - https://t.co/KN7oms4B1H,-0.0625
I challenge you to ❤#SaveTheWorld from #Coronavirus! Recycle empty soda bottles into face shields and become a hero!   #BillionShields  Russian https://t.co/lunyFgaptB #BillionShieldsChallenge #MayThe4thBeWithYou - https://t.co/xIEkp96h9U,-0.0625
❤#SaveTheWorld from #Coronavirus!  Recycle empty soda bottles into face shields and become a hero!   #BillionShields  Arabic https://t.co/YrxltDqaph #BillionShieldsChallenge #MayThe4thBeWithYou - https://t.co/bJq9Efgazz,-0.125
#BillionShields Challenge is here! ?I challenge you to #SaveTheWorld:thanksdoc: from #Coronavirus! #BillionShieldsChallenge #MayThe4thBeWithYou - https://t.co/00ieDU307a,0.0
"Thank you Aunty Pearl for Destry’s face mask.  It fits her perfectly! 😷🥰 destryjanna #covid19 #wearamask #staysafe @ Aiea, Hawaii https://t.co/rBJwJBb9sG",1.0
I challenge you to ?#SaveTheWorld from #Coronavirus! Recycle empty soda bottles into face shields and become a hero!   #BillionShields  Russian https://t.co/lunyFgaptB #BillionShieldsChallenge #MayThe4thBeWithYou - https://t.co/ygEBocSO3L,-0.0625
"Freedom of the Human Spirit, Flushing Meadows-Corona Park #freedomofthehumanspirit #statues #art #publicart #flushingmeadowscoronapark #photographyourcity #canon77d #canonphotography #canonphotographer #24mm70mmf4… https://t.co/ofsLb5DBjt",0.0
#BillionShields Challenge is here! ?I challenge you to #SaveTheWorld:thanksdoc: from #Coronavirus! https://t.co/b5luv683Ov #BillionShieldsChallenge #MayThe4thBeWithYou - https://t.co/2JdDvAYjCh,0.0
❤❤ I challenge you to #SaveTheWorld from #Covid-19! Recycle empty soda bottles into face shields and become a hero!  https://t.co/b5luv683Ov #BillionShieldsChallenge #MayThe4thBeWithYou - https://t.co/oZoTNDGpj0,-0.125
"At @elitepourlavie we can never get enough of @inesdisanto 🌸 #bridal
.
.
#bride #weddingdress #eplv #Atlanta #nashville #covid19 #kuwait @ Shops at Buckhead https://t.co/C3dhJQ11gq",0.0
I challenge you to #SaveTheWorld❤ from #Coronavirus! Recycle empty soda bottles into face shields and become a hero!   #BillionShields #Bottles2Shields  Spanish https://t.co/Dzh14jOsuB  #BillionShieldsChallenge #MayThe4thBeWithYou - https://t.co/kovdwZPspC,0.2
I challenge you to ❤#SaveTheWorld from #Coronavirus! Recycle empty soda bottles into face shields and become a hero!   #BillionShields  Russian https://t.co/lunyFgaptB #BillionShieldsChallenge #MayThe4thBeWithYou - https://t.co/aCA2wJKCHi,-0.0625
