,tweet,location,Confirmed
0,presenting graduated allen high school year two thousand and twenty year2020 inspire world live like you stop learning senior wild covid19 excell…,Texas,54776
1,rest peace jeffrey davis forty-five beto jose martinez sixty-seven clements adrian duncan fifty-one waynescott thomas weber fifty-two wynne rip covid19 prisoner tdc tdcj friday twenty-two two thousand and twenty covid nineteen tdcj update texas department…,Texas,54776
2,austin texas gov greg abbott removed air travel restriction related coronavirus pandemic office announced thursday afternoon air traveler entering state atx austin all512,Texas,54776
3,capital metro closely monitoring data determine ramp transit service cut coronavirus pandemic atx austin all512,Texas,54776
4,we 'll updating story day friday latest local news coronavirus pandemic you ' like roundup atx austin all512,Texas,54776
5,it ' weekend boudoir naturalbeauty lingeriemodel boudoirmodelpose boudoirphotoshoot boudoirphotography laurenvex dallasmodel digitalxtcstudios countrygirl bedroom blondehair blonde corona…,Texas,54776
6,miss terribly miss hanging friend houstondash game big time covid nineteen bugger please dashtfon holditdown camera with flash camiprivett woodland texas,Texas,54776
7,who me enjoy weekend frog rolling on the floor laughingsmiling face with smiling eyestwo heartstwo hearts saturday happy family smallbusiness love covid19 sugarland spraydontlay sunlesstanning spraytansolution mystinitans tanningsalon instagood…,Texas,54776
8,beauty motion bassonthefly bassfishing fishing thankful covid19 quarantine jesus thankful beauty motion catchandrelease leviathanrods texas,Texas,54776
9,throwback sambal chicken food foodporn foodphotography food foodstagram foodgasm foodlover foodpornshare instafood bonappetit foodbeast foodpic foodpics foodlove houston htx hou coronavirus…,Texas,54776
10,burger time food foodporn foodphotography food foodstagram foodgasm foodlover foodpornshare instafood bonappetit foodbeast foodpic foodpics foodlove houston htx hou coronavirus houstontx burger…,Texas,54776
11,life death covid nineteen pandemonium kept saddle december two thousand and nineteen felt good leave studio floor morning lifetimefitnessmansfield…,Texas,54776
12,opps sorry aijackso forgot beer freezer night corona beerabuse lowcarbbeer corona coronausa corona mx beer league city texas,Texas,54776
13,best batch yet corona time like thing we 've `` inner baker '' kinda hard passed it scientific precise creative enough 've found…,Texas,54776
14,theme song jaw playing background were going need bigger boat coronavirus covid nineteen socialdistancing memorialdayweekend islandlife galveston beach,Texas,54776
15,note memo billionairevending covid19 stayhome staysafe goodvibes passiveincome incomestreams cashflow vendingmachine vendor success reallife investing roi findaneedandfillit vend…,Texas,54776
16,impromptu trip voodoo doughnut family wouldnt exciting werent coronavirus are wyattedward dawsonmatthew voodoodoughnuts fatpills tastytreats fatguyheaven…,Texas,54776
17,flying uncomfortable is can ' imagine willingly dress like travel rona coronavirus hazmatsuit toomuch dfw airport,Texas,54776
18,"memorialdayweekend youbookingornah blessed hand double exclamation mark️ coronavirus sure dont forget hair lash facial book amp shop coronavirusfreeenviroment text eight hundred and thirty-two three hundred and two three thousand, eight hundred and thirteen kiss mark double exclamation mark️ ten non refundable spot…",Texas,54776
19,"memorialdayweekend youbookingornah blessed hand double exclamation mark️ coronavirus sure dont forget hair lash facial book amp shop coronavirusfreeenviroment text eight hundred and thirty-two three hundred and two three thousand, eight hundred and thirteen kiss mark double exclamation mark️ ten non refundable…",Texas,54776
20,"memorialdayweekend youbookingornah blessed hand double exclamation mark️ coronavirus sure dont forget hair lash facial book amp shop coronavirusfreeenviroment text eight hundred and thirty-two three hundred and two three thousand, eight hundred and thirteen kiss mark double exclamation mark️ ten non refundable…",Texas,54776
21,"memorialdayweekend youbookingornah blessed hand double exclamation mark️ coronavirus sure dont forget hair lash facial book amp shop coronavirusfreeenviroment text eight hundred and thirty-two three hundred and two three thousand, eight hundred and thirteen kiss mark double exclamation mark️ ten non refundable spot…",Texas,54776
22,time flying idk long feel different cant wait til covid thing over iamdjshowtime yourgffavdj mrcutyaspeakersup hobby houston flight mp3waxx william hobby airport,Texas,54776
23,"memorialdayweekend youbookingornah blessed hand double exclamation mark️ coronavirus sure dont forget hair lash facial book amp shop coronavirusfreeenviroment text eight hundred and thirty-two three hundred and two three thousand, eight hundred and thirteen kiss mark double exclamation mark️ ten non refundable spot…",Texas,54776
24,"memorialdayweekend youbookingornah blessed hand double exclamation mark️ coronavirus sure dont forget hair lash facial book amp shop coronavirusfreeenviroment text eight hundred and thirty-two three hundred and two three thousand, eight hundred and thirteen kiss mark double exclamation mark️ ten non refundable…",Texas,54776
25,thing quarantine time commission mother day piecing past five different photo coronavirus quarantinecreative artistlife artistpivot 5generations illustration covid19 coronagrind portrait order today info abcbodyart com,Texas,54776
26,"memorialdayweekend youbookingornah blessed hand double exclamation mark️ coronavirus sure dont forget hair lash facial book amp shop coronavirusfreeenviroment text eight hundred and thirty-two three hundred and two three thousand, eight hundred and thirteen kiss mark double exclamation mark️ ten non refundable…",Texas,54776
27,we 'll updating story day friday latest local news coronavirus pandemic you ' like roundup atx austin all512,Texas,54776
28,beach day got early left early crowd stopped distancing recent science proved corona dy two minute high uv humidity maybe need stay outside order responsible distancing…,Texas,54776
29,covid19 therapy shop willow bend shopwillowbend plano tx,Texas,54776
30,covid nineteen testing met firstmetchurch covidtesting metropolitan church,Texas,54776
31,covid nineteen testing met firstmetchurch covidtesting metropolitan church,Texas,54776
32,covid nineteen testing met firstmetchurch covidtesting metropolitan church,Texas,54776
33,covid nineteen testing met firstmetchurch covidtesting metropolitan church,Texas,54776
34,covid nineteen testing met firstmetchurch covidtesting sheilajacksonlee metropolitan church,Texas,54776
35,downtown fort worth busy happy people walking around eating drinking amp enjoying beautiful day covid testing station dont need lovetexas texan texaspride fortworth…,Texas,54776
36,officially reopened open 25th happy memorial day temporarily state covid nineteen protocol safe taking client appointment call…,Texas,54776
37,"tonight mix academy event featuring from music know three thousand, nine hundred and eleven lounge mcallen tx 10p 2am oncoming fist djefromv covid19 compliant safety 3911lounge three thousand, nine hundred and eleven lounge",Texas,54776
38,newmasks covid19 seven beauty supply,Texas,54776
39,eating wave covid nineteen crazy thai sherman tx,Texas,54776
40,moment you 've looking like angry bird covid nineteen started fear brow ben taub hospital,Texas,54776
41,face with tears of joyshe betta that grinning face with sweat love seeing bae natural beauty justsayingg themepark astroworld houston deshaundelightful summer covid19 hotsummer quarentinequeen quarentine houston texas,Texas,54776
42,yes appreciated grinning face business coronavirus covid19 dfw tx dallas world mundo negocio verdad truth human humanidad texas usa unitedstates money dinero work trabajo smallbusiness…,Texas,54776
43,wore face makeup lipstickmouth pre covid news reporting day smiling face️lolwinking face friday night hair person gesturing OKlight skin tone‍female sign️is bun amp barely wearing mascaraeyeshee hee let patient smiling face with halofriends we…,California,92539
44,evening two 4mi neighborhood walk checking momnpops sunset covid nineteen coronavirus fremont california,California,92539
45,supposed london today instead view june worry lot grateful ill little time lose covid weight…,California,92539
46,got covered protecting nurse staff ampstaffingnetwork covid19 rn lvn cna nursingregistry amp staffing network,California,92539
47,day sixty-three covid day gratitude dont know day flowing another lb sticking grinning squinting faceperson shrugging‍female sign️ getting walking lakebalboa help both …,California,92539
48,paying homage greatness philipbaileyewf amp philcollinsfeed easylover jaygoreguitar ttchadtt norikojazz leland sklar amp possible special guest youtube covid19 streaming video 場所 los…,California,92539
49,despite recent uptick coronavirus outbreak friend yer decided south korea employment opportunity thank sharing story courageous willing to…,California,92539
50,guitarmusical score guitarist ' day quarantine wondered day guitarist covid nineteen look like look further smile safe don ' forget share musical scoregrinning face guitar classical…,California,92539
51,corona shaa person bowingmedium-dark skin tone‍male sign️ corona california,California,92539
52,day 126person bowingmedium-dark skin tone‍male sign️ corona california,California,92539
53,cellphone trojan horse coronavirus,California,92539
54,gun rose slam president trump ‘ live let die covid forty-five shirt yahoo sport,California,92539
55,git god trust right day everyday folded handsindex pointing up️🇺🇸 gitright goditrust godssoldiers psalm23 blessed jesus jesustrong jesusismysuperhero amjoy athlete athletesvscancer mma coronavirus whittier losangeles…,California,92539
56,poster want one covid19 ppe mask notimac bahr sport llc,California,92539
57,hope beautiful day smiling face with hearts night girl video happy saturday beautifulday army bts may indonesia savetheplanet stayhome dirumahaja lovemyself staysafe covid19 two thousand and twenty batak borubatak…,California,92539
58,happy saturday food for thought two heartscherry blossomstar️ repost herbtheentspec ・・・ there opportunity “ problem ” frustrating cancelations corona virus were trying focus we…,California,92539
59,covid update good news america dutch goose open take out see well call coco order pickup super easy parking lot side greg …,California,92539
60,city retreat feel natural quarantine sylentword losangeles city nature rejuvenation health happy wherethewildthingsare coronavirus los…,California,92539
61,stay circle san francisco staysafe covid19 dolorespark circle socialdistancing hippo dolores park,California,92539
62,corona ca sat 23rd forecast today patchy fog hi eighty tonight clear lo fifty-four,California,92539
63,resiliency improves outside exercising especially sunlight improves vitamind preventing flu covid19 depression complimentary consultation ucla workstrongcoach 30…,California,92539
64,nerve wrecking having come hospital pandemic covid19 situation sign pain go son severe ear infection completely swelled ear point of…,California,92539
65,enjoying morning coffee cousin loris nb feel like im vacation rolling on the floor laughingrolling on the floor laughinghot beverage️hot beverage️smiling face with sunglassessmiling face with sunglasses coffee saturdaymorning relaxation cousin family saturday stayhome covid19 beachilove…,California,92539
66,that friggin covid starting today toast game back faves back `` basic '' avocado toast strawberry hazelnut hummus cucumber toasties feed face cuz ain ' waiting for…,California,92539
67,megaphonemegaphonemegaphone sold kearny mesa amazing three story town home market beginning april right beginning covid stay at home order open house allowed were…,California,92539
68,red heart️ thank friend homewell roseville ca choosing covid nineteen community hero collecting donation distribute senior roseville rose community pleasure…,California,92539
69,folded handsfolded handsfolded hands want thank participated covid19 ' getting angry mystery box big shout skywalker seven hundred and ten donating red chrome hulk prize all…,California,92539
70,thats right baby store open come today open tues sat ten six store open strict covid guideline one staff customer wear mask time two strict social distancing…,California,92539
71,6ft away better thang up covid19 coronavirus socialdistancing socialdistancing2020 socialdistance sign sign signshop graphic floorgraphics floorgraphic…,California,92539
72,happy 19th birthday joshuaescalante our swimmer dapper don superhero pilot extraordinaire exceptional quality you covid aint got nuthin continue conquer…,California,92539
73,dancing coronaman dancingmedium-light skin tone microbe microbe dancing coronaman dancingmedium-light skin tone persiandancing funnypersian corona coronavirus dancechallenge move quarentine quarentined stayhome funnydance dancer 9gag sexydance khordadian…,California,92539
74,timecapsule march192020 covid19 free speech movement cafe,California,92539
75,club mcbride high school — club casa environmental club — joined force pre covid nineteen organize undergarment drive youth need delivered casayouthshelter shelter…,California,92539
76,welcome back beginning monitoring adapting covid nineteen responsibility health wellbeing guest jsw employee driving force decision making we…,California,92539
77,new kick test driving pxg great company beating covid social distance sport joseederic teamcalves wildhawk sacramento california,California,92539
78,parentalunits kaluapig capture moment photo album memorialdayweekend drooling face🇺🇸party popper corona california,California,92539
79,stay you stay safe corona california,California,92539
80,three pm pacific standard time today man ghost going chop up talk music life education managing covid incredible dj incredible piano player teacher at…,California,92539
81,it bbq time corona del mar california,California,92539
82,lucky awarded iwtg g sailor quarter appreciate guy iwtd sd putting helping detachment moving covid crisis fleet weather center,California,92539
83,invasion succ two they 're social distancing covid19 mission bay san francisco,California,92539
84,camera four twenty-five nineteen pondering freedom feel like post covid nineteen thinking face also voting maximcovergirl2020 officially begin 2pm edt five twenty-five memorial day click link profile monday exposition park rose…,California,92539
85,im officially covid nineteen dietplan loudly crying faceweary facefolded handsmedium-dark skin tone farmerboys salad mission viejo california,California,92539
86,repost missdhutch ・・・ went socially distanced photowalk juliegeb yesterday end up corona street flushed faceface with tears of joy pandemic2020 corona…,California,92539
87,thats right baby store open come today open tues sat ten six store open strict covid guideline one staff customer wear mask time two strict social distancing…,California,92539
88,oobang acosticsounds hiphopmusic love foe cpt tmcchequered flag coronavirus corona star stayhome ipark music co,California,92539
89,leader helm contemptuous sea covid19 campbell california,California,92539
90,thank officer nua stopping grab amp food distribution center coloring book king hawaiian bread support covid nineteen emergency effort or…,California,92539
91,raya eve vibe sparrow ramadan2020 eidmubarak2020 rayaathome2020 shelterinplaceeid covid19 sparrowstakecalifornia sunnyvale california,California,92539
92,pickup curbside bestbuy sf advantage picnic covid19 two thousand and twenty udon goldengatepark phase2 golden gate park,California,92539
93,masked two thousand and twenty photo essay dawn hoffman mask day day twenty-eight mask humanity masked quarantine eye safetyfirst quarantinelife covid19 thankyou lockdown coronavirus portraitphotography…,California,92539
94,college kid outhere struggling financially covid nineteen try apply help follow tip financial education feel…,California,92539
95,didn ' can ' wouldn ' did am greatest author generation coronavirus pandemic two thousand and twenty marinadelrey marinadeley culvercity losangeles hollywood california tinaeatsdrinks…,California,92539
96,yay theyre open happy hour saloon corona ca,California,92539
97,sold six hundred baltic cir six hundred and thirty-four 56th sale ventana del mar covid marketing plan redwoodshores redwoodcity patrickcarmichael redwood shore california,California,92539
98,🇺🇸 memorialdayweekend memorialday coronavirus 🇺🇸 coors light beer garden,California,92539
99,'ve lot coloring lately make feel relaxed quartainehobbies quartainlife happycoloring relaxing corona california,California,92539
100,breaking celebrate start memorial day weekend donald trump golf coffin 100000th coronavirus victim ' coffin paul lidicule los angeles california,California,92539
101,yup styling ' amp profilin ' age pandemic quarantine covid19 protectothers thefrenchelfstyle thefrenchelf north park san diego,California,92539
102,were prepping re opening taking precaution amp safety measure protect client amp staff staff returning work received updated barbecide covid19 certification ready…,California,92539
103,seven hundred and thirty-nine zero cure covid19 amp hangover thinking face better amazing kfc kfc north beach san francisco,California,92539
104,like idea wearing mask protect family covid thing recommend double check quality mask important question to…,California,92539
105,anybody catch hand oncoming fistmedium-dark skin tonebut im trying catch corona ill bounce raising handsmedium-dark skin tonesmiling face with sunglasses long beach california,California,92539
