,tweet,sentiment,tweet.1,location
0,"newjersey twelve thousand, five hundred coronavirus death rest unitedstates we 're reopening going `` normal '' life there ' president dominicanrepublic…",0.075,"So while in #NewJersey we had 12,500 #coronavirus deaths. Here and in the rest of the #unitedstates we're reopening everything and going back to ""normal"" life.  Then there's the #president of the #DominicanRepublic… https://t.co/yHgIkBXtMG",New Jersey
1,'ve cooped house three week isolation cleared covid nineteen surgery hospitalized monday tuesday surgery feeling soooo disconnected dump …,-0.1555555555555556,I've been cooped up in the house another 3 weeks on isolation so I could be cleared of COVID-19 for surgery. Then hospitalized from Monday to Tuesday for surgery. Feeling soooo disconnected and down in the dumps.… https://t.co/4mCVqIDCSF,New York
2,time needed covid nineteen budget cut hundred thousand teacher aid admin support staff laid off thousand taking pay cut hundreds…,0.5,"There has never been a time when this is more needed. With Covid-19 budgets cuts, hundreds of not thousands of teachers, aids, admin and support staff are being laid off. Thousands more are taking pay cuts. Hundreds… https://t.co/e4eRvu2KkA",California
3,"today real estate question nine billion, ninety-two million, five hundred and sixty-one thousand, seven hundred and sixty-six visit sellersagent realtor firsttimehomebuyers…",0.2,"https://t.co/wQtvUcpxIm Call us today with all your Real Estate questions at 9092561766 or visit
#sellersagent #realtor #firsttimehomebuyers… https://t.co/tNidaABu2O",California
4,danced alone camera photographeral2 lasvegas dancing covid empty thestrip vega girl bliss covid19 surreal tourist la vega nevada,0.0,"When we danced alone. 
📷@photographerAL2 

#lasvegas #dancing #covid #empty #thestrip #Vegas #girl #bliss #covid19 #surreal #tourist @ Las Vegas, Nevada https://t.co/fYwn51q5N0",Nevada
5,day one hundred and sixty-four two thousand and twenty ellington avatar moment looooooooong three month staying home zoom teaching negative covid testing white people waking black life matter today the…,0.075,"Day 164 of 2020.
.
.
.
Ellington is our avatar of the moment. 
.
After a LOOOOOOOOONG 3 months of staying at home, Zoom teaching, negative COVID testing and white people waking up to black lives matter-today was the… https://t.co/0cbwoqzaKg",California
6,remember life covid disappointed face,0.0,Remember life before Covid? 😞,Florida
7,como vamos el insomnio todobienahi insomnia everythingisok face with tears of joy buenasnoches last quarter moon face zzzz godnight coronavirus microbe quarantine sunrise florida,0.0,"Como vamos con el insomnio? #todobienahi ? / How are we doing with insomnia?  #everythingisok ? 😂 #buenasnoches 🌜#zzzz #godnight #coronavirus 🦠 #quarantine @ Sunrise, Florida https://t.co/DC53fwpF8u",Florida
8,finally reopening june 19th visit website covid nineteen safety guideline book appointment soon reopening chinohillsnails chinohillssalon nailsspa nail amp spa,0.21666666666666667,Finally!!! We are reopening June 19th. Please visit our website for our Covid-19 Safety Guidelines before you book an appointment. See you soon. #reopening #chinohillsnails #chinohillssalon #q_nailsspa @ Q Nails &amp; Spa https://t.co/8lL8z8HQas,California
9,beautiful day february two thousand and twenty libertystatepark calm covid19 storm liberty state park,0.08409090909090909,A beautiful day in February 2020 at #libertystatepark - the calm before the #covid19 storm. @ Liberty State Park https://t.co/YMWbP4B4cH,New Jersey
