,Province_State,Confirmed
0,Alabama,10464
1,Alaska,383
3,Arizona,11736
4,Arkansas,4164
5,California,70978
6,Colorado,20157
7,Connecticut,34333
8,Delaware,6741
10,District of Columbia,6485
11,Florida,41923
12,Georgia,34924
15,Hawaii,635
16,Idaho,2293
17,Illinois,83021
18,Indiana,25127
19,Iowa,12912
20,Kansas,7240
21,Kentucky,6853
22,Louisiana,32050
23,Maine,1477
24,Maryland,34061
25,Massachusetts,79332
26,Michigan,48021
27,Minnesota,12494
28,Mississippi,9908
29,Missouri,10269
30,Montana,461
31,Nebraska,8532
32,Nevada,6313
33,New Hampshire,3239
34,New Jersey,140917
35,New Mexico,5212
36,New York,338485
37,North Carolina,15622
38,North Dakota,1571
40,Ohio,25250
41,Oklahoma,4732
42,Oregon,3358
43,Pennsylvania,61310
45,Rhode Island,11614
46,South Carolina,7927
47,South Dakota,3663
48,Tennessee,16111
49,Texas,41432
50,Utah,6432
51,Vermont,927
53,Virginia,25800
54,Washington,17330
55,West Virginia,1378
56,Wisconsin,10611
57,Wyoming,675
