tweet,sentiment
And the season is upon us ! Maybe a little Covid style but here nonetheless...#flyfishing #flyfishinglife #flyfishutah #flyfishingutah #wasatchmountains #wasatchguideservice #wasatchguides #wasatchadventureguides… https://t.co/lLV4vDrNJe,-0.1875
"be safe out there! #iphone11pro #11pro #covid19 #essentialworkers  #2020grads @ Fairfield, Ohio https://t.co/waQETMgkAK",0.625
"CLOSING DAY! 🏡

It was so fun reconnecting with Ruth Ann and selling her beautiful ranch home in Olathe. With COVID-19 altering our selling strategy, we were still able to sell it 1st day with multiple offers.… https://t.co/kGyrBRoXvC",0.35
"For a very beautiful couple.

#ladybug #ladybugembroidery #matchingmask 

#fabricmask #premiumfabricmask #clothmask #covid19 #socialdistancing #flatternthecurve #shelterinplace #alohamask #hawaiidesigner #aloha… https://t.co/vla6xLjLjC",1.0
You know it’s the end of the year when yearbooks are here. Today I spent the time to sign my students yearbooks. It’s been quite a year. #reflection #sad #imissmystudents #wishyouwerehere #teacher #pandemic #covid19… https://t.co/1i52HNufJD,-0.3
"https://t.co/q1bIRBjDj8 What do you want to know about the search for a COVID-19 vaccine? Join KUT’s Jennifer Stayton for a discussion with Jason McLellan, an associate professor https://t.co/YnJMVggW8J #atx #austin #all512",0.0
"THE NEW NORMAL 
#thenewhealthy 
HERO'S 
#COVID-19DIARIES 
SOCIAL DISTANCING 
#STAYHOME
#lockdown @ New York, New York https://t.co/z7cAFObP9V",0.11848484848484847
"Even in the wake of COVID-19, the team at London Bridge Resort laid beautiful patriotic memorial vases at the Lake Havasu Memorial Gardens this week for those who served and have passed.  So proud to be part of… https://t.co/MpXjFujoGR",0.825
"It was such an honor and privilege to have my parents hood me in front of the College of Education at Sacramento State. While the COVID-19 pandemic took a lot from us, it was not able to… https://t.co/YV2XqyLM4U",-0.125
Looks so delicious 😋 🤤 Like and Follow @great_atlanta #greatthingsatlanta #atlanta #covid_19 #covid19 #atl #atlantahairstylist #atlantatattooartist #atlantanails #atlantafalcons #atlantaphotographer… https://t.co/TQnlvFUKMB,1.0
"It was a beautifully #blessed day &amp; felt necessary to get out of the house for a few.  #socialdistancing  is very important,  you never whom also might not know they are infected with #covid19 #stayhome  or wear a… https://t.co/BorTOql6nh",0.2925
"YOU INVITED TO JOIN THE CONVERSATION!!!
See The Complete Online Episodes of Meak Productions' Special News Series 
Featuring Various Representatives from the LGBTQ Community as we discuss 
COVID-19's Impact on our… https://t.co/CvG4VFuZ36",0.1523809523809524
The new meaning of #StrapUp wear a #mask or #stayhome #covidfree #covid19 #coronavirus #travisriddick #travisriddickphotography #whenwecarewedobetter @washinformer @3m mayor_bowser theellenshow abc7dc #monument… https://t.co/6Zpq5oe9Ph,0.13636363636363635
"Another peaceful day at Corona Del Mar, with my favorite people and the beauty that God gave us. #Blessed #Sunset @ Corona del Mar, California https://t.co/39raNmdNki",0.375
$10 .. $15.00 with signature 🖊 🎶  LINK IN BIO (we ship too) #STRAIGHTDROP #GABBYGIAVONI #EXPLORE #EXPLORE #PARENTALADVISORY #HIPHOP #RAPSHIT #REALRAPSHIT #MUSIC #epic #fuckcorona #fuckcovid19 #covid19 #FREESTYLE… https://t.co/l3XGwriFAS,0.4
"Pushing daisies. 
.
The fit-&gt; @thefrippery 
.
#memorialdayweekend   #coronavirus deaths 95,087 🙏🏽 @ United States https://t.co/malylkJfAA",-0.1
"The ""Cone of Silence"" was created in 1955---- and occasionally was used in the Get Smart TV show. Could this be the future of COVID19 dining, office design, hospital &amp; clinics?

#COVID19
#officeFuture #healthdesign @… https://t.co/R9Lv2zn0z1",0.25
"Breaking News:  Even if we were all the same color and only had different color eyes, humans would still be racist and ignorant.   Brilliant racist man decides best way to fight Covid is to touch random people’s… https://t.co/lkqSt2yGZB",0.0
"5th Grade Graduation Parade!  Officially a Middle Schooler... Where did the time go

#graduation #classof2027 #pricepride  #5thgradegraduation  #tassel #graduationparade #coronavirus @ Price Elementary https://t.co/SmjjSGP5KJ",0.2590909090909091
