,tweet,location,Unnamed: 0,Province_State,Confirmed
0,"Coming off of work now waiting for my ride to get here. #essential #worker #life #selfie #coronavirus #mask #beverlyhills #lametro #studiophotography @ Beverly Hills, California https://t.co/J5gaI6sU3z",California,5,California,43558
1,"Daughter’s High School ceramics project... Oh, how we’ll look back on this time in history 

#stayhome #facemask #covid19 #influencedchoices @ Oakland, California https://t.co/VyLlSGfJOO",California,5,California,43558
2,"ever since non-essential businesses were forced to close due to the #coronavirus #pandemic, i've worked out a deal with my friend @kathmandu2005 from @kathmandu2005: i pay her to cook dinner for me once a week, and… https://t.co/GxdkfanDv8",California,5,California,43558
3,"Grilled sweet onions and grilled corn on the cob to go with that flank steak.  😋 
#onions #grilling #food #outdoorgrilling #corn #cornonthecob #outdoors #bbq #grilled #dinner #saturdaynightdinner @ Corona, California https://t.co/FhOJOVZspn",California,5,California,43558
4,"Still making dad’s garlic cheese bread.  #cooking #garlicbread #bread #grilling #garlic #food #cheese #carbs @ Corona, California https://t.co/zlUy4TBMMJ",California,5,California,43558
5,"5 beds, 5.5 baths, 4600 sq ft...$3,495,000 🏘 contact me for all of your real estate needs 📲 #StudioCity #RealEstate #Pool #saturday #home #family #invest #asset #equity #covid19 #lockdown #quarantine @ Studio City,… https://t.co/T1EbOf0v9A",California,5,California,43558
6,Braving the corona @ Dairy Queen Grill &amp; Chill https://t.co/kVZ4xI8kH1,California,5,California,43558
7,"Surviving week four and five of the COVID-19 break and quarantine but cannot wait for it to be over like...🤣 #SwayApp @ Riverside, California https://t.co/WhYQotjqeG",California,5,California,43558
8,Meat and potato type of Saturday #blackstonegriddle #sandiego #yummy #covid19 #selfisolation #bearhandsmovement #anipaaday @ Beezeez Kitchen https://t.co/86cUyCfOah,California,5,California,43558
9,Love in the time of Covid #wpg #wirehairedpointinggriffon #lupin #outside @ Mori Point https://t.co/nBtKRVN4LT,California,5,California,43558
10,When you haven't seen your friend since March 10th ..   ughhh    go away covid...  i miss my friends. Hope everyone is doing good.   Miss you all...    hope to be back at the gym and school soon.!!! #tanfromtumbling… https://t.co/93rgLS3stN,California,5,California,43558
11,"Surviving week four and five of the COVID-19 break and quarantine but still cannot go anywhere like...🤣 #SwayApp @ Riverside, California https://t.co/ZOk8hIrP6c",California,5,California,43558
12,Honored to serve Thai meals to our  @UCPDLA tonight! Thank you for taking good care of our community 🙏 #feedthefrontline #teamla #UCLAPD #besthospital #covid #firstresponders #doctors #nurses… https://t.co/9wNLZXiiEI,California,5,California,43558
13,"What does a dinner date look like in the midst of 2020 COVID chaos? This right here. Preparing a meal and connecting digitally. While life is chaotic and things are less than ideal, I for one will not stop living… https://t.co/JwtlspUUwh",California,5,California,43558
14,"Covid Baking Chronicles Day __???
I've always loved that #honeywheatbread that they serve everyone at cheesecakefactory so I decided to make my own and share with my neighbours.  We've been shopping for each other… https://t.co/QEKnAEUrTN",California,5,California,43558
15,"We were supposed to be on the Kentucky Bourbon Trail this past week, followed by Chicago for the Cubs vs. Phillies games today and tomorrow... but Covid-19 isn’t going to ruin all our fun!! We’re having just as much… https://t.co/LFxQVkwa8T",California,5,California,43558
16,"I love reopening 🥵
Indeed never could be assumed have a piece of restaurant tacos by the street is a dream.
.
#coronavirus #reopenamerica #reopening #reopeneorld #ihatequarantine #letmelive #losangeles #hollywood #… https://t.co/ut7kIYBO3v",California,5,California,43558
17,"Happy bday ezeesnow 🖕🏽 #coronaVirus its my sis bday @ Oakland, California https://t.co/YUog0k3ESm",California,5,California,43558
18,This may be one sign of the times we may actually miss once this is all over. #covid19 #openforbusiness #california #margarita @ Avila's El Ranchito - Foothill Ranch https://t.co/JjWZz6KBpl,California,5,California,43558
19,"MAY 11th ‼️👀
“FRAT BITCH” OFFICIAL MUSIC VIDEO
💯💸💤
.
.
.

.
.
.
.
.
.

#StevieBryant #TrapStarPrince #LilRasta #coronavirus #virus #MotionFlare #videography #video #2020 #explore #worldstar #california #InlandEmpire… https://t.co/YzZnXsYKjJ",California,5,California,43558
20,"👈 LEFT or RIGHT 👉 or somewhere in the 👉 MIDDLE 👈 we ALL have THIS  💇‍♂️ 💇‍♀️ in common‼  😷

#quarantine #quarantinelife #hairdresser #hairdresserday #stayhome #savelives #covid_19 #covid @ Murrieta, California https://t.co/NkmkWf3fjX",California,5,California,43558
21,"BE YOUR BEST, TAKE the TEST!
.
.
.
#slogan #beyourbest #takethetest #coronavirus #antibody #test #covid_19 #losangeles #california #gavinnewsom #ericgarcetti #funding #government #calltoaction #gettested #wartime… https://t.co/buDJ3NGDxS",California,5,California,43558
22,"Kenny Rogers and his horse Patch. Ok, it’s really #panda🐼 and me taking a drive to escape the claustrophobia from #stayathome. 
,
,
,
#covid19 #quarantinelife #daddyslittlegirl #dogismycopilot @ Los Angeles, California https://t.co/tSIkrWRdaY",California,5,California,43558
23,"In this time of #coronavirus safety, #wearyourmask 
Colors are fun. Which is your favorite #color 
🤔😺🤣😷😷😷 @ Tower District, Fresno https://t.co/dEQX8HuxDG",California,5,California,43558
24,"COVID -19  on the month. Meanwhile Making Music. ""Very Well"". @ Los Angeles, California https://t.co/MFLIx1fD9a",California,5,California,43558
25,Praying 🙏🏼 for all #cosplayers as every con on earth is cancelled one by one (especially our biannual pilgrimage to officialpowermorphicon 😩) #powerrangers #itsmorphintime #lordzedd #cosplay #coronavirus #quarantine… https://t.co/HOkDsQdoJg,California,5,California,43558
26,"USGS reports a M0.99 #earthquake 10km SW of Corona, CA on 4/26/20 @ 8:51:50 UTC https://t.co/sXRyAoUAuB #quake",California,5,California,43558
27,"A 1.0 magnitude earthquake occurred 6.21mi SW of Corona, CA. Details: https://t.co/qDRYKEtreY Map: https://t.co/iluLot9Gnw",California,5,California,43558
28,"#LAMarathon #democrat #california #liberallogic #trump #trump2020 #coronavirus #covid19 @ Los Angeles, California https://t.co/S8wNqKBpDZ",California,5,California,43558
29,"STAY AT HOME ORDER GOT YOU DOWN?! ORDER IN SOME THAI AND THEN WATCH WESTWORLD THIS SUNDAY
.
Alright, it’s #BrianEats 2020 Covid edition. More takeout reviews to come. Local restaurants / small businesses only. First… https://t.co/F29KWMKHo2",California,5,California,43558
30,"❤ HELP MAKE A DIFFERENCE IN ARTISTS LIVES SO WE CAN CONTINUE TO HELP MAKE A DIFFERENCE IN YOURS. CONTRIBUTE TO THE ""COVID-19 ARTIST RELIEF FUND"" via SPOTIFY &amp; SUPPORT THE ARTISTS YOU LOVE. 
LINK TO CONTRIBUTE ON MY… https://t.co/ZrJWI1yegi",California,5,California,43558
31,@premisedata has been collecting #covid19 data in over 100 countries since February. Check out our free global heath sites data. The free dataset inclues #afghanistan #brazil #colombia… https://t.co/nZVeVqMQkz,California,5,California,43558
32,"CROWN CHRONICLES- El reinato de Corona 

This system is dying. But you don’t have to die with it. Your mind is your greatest strength and tool to survive. Do not give in to bad energy and negative cycles. You can do… https://t.co/Ee7GgHYSKH",California,5,California,43558
33,Corona CA Sun Apr 26th AM Forecast: TODAY Mostly Sunny Hi 92 TONIGHT Partly Cloudy Lo 58,California,5,California,43558
34,"Q&amp;A: What it's like to work at a Silicon Valley grocery store amid coronavirus: Q&amp;A: What it's like to work at a Silicon Valley grocery store amid coronavirus. As a front line worker, she showers and does laundry as soon as she ... https://t.co/hh9sZx5anv",California,5,California,43558
35,"Day 42 of the Coronavirus Quarantine.

A page from the book 'Alice in Tumblr-Land &amp; Other Fairy Tales for a New Generation'

The Three Billy Goats Gruff

Stay safe, stay sane, and stay… https://t.co/TJoWGjhqXW",California,5,California,43558
36,"Sunday mornings during COVID-19 @ San Diego, California https://t.co/7abXEJDLfp",California,5,California,43558
37,"“Tired, my love, so fuckn’ tired” Painting By: Malcom T. Liepke’s #relateable #artistspotlight🔦 #exhausted #coronavirus #signofthetimes #quarantinelife #shelterinplace @ Lower Haight, San… https://t.co/i0f9wPb9Dr",California,5,California,43558
38,"Episode 33: Disproportionate Impacts Of COVID-19 
•
Featured: @ilove_lash, @harvardmed 
•
#MaxOutTime #Coronavirus #COVID19 #COVIDView #BlackGirlsRock #PodcastMovement #PodcastsInColor #GooglePlay #ApplePodcasts… https://t.co/7VoXpxhCxD",California,5,California,43558
39,"A whole lot of us were meant to be in Thailand right now, celebrating @clifton_tay’s birthday, so instead we wore beach-wear remotely, had a corona drag challenge and a scavenger hunt. Happy 40th Clifton! 🎂 🎁 @ San… https://t.co/wr5WTmwvya",California,5,California,43558
40,"Join us for Sunday morning 10am service at: https://t.co/iboNj5bl1m

#WelcomeHomeCA #guitarwiz2k #thecsarproject #worship #worshiponline #coronavirus #unstoppablegod #jesus #holyspirit #heisrisen… https://t.co/Oc1ZFnbAIO",California,5,California,43558
41,"Join our 10am service at: https://t.co/iboNj5bl1m

#WelcomeHomeCA #guitarwiz2k #thecsarproject #worship #worshiponline #coronavirus #unstoppablegod #jesus #holyspirit #heisrisen #salvationisfree @ Glendale,… https://t.co/oPMiIkpCu5",California,5,California,43558
42,"2020 Coronavirus House Arrest Day 42 - Good morning and happy hot lazy Sunday! Decided to make #brunch in hopes to clear out the fridge. With the bar officially open until we are free to roam, tonight's elixir is… https://t.co/63swGR6Hoe",California,5,California,43558
43,"For all the “doom and gloomers” out there, it seems that the American Dream of  homeownership has NOT fallen victim to COVID-19. The power of the human spirit has again been showcased. Just saying...… https://t.co/CqZB2gHFYN",California,5,California,43558
44,"Get your free certification from BARBICIDE @chardujardin then get your digital icon to use in your social media, online etc. for only $5.00! $1.00 goes to the PBA COVID-19 Relief Fund Great initiative from… https://t.co/uaSoj2aF2k",California,5,California,43558
45,"Taking a small covid break to acquire a distinct skill.  I hope you all are holding on. @ Los Angeles, California https://t.co/Wdpm33UNIN",California,5,California,43558
