,tweet,sentiment,tweet.1,location
0,day eighty-five ventured zoofari met aggressively friendly llama sweet donkey saw giant longhorn buffalo corona roer ' safari,0.2416666666666667,"Day 85: We ventured out to a Zoofari and met an aggressively friendly llama, sweet donkeys, and saw a giant longhorn and buffalo. #corona @ Roer's Safari https://t.co/ppvQjhPEo7",Virginia
1,70alcohol alcoholsanitizers alcoholwipes alcoholwipesgermfree three important factor fighting coronavirus news published online listing inc swiping high touchable area think start daily routine swiping high…,0.06814814814814814,#70Alcohol #AlcoholSanitizers #AlcoholWipes #AlcoholWipesGermFree 3 Important Factors in Fighting Coronavirus: News Published by Online-Listing Inc. Swiping Down High Touchable Areas Think about how you can start a daily routine in swiping down high… https://t.co/f9plAB7tys,Oregon
2,pandemic can ' stop cr camp go virtual,0.0,Pandemic can't stop CRS: camp goes virtual https://t.co/JVXc0u3721,Mississippi
3,"covid nineteen update floyd riot home one hundred fifteen 204th st queen ny eleven thousand, four hundred and twenty-three need non stick bandage pharmacy closed drugstore need sugar uncivilized america use gauze that…",-0.1,"COVID-19 update Floyd riots 
Home???
100-15 204th St, Queens, NY 11423
 I need some non-stick bandages but pharmacy is closed the drugstore and I need some sugar to uncivilized America Now have to use gauze that… https://t.co/V0wFx5Qssm",New York
4,absurd were reopening — especially contact tracing speak of,-0.25,Absurd that we’re reopening now — especially without any contact tracing to speak of. https://t.co/oHiScWtzjO,California
5,having adult beverage covid19 style shelter home slowly receding life beginning return normal boozeporn modernist,0.0,"Having some adult beverages, #covid19 style. Shelter at home slowly receding, life beginning to return to normal. #boozeporn @ Modernist https://t.co/JTaht6kVRP",California
6,definitely great verse tough time going through blacklivesmatter covid19 god peace love strength unity join journey church at…,-0.01666666666666668,"This is definitely a great verse for the tough times all of us are going through! #blacklivesmatter #Covid19

May God give us peace, love, strength, and UNITY!

Join @journey_church at… https://t.co/X1SkPyOikw",California
7,life time coronavirus posting photo day image hope send healing strength coping home world remind beauty u faith pas it…,0.3129629629629629,"During life in the time of #Coronavirus, posting a photo a day, an image of hope, to send healing and strength to all coping at home and around the world. To remind all of the beauty around us. Have Faith. Pass it… https://t.co/zq2YX8pv5O",New Jersey
8,important news share temporary closing drawn comic positive test covid19 store community news closing store effective…,0.0,"We have some important news to share about a temporary closing of Drawn To Comics.

There has been a positive test for Covid19 in our store community.  Due to this news we will be closing the store effective… https://t.co/1J8xlQfQ6d",Arizona
9,bass cam week sunday church pandemic awesome worshiping god church again fall afresh jeremy riddle basscam prasie worship…,0.21904761904761907,Bass Cam: Last week was the first Sunday back to church since the pandemic. It is awesome to be worshiping God together with the church again! Fall Afresh from Jeremy Riddle. #basscam #prasie #worship… https://t.co/h04gn6xZ0k,Florida
10,“ sometimes life risking dream you ” evaluating travel culinary luxury lifestyle entrepreneurial ecosystem post covid nineteen miami midtown foodyfetish…,0.16666666666666666,"“Sometimes life is about risking everything for a dream no one can see but you.”

Evaluating the Travel, Culinary and Luxury Lifestyle Entrepreneurial Ecosystem post Covid-19 in Miami Midtown with @foodyfetish… https://t.co/o1sVdiETlN",Florida
11,protection healing bracelet adorned fashionister model shawn tapler redstringbracelet redstringoffate redbracelet pandemic protection virus miracle heal instagay gaymen lgbtq spiritualjewelry…,0.0,"PROTECTION and HEALING bracelets adorned by Fashionister/Model, Shawn Tapler! #redstringbracelet #redstringoffate #redbracelet #pandemic #protection #virus #miracle #heal #instagay #gaymen #lgbtq #spiritualjewelry… https://t.co/AT4z1oOvcc",New York
12,happy “ almost ” wedding day smiling face with heartsface blowing a kisssmiling face with heart-eyeshundred pointsbaguette breadcurry ricecocktail glasstumbler glass mazyratti eating venue time coronavirus partying facepartying face open business tangerine summithouseoc almostwedding summithouse oc…,0.0,Happy “almost” wedding day! 🥰😘😍💯🥖🍛🍸🥃 mazyratti Eating at our venue! The first time out since Coronavirus! 🥳🥳O.C. is open for business! 🍊 @summithouseoc #AlmostWedding #summithouse #oc… https://t.co/Gr8OzegBIE,California
