tweet,sentiment
Who wants to see the Season 10 finale right now #TheWalkingDead #TWD #TWDFamily?! Hopefully this #CoronaVirus #covid #covid19 #covid_19 #coronavirusoutbreak⚠️ passes soon so they can finish and air it!! My… https://t.co/FeZXnFborQ,0.3790178571428571
"bbrugged showing another way to get a great workout to stay in shape during the quarantine!🥊💪🏽🏋🏽‍♂️💯
#covid19 #quarantinelife #crossfitlife #crossfitfamily #crossfitlovers #crossfitlove #crossfitgames… https://t.co/awkCaee0ox",1.0
"COVID-19! INJUSTICE! RIOTS! AND MORE!
I’ tthe midst of it all today. We gave  out 1000 boxes of food. Clowned a little for 2 min to the music on the church lot. Stay Safe! #ccod #gregdavis @ Detroit, Michigan https://t.co/0ECECjzZxh",0.3541666666666667
Help my sanity!  #quarantine #covid #stayhome #coronavirus #quarantinelife #corona #love #lockdown #socialdistancing #staysafe #quarantineandchill #stayathome #art #instagood #photography #instagram #music #follow… https://t.co/UreRYc7VnC,0.5
"#covid19 #NavajoH2O #HeIsHope #Jesus #NavajoNation @ Haystack, NM https://t.co/uwJSSDpoKW",0.0
Running around with love today. Staying positive amongst these crazy times.   #covid19 #qurantinelife #flattenthecurve #shelterinplace #covid #inthistogether #quarantine #loveyourself #loveoneanother #lovelife… https://t.co/yPSYujUFqE,0.04242424242424244
"Atlanta weekend house parties are still popping &amp; ON like never before since post CORONA &amp; no one trusting social gatherings. Book your Atlanta stripper or strippers NOW! 🔥

#ATL #hotlanta #atliens #atlmodels… https://t.co/UR2TmbLp0Y",0.041666666666666664
"Deadasa
#covid19 #hoevid19
#CORONAVIRUS #quarantine #hoe @ New York, New York https://t.co/2UyQ1exW0w",0.13636363636363635
"I mean...05.30.20 #blacklivesmatter #riots #coronavirus #isolation #chronicinsomnia @ Charlotte, North Carolina https://t.co/mkFTjCE9b8",-0.125
Last thing i remember before KO ⚡️✨⚡️👊🏽⚡️✨⚡️ ╱╲🇨︎╱╲🇧︎ #georgefloyd #blacklivesmatter #acab #justiceforgeorgefloyd #restinpower #fightracism #stopracism #humanrights #usa #equalityforall #coronavirus #lockdown… https://t.co/5U50hiGvHk,0.0
"Graduation during COVID-19...interesting to say the least! So proud of my girl, Lily Cooper! More photos tomorrow when I can collect them all.  You did it, Lil! I love you! 🎓❤️🎉… https://t.co/Dkrngj3z8r",0.0
"OMG! THIS IS AWESOME!!!!!! (Don't worry, they are still protective from the covid-19 thing going on. But I'm glad I'm having fun.... In a way... ) @ Panama City Beach, Florida https://t.co/wJrNkAyZX1",0.2009920634920636
"When your coworker is also an amazing baker and your birthday was during COVID, you get to celebrate twice. I asked a_t_griffin to make her cake interpretation of me and this is what I… https://t.co/g9YbhK5Bv4",-0.10416666666666667
"In #CoronaVirus life, we've been going deep with our cocktail game. This spiced honey syrup is a key ingredient of the Amber Rush. This drink is delicious and stiff, so… https://t.co/lA3a11eANB",0.6000000000000001
"Good times finally getting to the beach during this corona quarantine!

•
•
•
🌟 #friends #smile #instagood #life #popularpic #likeforlike #toptags #cute #happy #tbt #girl #fashion #instalike #followme #family… https://t.co/n2r7suL88L",0.0
"COVID-19 update 
 The top one at a foldable phone stand however over 3 weeks ago ever seems gather 1 with no picture is a electric scooter  3 weeks ago Both advertised on Facebook and Instagram I still have not… https://t.co/8w5M8oQANd",0.46
"Yeah... exactly

#protests #COVID-19 #stupidshit #govcontrol #soros #ridiculous @ Menzel Lake https://t.co/XG6cH34FHN",0.0
"So, society... really?
We went from panicking and hating each other for COVID-19, then flaunting what masks to protect yourself in the middle of nowhere, then y’all got bored of COVID-19? The same people hating… https://t.co/gxyKwJ5KBt",0.5
COVID-19 update  The top one at a foldable phone stand however over 3 weeks ago ever seems gather 1 with no picture is a electric scooter $9.95  3 weeks ago Both advertised on Facebook and Instagram I still have not… https://t.co/hWGrHJGMej,-0.04166666666666666
#truepatriot #trumpsupporters #trump2020 #trump2020🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸 #trump2016🇺🇸  Alliegiance to WHOM???? #esl #translate #fuckniggas #fuckbitches #strike #covid19 #mccarthyera #fbi #crossdresser #queer… https://t.co/NnJGQxCIm1,-0.08499999999999999
Yesterday's 1st pull day 10 days felt really good. I definitely can tell i have lost alot of strength in the 10 weeks off from Coronavirus. 💪😬 @ One More Gym https://t.co/KjhEBoIltl,0.5
Covid-19 is outside and protest is going on ✊🏾✊🏾✊🏾 despite all of that I got my best friend came back to visit me @ Washington D.C. https://t.co/9cZjcJA5F9,0.0
"COVID-19 update 
 Civil unrest and a pandemic can hurt more people Minneapolis @ Queens, New York https://t.co/0pkJyKFd7a",0.4
"Smoke &amp; helicopters, from my yard. The good news is I hadn’t thought about #coronavirus for hours 🤣.  Please everyone pray for peace.  #FairfaxDistrict #LAburning #BritsInLA🇬🇧 @ West Hollywood, California https://t.co/8PEkLpPbRD",0.16666666666666666
"BE LIKE THE STEM CELL
DIFFERENTIATE YOURSELF FROM OTHERS

COVID-19: IMPACTS TO BUSINESS.
As well as serious implications for people’s health, COVID-19 (coronavirus) is significantly impacting businesses and the… https://t.co/IQm8hrt9eI",0.4
Looks like insurance companies just lost the $$$$ they saved from Coronavirus shutdown. #GeorgeFloydProtests,0.0018939393939393925
"Gas is so cheap during this corona virus apocalypse, that I fill my tank for absolutely no reason at all! I just wish there was some place for me to actually go! (I am very aware that gas is more expensive in places… https://t.co/ARXizjRvOl",0.0
