tweet,sentiment
"The percentage of positive COVID-19 tests in Orange County jumped to 12% on Thursday, with an average of 9.7% of those tested in the past week testing positive.#covid19 #covid_19 #wearamask #explorepage… https://t.co/DNUgWuoH6Z",-0.05757575757575757
Cloth face coverings may help prevent people who have COVID-19 from spreading the virus to others.… https://t.co/zV2iaArgox,0.0
"My son has been begging me to homeschool him for so long. I have resisted because I work outside the home and I didn’t think I could find any time to teach him. ⁣
⁣
Now that I work from home a couple days a week, I’m… https://t.co/pCSkvKDzNV",-0.025
"I know 2020 has been rough 💪🏼
.  .  .
#dontgiveup #staystrong #strength #roughyear #2020 #covid19 #blm #ever #fyi #remember #justremember #ok #love @ Washington D.C. https://t.co/IRLJBKZHZd",0.3
"Unless at a ball game, pretty sure that most men got social distancing down in this venue a long time ago. @ Fashion Show https://t.co/YYw6UvKwnr",0.0968253968253968
"The Bell County #community is going through a lot right now, especially w/ all the incidents surrounding Fort Hood &amp; families affected by #covid19... We will get through this together! Just this past June, I was able… https://t.co/TkybhMsGk8",0.13392857142857142
#Cousins hanging out in #covid19 #familytime #family #vodkamartinis  #dinnerathome #dinneroutside #maskselfie #masks #ahituna  #dinner w #SallyGreig @ Calabasas Highlands https://t.co/QaIcohPaWe,0.0
"Sorry #SantaBarbaraCounty 🤷🏻‍♀️Covid-19 Holiday Weekend Suck.  #BeachesClosed #santabarbara #Covid19Holiday #4thOfJulyRuined @ Santa Barbara, California https://t.co/J954u2fY83",-0.5
"Another trip around the sun for me — COVID makes this a memorable one. W started his day with an EARLY wakeup, but made it to his speech therapy without major incident before retiring to the back deck with Shannon… https://t.co/XwICxvOmut",0.165625
"Another day in the life of #covid19 @ Shore Haven, New York https://t.co/g6VwxtDW5V",0.13636363636363635
@dstncllns @502eire @dancanon Wait. There is content that is outside the world of political Twitter? I thought we stopped sports for covid?,0.0
"Facing the “INFO-DEMIC!?”

What makes this pandemic unique from any other, says Katz, is the prevalence of the internet. It's an ""info-demic,"" he explains, with constant attention directed at this one threat, news… https://t.co/znLfFmnGVU",0.08333333333333333
"GC Pollo Asado w/ Roasted Corn + Pepper + Tomato Salsa, Charred Scallion &amp; Cilantro + Lime Rice
⁣
*Sidenote: Tomato, cilantro &amp; oregano from the Graffiti Garden.⁣
⁣
**Double Sidenote: Comfort food for these COVID… https://t.co/vC96IJjVs6",0.0
Oga big Man how E go be if corona kill you !! After all the money looted #coronavirus #blm #naija #newmusic #jam #ogabigman #weglobal #music #afrodance #afro #afrobeat #dallastexas #texasartist #endtimes @ My World ! https://t.co/LUBhPGjfDg,0.0
"#Florida governor #RonDesantis boasting about Florida’s cases
 *one month later* 

Florida again breaks single-day record for new coronavirus cases.  @ Duval County, Florida https://t.co/16YVh8CPzd",0.06818181818181818
This is how you #quarantine @ Los Feliz https://t.co/LKWYpzmLUw,0.0
"Social distancing 101 Thanks @dayuummm for the lesson and @rock945 for my awesome new mask! (Not pictured,  I'm weird about washing first) @ General Store Auto Parts &amp; Performance https://t.co/q2sh8EjYUA",0.17196969696969694
"This is my meet me I have over 3,000 fans waiting #podcast #follow #instagood #videogames #stayathome #twitchstream #party #repost #staysafe #djlife #online #instagramlive #youtuber #concert #video #lockdown… https://t.co/4anOym9KCM",0.0
One more from denverzoo today. Was truly amazed on how well they put the experience together during #covid19 restrictions. The last time we went to a zoo together was the day after we got engaged. @brooklynzoony to… https://t.co/ozPxVRxSOU,0.25
#new masks #masks #covid19 #madelocally #shopsmall all in stock @ TO THE MOON https://t.co/k4YsHhRioS,-0.2152777777777778
"After 2 weeks of fighting #COVID and not being able to leave the apartment, I was finally able to go outside today for a walk with this little girl. This virus is no joke people so y’all… https://t.co/U6P5SK7OGo",0.0
"Free Insurance Quote Kansas woman with 15% survival rate, recovers from COVID-19 https://t.co/k36WWuOfjZ Call 270-360-9600 https://t.co/SSO30mIIt1",-0.2916666666666667
"C o L l a b o R a T i O n
⛳️
Another highlight revealed during COVID moments as davidcurtisgolf and I were able to share time together on the course to bring you round 2 of 3 for “How to Stay Mobile” during your… https://t.co/jFa25qA5IJ",0.4
"I'm so glad I missed my flight to this covid rally. Do you think 45 will even send him a get well soon card?  

Herman Cain, who attended Trump’s Tulsa rally, hospitalized with… https://t.co/dalh5VuCaO",0.15
"Proud Puerto Rican in Solidarity with Black Lives Matter. Being on lockdown has brought awareness to so many institutional and systematic issues that surround people of color. 

The spare time of lockdown has… https://t.co/yaSYoPeFM0",0.13636363636363635
"Friday KHUTBAH schedule!! Please be on time and don’t forget to have WUDU prior coming to the Masjid, Wear MASK, Bring your OWN prayer rug and practice social distancing!! @ Brooklyn Park, Minnesota https://t.co/C3f3UPcBfQ",0.37777777777777777
"@corona make it your own, get out of the routine!! #coronafindyourbeach #corona  #diy #beer #craftbeer #beerporn #beerstagram #beers #beergeek #beerlover #beerme #beertography #beernerd #beertime #beersofinstagram… https://t.co/zQdibAKtmU",0.21736111111111112
"OMG. StreetZlan in Galt was hella yummy. I didn't expect it to be THAT yummy. Can't wait for this COVID-19 closure thing to pass so we can finally sit down, eat, and savor our food. The people that work there are… https://t.co/Fojj26pFD7",0.9375
"Wow @pathtrain fuck your police, no masks, no social distancing #danger to the community 🖕🏿🚓 @ Pennsylvania Station (Newark) https://t.co/Uls3wmJiTP",0.1814814814814815
"Bought a few masks from my friend gingerjackalope . Fun cloth combos!

#apocalypse #pandemic #fashion #quarantine #masks @ Seattle, Washington https://t.co/D8fKlWXGtf",-0.10555555555555557
"Australia Locks Down 300,000 in Melbourne Area After Coronavirus Surge: The authorities have locked down 300,000 people in areas around Melbourne heavily populated by immigrants, reinforcing the coronavirus’s outsized impact on… https://t.co/Sz8HMZR2ak (vía NYtimes) https://t.co/vdXNjd99wH",0.17777777777777778
"Reposted • @fashionabc_
What Do We Want From Fashion After Covid-19? By fashionabc
. 
The fashion industry has seen enormous upheaval over the last couple of months. As we edge into the post lockdown period, The… https://t.co/NArc6G31Ua",0.2
"Green like American money. 

#selfie #tgif #July #julybaby #quarantine #hazeleyes #Minneapolis #mn #latenightpost @ Minneapolis, Minnesota https://t.co/zvxow2RGwj",0.10000000000000002
"My most recent obsession: origami roses! Stepped away from the game for a minute, and things changed up...

#origami#paperfolding#flowers#roses#kawasakirose#lockdown#hobby#wip @ My Home https://t.co/sP7ZoyWjoj",-0.1
If you are sitting on a couch and think it's going to happen you're really just sitting on a couch. Right now is the time to act! People are creating new ways to do business in this pandemic era.… https://t.co/Ceb7kj95I5,0.475
"As positive COVID-19 cases continue to rise, the Governor's recent order reaffirms the importance of face coverings in slowing the spread of this virus. This holiday weekend, let us think of our community, and… https://t.co/6sQaWm80RG",1.0
Not getaways allowed for now 😢#covid19 #houstonlife #getaways @ Global Football Group https://t.co/C4oKgsJrmG,0.2
"Repost from buckmoontinyhouse
•
#Repost darth_ 
・・・
Practicing social distancing the right way! buckmoontinyhouse 
.
.
.
#wimberleytx #wimberley #nature #vacation #explore #weekendmood @ Wimberley, Texas https://t.co/t0MwKvGa7k",0.0
"So I work as a #NursePractitioner in the #EmergencyRoom , even having to buy our own PPE and doing well to stay safe, I still contracted #COVID19 . I’ll be ok, and I’m taking care of it at home with the help of my… https://t.co/GTqcjwQgm1",-0.0625
"COVID-19 update 
Home???
100-15 204th St, Queens, NY 11423
🔥🛑⚠️ Bathroom is closed all the time FDNY ⚠️🛑🔥the landlord is doing it and no back door in the house  If you have a biological problem that require you to go… https://t.co/gNs618fOFb",0.0
Lake Blanche January 2020 winter sunset! #Utah #Wasatch #Wilderness #beauty #tbt #snow #2020 #Covid #counseling #therapy #mentalhealth #LakeBlanche #Sundial #lake #sunset # @ Big Cottonwood Canyon https://t.co/vuQ6GK7LDU,0.2390625
"and onboarding new people takes time, but that's just the beginning.

Meanwhile, the staff that left are still collecting unemployment and refusing to come back to work, citing COVID concerns, even though they've been out traveling, partying, and otherwise engaging in (3/9)",0.5266666666666667
"has been kinda miserable. I wake up tired, go to work tired, come home exhausted, go to bed and crash. I'm stressing under the load at work, then I'm stressing out more at home. It's a struggle to get out bed on the weekends, let alone leave my room. On a scale from 1 to (7/9)",0.11666666666666665
"“She was brave and strong and broken all at once “ ~Ann Funder                #quarantine #socialdistancing #mylife #thursdaythoughts @ Beaverton, Oregon https://t.co/paY1zqK85V",-0.34
"I had a ton of fun with ivecd
/velaive and mcleanphoto shooting graduation photos after 4 months of covid isolation. Even though things aren't any better now thanks for making some awesome memories with me. Special… https://t.co/3cqfixYsid",0.0
"Who knew this?  Evidently for the last few weeks the pandemic has caused a shortage of coins from the Fed, so banks are low and and retail establishments need exact change. 🤷🏽‍♀️ Saw this sign at CVS Pharmacy. @ CVS… https://t.co/rskFQaiWyZ",0.425
"#obx #upallnight #summervibes #summertime #nc #edm #tiesto When #covid19 has closed all the #nightclub you take matters into your own hands:) @ Nags Head, North Carolina https://t.co/4v8VCr75zT",0.0
A long overdue day together with my bff!  Blue Bay Diner has done a great job with outdoor dining in this time of social distancing in the pandemic.  (I forgot to take pictures of the… https://t.co/feQqi34Np6,0.0
