tweet,sentiment
"Happy May! 

Now Due to the coronavirus. All of the outdoor activities except running on the sun and shopping are suspended. So In the hoe I should study my habit on the month tracker. 

Here is trackclubbabe… https://t.co/HRp1T7ubqk",0.4375
"Took a drive this morn to show a home in Motley, a lovely Lake Shamineau Home 94 miles from Maple Grove! Went in with my covid bag, gloves, masks &amp; disinfectant spray for all of us! We are crossing our fingers &amp;… https://t.co/PgKWTtcTs6",0.690625
"I feel y’alls pain. #workingmom #family #covid19 #lockdown #sipwine #thestruggle #thestress #iwantout #butdontwantthisflu #cheers @ San Jose, California https://t.co/tW90kZydmC",0.0
"Here’s your 5/1/20 daily COVID-19 Update from the County of Ventura.

9 new cases
544 total cases
385 recovered cases
25 hospitalized (5 are long term care facility patients being cared for at the hospital to protect… https://t.co/ixNk5DT4v3",0.021590909090909088
"""Due to the Shelter in Place-Covid 19 mandate, our restaurants have been closed at this location. However, we are starting to open up again for to-go orders but a large homeless encampment has sprouted since we've closed. It is around 3-..."" (Mission, D9) https://t.co/Crf2eooFSn",-0.01845238095238096
"COVID-19 IS NOT GODs Work OR Neither His Wrath on His People! 

This Is US as a People... As a Nation... As Leaders... As People in Position! 

WE HAVE MESSED UP... BAD! 

We Have Not Done Right By Ourselves in A… https://t.co/DbXHEf2UD4",-0.29464285714285704
Corona bingo achieved! sugar_rainboww dyed for me. Hilighters in love. #hair #hairdye #dyed #neon #partytime #friyay #iphonexs #lightroom #hella #bright @ Haight-Ashbury https://t.co/J2bgCCMJUL,0.6000000000000001
"COVID-19 update 
 The White House or IRS doesn't even know my full name and The White House or IRS should know there is no to city as hollis find the city or town hall @ Queens, New York https://t.co/2PP7bjgOjf",0.12159090909090907
"“The Gipsy” “La Gitanilla” ipadproteam #sketchesapp  #digitalart covidartgallery @artcur_ using Corona time for painting, time for learning new skills. #somuchtomearn https://t.co/879op1s3nz lilianabenzaquenart the many… https://t.co/6tbJ2MeVdx",0.3181818181818182
"They sure were out shopping in droves today, as #Ohio reopened... and the banks!!!! #OMG! Thought they were selling .99 #BigMacs or sumn... let’s see what next week brings! #covid19 #coronatimes 🙄 @ Cleveland, Ohio https://t.co/8IjKLtec4q",0.5
"Ready to kill, fight and cry over a sandwich and some 2 ply🤦🏽‍♂️🤣🤣🤣#covid19 #coronavirus #tissue #chicken #paranoid #crazy #deranged #insane #followers #trendingtopic #socialmedia #viral #calmdown #chill… https://t.co/CV113G12V2",-0.5
Covid Silver Lining Alert: For all the parents who travelled so much they never had time to play games with the kids...this is Dutch Blitz with my oldest daughter who drove from Cornell in upper state NY cross 10… https://t.co/DfvjYj9t1C,0.06666666666666668
"STAY TUNED!  
Updates will be coming as soon as we have them!❤️
•
•
#loveavedamemphis #coronavirus #backtobusiness 
#downtownmemphis #teamneill @ Rachel's Salon &amp; Day Spa https://t.co/V5g3uxAIeD",0.0
