,tweet,sentiment,tweet,location
0,"COVID 19 safe lol @ Imperial Beach, California https://t.co/0d9YaLkJ41",0.65,"COVID 19 safe lol @ Imperial Beach, California https://t.co/0d9YaLkJ41",California
1,"The Alderwoman in conjunction with the Mosque Maryam gave away 3000 mask to the people.
#COVID19 #Coronavirus #Rona #RoRo 
#MakeOurCommunityDecentLlaceToLive @ Mosque Maryam https://t.co/xRYhfTTBZz",0.0,"The Alderwoman in conjunction with the Mosque Maryam gave away 3000 mask to the people.
#COVID19 #Coronavirus #Rona #RoRo 
#MakeOurCommunityDecentLlaceToLive @ Mosque Maryam https://t.co/xRYhfTTBZz",Illinois
2,"The Alderwoman in conjunction with the Mosque Maryam gave away 3000 mask to the people.
#COVID19 #Coronavirus #Rona #RoRo 
#MakeOurCommunityDecentLlaceToLive @ Mosque Maryam https://t.co/FAiMtK7WCD",0.0,"The Alderwoman in conjunction with the Mosque Maryam gave away 3000 mask to the people.
#COVID19 #Coronavirus #Rona #RoRo 
#MakeOurCommunityDecentLlaceToLive @ Mosque Maryam https://t.co/FAiMtK7WCD",Illinois
3,"Great display of appreciation from the neighbors for my Fellow’s husband, Avinash Adiga, who’s a Critical Care Fellow in NJ🙏#thanks #grateful #thankyou #appreciation #nj #covid #corona #doctors #fellows #newjersey @… https://t.co/xAUbubINWb",0.4,"Great display of appreciation from the neighbors for my Fellow’s husband, Avinash Adiga, who’s a Critical Care Fellow in NJ🙏#thanks #grateful #thankyou #appreciation #nj #covid #corona #doctors #fellows #newjersey @… https://t.co/xAUbubINWb",New Jersey
4,"I shelved my mudhoney_ beer until I moved back to Athens &amp; got a good job in 2016. I’ll shelve this #Corona beer until #coronavirus #covid19 fucks off &amp; dies. Die, Virus #🦠, Die! #😷 #🍺 @ Brain Aid https://t.co/6c44UZBnW7",-0.08333333333333333,"I shelved my mudhoney_ beer until I moved back to Athens &amp; got a good job in 2016. I’ll shelve this #Corona beer until #coronavirus #covid19 fucks off &amp; dies. Die, Virus #🦠, Die! #😷 #🍺 @ Brain Aid https://t.co/6c44UZBnW7",Georgia
5,CMSD cuts ties with Ecco Ride amid COVID-19 pandemic https://t.co/a0pzSc8rB7,0.4375,CMSD cuts ties with Ecco Ride amid COVID-19 pandemic https://t.co/a0pzSc8rB7,Mississippi
6,Tonight would have been Anisah’s senior prom. #COVID19 #Blessed  #Prom2017 #Prom2018 #Prom2018 #NoProm2020 #Senior2020 @ Oklahoma Jazz Hall of Fame https://t.co/1dBGSsd2Ql,0.0,Tonight would have been Anisah’s senior prom. #COVID19 #Blessed  #Prom2017 #Prom2018 #Prom2018 #NoProm2020 #Senior2020 @ Oklahoma Jazz Hall of Fame https://t.co/1dBGSsd2Ql,Oklahoma
7,Craft Blocks During the Coronavirus Pandemic https://t.co/DQSaVF72f1 via @dadofdivas,0.15,Craft Blocks During the Coronavirus Pandemic https://t.co/DQSaVF72f1 via @dadofdivas,Michigan
8,It’s #May. Time for #azaleas. #centralpark #nyc #warmth in the times of #corona #iphonexs #arden #2020 #nyclockdownday42 #lockdownfunpics #ny1pic @ Central Park https://t.co/jZLEnAn9R8,0.0,It’s #May. Time for #azaleas. #centralpark #nyc #warmth in the times of #corona #iphonexs #arden #2020 #nyclockdownday42 #lockdownfunpics #ny1pic @ Central Park https://t.co/jZLEnAn9R8,New York
9,"#sunset #covid #quarantinelife #stircrazy #plantation #florida @ Plantation, Florida https://t.co/YHvZym7M1W",0.0,"#sunset #covid #quarantinelife #stircrazy #plantation #florida @ Plantation, Florida https://t.co/YHvZym7M1W",Florida
