tweet,sentiment
"Now Serving OC,LA, SB &amp; Riverside Counties. I Witness Mobile Notary
#notarypublic #notaryservices #mobilenotary #mobilenotary @ Corona, California https://t.co/RR8OSObMif",0.0
"Wine is Fucking Essential!! Posted withregram • @heartmercantile Wine is essential.⁠
⁠
PC: @hipchicksdowine ⁠
__________⁠
TEMPORARILY CLOSED DUE TO COVID-19.⁠
⁠
Shop online at https://t.co/j91AJxm09A. DM for other… https://t.co/2dAtcBy6YW",-0.06999999999999999
"Soup &amp; #salad hold oil &amp; all seasoning aka just green beans. Corn chowder w a lot of stuff 

#covidcooking #coronavirus #vegetable #green #flattenthecurve #cheflife #socialdistancing #instachef #alonetogether… https://t.co/3F0zL7YPe5",-0.2
Baltimore oriole (Icterus galbula) visitor to my #backyard yesterday! My very first #baltimoreorioles ever! I have seen so many new birds during #stayathome for #covid19 .... #birds_of_instagram #bird_watchers_daily… https://t.co/kKFQBJgc3E,0.34753787878787873
Feels great to pull out the magic wand and be back at work again today 🤗 #backtowork #pandemic #covid19 #hairstylist #allentx @ M Salon https://t.co/gbJPKYZSyJ,0.43333333333333335
Feels great to pull out the magic wand and be back at work again today 🤗 #backtowork #pandemic #covid19 #hairstylist #allentx @ M Salon https://t.co/jUn05xrUKL,0.43333333333333335
"#DateNight dinner take out being COVID-19 safe! (@ Grand China Restaurant in Lancaster, PA) https://t.co/BNGwV8ipJg",0.5625
"My trip to 368 was the best today!  I have not had a hug from this princess since COVID-19  started.  So after Mask, gloves and a little spray down with Lysol I GOT TO SEE HARPER AND GET MY HUG💗💗💗 #covid19… https://t.co/aKwWJdHl7s",0.21898148148148147
"I caught the coronavirus again. Well at least the Dos XX is the cure. Lol @ San Antonio, Texas https://t.co/THDQn1jqWg",0.25
We have a covid circus with real clowns in the house! #covidcircus #covidkinetings @ Villarimo Estate https://t.co/ArrstZ6qy0,0.25
"Love this tenacious reality #leader. #coronavirus #cuomokumodo @ Portage Bay, Seattle Wa https://t.co/E6fpAa8O1S",0.5
I attended a WA drive-in ‘spirit’ual service. #itsallowed #phaseone #phase1 #covid #whatididduringcovid @ Hawthorn Farm https://t.co/OD4mcTWJPG,0.0
"From the walk.

#COVID-19 #CORONAVIRUSBLUES @ Valley of the Temples Memorial Park https://t.co/tZMNCxMqRI",0.0
"Day 8 - Reconstruction Challenge... ""Not today Corona!"" It seems like it becomes easy to focus on all the negativity, especially if you're watching tv or reading news articles online. I've decided that I'm going to… https://t.co/DKNS6O8OEr",0.21666666666666667
"The 3 day VE Day 75 celebrations really do help us put Covid-19 into perspective.  Lest we forget.  True heroes.....
.
.
.
#VEDay75 #veday #lestweforget @ Keller, Texas https://t.co/u49TpVDuDG",0.275
The things that warm my heart ❤️ #quarantinelife #covid #flattenthecurve #shelterinplace #covid19 #quarantine #catsofinstagram  #kittylove #cats #lovelife #loveoneanother #catlover #animallover #catmom #brothers… https://t.co/V7IqAvvzJ4,0.6
"No officer, we haven’t been partying at all during lockdown. #dogs #dogsofinstagram #coronavirus #covid19 #sleep @ Swansboro, North Carolina https://t.co/BSTmMEl4ay",0.0
"#FBF to the last time I went out 🤦🏽‍♂️ #MardiGras #MardiGras2020 right before this Covid 😩 #NOLA ⚜️ #NewOrleans @ New Orleans, Louisiana https://t.co/enyolDgjrQ",0.14069264069264067
"""Coronavirus VS Murder Bees."" 🐝😂🐝 @ Los Angeles, California https://t.co/awH9Gq2oSV",0.0
"Shirts have arrived, and the support has been great, thank you! These are flying out the door, Grab yours NOW @ https://t.co/ALzIBiv9KY (Link im Bio)

#quarantine #covid #nonessential #workersclub #hospitality #entertainment… https://t.co/iBW60oLiQh",0.0
"Shirts have arrived, and the support has been great, thank you! These are flying out the door, Grab yours NOW @ https://t.co/a6i0uDPcx5 (Link im Bio)

#quarantine #covid #nonessential #workersclub #hospitality #entertainment… https://t.co/qtPBR7ZZMy",1.0
"Wow, what a spring it had been. With Everyone being shook up with this covid-19 😷 I have gotten out a lot more to walk the Woods &amp; Hills that are virus free, looking to save history.  It’s my medicine, my own… https://t.co/vUz0WvrPYb",0.0
"The #iowawave has a different meaning these days.  Hopefully we’re past more than the end of the 1st quarter.  #teacherparade #covid19 @ Grimes, Iowa https://t.co/pOGsjvmdPs",0.4
"Pleased to announce the successful execution of contract of my listing in Lakeside!  It's my 2nd close of escrow in the past 3-weeks and as my friend, Cali, remarked, ""You're the COVID Closer!""   My first execution… https://t.co/deKQU8NbLX",0.5
