,tweet,location,Confirmed
0,percentage positive covid nineteen test orange county jumped twelve thursday average nine seven tested past week testing positive covid19 covid nineteen wearamask explorepage…,California,250514
1,cloth face covering help prevent people covid nineteen spreading virus others …,California,250514
2,cousin hanging covid19 familytime family vodkamartinis dinnerathome dinneroutside maskselfie mask ahituna dinner sallygreig calabasas highland,California,250514
3,sorry santabarbaracounty person shrugginglight skin tone‍female sign️covid nineteen holiday weekend suck beachesclosed santabarbara covid19holiday 4thofjulyruined santa barbara california,California,250514
4,facing “ info demic ” make pandemic unique other say katz prevalence internet it ' `` info demic '' explains constant attention directed threat news…,California,250514
5,gc pollo asado roasted corn pepper tomato salsa charred scallion amp cilantro lime rice ⁣ sidenote tomato cilantro amp oregano graffiti garden ⁣ ⁣ double sidenote comfort food covid…,California,250514
6,quarantine los feliz,California,250514
7,flag in hole️ highlight revealed covid moment davidcurtisgolf able share time course bring round two three “ how stay mobile ” your…,California,250514
8,omg streetzlan galt hella yummy didn ' expect yummy can ' wait covid nineteen closure thing pas finally sit down eat savor food people work are…,California,250514
9,reposted • fashionabc want fashion covid nineteen fashionabc fashion industry seen enormous upheaval couple month edge post lockdown period the…,California,250514
10,recent obsession origami rose stepped away game minute thing changed up origami paperfolding flower rose kawasakirose lockdown hobby wip home,California,250514
11,sitting couch think it ' going happen you 're sitting couch right time act people creating new way business pandemic era …,California,250514
12,onboarding new people take time that ' beginning meanwhile staff left collecting unemployment refusing come work citing covid concern they 've traveling partying engaging three nine,California,250514
13,kinda miserable wake tired work tired come home exhausted bed crash ' stressing load work ' stressing home it ' struggle bed weekend let leave room scale one seven nine,California,250514
14,posted withregram • causeoxnard coronavirus infecting farmworkers higher rate rest community recent outbreak oxnard eighty farmworkers live work together…,California,250514
15,oh day social distancing glowfest rave hollywoodpicturesbacklot yesterland disneyland dca disneycaliforniaadventure californiaadventure disney disneyside disneyparks disneylandresort dlr…,California,250514
16,dr fauci give advice vacation 4th covid nineteen vía tmz,California,250514
17,shelter place day one hundred and six chicken broccoli two people three day shelterinplace quarantine day106 homecook chickenbrocolli san francisco california,California,250514
18,seven way learning arguably popular illustration buy print clothing winking face add print eventually beaming face with smiling eyessparklesits world wide shipping beaming face with smiling eyesmay delay corona its…,California,250514
19,inside power change world roalddahl ballot box with ballotraised fistmedium-light skin tone🇺🇸 sure voice heard megaphone vote two thousand and twenty help saveamerica xoxotye 4thofjuly quarantine drag…,California,250514
20,long weekend sure wear face mask maintain social distancing protect others it ' right thing do folded handsmedium skin tonefolded handsfolded handsdark skin tonefolded handsmedium-light skin tone nooneisfreeuntilweareallfree safefourthofjuly…,California,250514
21,let safe amp happy july four weekend avoiding large gathering wearing face covering social distancing washing hand frequently safe kind well san francisco california,California,250514
22,happy 4th july weekendred heart️white heartblue heart🇺🇸 wearthedamnmaskface with medical mask dontbeakaren two thousand and twenty slowthespread staysafe holidayweekend stayhealthy notgoingaway flattenthecurve burbank california,California,250514
23,putting resturant owner falling getting establishment new covid regulationsfolded handsmedium skin tone ankleinjury podiatrist stayingfocused la resturantinjury century city los…,California,250514
24,join virtual live fb wednesday july 8th 6pm pacific time eight central nine eastern pandemic hit performing art especially hard upswing exploring new way working …,California,250514
25,lavender field provence hoping june paso roble do happy safe healthy fourth july everyone covid didn ' cancel having fun living joy pasorobles…,California,250514
26,catching exercise 24hourfitness miramar 24hourfitnessmiramar 24hourfitness socialdistancingexercise socialdistancingworkout sixfeetdistance socialdistancing twenty-four hour fitness miramar ca,California,250514
27,beautiful pier oceanside covid19 oceanside california,California,250514
28,face with tears of joyrolling on the floor laughingface with tears of joyrolling on the floor laughingface with tears of joyrolling on the floor laughing fact coronavirus mask long beach california,California,250514
29,drinking maskstropical drinkface with medical maskstill available ten regular mask face with medical mask seven available pattern shown dm order drinkingmask drinkmask facemask socialdistancing longbeach staysafe long beach california,California,250514
30,pandemic shifted way life way hasn ' shift essence drive join live fb wednesday july 8th 6pm pacific time share vision upswing…,California,250514
31,open 4th july weekendfireworks help stay healthy open observing social distancing wearing mask visiting market come enjoy special patriotic pasta family style…,California,250514
32,nestling flowerfriday hibiscus morning working home phone buddy mobile phone with arrow check in coaching client afternoon late afternoon social distance hike friend good day …,California,250514
33,who ready big 4th july holiday weekend person raising handmedium-dark skin tone‍female sign️🇺🇸sun️bikini know there stuck quarantine believe dancing song “ big ” daysulan and…,California,250514
34,por bien común protégete protege otros wearing mask proven easy important way stem spread coronavirus people aren ' it especially true of…,California,250514
35,cool midtownnoho covid19 pandemic facemask supermodel fashionista level workit youreworthit wearamask savelives coronavirus nohoartsdistrict officialnoho empowerla proud neighborhood…,California,250514
36,shot week self quarantine covid face with tears of joy thought interesting covid19 shutdown selfquarantine america crisis selfisolation documentary pandemic…,California,250514
37,california girl sunshine suit well sun️ ⠀ anybody adjusting new place midst pandemic weird time try facilitate friendship play kid theyre great…,California,250514
38,body oxygenthe best medicine covid19 prevention palm spring california,California,250514
39,were living covid time wear mask im about people disrespecting guideline saddens me im going calling business lackadaisical amp respecting…,California,250514
40,moving part chrgednutrition lot thing happen holt planned different variable throw pandemic mix upside-down facewoozy face…,California,250514
41,yoga the ability intention compassion inspiration equally upside down mitchell59 yoga yogapractice mindful mindfullness meditation covid19…,California,250514
42,disgusted man middle global pandemic trump keep trying push discrimination translivesmatter wtf million people work help the…,California,250514
43,four thirteen galatian five twenty-two twenty-three god all corona california,California,250514
44,say summer like watermelon fun rectangle nora fleming server watermelon mini norafleming servingware party gather socialdistancing wstermelon hostess hostessgift entertain…,California,250514
45,happy friday trying survive covid constant change staff amp customer safe face with medical mask margarita definitely help zany face happyhour lostoros tasty margarita mexicanfoodporn…,California,250514
46,wearing mask amp social distancing day bornfreecycles face with tears of joy safe people bailbailbonds queenofbail open24 seven businesswoman supportsmallbusiness latina american born free cycle,California,250514
47,attention control intention ill u control covid nineteen storm life freedom choose focus attention use freedom to…,California,250514
48,love relaxing hammock staying home covid isn ' over 4thofjuly isn ' good reason cause unnecessary death country there said it cancel plan pandemic…,California,250514
49,quarantined drive by 80th birthday party welcomesign 80thbirthday happy80thbirthday quarantine party quarantineparty birthdayparade balloon drivebyparty eventplanner eventstylist uniquelycreated…,California,250514
50,quarantined drive by 80th birthday party swipeleft arrow️ 80thbirthday happy80thbirthday dessertbar desserttable toolbox quarantine party quarantineparty drivebyparty eventplanner eventstylist uniquelycreated…,California,250514
51,quarantined drive by 80th birthday party 80thbirthday happy80thbirthday dessertbar desserttable toolbox quarantine party quarantineparty drivebyparty eventplanner eventstylist uniquelycreated…,California,250514
52,custom number balloon happy birthday daddy quarantined drive by 80th birthday party 80thbirthday balloon numberballoons happy80thbirthday dessertbar desserttable toolbox quarantine party…,California,250514
53,quarantined drive by 80th birthday party 80thbirthday happy80thbirthday dessertbar bananapudding bananacheesecake sugarcookies cupcake tart desserttable toolbox quarantine party quarantineparty…,California,250514
54,word godisincontrol assaultrifle godblessamerica godwilltakecareofyou religionisbullshit hypocritical bully bullshit covid19 pandemic2020 nopa district,California,250514
