,tweet,sentiment,tweet,location
0,"Happy 4th of July! Stay Safe and Covid free.
#socialdistance  and use masks if necessary.
See you when ever it's over . #denton2night 
#Dentonnightlife #FrystNightlife #collegenightlife @ Little Elm, Texas https://t.co/h18WPyJFsN",0.3425,"Happy 4th of July! Stay Safe and Covid free.
#socialdistance  and use masks if necessary.
See you when ever it's over . #denton2night 
#Dentonnightlife #FrystNightlife #collegenightlife @ Little Elm, Texas https://t.co/h18WPyJFsN",Texas
1,"Like a Covid-year-bad-Oprah : 

Siggi gets a broken arm !
Caty gets a broken arm !
Everybody gets.....

Just those two.
A visiting  Polaris-buggy driver misjudged the terrain , her speed , and well, physics.

Winni… https://t.co/t9ScHoYhOR",-0.5,"Like a Covid-year-bad-Oprah : 

Siggi gets a broken arm !
Caty gets a broken arm !
Everybody gets.....

Just those two.
A visiting  Polaris-buggy driver misjudged the terrain , her speed , and well, physics.

Winni… https://t.co/t9ScHoYhOR",New York
2,Drinking a Bourbon County Brand Mon Chéri Stout (2019) by @GooseIsland @ Offhaus Summer of COVID Brew Ha Ha — https://t.co/DETyBPFvyp,0.2,Drinking a Bourbon County Brand Mon Chéri Stout (2019) by @GooseIsland @ Offhaus Summer of COVID Brew Ha Ha — https://t.co/DETyBPFvyp,Wisconsin
3,Happy #4thofJuly #COVID19 style! @ Coney Island https://t.co/hUW0UWQJCo,0.0,Happy #4thofJuly #COVID19 style! @ Coney Island https://t.co/hUW0UWQJCo,New York
4,"#socialdistancing is no problem on the #lake!
#happy4thofjuly #4thofjuly #kyaking 🚣🏻‍♂️ #smithmountainlake @ Smith Mountain Lake, Virginia https://t.co/5RNiIF5CGg",-0.4,"#socialdistancing is no problem on the #lake!
#happy4thofjuly #4thofjuly #kyaking 🚣🏻‍♂️ #smithmountainlake @ Smith Mountain Lake, Virginia https://t.co/5RNiIF5CGg",Virginia
5,"7-4-2020.. going on 4 months of this covid nonsense, but we are still making the best of it.. me and my mini #kacee #Yadi #my girls  #quarantinelife #isitoveryet @ Hayward, California https://t.co/ibFBXHcO70",0.0,"7-4-2020.. going on 4 months of this covid nonsense, but we are still making the best of it.. me and my mini #kacee #Yadi #my girls  #quarantinelife #isitoveryet @ Hayward, California https://t.co/ibFBXHcO70",California
6,"I’m not entirely made out of money but I wish to help any way I can! I’m sitting on a lot of music and since realistically there’s no sign of this country grasping COVID’s extent, I will be releasing something weekly… https://t.co/qfzVXVxD2j",0.2,"I’m not entirely made out of money but I wish to help any way I can! I’m sitting on a lot of music and since realistically there’s no sign of this country grasping COVID’s extent, I will be releasing something weekly… https://t.co/qfzVXVxD2j",California
7,"Night and Day. Our yard is beautiful!
Perfect for a #microwedding #ceremony ❤

#stanmansion #microwedding #wedding #socialdistancing #celebrate #allweneedislove #elopement #bridetobe #groomtobe #bride #groom… https://t.co/uJM5IGP62k",0.0,"Night and Day. Our yard is beautiful!
Perfect for a #microwedding #ceremony ❤

#stanmansion #microwedding #wedding #socialdistancing #celebrate #allweneedislove #elopement #bridetobe #groomtobe #bride #groom… https://t.co/uJM5IGP62k",Illinois
8,"Super congratulations to my love @beautynbosses 🙌
-
I came home one day from work and Lucia was so excited to tell me that she decided to start working with this company that allows her to have her own virtual… https://t.co/fcDJKs8rzu",0.6833333333333332,"Super congratulations to my love @beautynbosses 🙌
-
I came home one day from work and Lucia was so excited to tell me that she decided to start working with this company that allows her to have her own virtual… https://t.co/fcDJKs8rzu",Florida
9,Ok... This is getting a little crazy. I didn't write the law but I agree with the guy we elected. Mask up or we MAY have to lockdown again... Since caring about the safety of others isn't doing it for you @ Quail… https://t.co/IjqZBwpu7t,0.4520833333333333,Ok... This is getting a little crazy. I didn't write the law but I agree with the guy we elected. Mask up or we MAY have to lockdown again... Since caring about the safety of others isn't doing it for you @ Quail… https://t.co/IjqZBwpu7t,North Carolina
