,Province_State,Confirmed
0,Alabama,46962
1,Alaska,1222
3,Arizona,108614
4,Arkansas,25246
5,California,292560
6,Colorado,35099
7,Connecticut,47108
8,Delaware,12462
10,District of Columbia,10642
11,Florida,223783
12,Georgia,103890
15,Hawaii,1094
16,Idaho,8969
17,Illinois,150554
18,Indiana,49063
19,Iowa,32624
20,Kansas,17332
21,Kentucky,17919
22,Louisiana,70151
23,Maine,3460
24,Maryland,70861
25,Massachusetts,110602
26,Michigan,74551
27,Minnesota,39589
28,Mississippi,32888
29,Missouri,25590
30,Montana,1371
31,Nebraska,20425
32,Nevada,24301
33,New Hampshire,5952
34,New Jersey,174039
35,New Mexico,14017
36,New York,398929
37,North Carolina,77687
38,North Dakota,3971
40,Ohio,60181
41,Oklahoma,17894
42,Oregon,10817
43,Pennsylvania,96725
45,Rhode Island,17204
46,South Carolina,48909
47,South Dakota,7242
48,Tennessee,55986
49,Texas,224929
50,Utah,26755
51,Vermont,1256
53,Virginia,67375
54,Washington,37941
55,West Virginia,3707
56,Wisconsin,33154
57,Wyoming,1740
