tweet,location
"My sponsor now for almost 4 years and the most thorough nutrition and supplementation specialist I know of @3naturalN - ONE23 was inspired by the #coronavirus as a
way to seamlessly enhance #sportsnutrition.  It can… https://t.co/REI0qzslOF",Texas
"On today’s episode of the Coronavirus Cooking Diaries I made Ricotta Fritters. Ricotta Fritters are like a cross between mini doughnuts and a sfingi. They are light, dense and delicious! That may sound like an… https://t.co/mXQXYmU9Lc",New York
‘Rona Art. 🦠 😷 #streetart #covid19 #coronavirus #quarantinelife #streetart #art #artdistrict #losangeles #la #dtla @ Arts District Los Angeles https://t.co/vaazBNpgQ0,California
"One final capture on May 7, 2020 at 11:46 PM during a pandemic (COVID-19). May we always reflect back on the day, learn from our mistakes, and awake ready to help mankind prosper and advance.   Without getting… https://t.co/11G8B0w1NQ",Virginia
karenfcalandra @jetteferguson cynthia_the_realtor #realestateagent #crs #rrc #sothebysrealty #covid19 #covid_19 #covid #covidcouture #monterey #californialove #usa #america #live #loveyourself #love #real… https://t.co/2UtOOtDvQn,California
We're Back! New Saturday Specialty Slice! Just 2.99 for a HUGE 1-Pound Slice of Smoked Apple 🍎 BBQ Beer 🍻 Brat Pizza with Corona Soaked Bratwurst (also available as a 1 day sandwich)! Walk-In Price for Takeout Only… https://t.co/Y6JnZZPGg2,Illinois
"Coming back home to start my second furlough week with #babyhan #furlough #covid19 @ Ann Arbor, Michigan https://t.co/DjSs6ZJEM9",Michigan
"#socialdistancing during the covid shit show 🚴‍♂️
.
.
#outdoors #stayfit #park @ Rothenbach Park https://t.co/nonmoMYcPl",Florida
"Karen goes to Boston. 
🤦🏾‍♂️😷🧤🧻🇺🇲
#karen #boston #coronavirus #covid19 #quarantine #lockdown @ Boston, Massachusetts https://t.co/kfkXAxPXBG",Massachusetts
Hang in there. #covid &amp; #quarantinelife will soon pass. Achieve physical and #mentalclarity with our cbd oil. CBD helps reduce anxiety and promotes a great mood throughout the day. Take advantage of promo code… https://t.co/hmIapn2RNb,California
"Not sure if I’m ready for the so called “new normal” look. Thanks anyway maverickclothing @loganpaul for the face mask. #covid #teammaverick #loganpaul @ Miami, Florida https://t.co/hVUzXiDAUR",Florida
"https://t.co/j63MD2MZVU For the first time, self-employed people can collect unemployment benefits if the COVID-19 pandemic has derailed their income. In Part 2 of my series on this development, a lawyer answers your questions. OSO TAX SERVICE https://t.co/Nhptv374mR",Utah
"This Ninja Foodi is the real deal. Best Air Fryer I’ve used. @ Corona, California https://t.co/IrTWEQ6CK8",California
"FOLLOW, FOLLOW, FOLLOW ! @great_atlanta #greatthingsatlanta #atlanta #covid_19 #covid19 #atl #atlantahairstylist #atlantatattooartist #atlantanails #atlantafalcons #atlantaphotographer #atlantarealestate… https://t.co/mUToHsgtuM",Georgia
Covid-19 Quarantine Day #51... Finally got most of my Graphics Software installed! Sat outside and wrote a little and reflected under the moon... #soulcandymusic🎵🎶 #soulcandyrawks #theskiesthelimitin2020… https://t.co/P7tKrGkUvM,South Carolina
"We have made a HUGE difference to the lives of 2500 people in need during this #covid19 #pandemic. Thank you to ALL that purchased from us @lamortexiii during this Ongoing Sale!
.
https://t.co/e9JO6ip4JS
SALE! 15% OFF… https://t.co/vSHHOj8a5U",California
"Trump’s Administrations Blueprint! We are at war, the Coronavirus is the most clear a present enemy, the other is just as cunning, insidious and deadly.  When you are at war you use any means possible to survive.… https://t.co/rFN0VprQyo",New York
The C in CJ stands l for Corona 🔫 @ Quarantine https://t.co/beK9gezVvM,Vermont
"@johnmayer - waiting on the world to change 
.
.
.
.
.
#waitingontheworldtochange #johnmayer #acousticcover #cover #guitar #singer #viral #tiktok #musician #checkthisout #covid19 #coronavirus #pandemic #music #hope… https://t.co/wDJ6k93Uac",California
"Grand Reopening Friday 5/15! It's been a long 2 months since we have seen alot of your smiling faces.  Come out and enjoy $1 Fireball  Shots, $1 Budlight and $2 Corona ( not Corona  virus) all night long.  Doors… https://t.co/UrXmptlcY4",Oklahoma
#westchesterreview Yesterday in West Chester the community came out to support the local UPS drivers as they started another day of delivering packages to the public during the COVID19 pandemic. Thank you for your… https://t.co/ErhHPImq0b,Pennsylvania
"COVID-19 update @ Queens, New York https://t.co/3nQZsLHHYs",New York
Operation COVID-19 Garment Revival is proud to support naica1974 and their front line team dedicated to providing client-centered transitional housing programs and legal and social support services throughout NYC… https://t.co/vyOPyoDDdF,New York
"It's great to go to dog beach 😍with  mom finally 💞we were getting bored with this covid 19 closing all the beaches 🌞slowly getting back to Normal 🤗 
https://t.co/GypfMJHJDx @ Spring Valley, San… https://t.co/YrpWbNwGhY",California
"You never guess what I found in Dollar Tree? 

Toilet Paper!!!! 🧻 
Score right for anyone that is looking! ☺️ Lucky we have plenty!

- #coronavirus #covid2020 #covid19 #covıd19 #coronaviruspandemicrealness… https://t.co/N1w7G8a4J5",Illinois
Felt good to get out there and get in the mud.  I’m struggling with #WFH during #COVID.  I am putting in a lot of hours locked in a single position in front of my computer and feeling stuck.  Was super good to get… https://t.co/Jq7QmEFHVY,Washington
