,tweet,location,Confirmed
0,season maybe little covid style nonetheless flyfishing flyfishinglife flyfishutah flyfishingutah wasatchmountains wasatchguideservice wasatchguides wasatchadventureguides…,Utah,8057
1,' hiking moab near corona arch kid asked wanted tiktok video sure ' hip think moab hiking corona moab utah,Utah,8057
2,safe there iphone11pro 11pro covid19 essentialworkers 2020grads fairfield ohio,Ohio,30794
3,donaldtrump troll reporter ' we 're asking tested positive corona virus face with medical maskrolling on the floor laughing thought tag definitely right arrow curving down️ trump ' america,Ohio,30794
4,family drug court specialized docket operating covid nineteen continues teach new method service continuing focusing safety welfare involved individual ashtabula…,Ohio,30794
5,league legendary gentleman nobodylikesmeT-Rex nobodylikesme skooly driveinmovie atlanta explorepage trendingtopic coronavirus socialdistancing obamaruntz aleistercrowley magic magick the…,Ohio,30794
6,linked hustler week cooked dopamine project way overdue original drop supposed february covid19 halt lot production we…,Ohio,30794
7,five twenty-two twenty introducing spencer madison borneman wedding covid19 ring inniswood metro garden,Ohio,30794
8,life time covid landscapephotography getoutside imighthaveaproblem color delaware ohio,Ohio,30794
9,life time covid landscapephotography getoutside imighthaveaproblem color camera with flash,Ohio,30794
10,covid nineteen social distancing day sixty-five harbinger hope promise better time neffs ohio,Ohio,30794
11,patio dinning covid style drinking nugget nectar troegsbeer branch amp night drop —,Ohio,30794
12,so here day deb came home work today colleague tested positive covid nineteen took covid test afternoon doctor recommended strongly then later said we…,Ohio,30794
13,himalayan grille minigoddard five twenty-two two thousand and twenty amp 5pm friday one dining in server wore mask face with medical mask amp glove gloves covid nineteen pandemic pandemonium dinner…,Ohio,30794
14,copper babe centervillehairstylist hollypoet moroccanoilpro olaplextreatment schwarzkopfcolorprofessional covid19 donotcutyourownbangs stuckinside quarantine daytonstrong salon exclusive ltd,Ohio,30794
15,murph monday five twenty-five two thousand and twenty back hero wod rule all 🇺🇲 murph herowod memorialday molonlabecrossfit covid19 molon labe crossfit,Ohio,30794
16,hairstyle color highlight cut calista covid nineteen shutdown client long hair calista broke color highlight nicely it natural looking book online at…,Ohio,30794
17,closing day house with garden fun reconnecting ruth ann selling beautiful ranch home olathe covid nineteen altering selling strategy able sell 1st day multiple offer …,Kansas,8909
18,pushing daisy fit gt thefrippery memorialdayweekend coronavirus death ninety-five thousand and eighty-seven folded handsmedium skin tone united state,Kansas,8909
19,bmw g7🇺🇸 concept conceptualphotography world bmw conceptart conceptualart covid19 covid nineteen coronavirus2050 covid china china the covid maker covid impact don old trump usa🇺🇸 usa america…,Kansas,8909
20,we 've set date course it ' subject covid19 set back right week june eight thirteen filled form watch email weekend information wearehayden…,Kansas,8909
21,beautiful couple ladybug ladybugembroidery matchingmask fabricmask premiumfabricmask clothmask covid19 socialdistancing flatternthecurve shelterinplace alohamask hawaiidesigner aloha…,California,90252
22,know it end year yearbook here today spent time sign student yearbook it year reflection sad imissmystudents wishyouwerehere teacher pandemic covid19…,California,90252
23,honor privilege parent hood college education sacramento state covid nineteen pandemic took lot u able to…,California,90252
