,tweet,location,Confirmed
0,kinda topic good friend sand close friend area feel like peer place life communicate intermittently course ongoing pandemic complicated actually seeing folk too,Illinois,149574
1,covid related job loss tick spike case creates uncertainty,Illinois,149574
2,working home studio morning im grated opportunity fill in news work week im buddy tim star1055 libertyville illinois,Illinois,149574
3,dental visit listed health appointment people consider keeping despite pandemic link dental health hygiene dentist dentistry,Illinois,149574
4,basic opportunity cbd cgb opportunity workfromanywhere workfromhome cbdproducts cbdoil cbdmovement cbdhealth cbdwellness teamopiela team opiela,Illinois,149574
5,social distancing shopping shopnorthwoods check new display actually long standing partnership mall volunteer ground looking clean and…,Illinois,149574
6,welcomed safety social distancing usole burger amp beer fun run series july safety guideline place got great four mile run enjoyed on patio …,Illinois,149574
7,join small group basketball training basketball july 13th two thousand and twenty co ed session age nine seventeen social distancing enforced additional safety measure place click link in…,Illinois,149574
8,quarantine puzzle five done “ work home puzzle ” point team effort enlisted friend help thanks neighbor johnshermanandrews…,Illinois,149574
9,lockdown hairstyle naperville illinois,Illinois,149574
10,im happy friend client sonilasejdaras having two kid working overall health body composition worked gym pandemic an…,Illinois,149574
11,check mark button puzzle puzzle quarantine quarantinelife springfield illinois,Illinois,149574
12,season waiting over covid coronavirus quarantine soccer weareceltic palatine palatinecelticsc palatine illinois,Illinois,149574
13,it going beautiful evening champaign il great friend officialbcb briancollins champaignillinois taylorguitars leeoskarharmonicas socialdistancing bcbackyardsessions champaign illinois,Illinois,149574
14,thank lev family foundation donating needed covid nineteen family care kit one cool care box family thankful mostonor stridesforpeace making this…,Illinois,149574
15,year kid garden day focusing monarch butterfly partnership naturemuseum program mix on site virtual learning practicing social distancing age six …,Illinois,149574
16,it ' pandemic we 'll bringing laugh station saloon saturday july 11th 9pm curtis strauss khamandi johnson clay foley station saloon,Illinois,149574
17,these clown hell bent letting folk die lifelong medical issue debt want wish covid away thats damn sad man,Illinois,149574
18,pomme anna broh love cooking covid zayvees cat farm amp garden,Illinois,149574
19,no real serious spiderman pandemic mask mask wearyourmask wearyourdamnmask challenger comic conversation,Illinois,149574
20,cant smell taste it youve got covid chicago malort covidtesting chicago illinois,Illinois,149574
21,pre covid today day mission team heading dominican republic work alongside partner today decided wear goministriesinc shirt highlight idea of…,Illinois,149574
22,texas standard aubrey matson nineteen year old college student doesn ' consider `` anti vaccine `` pandemic hasnt one hundred favor atx austin all512,Texas,216026
23,hospital rio grande valley sounded alarm saturday bed filled capacity covid nineteen patient began transferring patient elsewhere twelve hospital hidalgo cameron starr…,Texas,216026
24,texas standard quickly communicating positive covid nineteen test result important way limit spread virus texan atx austin all512,Texas,216026
25,wouldnt embarrassed knew gon na he butt hole started pandemic id march proud shit oak cliff dallas,Texas,216026
26,now it ' common knowledge coronavirus spread close contact who ' infected breathing atx austin all512,Texas,216026
27,covid19 mask tyler texas,Texas,216026
28,cancel trip mexico pandemic booked private cabin guadalupe river instead here ' view morning guadalupe river,Texas,216026
29,white people bat shit crazy yes are infected affect too yall fuckin research trump gop far yall ass yall sheep yall claim liberal are,Texas,216026
30,covid covid away want work today imissmyjob closefriends allthemanimals nirvana maplewood houston,Texas,216026
31,thank teravista guy rrock the support patience therespect thelove amazing clapping hands maskonface with medical mask socialdistancing funinthesunsmiling face with sunglasses jerkchicken oxtail itsabetterworldwithgreatfood onelove oneunity…,Texas,216026
32,proud business creative finding way serve customer community pandemic congrats chef tune craftburgerft pushing through …,Texas,216026
33,artist lee albert hill title bluestem thirty-seven date two thousand and twenty dimension forty-eight '' forty-eight '' medium acrylic canvas panel current exhibit view july eleven appointment sign bluestem red covid19…,Texas,216026
34,finally decided rid `` covid beard '' trim gotee again like it watauga texas,Texas,216026
35,cheetahlish invite come enjoy shopping experience unique fitting room await try fierce fashion steaming clothing tried on wearing mask amp social distancing are…,Texas,216026
36,completing census quick easy important practicing social distancing home minute census receive invitation respond mail telephone online addisoncounts,Texas,216026
37,congratulation 2nd quarter producer sports medal managed sell 2million production height covid erastarcrest era team realtor topproducer companytopproducer realestateagent dfwrealtor congratulation listingagent buyersagent kmarkrealtor,Texas,216026
38,claire lot pink houston centennial garden dailywalk flattenthecurve itsbetteroutside motherdaughtertime mcgovern centennial garden,Texas,216026
39,cabo malta netherlands but special lady making smiling face with smiling eyes,Texas,216026
40,post local news coronavirus pandemic tuesday july seven news tip question email news kut org atx austin all512,Texas,216026
41,ohhhhh extremehiit did nicely lady way maintain social distancing getting heart rate demolishgoals it ' easy personal…,Texas,216026
42,love weekend amazing neighborhood community 4th july parade neighbor practiced social distancing watching yard families…,Texas,216026
43,customizable gear occasion shout ups ups gear customize embroidery koozies polo gatormask uniform screenprinting poweringtheprint elpasostrong elpasounited covid19 classroomuniforms…,Texas,216026
44,got news childhood friend passed away covid broken heart it ' sad hear news way prayer family time folded handsmedium skin tonefolded handsmedium skin tone restinparadise brother lupe…,Texas,216026
45,coronavirus testing austin gettyimages thanks jerryfiandaca austin texas,Texas,216026
46,start two thousand and twenty told michaelfojtasek going yearofthebiscuit little know true be look forward serving tasty treat covid…,Texas,216026
47,mary margaret hansens current exhibition atabló china rome connection coronavirus artist writes coronavirus escaped china knowing boundary traveling travel hit italy hard …,Texas,216026
48,living great city like houston mean city shuts covid nineteen plenty lens camera matter time walk downtown something…,Texas,216026
49,youth logo shirt t-shirt sixteen seventy-five shop now link bio covid nineteen shipping two six week homlessfits culturfits streetwearcathedral fashionbruh thegallerystreetwear…,Texas,216026
50,social distancing pearl skwerl quarantinelife misspearlthesquirrel skwerls mask cedar creek texas,Texas,216026
